model,line_name,planning_year,case,unit,value,end_value,line,start_region,dest_region,km,end_cap,start_cap,scenario,configuration,child_scenario,cap
USENSYS,CASO_to_NWPP,2023,full-base-200-tx-0,MW,5313368.0,5313368.0,,CASO,NWPP,1859.1210098249196,2858.0,2858.0,base,base,transmission,
USENSYS,CASO_to_SRSG,2023,full-base-200-tx-0,MW,2919044.0,2918373.0,,CASO,SRSG,670.4280089248628,4353.0,4354.0,base,base,transmission,
USENSYS,FRCC_to_SRSE,2023,full-base-200-tx-0,MW,3350541.0,3350541.0,,FRCC,SRSE,930.705776696937,3600.0,3600.0,base,base,transmission,
USENSYS,ISNE_to_NYCW,2023,full-base-200-tx-0,MW,158660.0,158660.0,,ISNE,NYCW,208.76319678780865,760.0,760.0,base,base,transmission,
USENSYS,ISNE_to_NYUP,2023,full-base-200-tx-0,MW,591379.0,591379.0,,ISNE,NYUP,422.4133412443229,1400.0,1400.0,base,base,transmission,
USENSYS,MISC_to_MISS,2023,full-base-200-tx-0,MW,1488088.0,1488088.0,,MISC,MISS,1432.2313664952487,1039.0,1039.0,base,base,transmission,
USENSYS,MISC_to_MISW,2023,full-base-200-tx-0,MW,2268174.0,2268174.0,,MISC,MISW,1370.4981771620598,1655.0,1655.0,base,base,transmission,
USENSYS,MISC_to_PJMC,2023,full-base-200-tx-0,MW,3283817.0,3283191.0,,MISC,PJMC,626.2046711986147,5243.0,5244.0,base,base,transmission,
USENSYS,MISC_to_PJMW,2023,full-base-200-tx-0,MW,3464702.0,3464065.0,,MISC,PJMW,636.7767278564246,5440.0,5441.0,base,base,transmission,
USENSYS,MISC_to_SPPC,2023,full-base-200-tx-0,MW,995388.0,995388.0,,MISC,SPPC,696.0754685319118,1430.0,1430.0,base,base,transmission,
USENSYS,MISC_to_SPPS,2023,full-base-200-tx-0,MW,1364560.0,1364560.0,,MISC,SPPS,1164.3004320004338,1172.0,1172.0,base,base,transmission,
USENSYS,MISC_to_SRCE,2023,full-base-200-tx-0,MW,3024383.0,3024383.0,,MISC,SRCE,807.5788459671032,3745.0,3745.0,base,base,transmission,
USENSYS,MISE_to_PJMW,2023,full-base-200-tx-0,MW,1789648.0,1789648.0,,MISE,PJMW,672.2944948093907,2662.0,2662.0,base,base,transmission,
USENSYS,MISS_to_SPPS,2023,full-base-200-tx-0,MW,1838598.0,1838598.0,,MISS,SPPS,1083.4402589451677,1697.0,1697.0,base,base,transmission,
USENSYS,MISS_to_SRCE,2023,full-base-200-tx-0,MW,3726069.0,3725158.0,,MISS,SRCE,910.5740119711644,4091.0,4092.0,base,base,transmission,
USENSYS,MISS_to_SRSE,2023,full-base-200-tx-0,MW,735738.0,735738.0,,MISS,SRSE,825.7437764420143,891.0,891.0,base,base,transmission,
USENSYS,MISW_to_NWPP,2023,full-base-200-tx-0,MW,2808140.0,2808140.0,,MISW,NWPP,14040.700523946523,200.0,200.0,base,base,transmission,
USENSYS,MISW_to_PJMC,2023,full-base-200-tx-0,MW,1847606.0,1847606.0,,MISW,PJMC,577.3769837220765,3200.0,3200.0,base,base,transmission,
USENSYS,MISW_to_SPPN,2023,full-base-200-tx-0,MW,5589987.0,5588973.0,,MISW,SPPN,1014.1486283848258,5511.0,5512.0,base,base,transmission,
USENSYS,NWPP_to_RMRG,2023,full-base-200-tx-0,MW,102557.0,102557.0,,NWPP,RMRG,256.39318164425606,400.0,400.0,base,base,transmission,
USENSYS,NYCW_to_NYUP,2023,full-base-200-tx-0,MW,794072.0,794072.0,,NYCW,NYUP,319.03239545042265,2489.0,2489.0,base,base,transmission,
USENSYS,NYCW_to_PJME,2023,full-base-200-tx-0,MW,53474.0,53474.0,,NYCW,PJME,81.02077938846139,660.0,660.0,base,base,transmission,
USENSYS,NYUP_to_PJME,2023,full-base-200-tx-0,MW,397354.0,397354.0,,NYUP,PJME,316.61636032760543,1255.0,1255.0,base,base,transmission,
USENSYS,PJMC_to_PJMW,2023,full-base-200-tx-0,MW,475254.0,475254.0,,PJMC,PJMW,484.9526117173539,980.0,980.0,base,base,transmission,
USENSYS,PJMD_to_PJME,2023,full-base-200-tx-0,MW,167117.0,167117.0,,PJMD,PJME,139.26433395480618,1200.0,1200.0,base,base,transmission,
USENSYS,PJMD_to_PJMW,2023,full-base-200-tx-0,MW,3421719.0,3421225.0,,PJMD,PJMW,493.7545177764829,6929.0,6930.0,base,base,transmission,
USENSYS,PJMD_to_SRCA,2023,full-base-200-tx-0,MW,525255.0,525255.0,,PJMD,SRCA,525.2547915890101,1000.0,1000.0,base,base,transmission,
USENSYS,PJME_to_PJMW,2023,full-base-200-tx-0,MW,1876405.0,1876405.0,,PJME,PJMW,482.9870637110515,3885.0,3885.0,base,base,transmission,
USENSYS,PJMW_to_SRCA,2023,full-base-200-tx-0,MW,1097455.0,1097455.0,,PJMW,SRCA,900.2912298442393,1219.0,1219.0,base,base,transmission,
USENSYS,PJMW_to_SRCE,2023,full-base-200-tx-0,MW,1809620.0,1809620.0,,PJMW,SRCE,542.940224506259,3333.0,3333.0,base,base,transmission,
USENSYS,RMRG_to_SPPC,2023,full-base-200-tx-0,MW,196692.0,196692.0,,RMRG,SPPC,936.6269837220768,210.0,210.0,base,base,transmission,
USENSYS,RMRG_to_SPPN,2023,full-base-200-tx-0,MW,320034.0,320034.0,,RMRG,SPPN,780.5713741841813,410.0,410.0,base,base,transmission,
USENSYS,RMRG_to_SRSG,2023,full-base-200-tx-0,MW,891491.0,891491.0,,RMRG,SRSG,1451.9389962866967,614.0,614.0,base,base,transmission,
USENSYS,SPPC_to_SPPN,2023,full-base-200-tx-0,MW,374290.0,374290.0,,SPPC,SPPN,261.19343417595013,1433.0,1433.0,base,base,transmission,
USENSYS,SPPC_to_SPPS,2023,full-base-200-tx-0,MW,1534354.0,1534354.0,,SPPC,SPPS,455.0277413171593,3372.0,3372.0,base,base,transmission,
USENSYS,SPPS_to_SRSG,2023,full-base-200-tx-0,MW,1545958.0,1545958.0,,SPPS,SRSG,1530.6511537017682,1010.0,1010.0,base,base,transmission,
USENSYS,SPPS_to_TRE,2023,full-base-200-tx-0,MW,300783.0,300783.0,,SPPS,TRE,501.3042951289656,600.0,600.0,base,base,transmission,
USENSYS,SPPS_to_TREW,2023,full-base-200-tx-0,MW,130810.0,130810.0,,SPPS,TREW,594.5912331781975,220.0,220.0,base,base,transmission,
USENSYS,SRCA_to_SRCE,2023,full-base-200-tx-0,MW,226220.0,226220.0,,SRCA,SRCE,1047.313910703395,216.0,216.0,base,base,transmission,
USENSYS,SRCA_to_SRSE,2023,full-base-200-tx-0,MW,1051339.0,1051339.0,,SRCA,SRSE,750.9564568673488,1400.0,1400.0,base,base,transmission,
USENSYS,SRCE_to_SRSE,2023,full-base-200-tx-0,MW,2585542.0,2585542.0,,SRCE,SRSE,808.9930595294763,3196.0,3196.0,base,base,transmission,
USENSYS,TRE_to_TREW,2023,full-base-200-tx-0,MW,11487357.0,11485967.0,,TRE,TREW,694.9819646586291,16527.0,16529.0,base,base,transmission,
USENSYS,BASN_to_CASO,2027,full-base-200-tx-0,MW,-1053.0,,,BASN,CASO,1052.8154002870249,,,base,base,transmission,-1.0
USENSYS,BASN_to_SRSG,2027,full-base-200-tx-0,MW,-1197.0,,,BASN,SRSG,1196.8856954277987,,,base,base,transmission,-1.0
USENSYS,CASO_to_SRSG,2027,full-base-200-tx-0,MW,-670.0,,,CASO,SRSG,670.4280089248628,,,base,base,transmission,-1.0
USENSYS,MISC_to_PJMC,2027,full-base-200-tx-0,MW,-626.0,,,MISC,PJMC,626.2046711986147,,,base,base,transmission,-1.0
USENSYS,MISC_to_PJMW,2027,full-base-200-tx-0,MW,-637.0,,,MISC,PJMW,636.7767278564246,,,base,base,transmission,-1.0
USENSYS,MISS_to_SRCE,2027,full-base-200-tx-0,MW,-911.0,,,MISS,SRCE,910.5740119711644,,,base,base,transmission,-1.0
USENSYS,MISW_to_SPPN,2027,full-base-200-tx-0,MW,-1014.0,,,MISW,SPPN,1014.1486283848258,,,base,base,transmission,-1.0
USENSYS,PJMD_to_PJMW,2027,full-base-200-tx-0,MW,-494.0,,,PJMD,PJMW,493.7545177764829,,,base,base,transmission,-1.0
USENSYS,TRE_to_TREW,2027,full-base-200-tx-0,MW,-1390.0,,,TRE,TREW,694.9819646586291,,,base,base,transmission,-2.0
USENSYS,TRE_to_TREW,2035,full-base-200-tx-0,MW,-695.0,,,TRE,TREW,694.9819646586291,,,base,base,transmission,-1.0
GenX,BASN_to_CANO,2023,full-base-200-tx-15,MW,161338.0,161435.0,1.0,BASN,CANO,1613.3847128003597,100.06,100.0,base,base,transmission,
GenX,BASN_to_CASO,2023,full-base-200-tx-15,MW,6232667.0,6232667.0,2.0,BASN,CASO,1052.8154002870249,5920.0,5920.0,base,base,transmission,
GenX,BASN_to_NWPP,2023,full-base-200-tx-15,MW,7181335.0,7181399.0,3.0,BASN,NWPP,2143.6820330805017,3350.03,3350.0,base,base,transmission,
GenX,BASN_to_RMRG,2023,full-base-200-tx-15,MW,5546133.0,5546547.0,4.0,BASN,RMRG,1478.968739910536,3750.28,3750.0,base,base,transmission,
GenX,BASN_to_SRSG,2023,full-base-200-tx-15,MW,6445229.0,6445972.0,5.0,BASN,SRSG,1196.8856954277987,5385.62,5385.0,base,base,transmission,
GenX,CANO_to_CASO,2023,full-base-200-tx-15,MW,2493475.0,2493495.0,6.0,CANO,CASO,678.496525078502,3675.03,3675.0,base,base,transmission,
GenX,CANO_to_NWPP,2023,full-base-200-tx-15,MW,4787096.0,4787356.0,7.0,CANO,NWPP,1302.6110658309303,3675.2,3675.0,base,base,transmission,
GenX,CASO_to_NWPP,2023,full-base-200-tx-15,MW,5313368.0,5313368.0,8.0,CASO,NWPP,1859.1210098249196,2858.0,2858.0,base,base,transmission,
GenX,CASO_to_SRSG,2023,full-base-200-tx-15,MW,2919044.0,2919137.0,9.0,CASO,SRSG,670.4280089248628,4354.14,4354.0,base,base,transmission,
GenX,FRCC_to_SRSE,2023,full-base-200-tx-15,MW,3350541.0,3350625.0,10.0,FRCC,SRSE,930.705776696937,3600.09,3600.0,base,base,transmission,
GenX,ISNE_to_NYCW,2023,full-base-200-tx-15,MW,158660.0,158663.0,11.0,ISNE,NYCW,208.76319678780865,760.014,760.0,base,base,transmission,
GenX,ISNE_to_NYUP,2023,full-base-200-tx-15,MW,591379.0,591505.0,12.0,ISNE,NYUP,422.4133412443229,1400.3,1400.0,base,base,transmission,
GenX,MISC_to_MISE,2023,full-base-200-tx-15,MW,0.0,2640.0,13.0,MISC,MISE,993.3851724175372,2.65804,0.0,base,base,transmission,
GenX,MISC_to_MISS,2023,full-base-200-tx-15,MW,1488088.0,1488117.0,14.0,MISC,MISS,1432.2313664952487,1039.02,1039.0,base,base,transmission,
GenX,MISC_to_MISW,2023,full-base-200-tx-15,MW,2268174.0,2268202.0,15.0,MISC,MISW,1370.4981771620598,1655.02,1655.0,base,base,transmission,
GenX,MISC_to_PJMC,2023,full-base-200-tx-15,MW,3283817.0,3283874.0,16.0,MISC,PJMC,626.2046711986147,5244.09,5244.0,base,base,transmission,
GenX,MISC_to_PJMW,2023,full-base-200-tx-15,MW,3464702.0,3465021.0,17.0,MISC,PJMW,636.7767278564246,5441.5,5441.0,base,base,transmission,
GenX,MISC_to_SPPC,2023,full-base-200-tx-15,MW,995388.0,995743.0,18.0,MISC,SPPC,696.0754685319118,1430.51,1430.0,base,base,transmission,
GenX,MISC_to_SPPN,2023,full-base-200-tx-15,MW,0.0,5592.0,19.0,MISC,SPPN,919.2234841721058,6.08298,0.0,base,base,transmission,
GenX,MISC_to_SPPS,2023,full-base-200-tx-15,MW,1364560.0,1364642.0,20.0,MISC,SPPS,1164.3004320004338,1172.07,1172.0,base,base,transmission,
GenX,MISC_to_SRCE,2023,full-base-200-tx-15,MW,3024383.0,3024423.0,21.0,MISC,SRCE,807.5788459671032,3745.05,3745.0,base,base,transmission,
GenX,MISE_to_MISW,2023,full-base-200-tx-15,MW,0.0,2690.0,22.0,MISE,MISW,1338.0895372438338,2.01015,0.0,base,base,transmission,
GenX,MISE_to_PJMW,2023,full-base-200-tx-15,MW,1789648.0,1789850.0,23.0,MISE,PJMW,672.2944948093907,2662.3,2662.0,base,base,transmission,
GenX,MISS_to_SPPC,2023,full-base-200-tx-15,MW,0.0,7692.0,24.0,MISS,SPPC,1264.309793619994,6.08407,0.0,base,base,transmission,
GenX,MISS_to_SPPS,2023,full-base-200-tx-15,MW,1838598.0,1838977.0,25.0,MISS,SPPS,1083.4402589451677,1697.35,1697.0,base,base,transmission,
GenX,MISS_to_SRCE,2023,full-base-200-tx-15,MW,3726069.0,3726215.0,26.0,MISS,SRCE,910.5740119711644,4092.16,4092.0,base,base,transmission,
GenX,MISS_to_SRSE,2023,full-base-200-tx-15,MW,735738.0,736254.0,27.0,MISS,SRSE,825.7437764420143,891.625,891.0,base,base,transmission,
GenX,MISW_to_NWPP,2023,full-base-200-tx-15,MW,2808140.0,2809586.0,28.0,MISW,NWPP,14040.700523946523,200.103,200.0,base,base,transmission,
GenX,MISW_to_PJMC,2023,full-base-200-tx-15,MW,1847606.0,1847722.0,29.0,MISW,PJMC,577.3769837220765,3200.2,3200.0,base,base,transmission,
GenX,MISW_to_SPPC,2023,full-base-200-tx-15,MW,0.0,2611.0,30.0,MISW,SPPC,1195.0293103479462,2.18525,0.0,base,base,transmission,
GenX,MISW_to_SPPN,2023,full-base-200-tx-15,MW,5589987.0,5590180.0,31.0,MISW,SPPN,1014.1486283848258,5512.19,5512.0,base,base,transmission,
GenX,NWPP_to_RMRG,2023,full-base-200-tx-15,MW,102557.0,102569.0,32.0,NWPP,RMRG,256.39318164425606,400.044,400.0,base,base,transmission,
GenX,NYCW_to_NYUP,2023,full-base-200-tx-15,MW,794072.0,921535.0,33.0,NYCW,NYUP,319.03239545042265,2888.53,2489.0,base,base,transmission,
GenX,NYCW_to_PJME,2023,full-base-200-tx-15,MW,53474.0,85871.0,34.0,NYCW,PJME,81.02077938846139,1059.87,660.0,base,base,transmission,
GenX,NYUP_to_PJME,2023,full-base-200-tx-15,MW,397354.0,397379.0,35.0,NYUP,PJME,316.61636032760543,1255.08,1255.0,base,base,transmission,
GenX,PJMC_to_PJMW,2023,full-base-200-tx-15,MW,475254.0,475440.0,36.0,PJMC,PJMW,484.9526117173539,980.385,980.0,base,base,transmission,
GenX,PJMD_to_PJME,2023,full-base-200-tx-15,MW,167117.0,222434.0,37.0,PJMD,PJME,139.26433395480618,1597.21,1200.0,base,base,transmission,
GenX,PJMD_to_PJMW,2023,full-base-200-tx-15,MW,3421719.0,3421719.0,38.0,PJMD,PJMW,493.7545177764829,6930.0,6930.0,base,base,transmission,
GenX,PJMD_to_SRCA,2023,full-base-200-tx-15,MW,525255.0,525670.0,39.0,PJMD,SRCA,525.2547915890101,1000.79,1000.0,base,base,transmission,
GenX,PJME_to_PJMW,2023,full-base-200-tx-15,MW,1876405.0,1876429.0,40.0,PJME,PJMW,482.9870637110515,3885.05,3885.0,base,base,transmission,
GenX,PJMW_to_SRCA,2023,full-base-200-tx-15,MW,1097455.0,1097491.0,41.0,PJMW,SRCA,900.2912298442393,1219.04,1219.0,base,base,transmission,
GenX,PJMW_to_SRCE,2023,full-base-200-tx-15,MW,1809620.0,1809620.0,42.0,PJMW,SRCE,542.940224506259,3333.0,3333.0,base,base,transmission,
GenX,RMRG_to_SPPC,2023,full-base-200-tx-15,MW,196692.0,570339.0,43.0,RMRG,SPPC,936.6269837220768,608.929,210.0,base,base,transmission,
GenX,RMRG_to_SPPN,2023,full-base-200-tx-15,MW,320034.0,632030.0,44.0,RMRG,SPPN,780.5713741841813,809.702,410.0,base,base,transmission,
GenX,RMRG_to_SRSG,2023,full-base-200-tx-15,MW,891491.0,891491.0,45.0,RMRG,SRSG,1451.9389962866967,614.0,614.0,base,base,transmission,
GenX,SPPC_to_SPPN,2023,full-base-200-tx-15,MW,374290.0,478697.0,46.0,SPPC,SPPN,261.19343417595013,1832.73,1433.0,base,base,transmission,
GenX,SPPC_to_SPPS,2023,full-base-200-tx-15,MW,1534354.0,1534581.0,47.0,SPPC,SPPS,455.0277413171593,3372.5,3372.0,base,base,transmission,
GenX,SPPN_to_SPPS,2023,full-base-200-tx-15,MW,0.0,126822.0,48.0,SPPN,SPPS,679.4249275747745,186.661,0.0,base,base,transmission,
GenX,SPPS_to_SRSG,2023,full-base-200-tx-15,MW,1545958.0,1545958.0,49.0,SPPS,SRSG,1530.6511537017682,1010.0,1010.0,base,base,transmission,
GenX,SPPS_to_TRE,2023,full-base-200-tx-15,MW,300783.0,370217.0,50.0,SPPS,TRE,501.3042951289656,738.508,600.0,base,base,transmission,
GenX,SPPS_to_TREW,2023,full-base-200-tx-15,MW,130810.0,368183.0,51.0,SPPS,TREW,594.5912331781975,619.22,220.0,base,base,transmission,
GenX,SRCA_to_SRCE,2023,full-base-200-tx-15,MW,226220.0,226233.0,52.0,SRCA,SRCE,1047.313910703395,216.013,216.0,base,base,transmission,
GenX,SRCA_to_SRSE,2023,full-base-200-tx-15,MW,1051339.0,1051339.0,53.0,SRCA,SRSE,750.9564568673488,1400.0,1400.0,base,base,transmission,
GenX,SRCE_to_SRSE,2023,full-base-200-tx-15,MW,2585542.0,2585590.0,54.0,SRCE,SRSE,808.9930595294763,3196.06,3196.0,base,base,transmission,
GenX,TRE_to_TREW,2023,full-base-200-tx-15,MW,11487357.0,11488747.0,55.0,TRE,TREW,694.9819646586291,16531.0,16529.0,base,base,transmission,
GenX,NWPP_to_SPPN,2023,full-base-200-tx-15,MW,0.0,4704.0,56.0,NWPP,SPPN,2877.9361274282305,1.63456,0.0,base,base,transmission,
GenX,SRSG_to_TRE,2023,full-base-200-tx-15,MW,0.0,4745.0,57.0,SRSG,TRE,1692.23667175099,2.8037,0.0,base,base,transmission,
GenX,BASN_to_CANO,2027,full-base-200-tx-15,MW,96.0,,1.0,BASN,CANO,1613.3847128003597,,,base,base,transmission,0.0595042
GenX,BASN_to_CASO,2027,full-base-200-tx-15,MW,4.0,,2.0,BASN,CASO,1052.8154002870249,,,base,base,transmission,0.00367536
GenX,BASN_to_NWPP,2027,full-base-200-tx-15,MW,64.0,,3.0,BASN,NWPP,2143.6820330805017,,,base,base,transmission,0.0298707
GenX,BASN_to_RMRG,2027,full-base-200-tx-15,MW,408.0,,4.0,BASN,RMRG,1478.968739910536,,,base,base,transmission,0.27583
GenX,SRSG_to_BASN,2027,full-base-200-tx-15,MW,736.0,,5.0,SRSG,BASN,1196.8856954277987,,,base,base,transmission,0.615067
GenX,CANO_to_CASO,2027,full-base-200-tx-15,MW,20.0,,6.0,CANO,CASO,678.496525078502,,,base,base,transmission,0.0299004
GenX,CANO_to_NWPP,2027,full-base-200-tx-15,MW,263.0,,7.0,CANO,NWPP,1302.6110658309303,,,base,base,transmission,0.202161
GenX,CASO_to_NWPP,2027,full-base-200-tx-15,MW,9.0,,8.0,CASO,NWPP,1859.1210098249196,,,base,base,transmission,0.0046784
GenX,CASO_to_SRSG,2027,full-base-200-tx-15,MW,92.0,,9.0,CASO,SRSG,670.4280089248628,,,base,base,transmission,0.136632
GenX,FRCC_to_SRSE,2027,full-base-200-tx-15,MW,88.0,,10.0,FRCC,SRSE,930.705776696937,,,base,base,transmission,0.0942231
GenX,ISNE_to_NYCW,2027,full-base-200-tx-15,MW,3.0,,11.0,ISNE,NYCW,208.76319678780865,,,base,base,transmission,0.0139587
GenX,ISNE_to_NYUP,2027,full-base-200-tx-15,MW,126.0,,12.0,ISNE,NYUP,422.4133412443229,,,base,base,transmission,0.297514
GenX,MISC_to_MISE,2027,full-base-200-tx-15,MW,2640.0,,13.0,MISC,MISE,993.3851724175372,,,base,base,transmission,2.65804
GenX,MISC_to_MISS,2027,full-base-200-tx-15,MW,29.0,,14.0,MISC,MISS,1432.2313664952487,,,base,base,transmission,0.0203601
GenX,MISC_to_MISW,2027,full-base-200-tx-15,MW,23.0,,15.0,MISC,MISW,1370.4981771620598,,,base,base,transmission,0.0165426
GenX,MISC_to_PJMC,2027,full-base-200-tx-15,MW,56.0,,16.0,MISC,PJMC,626.2046711986147,,,base,base,transmission,0.0896589
GenX,MISC_to_PJMW,2027,full-base-200-tx-15,MW,320.0,,17.0,MISC,PJMW,636.7767278564246,,,base,base,transmission,0.502188
GenX,MISC_to_SPPC,2027,full-base-200-tx-15,MW,356.0,,18.0,MISC,SPPC,696.0754685319118,,,base,base,transmission,0.510885
GenX,MISC_to_SPPN,2027,full-base-200-tx-15,MW,5592.0,,19.0,MISC,SPPN,919.2234841721058,,,base,base,transmission,6.08298
GenX,MISC_to_SPPS,2027,full-base-200-tx-15,MW,80.0,,20.0,MISC,SPPS,1164.3004320004338,,,base,base,transmission,0.0686946
GenX,MISC_to_SRCE,2027,full-base-200-tx-15,MW,42.0,,21.0,MISC,SRCE,807.5788459671032,,,base,base,transmission,0.0519618
GenX,MISE_to_MISW,2027,full-base-200-tx-15,MW,2690.0,,22.0,MISE,MISW,1338.0895372438338,,,base,base,transmission,2.01015
GenX,MISE_to_PJMW,2027,full-base-200-tx-15,MW,203.0,,23.0,MISE,PJMW,672.2944948093907,,,base,base,transmission,0.30184
GenX,MISS_to_SPPC,2027,full-base-200-tx-15,MW,7692.0,,24.0,MISS,SPPC,1264.309793619994,,,base,base,transmission,6.08407
GenX,MISS_to_SPPS,2027,full-base-200-tx-15,MW,381.0,,25.0,MISS,SPPS,1083.4402589451677,,,base,base,transmission,0.35193
GenX,MISS_to_SRCE,2027,full-base-200-tx-15,MW,142.0,,26.0,MISS,SRCE,910.5740119711644,,,base,base,transmission,0.155814
GenX,MISS_to_SRSE,2027,full-base-200-tx-15,MW,516.0,,27.0,MISS,SRSE,825.7437764420143,,,base,base,transmission,0.625333
GenX,MISW_to_NWPP,2027,full-base-200-tx-15,MW,1439.0,,28.0,MISW,NWPP,14040.700523946523,,,base,base,transmission,0.102506
GenX,MISW_to_PJMC,2027,full-base-200-tx-15,MW,113.0,,29.0,MISW,PJMC,577.3769837220765,,,base,base,transmission,0.195141
GenX,MISW_to_SPPC,2027,full-base-200-tx-15,MW,2611.0,,30.0,MISW,SPPC,1195.0293103479462,,,base,base,transmission,2.18525
GenX,MISW_to_SPPN,2027,full-base-200-tx-15,MW,190.0,,31.0,MISW,SPPN,1014.1486283848258,,,base,base,transmission,0.187184
GenX,NWPP_to_RMRG,2027,full-base-200-tx-15,MW,11.0,,32.0,NWPP,RMRG,256.39318164425606,,,base,base,transmission,0.0437938
GenX,NYCW_to_NYUP,2027,full-base-200-tx-15,MW,127463.0,,33.0,NYCW,NYUP,319.03239545042265,,,base,base,transmission,399.531
GenX,NYCW_to_PJME,2027,full-base-200-tx-15,MW,32397.0,,34.0,NYCW,PJME,81.02077938846139,,,base,base,transmission,399.866
GenX,NYUP_to_PJME,2027,full-base-200-tx-15,MW,25.0,,35.0,NYUP,PJME,316.61636032760543,,,base,base,transmission,0.0775204
GenX,PJMC_to_PJMW,2027,full-base-200-tx-15,MW,187.0,,36.0,PJMC,PJMW,484.9526117173539,,,base,base,transmission,0.384889
GenX,PJMD_to_PJME,2027,full-base-200-tx-15,MW,55317.0,,37.0,PJMD,PJME,139.26433395480618,,,base,base,transmission,397.207
GenX,PJMD_to_PJMW,2027,full-base-200-tx-15,MW,0.0,,38.0,PJMD,PJMW,493.7545177764829,,,base,base,transmission,0.000285308
GenX,PJMD_to_SRCA,2027,full-base-200-tx-15,MW,413.0,,39.0,PJMD,SRCA,525.2547915890101,,,base,base,transmission,0.785776
GenX,PJME_to_PJMW,2027,full-base-200-tx-15,MW,23.0,,40.0,PJME,PJMW,482.9870637110515,,,base,base,transmission,0.047151
GenX,PJMW_to_SRCA,2027,full-base-200-tx-15,MW,33.0,,41.0,PJMW,SRCA,900.2912298442393,,,base,base,transmission,0.0365612
GenX,PJMW_to_SRCE,2027,full-base-200-tx-15,MW,1.0,,42.0,PJMW,SRCE,542.940224506259,,,base,base,transmission,0.00265493
GenX,RMRG_to_SPPC,2027,full-base-200-tx-15,MW,373648.0,,43.0,RMRG,SPPC,936.6269837220768,,,base,base,transmission,398.929
GenX,RMRG_to_SPPN,2027,full-base-200-tx-15,MW,311996.0,,44.0,RMRG,SPPN,780.5713741841813,,,base,base,transmission,399.702
GenX,RMRG_to_SRSG,2027,full-base-200-tx-15,MW,0.0,,45.0,RMRG,SRSG,1451.9389962866967,,,base,base,transmission,0.000179068
GenX,SPPC_to_SPPN,2027,full-base-200-tx-15,MW,104407.0,,46.0,SPPC,SPPN,261.19343417595013,,,base,base,transmission,399.731
GenX,SPPC_to_SPPS,2027,full-base-200-tx-15,MW,230.0,,47.0,SPPC,SPPS,455.0277413171593,,,base,base,transmission,0.50455
GenX,SPPN_to_SPPS,2027,full-base-200-tx-15,MW,126822.0,,48.0,SPPN,SPPS,679.4249275747745,,,base,base,transmission,186.661
GenX,SPPS_to_SRSG,2027,full-base-200-tx-15,MW,1.0,,49.0,SPPS,SRSG,1530.6511537017682,,,base,base,transmission,0.000712223
GenX,SPPS_to_TRE,2027,full-base-200-tx-15,MW,69435.0,,50.0,SPPS,TRE,501.3042951289656,,,base,base,transmission,138.508
GenX,SPPS_to_TREW,2027,full-base-200-tx-15,MW,237373.0,,51.0,SPPS,TREW,594.5912331781975,,,base,base,transmission,399.22
GenX,SRCA_to_SRCE,2027,full-base-200-tx-15,MW,14.0,,52.0,SRCA,SRCE,1047.313910703395,,,base,base,transmission,0.0133699
GenX,SRCA_to_SRSE,2027,full-base-200-tx-15,MW,4.0,,53.0,SRCA,SRSE,750.9564568673488,,,base,base,transmission,0.00479509
GenX,SRCE_to_SRSE,2027,full-base-200-tx-15,MW,47.0,,54.0,SRCE,SRSE,808.9930595294763,,,base,base,transmission,0.0586647
GenX,TREW_to_TRE,2027,full-base-200-tx-15,MW,1358.0,,55.0,TREW,TRE,694.9819646586291,,,base,base,transmission,1.95468
GenX,NWPP_to_SPPN,2027,full-base-200-tx-15,MW,4704.0,,56.0,NWPP,SPPN,2877.9361274282305,,,base,base,transmission,1.63456
GenX,SRSG_to_TRE,2027,full-base-200-tx-15,MW,4745.0,,57.0,SRSG,TRE,1692.23667175099,,,base,base,transmission,2.8037
GenX,BASN_to_CANO,2030,full-base-200-tx-15,MW,134.0,,1.0,BASN,CANO,1613.3847128003597,,,base,base,transmission,0.0829581
GenX,BASN_to_CASO,2030,full-base-200-tx-15,MW,23.0,,2.0,BASN,CASO,1052.8154002870249,,,base,base,transmission,0.0214928
GenX,BASN_to_NWPP,2030,full-base-200-tx-15,MW,21.0,,3.0,BASN,NWPP,2143.6820330805017,,,base,base,transmission,0.00987275
GenX,BASN_to_RMRG,2030,full-base-200-tx-15,MW,192753.0,,4.0,BASN,RMRG,1478.968739910536,,,base,base,transmission,130.329
GenX,SRSG_to_BASN,2030,full-base-200-tx-15,MW,32.0,,5.0,SRSG,BASN,1196.8856954277987,,,base,base,transmission,0.0270823
GenX,CANO_to_CASO,2030,full-base-200-tx-15,MW,46.0,,6.0,CANO,CASO,678.496525078502,,,base,base,transmission,0.06819
GenX,CANO_to_NWPP,2030,full-base-200-tx-15,MW,188.0,,7.0,CANO,NWPP,1302.6110658309303,,,base,base,transmission,0.144352
GenX,CASO_to_NWPP,2030,full-base-200-tx-15,MW,110.0,,8.0,CASO,NWPP,1859.1210098249196,,,base,base,transmission,0.0592229
GenX,CASO_to_SRSG,2030,full-base-200-tx-15,MW,106.0,,9.0,CASO,SRSG,670.4280089248628,,,base,base,transmission,0.158038
GenX,FRCC_to_SRSE,2030,full-base-200-tx-15,MW,95.0,,10.0,FRCC,SRSE,930.705776696937,,,base,base,transmission,0.101799
