case,tech_type,planning_year,end_value,min,max
full-base-200-tx-0,Natural Gas CT,2027,1.0,,
full-base-200-tx-0,Nuclear,2027,0.0,,
full-base-200-tx-0,Solar,2027,101.7,,
full-base-200-tx-0,Wind,2027,116675.8,,
full-base-200-tx-0,Battery,2030,27.2,,
full-base-200-tx-0,CCS,2030,115808.0,,
full-base-200-tx-0,Hydrogen,2030,24.5,,
full-base-200-tx-0,Natural Gas CC,2030,6600.8,,
full-base-200-tx-0,Natural Gas CT,2030,12.5,,
full-base-200-tx-0,Nuclear,2030,0.0,,
full-base-200-tx-0,Solar,2030,262756.0,,
full-base-200-tx-0,Wind,2030,177724.5,,
full-base-200-tx-0,Battery,2035,5789.8,,
full-base-200-tx-0,CCS,2035,99823.5,,
full-base-200-tx-0,Hydrogen,2035,102.2,,
full-base-200-tx-0,Natural Gas CC,2035,20980.0,,
full-base-200-tx-0,Natural Gas CT,2035,2317.8,,
full-base-200-tx-0,Nuclear,2035,24.0,,
full-base-200-tx-0,Solar,2035,147738.8,,
full-base-200-tx-0,Wind,2035,65706.5,,
full-base-200-tx-0,Battery,2040,23578.5,,
full-base-200-tx-0,CCS,2040,41305.0,,
full-base-200-tx-0,Hydrogen,2040,615.0,,
full-base-200-tx-0,Natural Gas CC,2040,9128.5,,
full-base-200-tx-0,Natural Gas CT,2040,1207.2,,
full-base-200-tx-0,Nuclear,2040,70.0,,
full-base-200-tx-0,Solar,2040,120574.0,,
full-base-200-tx-0,Wind,2040,52037.5,,
full-base-200-tx-0,Battery,2045,51840.8,,
full-base-200-tx-0,CCS,2045,56547.2,,
full-base-200-tx-0,Hydrogen,2045,293.0,,
full-base-200-tx-0,Natural Gas CC,2045,3559.0,,
full-base-200-tx-0,Natural Gas CT,2045,339.8,,
full-base-200-tx-0,Nuclear,2045,11.2,,
full-base-200-tx-0,Solar,2045,155213.5,,
full-base-200-tx-0,Wind,2045,65266.5,,
full-base-200-tx-0,Battery,2050,85348.0,144889.0,188584.0
full-base-200-tx-0,CCS,2050,22901.5,329494.0,345074.0
full-base-200-tx-0,Hydrogen,2050,257.8,0.0,2746.0
full-base-200-tx-0,Natural Gas CC,2050,918.0,44234.0,49524.0
full-base-200-tx-0,Natural Gas CT,2050,138.8,4.0,13579.0
full-base-200-tx-0,Nuclear,2050,36.2,0.0,410.0
full-base-200-tx-0,Solar,2050,164345.8,836903.0,864667.0
full-base-200-tx-0,Wind,2050,42770.2,506547.0,536785.0
full-base-200-tx-15,Battery,2027,232.0,,
full-base-200-tx-15,CCS,2027,40.0,,
full-base-200-tx-15,Hydrogen,2027,157.0,,
full-base-200-tx-15,Natural Gas CC,2027,4521.5,,
full-base-200-tx-15,Natural Gas CT,2027,86.0,,
full-base-200-tx-15,Nuclear,2027,26.0,,
full-base-200-tx-15,Solar,2027,589.5,,
full-base-200-tx-15,Wind,2027,116260.8,,
full-base-200-tx-15,Battery,2030,0.5,,
full-base-200-tx-15,CCS,2030,106415.2,,
full-base-200-tx-15,Hydrogen,2030,14.0,,
full-base-200-tx-15,Natural Gas CC,2030,5042.5,,
full-base-200-tx-15,Natural Gas CT,2030,5.0,,
full-base-200-tx-15,Nuclear,2030,0.0,,
full-base-200-tx-15,Solar,2030,262521.8,,
full-base-200-tx-15,Wind,2030,188514.8,,
full-base-200-tx-15,Battery,2035,6076.2,,
full-base-200-tx-15,CCS,2035,99613.5,,
full-base-200-tx-15,Hydrogen,2035,42.0,,
full-base-200-tx-15,Natural Gas CC,2035,18565.2,,
full-base-200-tx-15,Natural Gas CT,2035,1869.0,,
full-base-200-tx-15,Nuclear,2035,9.5,,
full-base-200-tx-15,Solar,2035,149204.8,,
full-base-200-tx-15,Wind,2035,74377.5,,
full-base-200-tx-15,Battery,2040,19506.2,,
full-base-200-tx-15,CCS,2040,37092.5,,
full-base-200-tx-15,Hydrogen,2040,16.8,,
full-base-200-tx-15,Natural Gas CC,2040,7881.8,,
full-base-200-tx-15,Natural Gas CT,2040,1235.2,,
full-base-200-tx-15,Nuclear,2040,1.5,,
full-base-200-tx-15,Solar,2040,119891.0,,
full-base-200-tx-15,Wind,2040,59866.5,,
full-base-200-tx-15,Battery,2045,43654.0,,
full-base-200-tx-15,CCS,2045,53539.8,,
full-base-200-tx-15,Hydrogen,2045,99.8,,
full-base-200-tx-15,Natural Gas CC,2045,2184.0,,
full-base-200-tx-15,Natural Gas CT,2045,144.0,,
full-base-200-tx-15,Nuclear,2045,29.5,,
full-base-200-tx-15,Solar,2045,150622.2,,
full-base-200-tx-15,Wind,2045,74112.5,,
full-base-200-tx-15,Battery,2050,81496.0,129607.0,169590.0
full-base-200-tx-15,CCS,2050,19926.5,308249.0,324758.0
full-base-200-tx-15,Hydrogen,2050,246.2,0.0,1607.0
full-base-200-tx-15,Natural Gas CC,2050,178.0,35649.0,42266.0
full-base-200-tx-15,Natural Gas CT,2050,126.0,0.0,12632.0
full-base-200-tx-15,Nuclear,2050,53.5,0.0,214.0
full-base-200-tx-15,Solar,2050,161454.2,826785.0,860363.0
full-base-200-tx-15,Wind,2050,47968.5,546152.0,579603.0
full-base-200-tx-50,Battery,2027,141.0,,
full-base-200-tx-50,CCS,2027,20.0,,
full-base-200-tx-50,Hydrogen,2027,53.0,,
full-base-200-tx-50,Natural Gas CC,2027,3833.2,,
full-base-200-tx-50,Natural Gas CT,2027,27.0,,
full-base-200-tx-50,Nuclear,2027,0.0,,
full-base-200-tx-50,Solar,2027,217.5,,
full-base-200-tx-50,Wind,2027,116475.0,,
full-base-200-tx-50,Battery,2030,5.3,,
full-base-200-tx-50,CCS,2030,102349.2,,
full-base-200-tx-50,Hydrogen,2030,2.0,,
full-base-200-tx-50,Natural Gas CC,2030,4397.2,,
full-base-200-tx-50,Natural Gas CT,2030,0.0,,
full-base-200-tx-50,Nuclear,2030,0.0,,
full-base-200-tx-50,Solar,2030,261748.8,,
full-base-200-tx-50,Wind,2030,194384.8,,
full-base-200-tx-50,Battery,2035,6860.0,,
full-base-200-tx-50,CCS,2035,104053.5,,
full-base-200-tx-50,Hydrogen,2035,114.8,,
full-base-200-tx-50,Natural Gas CC,2035,15193.8,,
full-base-200-tx-50,Natural Gas CT,2035,1579.2,,
full-base-200-tx-50,Nuclear,2035,37.5,,
full-base-200-tx-50,Solar,2035,150239.0,,
full-base-200-tx-50,Wind,2035,76239.8,,
full-base-200-tx-50,Battery,2040,19243.0,,
full-base-200-tx-50,CCS,2040,38038.0,,
full-base-200-tx-50,Hydrogen,2040,-11.2,,
full-base-200-tx-50,Natural Gas CC,2040,6911.5,,
full-base-200-tx-50,Natural Gas CT,2040,981.0,,
full-base-200-tx-50,Nuclear,2040,2.5,,
full-base-200-tx-50,Solar,2040,120535.8,,
full-base-200-tx-50,Wind,2040,58812.8,,
full-base-200-tx-50,Battery,2045,43389.8,,
full-base-200-tx-50,CCS,2045,54768.2,,
full-base-200-tx-50,Hydrogen,2045,117.8,,
full-base-200-tx-50,Natural Gas CC,2045,2183.0,,
full-base-200-tx-50,Natural Gas CT,2045,61.8,,
full-base-200-tx-50,Nuclear,2045,10.5,,
full-base-200-tx-50,Solar,2045,151128.8,,
full-base-200-tx-50,Wind,2045,72790.8,,
full-base-200-tx-50,Battery,2050,77977.5,128643.0,161669.0
full-base-200-tx-50,CCS,2050,20251.2,312303.0,325248.0
full-base-200-tx-50,Hydrogen,2050,210.5,0.0,1618.0
full-base-200-tx-50,Natural Gas CC,2050,157.2,28426.0,37164.0
full-base-200-tx-50,Natural Gas CT,2050,109.0,0.0,10024.0
full-base-200-tx-50,Nuclear,2050,67.0,0.0,235.0
full-base-200-tx-50,Solar,2050,161674.5,829512.0,859818.0
full-base-200-tx-50,Wind,2050,46361.0,553764.0,584312.0
