period,value,model,zone,resource_name,tech_type,case,timestep,unit,planning_year
2027,211044.13037122192,SWITCH,BASN,BASN_batteries_1,Battery,base_short_commit,all,MWh,2027
2027,4.477874211264675e-09,SWITCH,BASN,BASN_battery_moderate_0,Battery,base_short_commit,all,MWh,2027
2027,68531.70239999838,SWITCH,BASN,BASN_biomass_1,Other,base_short_commit,all,MWh,2027
2027,174418.55999999912,SWITCH,BASN,BASN_biomass_2,Other,base_short_commit,all,MWh,2027
2027,8882173.171222745,SWITCH,BASN,BASN_conventional_hydroelectric_1,Hydro,base_short_commit,all,MWh,2027
2027,556091.2221621305,SWITCH,BASN,BASN_conventional_steam_coal_1,Coal,base_short_commit,all,MWh,2027
2027,1226903.5372653338,SWITCH,BASN,BASN_conventional_steam_coal_2,Coal,base_short_commit,all,MWh,2027
2027,2908742.775,SWITCH,BASN,BASN_distributed_generation_1,Distributed Solar,base_short_commit,all,MWh,2027
2027,4035503.472,SWITCH,BASN,BASN_geothermal_1,Geothermal,base_short_commit,all,MWh,2027
2027,2.0222041191119263e-10,SWITCH,BASN,BASN_hydrogen_fframe_ct_moderate_0,Hydro,base_short_commit,all,MWh,2027
2027,3.549273004307266e-10,SWITCH,BASN,BASN_hydrogen_hframe_cc_moderate_0,Hydro,base_short_commit,all,MWh,2027
2027,23035836.495177835,SWITCH,BASN,BASN_landbasedwind_class3_moderate_0_anyQual_0,Wind,base_short_commit,all,MWh,2027
2027,1.953053036031766e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_10_anyQual_0,Wind,base_short_commit,all,MWh,2027
2027,1.8733420385850667e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_11_anyQual_1,Wind,base_short_commit,all,MWh,2027
2027,30359679.91218293,SWITCH,BASN,BASN_landbasedwind_class3_moderate_1_anyQual_1,Wind,base_short_commit,all,MWh,2027
2027,5.244708897653637e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_2_anyQual_0,Wind,base_short_commit,all,MWh,2027
2027,5.830912376521916e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_3_anyQual_1,Wind,base_short_commit,all,MWh,2027
2027,3.414549065953353e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_4_anyQual_0,Wind,base_short_commit,all,MWh,2027
2027,3.2283198552363794e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_5_anyQual_1,Wind,base_short_commit,all,MWh,2027
2027,2.673384858799318e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_6_anyQual_0,Wind,base_short_commit,all,MWh,2027
2027,2.511628349883368e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_7_anyQual_1,Wind,base_short_commit,all,MWh,2027
2027,2.092724395881786e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_8_anyQual_0,Wind,base_short_commit,all,MWh,2027
2027,2.1866310606788743e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_9_anyQual_1,Wind,base_short_commit,all,MWh,2027
2027,446921.7154797291,SWITCH,BASN,BASN_natural_gas_fired_combined_cycle_1,Natural Gas,base_short_commit,all,MWh,2027
2027,26780841.29031283,SWITCH,BASN,BASN_natural_gas_fired_combined_cycle_2,Natural Gas,base_short_commit,all,MWh,2027
2027,1.0678826640688964e-09,SWITCH,BASN,BASN_natural_gas_fired_combustion_turbine_1,Natural Gas,base_short_commit,all,MWh,2027
2027,1.300442847756826e-09,SWITCH,BASN,BASN_natural_gas_fired_combustion_turbine_2,Natural Gas,base_short_commit,all,MWh,2027
2027,2.122810923446703e-09,SWITCH,BASN,BASN_natural_gas_internal_combustion_engine_1,Natural Gas,base_short_commit,all,MWh,2027
2027,7.443784600359935e-10,SWITCH,BASN,BASN_natural_gas_steam_turbine_1,Natural Gas,base_short_commit,all,MWh,2027
2027,1.0523029707883773e-09,SWITCH,BASN,BASN_naturalgas_fframe_ct_moderate_0,Natural Gas,base_short_commit,all,MWh,2027
2027,6.915163848203276e-09,SWITCH,BASN,BASN_naturalgas_hframe_cc_moderate_0,Natural Gas,base_short_commit,all,MWh,2027
2027,6.706985450277066e-10,SWITCH,BASN,BASN_nuclear_nuclear_moderate_0,Nuclear,base_short_commit,all,MWh,2027
2027,3996895.5657413593,SWITCH,BASN,BASN_onshore_wind_turbine_1,Wind,base_short_commit,all,MWh,2027
2027,1.1647808658820673e-10,SWITCH,BASN,BASN_petroleum_liquids_1,Other,base_short_commit,all,MWh,2027
2027,1643290.5216000006,SWITCH,BASN,BASN_small_hydroelectric_1,Hydro,base_short_commit,all,MWh,2027
2027,19998970.00108941,SWITCH,BASN,BASN_solar_photovoltaic_1,Solar,base_short_commit,all,MWh,2027
2027,1.4098536648544385e-08,SWITCH,BASN,BASN_utilitypv_class1_moderate_0_anyQual_0,Solar,base_short_commit,all,MWh,2027
2027,6.750576772864977e-09,SWITCH,BASN,BASN_utilitypv_class1_moderate_1_anyQual_1,Solar,base_short_commit,all,MWh,2027
2027,3.920898654950862e-09,SWITCH,BASN,BASN_utilitypv_class1_moderate_2_anyQual_0,Solar,base_short_commit,all,MWh,2027
