model,line_name,planning_year,case,unit,start_value,end_value
SWITCH,PJMC_to_MISC,2027,current_policies_20_week,MW,5244.0,5244.11182
SWITCH,PJMC_to_MISC,2030,current_policies_20_week,MW,5244.11182,5244.46071
SWITCH,PJMC_to_MISC,2035,current_policies_20_week,MW,5244.46071,5244.90007
SWITCH,PJMC_to_MISC,2040,current_policies_20_week,MW,5244.90007,5245.03971
SWITCH,PJMC_to_MISC,2045,current_policies_20_week,MW,5245.03971,5245.1882
SWITCH,PJMC_to_MISC,2050,current_policies_20_week,MW,5245.1882,5246.14541
SWITCH,PJMC_to_PJMW,2027,current_policies_20_week,MW,980.0,980.05137
SWITCH,PJMC_to_PJMW,2030,current_policies_20_week,MW,980.05137,980.41828
SWITCH,PJMC_to_PJMW,2035,current_policies_20_week,MW,980.41828,980.44857
SWITCH,PJMC_to_PJMW,2040,current_policies_20_week,MW,980.44857,1392.10884
SWITCH,PJMC_to_PJMW,2045,current_policies_20_week,MW,1392.10884,3449.14061
SWITCH,PJMC_to_PJMW,2050,current_policies_20_week,MW,3449.14061,4384.1087
SWITCH,PJMC_to_MISW,2027,current_policies_20_week,MW,3200.0,3200.2073
SWITCH,PJMC_to_MISW,2030,current_policies_20_week,MW,3200.2073,3200.47024
SWITCH,PJMC_to_MISW,2035,current_policies_20_week,MW,3200.47024,3483.55498
SWITCH,PJMC_to_MISW,2040,current_policies_20_week,MW,3483.55498,3485.05453
SWITCH,PJMC_to_MISW,2045,current_policies_20_week,MW,3485.05453,3486.65894
SWITCH,PJMC_to_MISW,2050,current_policies_20_week,MW,3486.65894,3486.78173
SWITCH,PJME_to_NYUP,2027,current_policies_20_week,MW,1255.0,3275.40919
SWITCH,PJME_to_NYUP,2030,current_policies_20_week,MW,3275.40919,5475.15073
SWITCH,PJME_to_NYUP,2035,current_policies_20_week,MW,5475.15073,5482.80003
SWITCH,PJME_to_NYUP,2040,current_policies_20_week,MW,5482.80003,8043.71579
SWITCH,PJME_to_NYUP,2045,current_policies_20_week,MW,8043.71579,11574.95322
SWITCH,PJME_to_NYUP,2050,current_policies_20_week,MW,11574.95322,16061.41413
SWITCH,PJME_to_PJMW,2027,current_policies_20_week,MW,3885.0,3885.14502
SWITCH,PJME_to_PJMW,2030,current_policies_20_week,MW,3885.14502,3885.31522
SWITCH,PJME_to_PJMW,2035,current_policies_20_week,MW,3885.31522,3886.21104
SWITCH,PJME_to_PJMW,2040,current_policies_20_week,MW,3886.21104,3886.5117
SWITCH,PJME_to_PJMW,2045,current_policies_20_week,MW,3886.5117,3886.87723
SWITCH,PJME_to_PJMW,2050,current_policies_20_week,MW,3886.87723,3887.65471
SWITCH,PJME_to_NYCW,2027,current_policies_20_week,MW,660.0,660.24152
SWITCH,PJME_to_NYCW,2030,current_policies_20_week,MW,660.24152,664.51339
SWITCH,PJME_to_NYCW,2035,current_policies_20_week,MW,664.51339,2756.08986
SWITCH,PJME_to_NYCW,2040,current_policies_20_week,MW,2756.08986,2756.16638
SWITCH,PJME_to_NYCW,2045,current_policies_20_week,MW,2756.16638,2756.22951
SWITCH,PJME_to_NYCW,2050,current_policies_20_week,MW,2756.22951,2756.28793
SWITCH,PJME_to_PJMD,2027,current_policies_20_week,MW,1200.0,1200.32423
SWITCH,PJME_to_PJMD,2030,current_policies_20_week,MW,1200.32423,1200.43428
SWITCH,PJME_to_PJMD,2035,current_policies_20_week,MW,1200.43428,2069.50205
SWITCH,PJME_to_PJMD,2040,current_policies_20_week,MW,2069.50205,4402.26067
SWITCH,PJME_to_PJMD,2045,current_policies_20_week,MW,4402.26067,5948.86056
SWITCH,PJME_to_PJMD,2050,current_policies_20_week,MW,5948.86056,6046.04534
SWITCH,MISE_to_MISC,2027,current_policies_20_week,MW,0.0,20.32453
SWITCH,MISE_to_MISC,2030,current_policies_20_week,MW,20.32453,32.74078
SWITCH,MISE_to_MISC,2035,current_policies_20_week,MW,32.74078,32.96486
SWITCH,MISE_to_MISC,2040,current_policies_20_week,MW,32.96486,45.6083
SWITCH,MISE_to_MISC,2045,current_policies_20_week,MW,45.6083,62.79604
SWITCH,MISE_to_MISC,2050,current_policies_20_week,MW,62.79604,95.72749
SWITCH,MISE_to_PJMW,2027,current_policies_20_week,MW,2662.0,2662.15152
SWITCH,MISE_to_PJMW,2030,current_policies_20_week,MW,2662.15152,2662.26646
SWITCH,MISE_to_PJMW,2035,current_policies_20_week,MW,2662.26646,2662.46404
SWITCH,MISE_to_PJMW,2040,current_policies_20_week,MW,2662.46404,2662.50124
SWITCH,MISE_to_PJMW,2045,current_policies_20_week,MW,2662.50124,2662.559
SWITCH,MISE_to_PJMW,2050,current_policies_20_week,MW,2662.559,2662.58221
SWITCH,MISE_to_MISW,2027,current_policies_20_week,MW,0.0,13.48963
SWITCH,MISE_to_MISW,2030,current_policies_20_week,MW,13.48963,26.70267
SWITCH,MISE_to_MISW,2035,current_policies_20_week,MW,26.70267,75.68966
SWITCH,MISE_to_MISW,2040,current_policies_20_week,MW,75.68966,75.75209
SWITCH,MISE_to_MISW,2045,current_policies_20_week,MW,75.75209,75.807
SWITCH,MISE_to_MISW,2050,current_policies_20_week,MW,75.807,75.9267
SWITCH,ISNE_to_NYUP,2027,current_policies_20_week,MW,1400.0,2041.98362
SWITCH,ISNE_to_NYUP,2030,current_policies_20_week,MW,2041.98362,5035.74767
SWITCH,ISNE_to_NYUP,2035,current_policies_20_week,MW,5035.74767,6025.16148
SWITCH,ISNE_to_NYUP,2040,current_policies_20_week,MW,6025.16148,6027.1725
SWITCH,ISNE_to_NYUP,2045,current_policies_20_week,MW,6027.1725,6027.93045
SWITCH,ISNE_to_NYUP,2050,current_policies_20_week,MW,6027.93045,6029.05798
SWITCH,ISNE_to_NYCW,2027,current_policies_20_week,MW,760.0,760.04748
SWITCH,ISNE_to_NYCW,2030,current_policies_20_week,MW,760.04748,760.07108
SWITCH,ISNE_to_NYCW,2035,current_policies_20_week,MW,760.07108,760.40214
SWITCH,ISNE_to_NYCW,2040,current_policies_20_week,MW,760.40214,760.41739
SWITCH,ISNE_to_NYCW,2045,current_policies_20_week,MW,760.41739,760.43739
SWITCH,ISNE_to_NYCW,2050,current_policies_20_week,MW,760.43739,760.63928
SWITCH,MISC_to_SPPC,2027,current_policies_20_week,MW,1430.0,1430.16874
SWITCH,MISC_to_SPPC,2030,current_policies_20_week,MW,1430.16874,1430.93255
SWITCH,MISC_to_SPPC,2035,current_policies_20_week,MW,1430.93255,1431.16186
SWITCH,MISC_to_SPPC,2040,current_policies_20_week,MW,1431.16186,2601.38888
SWITCH,MISC_to_SPPC,2045,current_policies_20_week,MW,2601.38888,3042.43742
SWITCH,MISC_to_SPPC,2050,current_policies_20_week,MW,3042.43742,4302.58569
SWITCH,MISC_to_PJMW,2027,current_policies_20_week,MW,5441.0,5441.71817
SWITCH,MISC_to_PJMW,2030,current_policies_20_week,MW,5441.71817,5442.02049
SWITCH,MISC_to_PJMW,2035,current_policies_20_week,MW,5442.02049,5444.3207
SWITCH,MISC_to_PJMW,2040,current_policies_20_week,MW,5444.3207,5447.62329
SWITCH,MISC_to_PJMW,2045,current_policies_20_week,MW,5447.62329,5447.63149
SWITCH,MISC_to_PJMW,2050,current_policies_20_week,MW,5447.63149,5447.84635
SWITCH,MISC_to_SRCE,2027,current_policies_20_week,MW,3745.0,3745.16623
SWITCH,MISC_to_SRCE,2030,current_policies_20_week,MW,3745.16623,3745.5472
SWITCH,MISC_to_SRCE,2035,current_policies_20_week,MW,3745.5472,3747.24663
SWITCH,MISC_to_SRCE,2040,current_policies_20_week,MW,3747.24663,3747.39029
SWITCH,MISC_to_SRCE,2045,current_policies_20_week,MW,3747.39029,3747.46006
SWITCH,MISC_to_SRCE,2050,current_policies_20_week,MW,3747.46006,3747.57616
SWITCH,MISC_to_SPPS,2027,current_policies_20_week,MW,1172.0,1172.05868
SWITCH,MISC_to_SPPS,2030,current_policies_20_week,MW,1172.05868,1175.87879
SWITCH,MISC_to_SPPS,2035,current_policies_20_week,MW,1175.87879,1176.06462
SWITCH,MISC_to_SPPS,2040,current_policies_20_week,MW,1176.06462,1176.27948
SWITCH,MISC_to_SPPS,2045,current_policies_20_week,MW,1176.27948,1176.47436
SWITCH,MISC_to_SPPS,2050,current_policies_20_week,MW,1176.47436,2300.52827
SWITCH,MISC_to_MISS,2027,current_policies_20_week,MW,1039.0,1039.06903
SWITCH,MISC_to_MISS,2030,current_policies_20_week,MW,1039.06903,1039.09109
SWITCH,MISC_to_MISS,2035,current_policies_20_week,MW,1039.09109,1039.11363
SWITCH,MISC_to_MISS,2040,current_policies_20_week,MW,1039.11363,1039.12385
SWITCH,MISC_to_MISS,2045,current_policies_20_week,MW,1039.12385,1039.7286
SWITCH,MISC_to_MISS,2050,current_policies_20_week,MW,1039.7286,1039.95027
SWITCH,MISC_to_SPPN,2027,current_policies_20_week,MW,0.0,21.83775
SWITCH,MISC_to_SPPN,2030,current_policies_20_week,MW,21.83775,42.82389
SWITCH,MISC_to_SPPN,2035,current_policies_20_week,MW,42.82389,43.38342
SWITCH,MISC_to_SPPN,2040,current_policies_20_week,MW,43.38342,148.70103
SWITCH,MISC_to_SPPN,2045,current_policies_20_week,MW,148.70103,150.53037
SWITCH,MISC_to_SPPN,2050,current_policies_20_week,MW,150.53037,150.74936
SWITCH,MISC_to_MISW,2027,current_policies_20_week,MW,1655.0,1655.05893
SWITCH,MISC_to_MISW,2030,current_policies_20_week,MW,1655.05893,1655.13922
SWITCH,MISC_to_MISW,2035,current_policies_20_week,MW,1655.13922,1655.52223
SWITCH,MISC_to_MISW,2040,current_policies_20_week,MW,1655.52223,1655.54221
SWITCH,MISC_to_MISW,2045,current_policies_20_week,MW,1655.54221,1655.63329
SWITCH,MISC_to_MISW,2050,current_policies_20_week,MW,1655.63329,1655.65831
SWITCH,CANO_to_BASN,2027,current_policies_20_week,MW,100.0,100.02268
SWITCH,CANO_to_BASN,2030,current_policies_20_week,MW,100.02268,100.44933
SWITCH,CANO_to_BASN,2035,current_policies_20_week,MW,100.44933,100.64681
SWITCH,CANO_to_BASN,2040,current_policies_20_week,MW,100.64681,100.76199
SWITCH,CANO_to_BASN,2045,current_policies_20_week,MW,100.76199,100.81284
SWITCH,CANO_to_BASN,2050,current_policies_20_week,MW,100.81284,101.22228
SWITCH,CANO_to_CASO,2027,current_policies_20_week,MW,3675.0,3675.08408
SWITCH,CANO_to_CASO,2030,current_policies_20_week,MW,3675.08408,3675.34421
SWITCH,CANO_to_CASO,2035,current_policies_20_week,MW,3675.34421,3675.57528
SWITCH,CANO_to_CASO,2040,current_policies_20_week,MW,3675.57528,3675.79603
SWITCH,CANO_to_CASO,2045,current_policies_20_week,MW,3675.79603,3676.3509
SWITCH,CANO_to_CASO,2050,current_policies_20_week,MW,3676.3509,3676.49213
SWITCH,CANO_to_NWPP,2027,current_policies_20_week,MW,3675.0,3675.05129
SWITCH,CANO_to_NWPP,2030,current_policies_20_week,MW,3675.05129,3675.16838
SWITCH,CANO_to_NWPP,2035,current_policies_20_week,MW,3675.16838,3675.72322
SWITCH,CANO_to_NWPP,2040,current_policies_20_week,MW,3675.72322,3675.78531
SWITCH,CANO_to_NWPP,2045,current_policies_20_week,MW,3675.78531,3675.86997
SWITCH,CANO_to_NWPP,2050,current_policies_20_week,MW,3675.86997,3676.05433
SWITCH,TREW_to_TRE,2027,current_policies_20_week,MW,16529.0,16529.08884
SWITCH,TREW_to_TRE,2030,current_policies_20_week,MW,16529.08884,16529.38426
SWITCH,TREW_to_TRE,2035,current_policies_20_week,MW,16529.38426,16562.31245
SWITCH,TREW_to_TRE,2040,current_policies_20_week,MW,16562.31245,16577.48908
SWITCH,TREW_to_TRE,2045,current_policies_20_week,MW,16577.48908,16580.40092
SWITCH,TREW_to_TRE,2050,current_policies_20_week,MW,16580.40092,16580.40284
SWITCH,TREW_to_SPPS,2027,current_policies_20_week,MW,220.0,738.1002
SWITCH,TREW_to_SPPS,2030,current_policies_20_week,MW,738.1002,1698.98902
SWITCH,TREW_to_SPPS,2035,current_policies_20_week,MW,1698.98902,1699.23205
SWITCH,TREW_to_SPPS,2040,current_policies_20_week,MW,1699.23205,2404.55587
SWITCH,TREW_to_SPPS,2045,current_policies_20_week,MW,2404.55587,2404.72252
SWITCH,TREW_to_SPPS,2050,current_policies_20_week,MW,2404.72252,2451.47212
SWITCH,SPPC_to_SPPS,2027,current_policies_20_week,MW,3372.0,3372.18423
SWITCH,SPPC_to_SPPS,2030,current_policies_20_week,MW,3372.18423,3372.25136
SWITCH,SPPC_to_SPPS,2035,current_policies_20_week,MW,3372.25136,3372.85319
SWITCH,SPPC_to_SPPS,2040,current_policies_20_week,MW,3372.85319,3373.47425
SWITCH,SPPC_to_SPPS,2045,current_policies_20_week,MW,3373.47425,3374.86593
SWITCH,SPPC_to_SPPS,2050,current_policies_20_week,MW,3374.86593,3375.78522
SWITCH,SPPC_to_MISS,2027,current_policies_20_week,MW,0.0,27.63734
SWITCH,SPPC_to_MISS,2030,current_policies_20_week,MW,27.63734,88.05644
SWITCH,SPPC_to_MISS,2035,current_policies_20_week,MW,88.05644,89.60018
SWITCH,SPPC_to_MISS,2040,current_policies_20_week,MW,89.60018,1082.96435
SWITCH,SPPC_to_MISS,2045,current_policies_20_week,MW,1082.96435,5417.97262
SWITCH,SPPC_to_MISS,2050,current_policies_20_week,MW,5417.97262,7597.7105
SWITCH,SPPC_to_SPPN,2027,current_policies_20_week,MW,1433.0,1433.15143
SWITCH,SPPC_to_SPPN,2030,current_policies_20_week,MW,1433.15143,1434.62082
SWITCH,SPPC_to_SPPN,2035,current_policies_20_week,MW,1434.62082,1438.11878
SWITCH,SPPC_to_SPPN,2040,current_policies_20_week,MW,1438.11878,1438.36165
SWITCH,SPPC_to_SPPN,2045,current_policies_20_week,MW,1438.36165,1438.57545
SWITCH,SPPC_to_SPPN,2050,current_policies_20_week,MW,1438.57545,1438.84091
SWITCH,SPPC_to_MISW,2027,current_policies_20_week,MW,0.0,16.6301
SWITCH,SPPC_to_MISW,2030,current_policies_20_week,MW,16.6301,25.80745
SWITCH,SPPC_to_MISW,2035,current_policies_20_week,MW,25.80745,66.97776
SWITCH,SPPC_to_MISW,2040,current_policies_20_week,MW,66.97776,67.6997
SWITCH,SPPC_to_MISW,2045,current_policies_20_week,MW,67.6997,67.74702
SWITCH,SPPC_to_MISW,2050,current_policies_20_week,MW,67.74702,67.92712
SWITCH,FRCC_to_SRSE,2027,current_policies_20_week,MW,3600.0,3600.13791
SWITCH,FRCC_to_SRSE,2030,current_policies_20_week,MW,3600.13791,3600.50896
SWITCH,FRCC_to_SRSE,2035,current_policies_20_week,MW,3600.50896,3600.52678
SWITCH,FRCC_to_SRSE,2040,current_policies_20_week,MW,3600.52678,3600.73466
SWITCH,FRCC_to_SRSE,2045,current_policies_20_week,MW,3600.73466,3600.94231
SWITCH,FRCC_to_SRSE,2050,current_policies_20_week,MW,3600.94231,3601.18619
SWITCH,TRE_to_SPPS,2027,current_policies_20_week,MW,600.0,600.17814
SWITCH,TRE_to_SPPS,2030,current_policies_20_week,MW,600.17814,601.77333
SWITCH,TRE_to_SPPS,2035,current_policies_20_week,MW,601.77333,1439.72364
SWITCH,TRE_to_SPPS,2040,current_policies_20_week,MW,1439.72364,2155.15615
SWITCH,TRE_to_SPPS,2045,current_policies_20_week,MW,2155.15615,2155.21091
SWITCH,TRE_to_SPPS,2050,current_policies_20_week,MW,2155.21091,2155.37991
SWITCH,SRCA_to_PJMW,2027,current_policies_20_week,MW,1219.0,1219.07776
SWITCH,SRCA_to_PJMW,2030,current_policies_20_week,MW,1219.07776,1219.16486
SWITCH,SRCA_to_PJMW,2035,current_policies_20_week,MW,1219.16486,1219.83261
SWITCH,SRCA_to_PJMW,2040,current_policies_20_week,MW,1219.83261,1219.86825
SWITCH,SRCA_to_PJMW,2045,current_policies_20_week,MW,1219.86825,1219.885
SWITCH,SRCA_to_PJMW,2050,current_policies_20_week,MW,1219.885,1219.9908
SWITCH,SRCA_to_SRCE,2027,current_policies_20_week,MW,216.0,216.04225
SWITCH,SRCA_to_SRCE,2030,current_policies_20_week,MW,216.04225,216.08866
SWITCH,SRCA_to_SRCE,2035,current_policies_20_week,MW,216.08866,217.10809
SWITCH,SRCA_to_SRCE,2040,current_policies_20_week,MW,217.10809,217.16218
SWITCH,SRCA_to_SRCE,2045,current_policies_20_week,MW,217.16218,217.49386
SWITCH,SRCA_to_SRCE,2050,current_policies_20_week,MW,217.49386,218.22783
SWITCH,SRCA_to_PJMD,2027,current_policies_20_week,MW,1000.0,1000.04773
SWITCH,SRCA_to_PJMD,2030,current_policies_20_week,MW,1000.04773,1000.09559
SWITCH,SRCA_to_PJMD,2035,current_policies_20_week,MW,1000.09559,1000.14721
SWITCH,SRCA_to_PJMD,2040,current_policies_20_week,MW,1000.14721,1000.16322
SWITCH,SRCA_to_PJMD,2045,current_policies_20_week,MW,1000.16322,1001.65532
SWITCH,SRCA_to_PJMD,2050,current_policies_20_week,MW,1001.65532,1261.26142
SWITCH,SRCA_to_SRSE,2027,current_policies_20_week,MW,1400.0,1400.10992
SWITCH,SRCA_to_SRSE,2030,current_policies_20_week,MW,1400.10992,1400.1825
SWITCH,SRCA_to_SRSE,2035,current_policies_20_week,MW,1400.1825,1401.0261
SWITCH,SRCA_to_SRSE,2040,current_policies_20_week,MW,1401.0261,1401.07953
SWITCH,SRCA_to_SRSE,2045,current_policies_20_week,MW,1401.07953,1403.38706
SWITCH,SRCA_to_SRSE,2050,current_policies_20_week,MW,1403.38706,1404.67903
SWITCH,NYUP_to_NYCW,2027,current_policies_20_week,MW,2489.0,6291.56817
SWITCH,NYUP_to_NYCW,2030,current_policies_20_week,MW,6291.56817,7543.74241
