model,zone,tech_type,planning_year,existing,unit,start_value,end_value,retired_value,new_build_value
SWITCH,BASN,Battery,2027,False,MW,0.0,45.2,0.0,45.2
SWITCH,BASN,Battery,2027,False,MWh,0.0,23.8,0.0,23.8
SWITCH,BASN,Battery,2027,True,MW,935.8,935.8,0.0,0.0
SWITCH,BASN,Battery,2027,True,MWh,2195.6,1924.8,270.8,0.0
SWITCH,BASN,Battery,2030,False,MW,45.2,45.3,0.0,0.1
SWITCH,BASN,Battery,2030,False,MWh,23.8,39.3,0.0,15.5
SWITCH,BASN,Battery,2030,True,MW,935.8,935.8,0.0,0.0
SWITCH,BASN,Battery,2030,True,MWh,1924.8,1924.8,0.0,0.0
SWITCH,BASN,Battery,2035,False,MW,45.3,45.4,0.0,0.0
SWITCH,BASN,Battery,2035,False,MWh,39.3,39.3,0.0,0.1
SWITCH,BASN,Battery,2035,True,MW,935.8,934.8,1.0,0.0
SWITCH,BASN,Battery,2035,True,MWh,1924.8,1923.8,1.0,0.0
SWITCH,BASN,Battery,2040,False,MW,45.4,4826.7,0.0,4781.4
SWITCH,BASN,Battery,2040,False,MWh,39.3,9463.1,0.0,9423.8
SWITCH,BASN,Battery,2045,False,MW,4826.7,4826.7,0.0,0.0
SWITCH,BASN,Battery,2045,False,MWh,9463.1,9447.6,15.5,0.0
SWITCH,BASN,Battery,2050,False,MW,4826.7,4828.1,0.0,1.4
SWITCH,BASN,Battery,2050,False,MWh,9447.6,9448.0,0.0,0.4
SWITCH,BASN,Coal,2027,True,MW,3000.2,3000.2,0.0,0.0
SWITCH,BASN,Coal,2030,True,MW,3000.2,3000.2,0.0,0.0
SWITCH,BASN,Coal,2035,True,MW,3000.2,3000.2,0.0,0.0
SWITCH,BASN,Coal,2040,True,MW,3000.2,2091.2,909.0,0.0
SWITCH,BASN,Coal,2045,True,MW,2091.2,1199.2,892.0,0.0
SWITCH,BASN,Coal,2050,True,MW,728.2,728.2,0.0,0.0
SWITCH,BASN,Distributed Solar,2027,True,MW,1193.0,1193.0,0.0,0.0
SWITCH,BASN,Distributed Solar,2030,True,MW,1193.0,1642.0,0.0,449.0
SWITCH,BASN,Distributed Solar,2035,True,MW,1642.0,2008.0,0.0,366.0
SWITCH,BASN,Distributed Solar,2040,True,MW,2008.0,2011.0,0.0,3.0
SWITCH,BASN,Distributed Solar,2045,True,MW,2011.0,2029.0,0.0,18.0
SWITCH,BASN,Distributed Solar,2050,True,MW,2029.0,2057.0,0.0,28.0
SWITCH,BASN,Geothermal,2027,True,MW,462.4,461.9,0.5,0.0
SWITCH,BASN,Geothermal,2030,True,MW,461.9,432.5,29.5,0.0
SWITCH,BASN,Geothermal,2035,True,MW,432.5,413.6,18.9,0.0
SWITCH,BASN,Geothermal,2040,True,MW,413.6,287.1,126.5,0.0
SWITCH,BASN,Geothermal,2045,True,MW,287.1,151.6,135.5,0.0
SWITCH,BASN,Geothermal,2050,True,MW,151.6,56.5,95.1,0.0
SWITCH,BASN,Hydro,2027,True,MW,2662.7,2662.5,0.2,0.0
SWITCH,BASN,Hydro,2030,True,MW,2662.5,2662.5,0.0,0.0
SWITCH,BASN,Hydro,2035,True,MW,2662.5,2652.9,9.6,0.0
SWITCH,BASN,Hydro,2040,True,MW,2652.9,1859.5,793.4,0.0
SWITCH,BASN,Hydro,2045,True,MW,1859.5,1730.2,129.3,0.0
SWITCH,BASN,Hydro,2050,True,MW,1730.2,1560.8,169.4,0.0
SWITCH,BASN,Hydrogen,2027,False,MW,-0.0,8.8,0.0,8.8
SWITCH,BASN,Hydrogen,2030,False,MW,8.8,11.1,0.0,2.3
SWITCH,BASN,Hydrogen,2035,False,MW,11.1,11.2,0.0,0.1
SWITCH,BASN,Hydrogen,2040,False,MW,11.2,16.2,0.0,5.0
SWITCH,BASN,Hydrogen,2045,False,MW,16.2,25.3,0.0,9.1
SWITCH,BASN,Hydrogen,2050,False,MW,25.3,37.8,0.0,12.6
SWITCH,BASN,Natural Gas CC,2027,False,MW,0.0,12.0,0.0,12.0
SWITCH,BASN,Natural Gas CC,2027,True,MW,8312.3,8312.3,0.0,0.0
SWITCH,BASN,Natural Gas CC,2030,False,MW,12.0,14.6,0.0,2.5
SWITCH,BASN,Natural Gas CC,2030,True,MW,8312.3,8219.2,93.1,0.0
SWITCH,BASN,Natural Gas CC,2035,False,MW,14.6,14.8,0.0,0.2
SWITCH,BASN,Natural Gas CC,2035,True,MW,8219.2,8029.2,190.0,0.0
SWITCH,BASN,Natural Gas CC,2040,False,MW,14.8,2147.2,0.0,2132.5
SWITCH,BASN,Natural Gas CC,2040,True,MW,8029.2,7529.2,500.0,0.0
SWITCH,BASN,Natural Gas CC,2045,False,MW,2147.2,9222.1,0.0,7074.8
SWITCH,BASN,Natural Gas CC,2045,True,MW,7529.2,7529.2,0.0,0.0
SWITCH,BASN,Natural Gas CC,2050,False,MW,9222.1,13824.3,0.0,4602.2
SWITCH,BASN,Natural Gas CC,2050,True,MW,7529.2,7529.2,0.0,0.0
SWITCH,BASN,Natural Gas CT,2027,False,MW,-0.0,6.9,0.0,6.9
SWITCH,BASN,Natural Gas CT,2027,True,MW,2183.0,2305.1,0.0,122.1
SWITCH,BASN,Natural Gas CT,2030,False,MW,6.9,7.8,0.0,0.9
SWITCH,BASN,Natural Gas CT,2030,True,MW,2305.1,2305.1,0.0,0.0
SWITCH,BASN,Natural Gas CT,2035,False,MW,7.8,7.9,0.0,0.0
SWITCH,BASN,Natural Gas CT,2035,True,MW,2305.1,2060.9,244.2,0.0
SWITCH,BASN,Natural Gas CT,2040,False,MW,7.9,12.9,0.0,5.1
SWITCH,BASN,Natural Gas CT,2040,True,MW,2060.9,2060.9,0.0,0.0
SWITCH,BASN,Natural Gas CT,2045,False,MW,12.9,20.2,0.0,7.3
SWITCH,BASN,Natural Gas CT,2045,True,MW,2060.9,1618.9,442.0,0.0
SWITCH,BASN,Natural Gas CT,2050,False,MW,20.2,32.6,0.0,12.4
SWITCH,BASN,Natural Gas CT,2050,True,MW,1618.9,1618.9,0.0,0.0
SWITCH,BASN,Natural Gas Other,2027,True,MW,689.9,690.0,0.0,0.1
SWITCH,BASN,Natural Gas Other,2030,True,MW,690.0,464.0,226.0,0.0
SWITCH,BASN,Natural Gas Other,2035,True,MW,464.0,226.5,237.5,0.0
SWITCH,BASN,Natural Gas Other,2040,True,MW,226.5,226.5,0.0,0.0
SWITCH,BASN,Natural Gas Other,2045,True,MW,221.5,221.5,0.0,0.0
SWITCH,BASN,Natural Gas Other,2050,True,MW,221.5,203.6,17.9,0.0
SWITCH,BASN,Nuclear,2027,False,MW,0.0,2.4,0.0,2.4
SWITCH,BASN,Nuclear,2030,False,MW,2.4,3.2,0.0,0.8
SWITCH,BASN,Nuclear,2035,False,MW,3.2,3.2,0.0,0.0
SWITCH,BASN,Nuclear,2040,False,MW,3.2,4.2,0.0,1.0
SWITCH,BASN,Nuclear,2045,False,MW,4.2,4.2,0.0,0.0
SWITCH,BASN,Nuclear,2050,False,MW,4.2,4.2,0.0,0.0
SWITCH,BASN,Other,2027,True,MW,54.5,54.4,0.1,0.0
SWITCH,BASN,Other,2030,True,MW,54.4,54.4,0.0,0.0
SWITCH,BASN,Other,2035,True,MW,54.4,50.5,4.0,0.0
SWITCH,BASN,Other,2040,True,MW,50.5,38.3,12.2,0.0
SWITCH,BASN,Other,2045,True,MW,38.3,35.8,2.4,0.0
SWITCH,BASN,Other,2050,True,MW,23.8,16.4,7.4,0.0
SWITCH,BASN,Solar,2027,False,MW,-0.0,65.0,0.0,65.0
SWITCH,BASN,Solar,2027,True,MW,8006.2,8006.2,0.0,0.0
SWITCH,BASN,Solar,2030,False,MW,65.0,89.6,0.0,24.6
SWITCH,BASN,Solar,2030,True,MW,8006.2,8006.2,0.0,0.0
SWITCH,BASN,Solar,2035,False,MW,89.6,3647.7,0.0,3558.2
SWITCH,BASN,Solar,2035,True,MW,8006.2,8006.2,0.0,0.0
SWITCH,BASN,Solar,2040,False,MW,3647.7,18817.6,0.0,15169.8
SWITCH,BASN,Solar,2040,True,MW,8006.2,7934.0,72.2,0.0
SWITCH,BASN,Solar,2045,False,MW,18817.6,18857.9,0.0,40.3
SWITCH,BASN,Solar,2045,True,MW,7934.0,7065.1,868.9,0.0
SWITCH,BASN,Solar,2050,False,MW,18857.9,26159.9,0.0,7302.0
SWITCH,BASN,Solar,2050,True,MW,7065.1,4272.4,2792.7,0.0
SWITCH,BASN,Wind,2027,False,MW,0.0,181.5,0.0,181.5
SWITCH,BASN,Wind,2027,True,MW,2030.1,2030.1,0.0,0.0
SWITCH,BASN,Wind,2030,False,MW,181.5,13639.5,0.0,13457.9
SWITCH,BASN,Wind,2030,True,MW,2030.1,2030.1,0.0,0.0
SWITCH,BASN,Wind,2035,False,MW,13639.5,16905.6,0.0,3266.1
SWITCH,BASN,Wind,2035,True,MW,2030.1,2019.6,10.5,0.0
SWITCH,BASN,Wind,2040,False,MW,16905.6,16914.5,0.0,9.0
SWITCH,BASN,Wind,2040,True,MW,2019.6,1454.0,565.6,0.0
SWITCH,BASN,Wind,2045,False,MW,16914.5,16915.3,0.0,0.7
SWITCH,BASN,Wind,2045,True,MW,1454.0,583.8,870.2,0.0
SWITCH,BASN,Wind,2050,False,MW,16915.3,16926.7,0.0,11.5
SWITCH,BASN,Wind,2050,True,MW,583.8,520.0,63.8,0.0
SWITCH,CANO,Battery,2027,False,MW,-0.0,45.5,0.0,45.5
SWITCH,CANO,Battery,2027,False,MWh,0.0,25.4,0.0,25.4
SWITCH,CANO,Battery,2027,True,MW,2650.6,2651.2,0.0,0.6
SWITCH,CANO,Battery,2027,True,MWh,10570.7,10597.0,0.0,26.3
