resource_name,zone,tech_type,model,planning_year,case,unit,start_value,end_value,start_MWh,end_MWh
BASN_batteries_1,BASN,Battery,SWITCH,2027,current_policies_20_week_ptc_to_itc,MW,935.8,935.8,1924.77,1924.77
BASN_battery_moderate_0,BASN,Battery,SWITCH,2027,current_policies_20_week_ptc_to_itc,MW,-6.7e-05,49.3786,0.0,28.6507
BASN_biomass_1,BASN,Other,SWITCH,2027,current_policies_20_week_ptc_to_itc,MW,8.0892,8.0892,0.0,0.0
BASN_biomass_2,BASN,Other,SWITCH,2027,current_policies_20_week_ptc_to_itc,MW,20.544,20.544,0.0,0.0
BASN_conventional_hydroelectric_1,BASN,Hydro,SWITCH,2027,current_policies_20_week_ptc_to_itc,MW,2489.6,2489.6,0.0,0.0
BASN_conventional_steam_coal_1,BASN,Coal,SWITCH,2027,current_policies_20_week_ptc_to_itc,MW,1178.2,1178.2,0.0,0.0
BASN_conventional_steam_coal_2,BASN,Coal,SWITCH,2027,current_policies_20_week_ptc_to_itc,MW,1822.0,1822.0,0.0,0.0
BASN_distributed_generation_1,BASN,Distributed Solar,SWITCH,2027,current_policies_20_week_ptc_to_itc,MW,0.0,1193.0,0.0,0.0
BASN_geothermal_1,BASN,Geothermal,SWITCH,2027,current_policies_20_week_ptc_to_itc,MW,461.9395,461.9395,0.0,0.0
BASN_hydrogen_fframe_ct_moderate_0,BASN,Hydro,SWITCH,2027,current_policies_20_week_ptc_to_itc,MW,-4e-06,4.51601,0.0,0.0
BASN_hydrogen_hframe_cc_moderate_0,BASN,Hydro,SWITCH,2027,current_policies_20_week_ptc_to_itc,MW,-1e-06,4.31314,0.0,0.0
BASN_landbasedwind_class3_moderate_0_anyQual_0,BASN,Wind,SWITCH,2027,current_policies_20_week_ptc_to_itc,MW,5.2e-05,31.4843,0.0,0.0
BASN_landbasedwind_class3_moderate_10_anyQual_0,BASN,Wind,SWITCH,2027,current_policies_20_week_ptc_to_itc,MW,2e-06,9.78487,0.0,0.0
BASN_landbasedwind_class3_moderate_11_anyQual_1,BASN,Wind,SWITCH,2027,current_policies_20_week_ptc_to_itc,MW,8e-06,9.35957,0.0,0.0
BASN_landbasedwind_class3_moderate_1_anyQual_1,BASN,Wind,SWITCH,2027,current_policies_20_week_ptc_to_itc,MW,1.8e-05,38.2317,0.0,0.0
