Zone,1,2,3,4,5,6,7,8,9,10,11
t1,-2.333813655790747e-10,-2.2262317641214866e-9,-2.9330330960498564e-9,-1.4983146213695868e-9,-1.3304364425168722e-8,-2.3992048019338135e-9,-1.3718599697879795e-9,-3.9028628847685554e-10,-1.1635249540934727e-9,-2.0813910425614665e-10,-5.532177677547998e-11
t2,-2.518078123860909e-10,-2.3624942534490283e-9,-3.1153816061885577e-9,-1.5872996951628459e-9,-1.4203010763759414e-8,-2.5453295946895412e-9,-1.4548863951748868e-9,-4.1140560670096504e-10,-1.2343788076439846e-9,-2.0002631836754317e-10,-5.749907288324931e-11
t3,-2.650563523311371e-10,-2.462358050956781e-9,-3.2486251357722564e-9,-1.653981330564916e-9,-1.4756749691174445e-8,-2.654608913832395e-9,-1.5147709389150461e-9,-4.2698819168065103e-10,-1.2848502951159384e-9,-2.0673380661258254e-10,-5.99585487105646e-11
t4,-2.743025197106574e-10,-2.5206248531767253e-9,-3.3286231527597593e-9,-1.692564001471366e-9,-1.5231904948433517e-8,-2.7188209014000592e-9,-1.5527618116566398e-9,-4.366058739113364e-10,-1.316943708225095e-9,-2.1129434470322938e-10,-6.152412359542183e-11
t5,-2.78958091339193e-10,-2.5474343217620026e-9,-3.363907462367642e-9,-1.7101909705815018e-9,-1.5354624266482514e-8,-2.7459395935708557e-9,-1.567315483776824e-9,-4.406362096853893e-10,-1.3298527928243837e-9,-2.1313712115099883e-10,-6.243706394428405e-11
t6,-2.795492560910483e-10,-2.800057209357275e-9,-3.602642196702974e-9,-1.9533662060885608e-9,-1.4822850279000854e-8,-2.9920497819291916e-9,-1.8049777501555112e-9,-5.554409628907063e-10,-1.5567917128631272e-9,-2.5212988783973047e-10,-6.494529391129098e-11
t7,-2.7978019496798023e-10,-2.548168766688396e-9,-3.3614011306640605e-9,-1.71050680904042e-9,-1.537220960994186e-8,-2.7444806473257567e-9,-1.56454769780072e-9,-4.409733093679581e-10,-1.326181751661944e-9,-2.511856290676999e-10,-6.507202986237031e-11
t8,-2.702959044412933e-10,-2.3807506482573607e-9,-3.1387754276041833e-9,-1.601521056493535e-9,-1.4324053272194911e-8,-2.567516887526066e-9,-1.4614887899580418e-9,-4.155429442189227e-10,-1.2383355336536125e-9,-2.3596056842415516e-10,-6.152658407052886e-11
t9,-2.4866955282846686e-10,-2.199832888539467e-9,-2.896295816211586e-9,-1.4787096498747058e-9,-1.3135611534342535e-8,-2.368792284541281e-9,-1.3500330425193496e-9,-3.861406361643432e-10,-1.1448046987153028e-9,-2.1918469900143567e-10,-5.640694224533068e-11
t10,-2.2664323900185368e-10,-2.044901152793356e-9,-2.689388771338116e-9,-1.376850608436899e-9,-1.2206846145592884e-8,-2.2045330825210233e-9,-1.2574370738543042e-9,-3.6177584271645756e-10,-1.0658884896765856e-9,-2.0509638636775632e-10,-5.18219328553404e-11
t11,-2.1206882240910888e-10,-1.9394293545784203e-9,-2.550448405711783e-9,-1.3070093599468264e-9,-1.1537893171927675e-8,-2.0885531629650593e-9,-1.1945223059704338e-9,-3.448564668025901e-10,-1.0133829703885518e-9,-1.951265328839514e-10,-4.872612666358633e-11
