Fuel,AnnualSum
No_fuel,0.0
new_england_coal,4.422196385743329e7
new_england_naturalgas,2.1345580044772944e8
new_england_uranium,504.48121612363406
middle_atlantic_naturalgas,4.878930356256285e8
middle_atlantic_uranium,7.740794660508499e8
middle_atlantic_coal,0.0
east_north_central_coal,1.9921742696820164e9
east_north_central_naturalgas,3.7039297937899697e8
east_north_central_uranium,4.822575204131895e8
new_england_naturalgas_ccs100,4.584852879579717
middle_atlantic_naturalgas_ccs100,36.18375241167047
east_north_central_naturalgas_ccs90,4.754935375826219
east_north_central_naturalgas_ccs100,4.578422631683655
None,0.0
