Line,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
t1,0.0,-148.48356863772375,-0.00014831419028379304,7.769977907968575e-5,1005.5397841418041,-244.0548526259544,0.0020134257143863766,-1387.6502502298183,0.00016106921258581217,3152.172919809541,-19.163880103685866,2239.486381998636,5355.875049556915,1019.0712229560024,0.001082930926551905,-1319.9994120553802,-4.377353367661419e-5
t2,0.0,0.0013879395035481358,0.004421046042478983,782.5953005730848,309.3679177984871,23.139994703888505,-676.4901247248786,-1426.933356088039,0.00021682153168242824,2425.996953055066,0.0011038048485877284,2401.2119083462453,4029.9978153640577,1915.8357637554589,0.0013141275269014882,515.5164258101184,-0.0001702909868711
t3,0.0,0.0012018328530626554,0.003329235445710155,782.595635215187,211.13448517859254,46.51240180923736,-685.0955275168748,-1320.0386748140863,0.00019590481373905964,2357.730923175244,0.0012136346696585056,2492.4314313420036,4208.541125851485,1921.2821789910354,0.0012960611811304967,705.535936859023,-0.0001241195176155922
t4,0.0,-123.23221390470694,-0.00031531382023275526,-5.4414504683157324e-5,-544.4631276029678,999.9990150077967,-1443.1508658294067,-1194.2947542943134,0.00014907543671376018,86.53933691678597,1509.9989390802607,2392.077711951335,2490.2649780029406,1262.2970934713887,0.0012591350207848,-699.6622173636332,599.999111869635
t5,0.0,-145.4532768542875,-0.00031700288591406816,-5.381643621229528e-5,-263.6545563449922,999.9990325368003,-1103.4000385133552,-1197.8311997058934,0.00013533823149152992,507.3550635027365,1509.9989217520174,2468.8608162273686,3435.527444643475,889.5675712507125,0.0012357522635551114,-917.4116237988442,599.9991435444134
t6,0.0,-458.623938868915,-0.0001957763131494032,6.247369609084811e-5,-26.227410264772022,999.9996918748491,-836.655579233926,-1085.3260873727677,0.0001184319775868717,629.8111129421932,1509.999518158111,2208.20804870604,3918.6577780680645,414.28115411289184,0.001216224265090017,-1304.5829118173142,599.9997324191474
t7,0.0,-387.24283131779254,-0.00018478649171873194,5.05049445308757e-5,382.587939057829,999.9996539871911,504.5089624764506,-1007.2963487692285,9.941798425245845e-5,1825.7138850169133,1509.9992505820896,3431.108304300604,5302.428362460896,1380.1050398884458,0.0010711642868866363,-420.076544014815,599.9993786865002
t8,0.0,-1376.1327326922192,-599.9999753207388,-782.5996745509059,342.16629034200645,999.999591202908,2383.7853510901773,-941.3611386927249,53.77631310364997,4299.997505402389,1509.9990219749773,2540.6989633307826,6676.079157554939,1899.092692299704,0.0010824466130124099,-926.764958769202,599.9984926141
t9,0.0,-1182.1594170764442,-0.00026408655254692403,3.346913834663112e-5,50.55375895845045,999.9996415450322,1541.3725942427475,-877.4837805849894,0.00010048645182314853,2778.1272825515607,1509.9992599967816,2744.6543883813374,6277.485704810528,894.1783256040757,0.0010356121066606612,-1319.9998782920895,599.9999181259666
t10,0.0,-1376.1317263132526,-599.9974948921166,-565.0322780000912,-179.063331039076,523.7114194782814,1399.6329517392037,-1221.500997252321,3090.1213249158027,4299.996345526463,0.0006222328382331066,2147.0673796209157,5468.454727819644,1754.4165002364548,0.0017221335488865675,-1319.9990083101766,599.9967114150959
t11,0.0,-1305.7961631474232,45.885596479241364,782.5995828234401,1135.064260307444,-999.9998619605345,1747.1176178205283,-1415.792418010387,5577.029862754094,4299.997574111041,-1509.9996793551077,4856.201323549386,6604.0250043573105,2579.9998835456677,349.9998869393034,1021.3643806901293,-599.9999274839562
t12,0.0,-1269.2187529783182,239.0556905175834,782.5995919735473,1100.236476069052,-999.9998840809454,1452.2052699856677,-1531.2013949003463,5444.66167432642,4299.998076913686,-1509.9997127039633,4856.201850938781,7384.537862660602,2579.9998858400895,349.99989081493334,1059.3703603823892,-599.9999472462357
t13,0.0,-1236.6150174231057,290.3449087268962,782.5995943174314,1041.6262068588942,-999.9998802549469,1563.2432883811186,-1315.0576838325303,5502.89957594284,4299.998059496913,-1509.9996854441551,4856.201856213855,7288.628238104873,2579.999887116737,349.99989224877925,1043.5948671144686,-599.999947289151
t14,0.0,-1237.1119014177061,87.66608724057686,782.5995941584775,1034.1443493316272,-999.9998773233841,1299.1912253388402,-1569.9661492258651,5574.9077672249805,4299.998008088658,-1509.9996812242248,4856.201780139423,6475.148988686314,2579.9998857176565,349.99989169091725,1064.890437003644,-599.9999473441418
t15,0.0,-1238.523343777311,24.835638067419126,782.5995942654811,991.1952807259172,-999.9998760023284,1904.0964720245358,-1356.580935702736,5677.764723818461,4299.998081647049,-1509.9996891816995,4856.201911833728,5728.685917091054,2579.9998856083826,349.9998920082159,936.6447015405851,-599.9999473379556
t16,0.0,-1376.1310733423331,-103.23579490008534,782.5995843117787,996.9661741523935,-999.9998822761171,2500.4601855025862,-1233.1565733005684,6045.889131518317,4299.997891608197,-1509.9997255818416,4856.201778440854,5136.834381160251,2579.999899459308,349.9999053005962,959.7645636580742,-599.9999489957444
t17,0.0,-1376.1318732407083,-599.9978175765908,-365.0480676744164,1201.7232863870572,-999.9995475151202,1837.2495605087065,-1039.0589952094947,3148.4322616954246,4299.99689373513,-1509.999487985145,2350.8581431585158,4576.911928882282,2471.5128715611067,0.0017586105869554494,-738.9721398298809,-599.9996830243527
t18,0.0,-1254.6066769439694,-0.00027701467913256335,2.150045619907708e-5,1265.144675349601,-407.92903221857324,534.9334838976074,-828.6638712865582,0.0005080548310027252,3722.2258403874234,-1509.9952670455627,2227.0499103297884,4837.891834903793,1976.078023374731,0.0011493748011105534,-582.2231534444682,-599.9988206921022
t19,0.0,-1292.9976474391585,-0.0002628965862830717,4.740044895022369e-6,960.4883739520811,-139.6560427731465,911.8574298165139,-628.4590249457898,0.00024059693893894933,3760.342756970345,-1509.9941722613307,2116.5252676492914,5037.399764319451,1583.7601376025077,0.0011029547821845066,-1088.3089068895129,-599.9985510935322
t20,0.0,-1376.1320679500038,-599.9982334036349,-219.77123820861004,1021.734020707629,-193.26931283557866,1328.7210824537572,-594.7900476628504,0.0006428740606424886,4172.709607170438,-1509.9951630649641,2078.7247676440384,5017.740158810671,1506.7178927807706,0.0011834886532284504,-1240.3199332443821,-599.9985730711609
t21,0.0,-793.5164355536197,-0.0002971307150017142,-2.410845715630636e-6,1120.8274270742872,-198.5646850371645,1285.0942553023833,-613.2153649312374,0.000396294454429225,4112.4051219551675,-1509.9947363692283,2671.8425261010734,6289.143972249881,1362.8602858026497,0.0011816140279577601,-1151.15969209874,-599.9986945973964
t22,0.0,-1376.1320253024853,-599.9981344788147,-327.0138439586467,103.11330325620234,999.9999685372748,2187.0612321136764,-593.6110215107161,0.0002066897000032293,2978.0687138605635,1509.9998148210118,2179.7145221162327,4783.32009288718,1381.5278644287148,0.0011140722652078032,-1280.3732479901491,599.9999681827034
t23,0.0,-187.1009231821693,-0.00017308491860960497,7.34898950723654e-5,1475.4913947713237,-483.59699504255514,1131.8449611740994,-613.6039164322344,0.0005649947780038325,4181.323572242662,-1509.9954876475526,3397.1846276161673,7465.592912564606,1200.750463204367,-172.85469934307818,-1227.5340365563407,-599.998834721512
t24,0.0,-326.35909445184,-0.00015714621345197305,9.426930249792908e-5,1236.7938680852528,-258.45824542924936,712.8917704270532,-723.6259745567429,0.0007256713294894649,4173.815045888054,-1509.995820411505,3341.9874407609746,7465.59665431836,1316.629999899298,-349.9998117505793,-1175.111262470421,-599.9988207191526
t25,0.0,0.00038116778252323243,0.0011788414197800678,92.07935830313397,1732.3541544578784,-999.9997406474581,789.0324739314299,-690.210892534036,222.94002767311005,4299.997433699729,-1509.9996323138985,2717.4813822574456,7465.592826995716,742.7840022976012,-42.4785497941929,-1267.551399791249,-599.9998062044084
t26,0.0,-940.071871341024,-0.000215270404560765,5.438515369281524e-5,1839.8713296472952,-999.998877807849,966.2563219893962,-769.1422623911684,619.5701830111492,4299.997234172028,-1509.9991298798873,2252.0420356417276,6798.561254370626,1102.5279384300472,0.001222592541995729,-769.747489004419,-599.9995124891573
t27,0.0,-1376.1317882454653,-599.9971420804646,-0.0034992508585794117,1726.1794927112871,-790.8741124000732,896.9847191579727,-875.8065300481853,1120.045431201734,4299.997112601497,-1509.9943696022399,2363.9553524933594,6825.545262649084,677.364562546003,0.0012610931222516394,-1080.2054868424389,-599.9990018534219
t28,0.0,-1376.1319699246324,-599.998172081307,-60.903672158879104,890.8514543050956,-0.004315869682765532,89.61436427231524,-958.3823805901694,519.0856849879109,4299.997069751888,-1315.182740300969,1792.730158691247,6547.95668106659,440.0497668071442,0.0012508851150787581,-1319.998826223618,-570.1099618947416
t29,0.0,-1376.1319716792068,-599.9985784555778,-782.5969949033151,974.5374363410252,-0.0031682392500119276,208.21491417074415,-1024.6080950574308,567.8221139009248,4299.997056667075,-1144.9251732384027,1896.0989319972934,6104.807047532918,1069.7714079468321,0.001246965230509823,-1319.998782207353,-545.2999901747315
t30,0.0,-1376.1325767588985,-599.9998067903019,-782.5994973178798,1078.2009179972656,-0.0029112255668059103,317.0504263614814,-1136.1599611742743,0.9703867616329702,4299.997135520127,-314.80710231958363,1314.2186530271917,5491.048214774651,1091.1979072477698,0.001257679961771093,-1319.9988045045627,-305.69626495846353
t31,0.0,-1376.132576709332,-599.99980559932,-782.599498668086,1116.2982383897297,-0.002778809944238216,322.1860184243999,-1127.7675084662017,37.238418731142666,4299.996939138066,-225.24599209983515,1345.0503712525604,4954.960921381905,1609.0661228250383,0.0012955011232725698,-861.0661421119024,-599.9986691524387
t32,0.0,-1376.132637382153,-599.999869757634,-782.5995689644353,128.56587178863154,811.6741650016411,-712.9514245262288,-987.2983789552038,0.0002797909412122397,2624.678482268159,0.0014276683949526296,1234.861175221667,2301.332377730756,2385.264061866659,0.0010848035161386865,-547.8841438827106,0.001242909278345549
t33,0.0,-1376.132415223471,-599.9995941656553,-782.5992793339833,-111.12106583481082,999.9987546375298,331.32503254977195,-962.798414509674,0.0007119392513988442,3208.447195068905,1509.9943622020064,164.15283635008464,2439.9655598522554,1885.4974803781113,0.0010709063302532587,-1319.9996183608505,599.9996874831847
t34,0.0,-1376.1322030262959,-599.9994373421079,106.52400208980274,-408.18794493533636,977.8427311526137,2500.5195862656187,-948.1468918813955,4778.921207522771,3154.161530643569,1471.4269362687228,2312.6299702277925,2358.9345084842416,2579.9994888500005,349.99953615838194,552.5899149381817,-599.9994766969701
t35,0.0,-1376.1322422588994,-599.9994797790868,782.5992498206858,-488.61959311018165,999.999486393236,2290.3477552017293,-865.5054262110051,4904.516512815618,3280.214995808013,1509.9993153989387,2565.1087286898282,2612.8389408819935,2579.999714919612,349.99974304391856,1047.8954844216066,-599.9995470589589
t36,0.0,-1376.1322485491714,-599.9994857294556,782.599241343039,-668.4985230688789,999.9994972560659,1543.2770305170188,-961.7266005466773,5112.199378524325,3438.4152027157675,1509.9993338133766,2912.6237339443924,3056.6896393761635,2579.9997180660716,349.9997465233609,1076.0108155727971,-599.9995405677154
t37,0.0,-1376.132245609738,-599.9994832798282,782.5992400999575,-781.9888483264141,999.9994973692227,1486.7547731851082,-1019.660253387577,5490.350513318591,3669.903111133497,1509.9993287405055,3339.2894178671263,3968.2031647178346,2579.9997154283255,349.9997448146291,1081.4818560818644,-599.9995390791876
t38,0.0,-1376.1322429624277,-599.9994808853983,782.5992443155262,-689.0026325835918,999.9994848158049,1761.202627288588,-924.9759102383492,5567.248425983651,3717.424283586153,1509.9993141630575,3448.8819160570924,4134.521218591127,2579.9997145705,349.99974362909245,1104.7075484289408,-599.9995426328823
t39,0.0,-1376.1322822503764,-599.9995190730486,638.9488146581506,-688.82776526247,999.9994804588728,2599.9994332470374,-1200.6970458589908,6365.478050288506,4191.403104179846,777.1025498291002,4290.229233447657,5529.332299033825,2579.999501133784,349.999548228453,1053.4897435262328,-599.999576217916
t40,0.0,-1376.1327232872688,-599.9999666161384,-16.336110373356142,-713.0719872101666,999.9993509888692,2599.999308807021,-1392.72935306192,6433.50353659475,4235.429755488759,-208.28395628607143,3731.949615437248,4443.640755288009,2579.9999596220023,349.99996307767816,235.09769386683493,-599.9999589842836
t41,0.0,-1376.132646467554,-599.9998872842825,-782.5995853187106,1324.829979170612,-903.1768446011637,2599.999925885043,-1181.665349055191,5843.929697925028,4299.99702415648,-1509.9998108587279,2837.8294592333596,4289.670353786139,2579.9943032233205,58.95293326051997,-963.4916549797654,-599.9999655118639
t42,0.0,-1376.1320645934547,-599.9982974659332,-563.8781330590426,1929.9979049320586,-899.6236722035662,1758.8764358334508,-1307.595927269815,2647.3696146496827,4299.997635720116,-1509.9983611540015,1394.347729334863,3482.247093560626,2327.2029712796684,0.0010799340950760467,-946.1154483843624,-599.9993593735959
t43,0.0,-1376.132702950849,-599.9999434730287,-782.5996416376933,1929.9979485583324,-774.0887190655513,2109.5401552823078,-1327.1548274763218,2671.9608737481904,4299.997624383367,-1509.9983769260673,1355.4862355315095,3276.407511461196,2374.001309338919,0.0010995263863642056,-1202.1930679589136,-599.9992616488553
t44,0.0,-1376.1320130114186,-599.9981424651303,-30.590698392102656,1929.9979569468903,-754.0253644047928,2006.5955440107239,-1334.5764333639397,2817.0225464481664,4299.997577131512,-1509.998406666846,1514.9907850495945,3836.87402709616,1979.4034338471647,0.0010734621593198304,-870.9344022993082,-599.9992590621163
t45,0.0,-1376.1320661648099,-599.9981088500571,-24.77356630977378,1929.997986953003,-763.3954109845598,2425.115548818436,-1274.5219243898066,3428.4911933292583,4299.997681302864,-1509.9986238363535,2170.8605733378695,5238.71103784135,1461.1118264573713,0.0010854182001916511,-1227.0394881791663,-599.9992783248441
t46,0.0,-1376.1320739028108,-599.9978236971057,-19.25845142747491,1929.9980012136673,-745.0333927147332,2448.215068075858,-1416.0190821211493,3828.1835986742212,4299.997688893771,-1509.9987391039174,2617.3868686454766,6058.416792658647,1350.409143782273,0.0010680413093914491,-1214.430933734243,-599.9993440086802
t47,0.0,-1376.132075925055,-599.9981594456515,-27.22669712487832,1929.9979703561683,-722.2671980190538,2275.9329703759718,-1484.951587432329,3342.188396867292,4299.997673760218,-1509.998580892085,2162.2981888161717,5229.3064749282885,1514.5286235368228,0.0010775944727176596,-1046.2410284140583,-599.999337903411
t48,0.0,-1376.132058040831,-599.9982303148146,-30.171652525789842,1929.9979561880862,-712.5897265852324,2150.364599999349,-1143.4713110949178,2506.1740865007177,4299.997650369081,-1509.998503731831,1408.8285271725576,4448.072808243516,1720.2399012459675,0.0010847533826525862,-764.0809576198741,-599.9993380501928
t49,0.0,-1267.0758953906548,-0.0010896905780099664,-0.00040391474037231,884.084527518134,-0.0023117414355673404,18.180102910012916,-1243.7980605856283,1016.3860088332673,3522.768153173605,-1410.672481796379,0.0007723603648358843,3349.773111104995,1077.084028739507,0.0011371708361659393,-1319.9995278953202,-8.722429602784708e-6
t50,0.0,-999.7959269796424,-0.0010061947835207118,-0.00033855146523083165,821.0676385410723,-67.8782710133688,0.0035777716686061912,-1068.4175947845729,1948.5646716373722,2567.5275754425734,-1303.3424727562656,0.0005285474559318243,2504.345919845418,950.046331874915,0.0013936487646361978,-1319.999644126139,14.644450967533077
t51,0.0,-759.4807931712819,-0.0010274305321799936,-0.0004473175712492074,739.3511403040008,-78.03563691757495,0.00331792050017287,-1019.1530683906647,1637.1374881074094,1549.708919274101,-455.5475315355657,0.0004986329413137983,1450.77643772275,831.2215743283485,0.0014473457224898015,-1319.999615654031,17.199457848575193
t52,0.0,-1016.6850744776532,-0.0014239806444233424,-0.0005021940482211908,761.3711575713658,-0.0035787912131433875,0.29539179338036364,-891.3555709183239,1834.5975012726824,1204.1379345307112,-530.7934710093487,0.0004980374620528759,1245.3441899772745,721.2980872778646,0.0014996532067118437,-1319.9996098942947,17.935286449331088
t53,0.0,-1376.130543547772,-188.41008352473017,-0.001407551725246473,953.4440675584717,-0.0038618452167603835,0.33020468700912986,-908.0366874282739,2167.884020229777,1615.663501276957,-948.725074337527,0.0005264636917257532,1669.0856213516508,678.6895653707828,0.0014998639958504383,-1319.9996063400904,17.6949396666579
t54,0.0,-1376.131666925715,-599.9981059158824,-488.0403439139128,1177.8745047870473,-0.0037154667377250396,438.21174547561196,-869.4864572946893,2066.287781189212,3183.0733577245974,-1509.565516793108,0.000800025203571051,2786.213684726192,1095.7148464170355,0.001415283880911735,-1319.999646135366,13.480159790055858
t55,0.0,-1376.131700138246,-599.9981615529342,-426.9797067860733,1929.9994784658998,-546.9995553343317,1226.4548870874075,-881.4850660004448,2044.8767937961206,4109.186324680849,-1509.999392523675,0.0007555540751757021,3711.2421040836816,1071.06974819546,0.0012153100683317372,-1319.9997066024903,-319.0684992280817
t56,0.0,-1376.1306890592161,-403.230609778141,-0.0011369350047855848,1533.8654738035236,-0.0023997855997026194,1100.3005711619574,-947.8515071876433,1880.6555306209846,3584.0436598154233,-0.08204107562577748,0.0007988545657229154,5050.909763169895,562.3233872302351,0.0011997716451094137,-1319.9997011351718,0.02163900084754485
t57,0.0,-0.0034304585648922423,-0.0004592800059111336,-7.688154095112145e-5,1086.771267332598,-0.0037701323836788455,428.2664433426894,-729.223463770241,124.86219598146165,3758.1575195770347,-283.51049135077767,0.0008157267803743135,4829.377252538604,530.90193745983,0.001368358036035457,-1319.9997803768422,599.9996396653875
t58,0.0,-398.58214640866703,33.72455923186829,317.26580223753945,-194.171168857474,999.9997417235445,2599.9996670498435,-972.9648461248648,4265.365099065086,3224.7261057110113,-257.64905408295715,3012.3162226659965,4817.386090212142,1802.734850011505,49.17158834067399,133.39546484693759,-266.24510907207707
