Zone,1,2,3,4,5,6,7,8,9,10,11
t1,-3.5235365694848124e-10,-3.110746545624893e-9,-3.867370030718435e-9,-2.0020869917603687e-9,-1.707995093160519e-8,-3.1929751061403192e-9,-1.9522892120582087e-9,-6.089300902439939e-10,-1.5407715922553366e-9,-2.599423911742904e-10,-7.90942057193432e-11
t2,-3.7454155961092707e-10,-3.3276024897576668e-9,-4.1521304378239005e-9,-2.145037780318593e-9,-1.832837391790707e-8,-3.42525246745793e-9,-2.084533043604323e-9,-6.493970066577458e-10,-1.6485252126369904e-9,-2.679081529785803e-10,-8.116034292646376e-11
t3,-3.876736996479843e-10,-3.4640714038179767e-9,-4.3335647738120875e-9,-2.235511004592843e-9,-1.9170950575200626e-8,-3.5715395361264144e-9,-2.16751635094773e-9,-6.742611622196747e-10,-1.716170637638795e-9,-2.7167496180256115e-10,-8.248450338959716e-11
t4,-3.9356382980148863e-10,-3.5413235971938976e-9,-4.43841118090101e-9,-2.287161406326423e-9,-1.9674508499019724e-8,-3.6549536849794907e-9,-2.2133778732402847e-9,-6.886107376538619e-10,-1.7548770578673768e-9,-2.722175498949381e-10,-8.241407121079373e-11
t5,-3.962307722953131e-10,-3.6012796181837245e-9,-4.51096208024517e-9,-2.325124137291004e-9,-1.9989314576537884e-8,-3.7211018947363202e-9,-2.249410520289699e-9,-6.991757356491923e-10,-1.7831107409908268e-9,-2.6891758575827324e-10,-8.078827615803317e-11
t6,-3.8607233746452637e-10,-3.5742729098043046e-9,-4.4756416069715995e-9,-2.3085764527061698e-9,-1.988971614924035e-8,-3.6940065508872578e-9,-2.23202658193588e-9,-6.948412628711712e-10,-1.7690880915608934e-9,-2.547234964168171e-10,-7.591467988464935e-11
t7,-3.91212610638624e-10,-3.4070465710683827e-9,-4.25621854251027e-9,-2.1987724244694697e-9,-1.8805389550027664e-8,-3.5140314796623537e-9,-2.1270673603626066e-9,-6.654812672350189e-10,-1.6804088650066088e-9,-2.3087561126823832e-10,-6.822633169281515e-11
t8,-3.3607711545865124e-10,-3.056833318385848e-9,-3.80539946436292e-9,-1.969615143870433e-9,-1.672699777979472e-8,-3.1414470036744885e-9,-1.916467745379474e-9,-6.011408438092944e-10,-1.509182960658289e-9,-2.262414586722656e-10,-6.417501369063807e-11
t9,-3.110008929612786e-10,-3.5351999934039294e-9,-4.511525949296978e-9,-2.4434124222775653e-9,-1.6697980691916788e-8,-3.792069407073968e-9,-2.2142200359693946e-9,-5.959243885027147e-10,-1.8575192980814518e-9,-2.2706523597730926e-10,-6.491992429316871e-11
t10,-3.18006284250275e-10,-2.773270573847669e-9,-3.4310199843567507e-9,-1.7834403499720792e-9,-1.5077612654822345e-8,-2.8337413907612737e-9,-1.747612378545789e-9,-5.455766215281256e-10,-1.372891822390122e-9,-2.194459159946263e-10,-6.686572457097508e-11
