case,tech_type,planning_year,agg_zone,end_value,min,max
20-week-foresight,Nuclear,2030,PJM,4.0,,
20-week-foresight,Nuclear,2030,SOU,4.0,,
20-week-foresight,Nuclear,2030,SPP,3.0,,
20-week-foresight,Nuclear,2030,TRE,1.5,,
20-week-foresight,Nuclear,2030,WECC,3.5,,
20-week-foresight,Solar,2030,CA,11780.3,,
20-week-foresight,Solar,2030,MISO,31043.0,,
20-week-foresight,Solar,2030,NE,3306.7,,
20-week-foresight,Solar,2030,PJM,41951.7,,
20-week-foresight,Solar,2030,SOU,29056.3,,
20-week-foresight,Solar,2030,SPP,6514.0,,
20-week-foresight,Solar,2030,TRE,249.0,,
20-week-foresight,Solar,2030,WECC,3595.3,,
20-week-foresight,Wind,2030,CA,1242.7,,
20-week-foresight,Wind,2030,MISO,54253.3,,
20-week-foresight,Wind,2030,NE,26060.7,,
20-week-foresight,Wind,2030,PJM,21395.0,,
20-week-foresight,Wind,2030,SOU,21866.3,,
20-week-foresight,Wind,2030,SPP,43190.7,,
20-week-foresight,Wind,2030,TRE,35160.0,,
20-week-foresight,Wind,2030,WECC,57409.7,,
20-week-foresight,Battery,2035,CA,83.5,,
20-week-foresight,Battery,2035,MISO,168.0,,
20-week-foresight,Battery,2035,NE,1725.3,,
20-week-foresight,Battery,2035,PJM,384.3,,
20-week-foresight,Battery,2035,SOU,101.5,,
20-week-foresight,Battery,2035,SPP,99.5,,
20-week-foresight,Battery,2035,TRE,58.5,,
20-week-foresight,Battery,2035,WECC,164.0,,
20-week-foresight,CCS,2035,CA,6888.7,,
20-week-foresight,CCS,2035,MISO,23183.0,,
20-week-foresight,CCS,2035,NE,,,
20-week-foresight,CCS,2035,PJM,18512.7,,
20-week-foresight,CCS,2035,SOU,15806.3,,
20-week-foresight,CCS,2035,SPP,728.0,,
20-week-foresight,CCS,2035,TRE,15739.3,,
20-week-foresight,CCS,2035,WECC,393.7,,
20-week-foresight,Hydrogen,2035,CA,11.0,,
20-week-foresight,Hydrogen,2035,MISO,32.5,,
20-week-foresight,Hydrogen,2035,NE,35.0,,
20-week-foresight,Hydrogen,2035,PJM,25.0,,
20-week-foresight,Hydrogen,2035,SOU,21.0,,
20-week-foresight,Hydrogen,2035,SPP,21.0,,
20-week-foresight,Hydrogen,2035,TRE,15.0,,
20-week-foresight,Hydrogen,2035,WECC,31.0,,
20-week-foresight,Natural Gas CC,2035,CA,8.0,,
20-week-foresight,Natural Gas CC,2035,MISO,24.5,,
20-week-foresight,Natural Gas CC,2035,NE,8385.7,,
20-week-foresight,Natural Gas CC,2035,PJM,21.0,,
20-week-foresight,Natural Gas CC,2035,SOU,13.5,,
20-week-foresight,Natural Gas CC,2035,SPP,13.0,,
20-week-foresight,Natural Gas CC,2035,TRE,9.0,,
20-week-foresight,Natural Gas CC,2035,WECC,22.0,,
20-week-foresight,Natural Gas CT,2035,CA,6.0,,
20-week-foresight,Natural Gas CT,2035,MISO,18.5,,
20-week-foresight,Natural Gas CT,2035,NE,853.7,,
20-week-foresight,Natural Gas CT,2035,PJM,13.0,,
20-week-foresight,Natural Gas CT,2035,SOU,12.0,,
20-week-foresight,Natural Gas CT,2035,SPP,12.0,,
20-week-foresight,Natural Gas CT,2035,TRE,8.0,,
20-week-foresight,Natural Gas CT,2035,WECC,16.5,,
20-week-foresight,Nuclear,2035,CA,1.5,,
20-week-foresight,Nuclear,2035,MISO,5.0,,
20-week-foresight,Nuclear,2035,NE,3.5,,
20-week-foresight,Nuclear,2035,PJM,5.0,,
20-week-foresight,Nuclear,2035,SOU,5.5,,
20-week-foresight,Nuclear,2035,SPP,3.0,,
20-week-foresight,Nuclear,2035,TRE,2.0,,
20-week-foresight,Nuclear,2035,WECC,4.5,,
20-week-foresight,Solar,2035,CA,15365.0,,
20-week-foresight,Solar,2035,MISO,44439.7,,
20-week-foresight,Solar,2035,NE,10286.7,,
20-week-foresight,Solar,2035,PJM,44414.7,,
20-week-foresight,Solar,2035,SOU,43201.0,,
20-week-foresight,Solar,2035,SPP,24989.0,,
20-week-foresight,Solar,2035,TRE,13114.3,,
20-week-foresight,Solar,2035,WECC,31131.3,,
20-week-foresight,Wind,2035,CA,1454.3,,
20-week-foresight,Wind,2035,MISO,19124.0,,
20-week-foresight,Wind,2035,NE,10518.3,,
20-week-foresight,Wind,2035,PJM,4016.7,,
20-week-foresight,Wind,2035,SOU,2965.0,,
20-week-foresight,Wind,2035,SPP,5236.7,,
20-week-foresight,Wind,2035,TRE,4246.3,,
20-week-foresight,Wind,2035,WECC,26798.7,,
20-week-foresight,Battery,2040,CA,2196.5,,
20-week-foresight,Battery,2040,MISO,119.0,,
20-week-foresight,Battery,2040,NE,5367.7,,
20-week-foresight,Battery,2040,PJM,2804.7,,
20-week-foresight,Battery,2040,SOU,176.5,,
20-week-foresight,Battery,2040,SPP,71.5,,
20-week-foresight,Battery,2040,TRE,40.5,,
20-week-foresight,Battery,2040,WECC,913.0,,
20-week-foresight,CCS,2040,CA,10493.3,,
20-week-foresight,CCS,2040,MISO,14371.3,,
20-week-foresight,CCS,2040,NE,,,
20-week-foresight,CCS,2040,PJM,15597.3,,
20-week-foresight,CCS,2040,SOU,10788.7,,
20-week-foresight,CCS,2040,SPP,558.7,,
20-week-foresight,CCS,2040,TRE,3600.7,,
20-week-foresight,CCS,2040,WECC,2074.7,,
20-week-foresight,Hydrogen,2040,CA,1.0,,
20-week-foresight,Hydrogen,2040,MISO,3.5,,
20-week-foresight,Hydrogen,2040,NE,10.7,,
20-week-foresight,Hydrogen,2040,PJM,2.5,,
20-week-foresight,Hydrogen,2040,SOU,2.0,,
20-week-foresight,Hydrogen,2040,SPP,1.5,,
20-week-foresight,Hydrogen,2040,TRE,1.0,,
20-week-foresight,Hydrogen,2040,WECC,5.5,,
20-week-foresight,Natural Gas CC,2040,CA,0.0,,
20-week-foresight,Natural Gas CC,2040,MISO,0.0,,
20-week-foresight,Natural Gas CC,2040,NE,3788.3,,
20-week-foresight,Natural Gas CC,2040,PJM,0.5,,
20-week-foresight,Natural Gas CC,2040,SOU,0.0,,
20-week-foresight,Natural Gas CC,2040,SPP,0.0,,
20-week-foresight,Natural Gas CC,2040,TRE,0.0,,
20-week-foresight,Natural Gas CC,2040,WECC,0.5,,
20-week-foresight,Natural Gas CT,2040,CA,0.0,,
20-week-foresight,Natural Gas CT,2040,MISO,0.0,,
20-week-foresight,Natural Gas CT,2040,NE,1277.3,,
20-week-foresight,Natural Gas CT,2040,PJM,0.0,,
20-week-foresight,Natural Gas CT,2040,SOU,0.0,,
20-week-foresight,Natural Gas CT,2040,SPP,0.0,,
20-week-foresight,Natural Gas CT,2040,TRE,0.0,,
20-week-foresight,Natural Gas CT,2040,WECC,0.0,,
20-week-foresight,Nuclear,2040,CA,0.0,,
20-week-foresight,Nuclear,2040,MISO,0.0,,
20-week-foresight,Nuclear,2040,NE,0.0,,
20-week-foresight,Nuclear,2040,PJM,0.0,,
20-week-foresight,Nuclear,2040,SOU,0.0,,
20-week-foresight,Nuclear,2040,SPP,0.0,,
20-week-foresight,Nuclear,2040,TRE,0.0,,
20-week-foresight,Nuclear,2040,WECC,0.0,,
20-week-foresight,Solar,2040,CA,7693.7,,
20-week-foresight,Solar,2040,MISO,20939.0,,
20-week-foresight,Solar,2040,NE,13533.3,,
20-week-foresight,Solar,2040,PJM,28210.3,,
20-week-foresight,Solar,2040,SOU,25824.0,,
20-week-foresight,Solar,2040,SPP,7394.3,,
20-week-foresight,Solar,2040,TRE,8170.3,,
20-week-foresight,Solar,2040,WECC,19773.0,,
20-week-foresight,Wind,2040,CA,102.7,,
20-week-foresight,Wind,2040,MISO,12040.7,,
20-week-foresight,Wind,2040,NE,3060.3,,
20-week-foresight,Wind,2040,PJM,2364.0,,
20-week-foresight,Wind,2040,SOU,2512.7,,
20-week-foresight,Wind,2040,SPP,5830.7,,
20-week-foresight,Wind,2040,TRE,10333.7,,
20-week-foresight,Wind,2040,WECC,16444.0,,
20-week-foresight,Battery,2045,CA,3425.0,,
20-week-foresight,Battery,2045,MISO,3072.3,,
20-week-foresight,Battery,2045,NE,5187.7,,
20-week-foresight,Battery,2045,PJM,6492.7,,
20-week-foresight,Battery,2045,SOU,942.3,,
20-week-foresight,Battery,2045,SPP,266.0,,
20-week-foresight,Battery,2045,TRE,65.0,,
20-week-foresight,Battery,2045,WECC,11490.3,,
20-week-foresight,CCS,2045,CA,7966.0,,
20-week-foresight,CCS,2045,MISO,16786.0,,
20-week-foresight,CCS,2045,NE,,,
20-week-foresight,CCS,2045,PJM,12157.3,,
20-week-foresight,CCS,2045,SOU,11486.3,,
20-week-foresight,CCS,2045,SPP,1034.7,,
20-week-foresight,CCS,2045,TRE,5386.3,,
20-week-foresight,CCS,2045,WECC,4281.0,,
20-week-foresight,Hydrogen,2045,CA,3.5,,
20-week-foresight,Hydrogen,2045,MISO,2.0,,
20-week-foresight,Hydrogen,2045,NE,3.0,,
20-week-foresight,Hydrogen,2045,PJM,6.5,,
20-week-foresight,Hydrogen,2045,SOU,-2.5,,
20-week-foresight,Hydrogen,2045,SPP,1.0,,
20-week-foresight,Hydrogen,2045,TRE,-3.0,,
20-week-foresight,Hydrogen,2045,WECC,5.0,,
20-week-foresight,Natural Gas CC,2045,CA,0.5,,
20-week-foresight,Natural Gas CC,2045,MISO,0.5,,
20-week-foresight,Natural Gas CC,2045,NE,195.7,,
20-week-foresight,Natural Gas CC,2045,PJM,31.3,,
20-week-foresight,Natural Gas CC,2045,SOU,0.0,,
20-week-foresight,Natural Gas CC,2045,SPP,1.5,,
20-week-foresight,Natural Gas CC,2045,TRE,0.5,,
20-week-foresight,Natural Gas CC,2045,WECC,7.5,,
20-week-foresight,Natural Gas CT,2045,CA,1.0,,
20-week-foresight,Natural Gas CT,2045,MISO,-5.0,,
20-week-foresight,Natural Gas CT,2045,NE,1.0,,
20-week-foresight,Natural Gas CT,2045,PJM,1.5,,
20-week-foresight,Natural Gas CT,2045,SOU,-3.5,,
20-week-foresight,Natural Gas CT,2045,SPP,-4.5,,
20-week-foresight,Natural Gas CT,2045,TRE,-3.5,,
20-week-foresight,Natural Gas CT,2045,WECC,-1.5,,
20-week-foresight,Nuclear,2045,CA,0.5,,
20-week-foresight,Nuclear,2045,MISO,0.5,,
20-week-foresight,Nuclear,2045,NE,0.5,,
20-week-foresight,Nuclear,2045,PJM,1.0,,
20-week-foresight,Nuclear,2045,SOU,0.0,,
20-week-foresight,Nuclear,2045,SPP,0.0,,
20-week-foresight,Nuclear,2045,TRE,0.0,,
20-week-foresight,Nuclear,2045,WECC,0.0,,
20-week-foresight,Solar,2045,CA,16678.3,,
20-week-foresight,Solar,2045,MISO,21592.3,,
20-week-foresight,Solar,2045,NE,9945.0,,
20-week-foresight,Solar,2045,PJM,25501.7,,
20-week-foresight,Solar,2045,SOU,25441.3,,
20-week-foresight,Solar,2045,SPP,10664.7,,
20-week-foresight,Solar,2045,TRE,7454.0,,
20-week-foresight,Solar,2045,WECC,34019.0,,
20-week-foresight,Wind,2045,CA,134.0,,
20-week-foresight,Wind,2045,MISO,10434.7,,
20-week-foresight,Wind,2045,NE,1713.7,,
20-week-foresight,Wind,2045,PJM,1943.7,,
20-week-foresight,Wind,2045,SOU,3509.3,,
20-week-foresight,Wind,2045,SPP,14808.3,,
20-week-foresight,Wind,2045,TRE,10663.0,,
20-week-foresight,Wind,2045,WECC,14421.7,,
20-week-foresight,Battery,2050,CA,7693.3,7955.0,17740.0
20-week-foresight,Battery,2050,MISO,10833.7,7808.0,19366.0
20-week-foresight,Battery,2050,NE,2119.0,13815.0,15201.0
20-week-foresight,Battery,2050,PJM,11729.3,18292.0,25669.0
20-week-foresight,Battery,2050,SOU,10989.7,8351.0,18845.0
20-week-foresight,Battery,2050,SPP,4425.0,3020.0,6884.0
20-week-foresight,Battery,2050,TRE,2548.0,210.0,6234.0
20-week-foresight,Battery,2050,WECC,20335.3,29803.0,34738.0
20-week-foresight,CCS,2050,CA,931.7,27483.0,37798.0
20-week-foresight,CCS,2050,MISO,8700.0,84206.0,87397.0
20-week-foresight,CCS,2050,NE,,0.0,0.0
20-week-foresight,CCS,2050,PJM,2782.0,64869.0,78303.0
20-week-foresight,CCS,2050,SOU,3581.7,63406.0,72630.0
20-week-foresight,CCS,2050,SPP,1183.0,320.0,9275.0
20-week-foresight,CCS,2050,TRE,3004.7,28081.0,35661.0
20-week-foresight,CCS,2050,WECC,3305.3,7027.0,16014.0
20-week-foresight,Hydrogen,2050,CA,1.0,0.0,35.0
20-week-foresight,Hydrogen,2050,MISO,4.5,0.0,95.0
20-week-foresight,Hydrogen,2050,NE,1.0,1.0,101.0
20-week-foresight,Hydrogen,2050,PJM,2.0,0.0,74.0
20-week-foresight,Hydrogen,2050,SOU,2.0,0.0,56.0
20-week-foresight,Hydrogen,2050,SPP,2.0,0.0,57.0
20-week-foresight,Hydrogen,2050,TRE,2.5,0.0,39.0
20-week-foresight,Hydrogen,2050,WECC,7.5,0.0,103.0
20-week-foresight,Natural Gas CC,2050,CA,0.0,0.0,22.0
20-week-foresight,Natural Gas CC,2050,MISO,0.5,0.0,77.0
20-week-foresight,Natural Gas CC,2050,NE,0.7,10748.0,23701.0
20-week-foresight,Natural Gas CC,2050,PJM,0.0,53.0,90.0
20-week-foresight,Natural Gas CC,2050,SOU,1.0,0.0,40.0
20-week-foresight,Natural Gas CC,2050,SPP,0.0,0.0,43.0
20-week-foresight,Natural Gas CC,2050,TRE,0.5,0.0,29.0
20-week-foresight,Natural Gas CC,2050,WECC,3.0,0.0,80.0
20-week-foresight,Natural Gas CT,2050,CA,1.5,0.0,17.0
20-week-foresight,Natural Gas CT,2050,MISO,4.0,0.0,48.0
20-week-foresight,Natural Gas CT,2050,NE,1.0,35.0,6351.0
20-week-foresight,Natural Gas CT,2050,PJM,3.0,0.0,36.0
20-week-foresight,Natural Gas CT,2050,SOU,1.0,0.0,28.0
20-week-foresight,Natural Gas CT,2050,SPP,2.0,0.0,28.0
20-week-foresight,Natural Gas CT,2050,TRE,1.5,0.0,18.0
20-week-foresight,Natural Gas CT,2050,WECC,5.0,0.0,46.0
20-week-foresight,Nuclear,2050,CA,0.5,0.0,8.0
20-week-foresight,Nuclear,2050,MISO,0.5,0.0,22.0
20-week-foresight,Nuclear,2050,NE,0.0,0.0,14.0
20-week-foresight,Nuclear,2050,PJM,0.0,0.0,19.0
20-week-foresight,Nuclear,2050,SOU,0.0,0.0,15.0
20-week-foresight,Nuclear,2050,SPP,0.0,0.0,12.0
20-week-foresight,Nuclear,2050,TRE,0.0,0.0,8.0
20-week-foresight,Nuclear,2050,WECC,0.5,0.0,18.0
20-week-foresight,Solar,2050,CA,20542.7,63817.0,78645.0
20-week-foresight,Solar,2050,MISO,18014.3,112011.0,153282.0
20-week-foresight,Solar,2050,NE,8840.7,37909.0,52334.0
20-week-foresight,Solar,2050,PJM,28994.7,144770.0,187310.0
20-week-foresight,Solar,2050,SOU,37160.7,133506.0,184210.0
20-week-foresight,Solar,2050,SPP,12673.0,34661.0,83791.0
20-week-foresight,Solar,2050,TRE,14459.0,40725.0,48074.0
20-week-foresight,Solar,2050,WECC,32989.7,95001.0,139166.0
20-week-foresight,Wind,2050,CA,312.7,2262.0,4079.0
20-week-foresight,Wind,2050,MISO,5834.7,119569.0,150080.0
20-week-foresight,Wind,2050,NE,942.0,37549.0,51555.0
20-week-foresight,Wind,2050,PJM,2267.0,36008.0,55266.0
20-week-foresight,Wind,2050,SOU,709.7,26679.0,53593.0
20-week-foresight,Wind,2050,SPP,6736.7,64965.0,129798.0
20-week-foresight,Wind,2050,TRE,7345.7,70387.0,101093.0
20-week-foresight,Wind,2050,WECC,10745.3,144191.0,160077.0
20-week-foresight-current-policy,Battery,2027,CA,168.5,,
20-week-foresight-current-policy,Battery,2027,MISO,240.8,,
20-week-foresight-current-policy,Battery,2027,NE,138.0,,
20-week-foresight-current-policy,Battery,2027,PJM,384.0,,
20-week-foresight-current-policy,Battery,2027,SOU,255.0,,
20-week-foresight-current-policy,Battery,2027,SPP,310.0,,
20-week-foresight-current-policy,Battery,2027,TRE,202.0,,
20-week-foresight-current-policy,Battery,2027,WECC,392.0,,
20-week-foresight-current-policy,CCS,2027,CA,26.0,,
20-week-foresight-current-policy,CCS,2027,MISO,68.5,,
20-week-foresight-current-policy,CCS,2027,NE,,,
20-week-foresight-current-policy,CCS,2027,PJM,26.0,,
20-week-foresight-current-policy,CCS,2027,SOU,46.5,,
20-week-foresight-current-policy,CCS,2027,SPP,35.5,,
20-week-foresight-current-policy,CCS,2027,TRE,24.0,,
20-week-foresight-current-policy,CCS,2027,WECC,32.0,,
20-week-foresight-current-policy,Hydrogen,2027,CA,47.5,,
20-week-foresight-current-policy,Hydrogen,2027,MISO,136.0,,
20-week-foresight-current-policy,Hydrogen,2027,NE,81.5,,
20-week-foresight-current-policy,Hydrogen,2027,PJM,96.0,,
20-week-foresight-current-policy,Hydrogen,2027,SOU,84.0,,
20-week-foresight-current-policy,Hydrogen,2027,SPP,83.5,,
20-week-foresight-current-policy,Hydrogen,2027,TRE,55.5,,
20-week-foresight-current-policy,Hydrogen,2027,WECC,111.5,,
20-week-foresight-current-policy,Natural Gas CC,2027,CA,44.0,,
20-week-foresight-current-policy,Natural Gas CC,2027,MISO,125.5,,
20-week-foresight-current-policy,Natural Gas CC,2027,NE,84.5,,
20-week-foresight-current-policy,Natural Gas CC,2027,PJM,93.0,,
20-week-foresight-current-policy,Natural Gas CC,2027,SOU,86.5,,
20-week-foresight-current-policy,Natural Gas CC,2027,SPP,62.0,,
20-week-foresight-current-policy,Natural Gas CC,2027,TRE,47.0,,
20-week-foresight-current-policy,Natural Gas CC,2027,WECC,91.0,,
20-week-foresight-current-policy,Natural Gas CT,2027,CA,32.0,,
20-week-foresight-current-policy,Natural Gas CT,2027,MISO,87.0,,
20-week-foresight-current-policy,Natural Gas CT,2027,NE,54.0,,
20-week-foresight-current-policy,Natural Gas CT,2027,PJM,69.0,,
20-week-foresight-current-policy,Natural Gas CT,2027,SOU,55.0,,
20-week-foresight-current-policy,Natural Gas CT,2027,SPP,53.0,,
20-week-foresight-current-policy,Natural Gas CT,2027,TRE,34.5,,
20-week-foresight-current-policy,Natural Gas CT,2027,WECC,73.5,,
20-week-foresight-current-policy,Nuclear,2027,CA,10.5,,
20-week-foresight-current-policy,Nuclear,2027,MISO,26.5,,
20-week-foresight-current-policy,Nuclear,2027,NE,15.0,,
20-week-foresight-current-policy,Nuclear,2027,PJM,21.0,,
20-week-foresight-current-policy,Nuclear,2027,SOU,19.0,,
20-week-foresight-current-policy,Nuclear,2027,SPP,15.0,,
20-week-foresight-current-policy,Nuclear,2027,TRE,10.0,,
20-week-foresight-current-policy,Nuclear,2027,WECC,21.0,,
20-week-foresight-current-policy,Solar,2027,CA,649.5,,
20-week-foresight-current-policy,Solar,2027,MISO,1442.0,,
20-week-foresight-current-policy,Solar,2027,NE,12212.8,,
20-week-foresight-current-policy,Solar,2027,PJM,771.2,,
20-week-foresight-current-policy,Solar,2027,SOU,1427.0,,
20-week-foresight-current-policy,Solar,2027,SPP,1040.5,,
20-week-foresight-current-policy,Solar,2027,TRE,397.0,,
20-week-foresight-current-policy,Solar,2027,WECC,1591.0,,
20-week-foresight-current-policy,Wind,2027,CA,387.2,,
20-week-foresight-current-policy,Wind,2027,MISO,22133.2,,
20-week-foresight-current-policy,Wind,2027,NE,20988.0,,
20-week-foresight-current-policy,Wind,2027,PJM,21676.4,,
20-week-foresight-current-policy,Wind,2027,SOU,6321.6,,
20-week-foresight-current-policy,Wind,2027,SPP,15535.0,,
20-week-foresight-current-policy,Wind,2027,TRE,17454.0,,
20-week-foresight-current-policy,Wind,2027,WECC,16021.6,,
20-week-foresight-current-policy,Battery,2030,CA,-37.5,,
20-week-foresight-current-policy,Battery,2030,MISO,-58.0,,
20-week-foresight-current-policy,Battery,2030,NE,640.6,,
20-week-foresight-current-policy,Battery,2030,PJM,-50.8,,
20-week-foresight-current-policy,Battery,2030,SOU,-57.2,,
20-week-foresight-current-policy,Battery,2030,SPP,-66.0,,
20-week-foresight-current-policy,Battery,2030,TRE,-39.8,,
20-week-foresight-current-policy,Battery,2030,WECC,-86.8,,
20-week-foresight-current-policy,CCS,2030,CA,2.5,,
20-week-foresight-current-policy,CCS,2030,MISO,6.0,,
20-week-foresight-current-policy,CCS,2030,NE,,,
20-week-foresight-current-policy,CCS,2030,PJM,2.5,,
20-week-foresight-current-policy,CCS,2030,SOU,3.5,,
20-week-foresight-current-policy,CCS,2030,SPP,1.5,,
20-week-foresight-current-policy,CCS,2030,TRE,1.5,,
20-week-foresight-current-policy,CCS,2030,WECC,-2.0,,
20-week-foresight-current-policy,Hydrogen,2030,CA,2.0,,
20-week-foresight-current-policy,Hydrogen,2030,MISO,-9.5,,
20-week-foresight-current-policy,Hydrogen,2030,NE,7.0,,
20-week-foresight-current-policy,Hydrogen,2030,PJM,3.0,,
20-week-foresight-current-policy,Hydrogen,2030,SOU,-24.5,,
20-week-foresight-current-policy,Hydrogen,2030,SPP,-11.5,,
20-week-foresight-current-policy,Hydrogen,2030,TRE,-27.5,,
20-week-foresight-current-policy,Hydrogen,2030,WECC,0.5,,
20-week-foresight-current-policy,Natural Gas CC,2030,CA,4.0,,
20-week-foresight-current-policy,Natural Gas CC,2030,MISO,18.5,,
20-week-foresight-current-policy,Natural Gas CC,2030,NE,759.4,,
20-week-foresight-current-policy,Natural Gas CC,2030,PJM,9.5,,
20-week-foresight-current-policy,Natural Gas CC,2030,SOU,6.5,,
20-week-foresight-current-policy,Natural Gas CC,2030,SPP,3.0,,
20-week-foresight-current-policy,Natural Gas CC,2030,TRE,3.0,,
20-week-foresight-current-policy,Natural Gas CC,2030,WECC,6.5,,
20-week-foresight-current-policy,Natural Gas CT,2030,CA,1.0,,
20-week-foresight-current-policy,Natural Gas CT,2030,MISO,4.0,,
