Zone,value,zone,planning_year,model,agg_zone,case,scenario,configuration,child_scenario
7.0,2749362.7041795547,MISE,2030.0,GenX,MISO,20-week-foresight,base,foresight,none
8.0,13934252.794633428,MISS,2030.0,GenX,MISO,20-week-foresight,base,foresight,none
9.0,5208211.388552452,MISW,2030.0,GenX,MISO,20-week-foresight,base,foresight,none
10.0,1106288.5733423615,NWPP,2030.0,GenX,WECC,20-week-foresight,base,foresight,none
11.0,4319604.364859097,NYCW,2030.0,GenX,NE,20-week-foresight,base,foresight,none
12.0,4548053.501675637,NYUP,2030.0,GenX,NE,20-week-foresight,base,foresight,none
13.0,4243995.564422715,PJMC,2030.0,GenX,PJM,20-week-foresight,base,foresight,none
14.0,3408674.281235536,PJMD,2030.0,GenX,PJM,20-week-foresight,base,foresight,none
15.0,32224877.552629177,PJME,2030.0,GenX,PJM,20-week-foresight,base,foresight,none
16.0,16811892.078081835,PJMW,2030.0,GenX,PJM,20-week-foresight,base,foresight,none
17.0,448831.4477490621,RMRG,2030.0,GenX,WECC,20-week-foresight,base,foresight,none
18.0,805731.9709781284,SPPC,2030.0,GenX,SPP,20-week-foresight,base,foresight,none
19.0,313933.84097991465,SPPN,2030.0,GenX,SPP,20-week-foresight,base,foresight,none
20.0,4485987.761810635,SPPS,2030.0,GenX,SPP,20-week-foresight,base,foresight,none
21.0,5989351.713232953,SRCA,2030.0,GenX,SOU,20-week-foresight,base,foresight,none
22.0,7041398.147436409,SRCE,2030.0,GenX,MISO,20-week-foresight,base,foresight,none
23.0,14019580.75391426,SRSE,2030.0,GenX,SOU,20-week-foresight,base,foresight,none
24.0,4110703.678048845,SRSG,2030.0,GenX,WECC,20-week-foresight,base,foresight,none
25.0,17166605.615696333,TRE,2030.0,GenX,TRE,20-week-foresight,base,foresight,none
26.0,2691477.0110760075,TREW,2030.0,GenX,TRE,20-week-foresight,base,foresight,none
1.0,2908515.850936255,BASN,2035.0,GenX,WECC,20-week-foresight,base,foresight,none
2.0,6056647.286379653,CANO,2035.0,GenX,CA,20-week-foresight,base,foresight,none
3.0,5621563.184371913,CASO,2035.0,GenX,CA,20-week-foresight,base,foresight,none
4.0,10494271.255156286,FRCC,2035.0,GenX,SOU,20-week-foresight,base,foresight,none
5.0,10363905.229278304,ISNE,2035.0,GenX,NE,20-week-foresight,base,foresight,none
6.0,2562491.166493881,MISC,2035.0,GenX,MISO,20-week-foresight,base,foresight,none
7.0,2309843.9271894265,MISE,2035.0,GenX,MISO,20-week-foresight,base,foresight,none
8.0,7314216.448049918,MISS,2035.0,GenX,MISO,20-week-foresight,base,foresight,none
9.0,3919634.3038826264,MISW,2035.0,GenX,MISO,20-week-foresight,base,foresight,none
10.0,2081854.479930288,NWPP,2035.0,GenX,WECC,20-week-foresight,base,foresight,none
11.0,2594309.638448317,NYCW,2035.0,GenX,NE,20-week-foresight,base,foresight,none
12.0,2936141.6942384634,NYUP,2035.0,GenX,NE,20-week-foresight,base,foresight,none
13.0,3000043.882583712,PJMC,2035.0,GenX,PJM,20-week-foresight,base,foresight,none
14.0,4268325.325579562,PJMD,2035.0,GenX,PJM,20-week-foresight,base,foresight,none
15.0,21237176.213096432,PJME,2035.0,GenX,PJM,20-week-foresight,base,foresight,none
16.0,12261194.976747682,PJMW,2035.0,GenX,PJM,20-week-foresight,base,foresight,none
17.0,348484.7784833745,RMRG,2035.0,GenX,WECC,20-week-foresight,base,foresight,none
18.0,432968.1365040355,SPPC,2035.0,GenX,SPP,20-week-foresight,base,foresight,none
19.0,216752.69864038337,SPPN,2035.0,GenX,SPP,20-week-foresight,base,foresight,none
20.0,2578945.9020499494,SPPS,2035.0,GenX,SPP,20-week-foresight,base,foresight,none
21.0,4242763.723148437,SRCA,2035.0,GenX,SOU,20-week-foresight,base,foresight,none
22.0,4546375.705879301,SRCE,2035.0,GenX,MISO,20-week-foresight,base,foresight,none
23.0,9327654.773820952,SRSE,2035.0,GenX,SOU,20-week-foresight,base,foresight,none
24.0,3331713.0134817404,SRSG,2035.0,GenX,WECC,20-week-foresight,base,foresight,none
25.0,7800000.526697299,TRE,2035.0,GenX,TRE,20-week-foresight,base,foresight,none
26.0,1397433.7090094883,TREW,2035.0,GenX,TRE,20-week-foresight,base,foresight,none
1.0,3150476.0007198034,BASN,2040.0,GenX,WECC,20-week-foresight,base,foresight,none
2.0,5091460.383747449,CANO,2040.0,GenX,CA,20-week-foresight,base,foresight,none
3.0,5062579.17526015,CASO,2040.0,GenX,CA,20-week-foresight,base,foresight,none
4.0,8621991.197477281,FRCC,2040.0,GenX,SOU,20-week-foresight,base,foresight,none
5.0,9391579.458340578,ISNE,2040.0,GenX,NE,20-week-foresight,base,foresight,none
6.0,2441156.532605881,MISC,2040.0,GenX,MISO,20-week-foresight,base,foresight,none
7.0,1969599.5686518191,MISE,2040.0,GenX,MISO,20-week-foresight,base,foresight,none
8.0,6083466.89305229,MISS,2040.0,GenX,MISO,20-week-foresight,base,foresight,none
9.0,3410101.6743004266,MISW,2040.0,GenX,MISO,20-week-foresight,base,foresight,none
10.0,2912159.361883516,NWPP,2040.0,GenX,WECC,20-week-foresight,base,foresight,none
11.0,1836519.4683449504,NYCW,2040.0,GenX,NE,20-week-foresight,base,foresight,none
12.0,2164753.455379473,NYUP,2040.0,GenX,NE,20-week-foresight,base,foresight,none
13.0,2205552.3341424027,PJMC,2040.0,GenX,PJM,20-week-foresight,base,foresight,none
14.0,3143090.3750053663,PJMD,2040.0,GenX,PJM,20-week-foresight,base,foresight,none
15.0,14125075.373095606,PJME,2040.0,GenX,PJM,20-week-foresight,base,foresight,none
16.0,10290122.084495848,PJMW,2040.0,GenX,PJM,20-week-foresight,base,foresight,none
17.0,597563.461104427,RMRG,2040.0,GenX,WECC,20-week-foresight,base,foresight,none
18.0,489744.2590551589,SPPC,2040.0,GenX,SPP,20-week-foresight,base,foresight,none
19.0,262108.65350088952,SPPN,2040.0,GenX,SPP,20-week-foresight,base,foresight,none
20.0,2158996.433202047,SPPS,2040.0,GenX,SPP,20-week-foresight,base,foresight,none
21.0,3967374.865677381,SRCA,2040.0,GenX,SOU,20-week-foresight,base,foresight,none
22.0,3762796.64284542,SRCE,2040.0,GenX,MISO,20-week-foresight,base,foresight,none
23.0,6906969.780811902,SRSE,2040.0,GenX,SOU,20-week-foresight,base,foresight,none
24.0,3813549.1042902586,SRSG,2040.0,GenX,WECC,20-week-foresight,base,foresight,none
25.0,7693535.50973856,TRE,2040.0,GenX,TRE,20-week-foresight,base,foresight,none
26.0,1149198.6893445295,TREW,2040.0,GenX,TRE,20-week-foresight,base,foresight,none
1.0,3502775.4455288006,BASN,2045.0,GenX,WECC,20-week-foresight,base,foresight,none
2.0,5649295.667822067,CANO,2045.0,GenX,CA,20-week-foresight,base,foresight,none
3.0,5458938.521272394,CASO,2045.0,GenX,CA,20-week-foresight,base,foresight,none
4.0,10195674.12177768,FRCC,2045.0,GenX,SOU,20-week-foresight,base,foresight,none
5.0,10168125.188883511,ISNE,2045.0,GenX,NE,20-week-foresight,base,foresight,none
6.0,3101681.5818509813,MISC,2045.0,GenX,MISO,20-week-foresight,base,foresight,none
7.0,2321425.942346696,MISE,2045.0,GenX,MISO,20-week-foresight,base,foresight,none
8.0,6661526.1235664915,MISS,2045.0,GenX,MISO,20-week-foresight,base,foresight,none
9.0,4325742.35413142,MISW,2045.0,GenX,MISO,20-week-foresight,base,foresight,none
10.0,3485472.302560981,NWPP,2045.0,GenX,WECC,20-week-foresight,base,foresight,none
11.0,2003119.1009454145,NYCW,2045.0,GenX,NE,20-week-foresight,base,foresight,none
12.0,2414893.159530877,NYUP,2045.0,GenX,NE,20-week-foresight,base,foresight,none
13.0,2357189.406975836,PJMC,2045.0,GenX,PJM,20-week-foresight,base,foresight,none
14.0,3076746.6797663984,PJMD,2045.0,GenX,PJM,20-week-foresight,base,foresight,none
15.0,13486812.24089824,PJME,2045.0,GenX,PJM,20-week-foresight,base,foresight,none
16.0,11897198.798476968,PJMW,2045.0,GenX,PJM,20-week-foresight,base,foresight,none
17.0,995070.2378256966,RMRG,2045.0,GenX,WECC,20-week-foresight,base,foresight,none
18.0,686174.5309105831,SPPC,2045.0,GenX,SPP,20-week-foresight,base,foresight,none
19.0,522516.63190222665,SPPN,2045.0,GenX,SPP,20-week-foresight,base,foresight,none
20.0,2251618.778209607,SPPS,2045.0,GenX,SPP,20-week-foresight,base,foresight,none
21.0,4674957.891252477,SRCA,2045.0,GenX,SOU,20-week-foresight,base,foresight,none
22.0,4505019.271545688,SRCE,2045.0,GenX,MISO,20-week-foresight,base,foresight,none
23.0,7589474.584989168,SRSE,2045.0,GenX,SOU,20-week-foresight,base,foresight,none
24.0,4022794.343868946,SRSG,2045.0,GenX,WECC,20-week-foresight,base,foresight,none
25.0,9221136.091371177,TRE,2045.0,GenX,TRE,20-week-foresight,base,foresight,none
26.0,1134052.9379592414,TREW,2045.0,GenX,TRE,20-week-foresight,base,foresight,none
1.0,3065574.2202300546,BASN,2050.0,GenX,WECC,20-week-foresight,base,foresight,none
2.0,4983150.179737197,CANO,2050.0,GenX,CA,20-week-foresight,base,foresight,none
3.0,5089770.297054319,CASO,2050.0,GenX,CA,20-week-foresight,base,foresight,none
4.0,10368705.0162848,FRCC,2050.0,GenX,SOU,20-week-foresight,base,foresight,none
5.0,10019093.871653069,ISNE,2050.0,GenX,NE,20-week-foresight,base,foresight,none
6.0,3176950.461340919,MISC,2050.0,GenX,MISO,20-week-foresight,base,foresight,none
7.0,2537779.3263390595,MISE,2050.0,GenX,MISO,20-week-foresight,base,foresight,none
8.0,6350596.598329199,MISS,2050.0,GenX,MISO,20-week-foresight,base,foresight,none
9.0,3613104.905941641,MISW,2050.0,GenX,MISO,20-week-foresight,base,foresight,none
10.0,3059426.7524685417,NWPP,2050.0,GenX,WECC,20-week-foresight,base,foresight,none
11.0,1868457.1610804591,NYCW,2050.0,GenX,NE,20-week-foresight,base,foresight,none
12.0,2467027.6576901986,NYUP,2050.0,GenX,NE,20-week-foresight,base,foresight,none
13.0,1994149.096177078,PJMC,2050.0,GenX,PJM,20-week-foresight,base,foresight,none
14.0,2258664.3417576463,PJMD,2050.0,GenX,PJM,20-week-foresight,base,foresight,none
15.0,12202018.065266011,PJME,2050.0,GenX,PJM,20-week-foresight,base,foresight,none
16.0,11331376.995856404,PJMW,2050.0,GenX,PJM,20-week-foresight,base,foresight,none
17.0,608595.1344626838,RMRG,2050.0,GenX,WECC,20-week-foresight,base,foresight,none
18.0,532912.5560826744,SPPC,2050.0,GenX,SPP,20-week-foresight,base,foresight,none
19.0,384833.5980584578,SPPN,2050.0,GenX,SPP,20-week-foresight,base,foresight,none
20.0,2055392.793607472,SPPS,2050.0,GenX,SPP,20-week-foresight,base,foresight,none
21.0,4793118.073951555,SRCA,2050.0,GenX,SOU,20-week-foresight,base,foresight,none
22.0,4403890.90351346,SRCE,2050.0,GenX,MISO,20-week-foresight,base,foresight,none
23.0,7792128.06395273,SRSE,2050.0,GenX,SOU,20-week-foresight,base,foresight,none
24.0,2707188.2254588283,SRSG,2050.0,GenX,WECC,20-week-foresight,base,foresight,none
25.0,9703165.268755766,TRE,2050.0,GenX,TRE,20-week-foresight,base,foresight,none
26.0,1131458.067621604,TREW,2050.0,GenX,TRE,20-week-foresight,base,foresight,none
1.0,18730099.79734169,BASN,2027.0,Switch,WECC,20-week-foresight,base,foresight,none
2.0,20722547.42114549,CANO,2027.0,Switch,CA,20-week-foresight,base,foresight,none
3.0,21469688.04526891,CASO,2027.0,Switch,CA,20-week-foresight,base,foresight,none
4.0,75731995.86948031,FRCC,2027.0,Switch,SOU,20-week-foresight,base,foresight,none
5.0,32288837.880638197,ISNE,2027.0,Switch,NE,20-week-foresight,base,foresight,none
6.0,46955537.09267686,MISC,2027.0,Switch,MISO,20-week-foresight,base,foresight,none
7.0,32611437.2780017,MISE,2027.0,Switch,MISO,20-week-foresight,base,foresight,none
8.0,53325450.10250714,MISS,2027.0,Switch,MISO,20-week-foresight,base,foresight,none
9.0,43909543.44518544,MISW,2027.0,Switch,MISO,20-week-foresight,base,foresight,none
10.0,11372314.473059898,NWPP,2027.0,Switch,WECC,20-week-foresight,base,foresight,none
11.0,11801326.013876248,NYCW,2027.0,Switch,NE,20-week-foresight,base,foresight,none
12.0,13140206.284676732,NYUP,2027.0,Switch,NE,20-week-foresight,base,foresight,none
13.0,13506332.73133288,PJMC,2027.0,Switch,PJM,20-week-foresight,base,foresight,none
14.0,18190440.29785345,PJMD,2027.0,Switch,PJM,20-week-foresight,base,foresight,none
15.0,74964290.93343927,PJME,2027.0,Switch,PJM,20-week-foresight,base,foresight,none
16.0,99091684.42973793,PJMW,2027.0,Switch,PJM,20-week-foresight,base,foresight,none
17.0,8991073.586686822,RMRG,2027.0,Switch,WECC,20-week-foresight,base,foresight,none
18.0,15590729.979470003,SPPC,2027.0,Switch,SPP,20-week-foresight,base,foresight,none
19.0,7516903.515040933,SPPN,2027.0,Switch,SPP,20-week-foresight,base,foresight,none
20.0,16346993.148928711,SPPS,2027.0,Switch,SPP,20-week-foresight,base,foresight,none
21.0,36903496.02558199,SRCA,2027.0,Switch,SOU,20-week-foresight,base,foresight,none
22.0,39403646.30733875,SRCE,2027.0,Switch,MISO,20-week-foresight,base,foresight,none
23.0,55706971.72078834,SRSE,2027.0,Switch,SOU,20-week-foresight,base,foresight,none
24.0,28506337.999410383,SRSG,2027.0,Switch,WECC,20-week-foresight,base,foresight,none
25.0,69026965.63213983,TRE,2027.0,Switch,TRE,20-week-foresight,base,foresight,none
26.0,7150882.975750736,TREW,2027.0,Switch,TRE,20-week-foresight,base,foresight,none
1.0,3403593.4537029094,BASN,2030.0,Switch,WECC,20-week-foresight,base,foresight,none
2.0,4727653.4147803355,CANO,2030.0,Switch,CA,20-week-foresight,base,foresight,none
3.0,7365034.990345708,CASO,2030.0,Switch,CA,20-week-foresight,base,foresight,none
4.0,12111061.437016848,FRCC,2030.0,Switch,SOU,20-week-foresight,base,foresight,none
5.0,10191987.259729711,ISNE,2030.0,Switch,NE,20-week-foresight,base,foresight,none
6.0,3916924.5080698216,MISC,2030.0,Switch,MISO,20-week-foresight,base,foresight,none
7.0,2545861.472247928,MISE,2030.0,Switch,MISO,20-week-foresight,base,foresight,none
8.0,13990638.348841032,MISS,2030.0,Switch,MISO,20-week-foresight,base,foresight,none
9.0,6241005.183570857,MISW,2030.0,Switch,MISO,20-week-foresight,base,foresight,none
10.0,1362134.538820625,NWPP,2030.0,Switch,WECC,20-week-foresight,base,foresight,none
11.0,4332579.439407745,NYCW,2030.0,Switch,NE,20-week-foresight,base,foresight,none
12.0,4233001.1107450845,NYUP,2030.0,Switch,NE,20-week-foresight,base,foresight,none
13.0,4406194.846918369,PJMC,2030.0,Switch,PJM,20-week-foresight,base,foresight,none
14.0,2929909.023695644,PJMD,2030.0,Switch,PJM,20-week-foresight,base,foresight,none
15.0,32249314.377538823,PJME,2030.0,Switch,PJM,20-week-foresight,base,foresight,none
16.0,16701312.868359674,PJMW,2030.0,Switch,PJM,20-week-foresight,base,foresight,none
17.0,434201.90570156265,RMRG,2030.0,Switch,WECC,20-week-foresight,base,foresight,none
18.0,804251.3001217482,SPPC,2030.0,Switch,SPP,20-week-foresight,base,foresight,none
19.0,309916.67696273554,SPPN,2030.0,Switch,SPP,20-week-foresight,base,foresight,none
20.0,4753983.183503888,SPPS,2030.0,Switch,SPP,20-week-foresight,base,foresight,none
21.0,5780512.153979822,SRCA,2030.0,Switch,SOU,20-week-foresight,base,foresight,none
22.0,6852017.247993497,SRCE,2030.0,Switch,MISO,20-week-foresight,base,foresight,none
23.0,9397918.007039787,SRSE,2030.0,Switch,SOU,20-week-foresight,base,foresight,none
24.0,4270638.471265535,SRSG,2030.0,Switch,WECC,20-week-foresight,base,foresight,none
25.0,19554906.789189916,TRE,2030.0,Switch,TRE,20-week-foresight,base,foresight,none
26.0,3152035.8521020487,TREW,2030.0,Switch,TRE,20-week-foresight,base,foresight,none
1.0,3226244.0069076587,BASN,2035.0,Switch,WECC,20-week-foresight,base,foresight,none
2.0,5602536.643421827,CANO,2035.0,Switch,CA,20-week-foresight,base,foresight,none
3.0,6151187.0629723715,CASO,2035.0,Switch,CA,20-week-foresight,base,foresight,none
4.0,10749289.229692956,FRCC,2035.0,Switch,SOU,20-week-foresight,base,foresight,none
5.0,13193403.598295337,ISNE,2035.0,Switch,NE,20-week-foresight,base,foresight,none
6.0,3086801.5711956723,MISC,2035.0,Switch,MISO,20-week-foresight,base,foresight,none
7.0,2316925.4538265197,MISE,2035.0,Switch,MISO,20-week-foresight,base,foresight,none
8.0,7752054.578895011,MISS,2035.0,Switch,MISO,20-week-foresight,base,foresight,none
9.0,4957877.894369256,MISW,2035.0,Switch,MISO,20-week-foresight,base,foresight,none
10.0,3129285.471832785,NWPP,2035.0,Switch,WECC,20-week-foresight,base,foresight,none
11.0,2265601.98941438,NYCW,2035.0,Switch,NE,20-week-foresight,base,foresight,none
12.0,2823285.7296683793,NYUP,2035.0,Switch,NE,20-week-foresight,base,foresight,none
13.0,3164860.754909013,PJMC,2035.0,Switch,PJM,20-week-foresight,base,foresight,none
14.0,4181389.518001165,PJMD,2035.0,Switch,PJM,20-week-foresight,base,foresight,none
15.0,21385933.47462105,PJME,2035.0,Switch,PJM,20-week-foresight,base,foresight,none
16.0,12102365.77055746,PJMW,2035.0,Switch,PJM,20-week-foresight,base,foresight,none
17.0,433670.4580649469,RMRG,2035.0,Switch,WECC,20-week-foresight,base,foresight,none
18.0,510404.9072128952,SPPC,2035.0,Switch,SPP,20-week-foresight,base,foresight,none
19.0,251458.98814576492,SPPN,2035.0,Switch,SPP,20-week-foresight,base,foresight,none
20.0,2776472.685401645,SPPS,2035.0,Switch,SPP,20-week-foresight,base,foresight,none
21.0,4312372.649991803,SRCA,2035.0,Switch,SOU,20-week-foresight,base,foresight,none
22.0,4624268.400162907,SRCE,2035.0,Switch,MISO,20-week-foresight,base,foresight,none
23.0,7213931.463596735,SRSE,2035.0,Switch,SOU,20-week-foresight,base,foresight,none
24.0,3902736.979031876,SRSG,2035.0,Switch,WECC,20-week-foresight,base,foresight,none
25.0,8062282.758948441,TRE,2035.0,Switch,TRE,20-week-foresight,base,foresight,none
26.0,1526010.307810985,TREW,2035.0,Switch,TRE,20-week-foresight,base,foresight,none
1.0,4357002.894883579,BASN,2040.0,Switch,WECC,20-week-foresight,base,foresight,none
2.0,6004931.4406098295,CANO,2040.0,Switch,CA,20-week-foresight,base,foresight,none
3.0,7179378.540342256,CASO,2040.0,Switch,CA,20-week-foresight,base,foresight,none
4.0,11655241.40557332,FRCC,2040.0,Switch,SOU,20-week-foresight,base,foresight,none
5.0,12840379.76948924,ISNE,2040.0,Switch,NE,20-week-foresight,base,foresight,none
6.0,3390747.309392544,MISC,2040.0,Switch,MISO,20-week-foresight,base,foresight,none
7.0,2773727.1418462223,MISE,2040.0,Switch,MISO,20-week-foresight,base,foresight,none
8.0,8248914.5169599,MISS,2040.0,Switch,MISO,20-week-foresight,base,foresight,none
9.0,5584060.165249039,MISW,2040.0,Switch,MISO,20-week-foresight,base,foresight,none
10.0,4131915.596209121,NWPP,2040.0,Switch,WECC,20-week-foresight,base,foresight,none
11.0,2178876.7459027963,NYCW,2040.0,Switch,NE,20-week-foresight,base,foresight,none
12.0,2632993.2989460705,NYUP,2040.0,Switch,NE,20-week-foresight,base,foresight,none
13.0,3060831.4226532965,PJMC,2040.0,Switch,PJM,20-week-foresight,base,foresight,none
14.0,3885916.884286661,PJMD,2040.0,Switch,PJM,20-week-foresight,base,foresight,none
15.0,18654521.693415724,PJME,2040.0,Switch,PJM,20-week-foresight,base,foresight,none
16.0,12689379.40595196,PJMW,2040.0,Switch,PJM,20-week-foresight,base,foresight,none
17.0,1042970.246296854,RMRG,2040.0,Switch,WECC,20-week-foresight,base,foresight,none
18.0,658847.8564565013,SPPC,2040.0,Switch,SPP,20-week-foresight,base,foresight,none
19.0,395055.8301518932,SPPN,2040.0,Switch,SPP,20-week-foresight,base,foresight,none
20.0,2888000.999794017,SPPS,2040.0,Switch,SPP,20-week-foresight,base,foresight,none
21.0,4987356.176391714,SRCA,2040.0,Switch,SOU,20-week-foresight,base,foresight,none
22.0,4635159.921405073,SRCE,2040.0,Switch,MISO,20-week-foresight,base,foresight,none
23.0,8350210.295204018,SRSE,2040.0,Switch,SOU,20-week-foresight,base,foresight,none
24.0,5329394.381396525,SRSG,2040.0,Switch,WECC,20-week-foresight,base,foresight,none
25.0,9897117.114526205,TRE,2040.0,Switch,TRE,20-week-foresight,base,foresight,none
26.0,1489669.2294842657,TREW,2040.0,Switch,TRE,20-week-foresight,base,foresight,none
1.0,4049692.0285969265,BASN,2045.0,Switch,WECC,20-week-foresight,base,foresight,none
2.0,6381294.976155359,CANO,2045.0,Switch,CA,20-week-foresight,base,foresight,none
3.0,7334932.773603806,CASO,2045.0,Switch,CA,20-week-foresight,base,foresight,none
4.0,12616219.080823824,FRCC,2045.0,Switch,SOU,20-week-foresight,base,foresight,none
5.0,12768174.324927729,ISNE,2045.0,Switch,NE,20-week-foresight,base,foresight,none
6.0,3871916.0799333914,MISC,2045.0,Switch,MISO,20-week-foresight,base,foresight,none
7.0,3240496.6471105744,MISE,2045.0,Switch,MISO,20-week-foresight,base,foresight,none
8.0,9047821.50931293,MISS,2045.0,Switch,MISO,20-week-foresight,base,foresight,none
9.0,5514057.609246013,MISW,2045.0,Switch,MISO,20-week-foresight,base,foresight,none
10.0,4306863.034794743,NWPP,2045.0,Switch,WECC,20-week-foresight,base,foresight,none
11.0,2180599.5352099477,NYCW,2045.0,Switch,NE,20-week-foresight,base,foresight,none
12.0,2747073.707992501,NYUP,2045.0,Switch,NE,20-week-foresight,base,foresight,none
13.0,3056422.5257580476,PJMC,2045.0,Switch,PJM,20-week-foresight,base,foresight,none
14.0,3620107.10059194,PJMD,2045.0,Switch,PJM,20-week-foresight,base,foresight,none
15.0,17077130.30310489,PJME,2045.0,Switch,PJM,20-week-foresight,base,foresight,none
16.0,13988720.660982748,PJMW,2045.0,Switch,PJM,20-week-foresight,base,foresight,none
17.0,1512764.9391021293,RMRG,2045.0,Switch,WECC,20-week-foresight,base,foresight,none
18.0,780888.7245507974,SPPC,2045.0,Switch,SPP,20-week-foresight,base,foresight,none
19.0,511813.1556599207,SPPN,2045.0,Switch,SPP,20-week-foresight,base,foresight,none
20.0,2964823.192487691,SPPS,2045.0,Switch,SPP,20-week-foresight,base,foresight,none
21.0,5875049.062721989,SRCA,2045.0,Switch,SOU,20-week-foresight,base,foresight,none
22.0,5325115.977121045,SRCE,2045.0,Switch,MISO,20-week-foresight,base,foresight,none
23.0,9350454.2019959,SRSE,2045.0,Switch,SOU,20-week-foresight,base,foresight,none
24.0,5211823.970739128,SRSG,2045.0,Switch,WECC,20-week-foresight,base,foresight,none
25.0,11286974.722779864,TRE,2045.0,Switch,TRE,20-week-foresight,base,foresight,none
26.0,1461439.9251955687,TREW,2045.0,Switch,TRE,20-week-foresight,base,foresight,none
1.0,3440411.2157304664,BASN,2050.0,Switch,WECC,20-week-foresight,base,foresight,none
2.0,5740987.100822771,CANO,2050.0,Switch,CA,20-week-foresight,base,foresight,none
3.0,6254980.867594811,CASO,2050.0,Switch,CA,20-week-foresight,base,foresight,none
4.0,10069223.95348221,FRCC,2050.0,Switch,SOU,20-week-foresight,base,foresight,none
5.0,11957023.823932938,ISNE,2050.0,Switch,NE,20-week-foresight,base,foresight,none
6.0,3736077.416178943,MISC,2050.0,Switch,MISO,20-week-foresight,base,foresight,none
7.0,2912247.576978347,MISE,2050.0,Switch,MISO,20-week-foresight,base,foresight,none
8.0,8200017.031657653,MISS,2050.0,Switch,MISO,20-week-foresight,base,foresight,none
9.0,4346211.242686986,MISW,2050.0,Switch,MISO,20-week-foresight,base,foresight,none
10.0,3467514.927756871,NWPP,2050.0,Switch,WECC,20-week-foresight,base,foresight,none
11.0,1746996.6785905822,NYCW,2050.0,Switch,NE,20-week-foresight,base,foresight,none
12.0,2701075.441240472,NYUP,2050.0,Switch,NE,20-week-foresight,base,foresight,none
13.0,2529791.3129914305,PJMC,2050.0,Switch,PJM,20-week-foresight,base,foresight,none
14.0,2509537.038450083,PJMD,2050.0,Switch,PJM,20-week-foresight,base,foresight,none
15.0,14298660.33588566,PJME,2050.0,Switch,PJM,20-week-foresight,base,foresight,none
16.0,12330120.002827918,PJMW,2050.0,Switch,PJM,20-week-foresight,base,foresight,none
17.0,859872.6547652524,RMRG,2050.0,Switch,WECC,20-week-foresight,base,foresight,none
18.0,635880.8095568932,SPPC,2050.0,Switch,SPP,20-week-foresight,base,foresight,none
19.0,421526.2333441791,SPPN,2050.0,Switch,SPP,20-week-foresight,base,foresight,none
