model,line,line_name,planning_year,case,unit,value,end_value,start_region,dest_region,km,cap
SWITCH,,CASO_to_SRSG,2027,20-week-myopic-current-policy,MW,0.0,,CASO,SRSG,670.4280089248628,0.0
SWITCH,,MISW_to_SPPN,2027,20-week-myopic-current-policy,MW,0.0,,MISW,SPPN,1014.1486283848258,0.0
SWITCH,,NWPP_to_SPPN,2027,20-week-myopic-current-policy,MW,1.0,,NWPP,SPPN,2877.9361274282305,0.00033
SWITCH,,MISW_to_NWPP,2027,20-week-myopic-current-policy,MW,0.0,,MISW,NWPP,14040.700523946523,0.0
SWITCH,,RMRG_to_SPPN,2027,20-week-myopic-current-policy,MW,0.0,,RMRG,SPPN,780.5713741841813,0.0
SWITCH,,RMRG_to_SPPC,2027,20-week-myopic-current-policy,MW,0.0,,RMRG,SPPC,936.6269837220768,1.0000000003174137e-05
SWITCH,,SRSG_to_TRE,2027,20-week-myopic-current-policy,MW,1.0,,SRSG,TRE,1692.23667175099,0.00077
SWITCH,,MISC_to_PJMC,2030,20-week-myopic-current-policy,MW,0.0,,MISC,PJMC,626.2046711986147,0.0
SWITCH,,PJMC_to_PJMW,2030,20-week-myopic-current-policy,MW,0.0,,PJMC,PJMW,484.9526117173539,0.0
SWITCH,,MISW_to_PJMC,2030,20-week-myopic-current-policy,MW,0.0,,MISW,PJMC,577.3769837220765,0.0
SWITCH,,NYUP_to_PJME,2030,20-week-myopic-current-policy,MW,364086.0,,NYUP,PJME,316.61636032760543,1149.9290499999995
SWITCH,,PJME_to_PJMW,2030,20-week-myopic-current-policy,MW,0.0,,PJME,PJMW,482.9870637110515,0.0
SWITCH,,NYCW_to_PJME,2030,20-week-myopic-current-policy,MW,3978.0,,NYCW,PJME,81.02077938846139,49.10338999999999
SWITCH,,PJMD_to_PJME,2030,20-week-myopic-current-policy,MW,0.0,,PJMD,PJME,139.26433395480618,0.0
SWITCH,,MISC_to_MISE,2030,20-week-myopic-current-policy,MW,0.0,,MISC,MISE,993.3851724175372,5.000000000000002e-05
SWITCH,,MISE_to_PJMW,2030,20-week-myopic-current-policy,MW,0.0,,MISE,PJMW,672.2944948093907,0.0
SWITCH,,MISE_to_MISW,2030,20-week-myopic-current-policy,MW,0.0,,MISE,MISW,1338.0895372438338,7.000000000000002e-05
SWITCH,,ISNE_to_NYUP,2030,20-week-myopic-current-policy,MW,1255924.0,,ISNE,NYUP,422.4133412443229,2973.21198
SWITCH,,ISNE_to_NYCW,2030,20-week-myopic-current-policy,MW,0.0,,ISNE,NYCW,208.76319678780865,0.0
SWITCH,,MISC_to_SPPC,2030,20-week-myopic-current-policy,MW,0.0,,MISC,SPPC,696.0754685319118,0.0
SWITCH,,MISC_to_PJMW,2030,20-week-myopic-current-policy,MW,0.0,,MISC,PJMW,636.7767278564246,0.0
SWITCH,,MISC_to_SRCE,2030,20-week-myopic-current-policy,MW,0.0,,MISC,SRCE,807.5788459671032,0.0
SWITCH,,MISC_to_SPPS,2030,20-week-myopic-current-policy,MW,0.0,,MISC,SPPS,1164.3004320004338,9.999999974752429e-06
SWITCH,,MISC_to_MISS,2030,20-week-myopic-current-policy,MW,0.0,,MISC,MISS,1432.2313664952487,0.0
SWITCH,,MISC_to_SPPN,2030,20-week-myopic-current-policy,MW,0.0,,MISC,SPPN,919.2234841721058,0.0
SWITCH,,MISC_to_MISW,2030,20-week-myopic-current-policy,MW,0.0,,MISC,MISW,1370.4981771620598,0.0
SWITCH,,BASN_to_CANO,2030,20-week-myopic-current-policy,MW,0.0,,BASN,CANO,1613.3847128003597,0.0
SWITCH,,CANO_to_CASO,2030,20-week-myopic-current-policy,MW,0.0,,CANO,CASO,678.496525078502,0.0
SWITCH,,CANO_to_NWPP,2030,20-week-myopic-current-policy,MW,0.0,,CANO,NWPP,1302.6110658309303,0.0
SWITCH,,TREW_to_TRE,2030,20-week-myopic-current-policy,MW,0.0,,TREW,TRE,694.9819646586291,0.0
SWITCH,,SPPS_to_TREW,2030,20-week-myopic-current-policy,MW,1197310.0,,SPPS,TREW,594.5912331781975,2013.66829
SWITCH,,SPPC_to_SPPS,2030,20-week-myopic-current-policy,MW,0.0,,SPPC,SPPS,455.0277413171593,0.0
SWITCH,,MISS_to_SPPC,2030,20-week-myopic-current-policy,MW,0.0,,MISS,SPPC,1264.309793619994,0.0001299999999999
SWITCH,,SPPC_to_SPPN,2030,20-week-myopic-current-policy,MW,94257.0,,SPPC,SPPN,261.19343417595013,360.8703599999999
SWITCH,,MISW_to_SPPC,2030,20-week-myopic-current-policy,MW,0.0,,MISW,SPPC,1195.0293103479462,1.0000000000000026e-05
SWITCH,,FRCC_to_SRSE,2030,20-week-myopic-current-policy,MW,0.0,,FRCC,SRSE,930.705776696937,0.0
SWITCH,,SPPS_to_TRE,2030,20-week-myopic-current-policy,MW,0.0,,SPPS,TRE,501.3042951289656,0.0
SWITCH,,PJMW_to_SRCA,2030,20-week-myopic-current-policy,MW,0.0,,PJMW,SRCA,900.2912298442393,0.0
SWITCH,,SRCA_to_SRCE,2030,20-week-myopic-current-policy,MW,0.0,,SRCA,SRCE,1047.313910703395,0.0
SWITCH,,PJMD_to_SRCA,2030,20-week-myopic-current-policy,MW,0.0,,PJMD,SRCA,525.2547915890101,0.0
SWITCH,,SRCA_to_SRSE,2030,20-week-myopic-current-policy,MW,0.0,,SRCA,SRSE,750.9564568673488,0.0
SWITCH,,NYCW_to_NYUP,2030,20-week-myopic-current-policy,MW,437145.0,,NYCW,NYUP,319.03239545042265,1370.2216399999998
SWITCH,,PJMW_to_SRCE,2030,20-week-myopic-current-policy,MW,0.0,,PJMW,SRCE,542.940224506259,0.0
SWITCH,,PJMD_to_PJMW,2030,20-week-myopic-current-policy,MW,0.0,,PJMD,PJMW,493.7545177764829,0.0
SWITCH,,BASN_to_RMRG,2030,20-week-myopic-current-policy,MW,0.0,,BASN,RMRG,1478.968739910536,0.0
SWITCH,,BASN_to_CASO,2030,20-week-myopic-current-policy,MW,0.0,,BASN,CASO,1052.8154002870249,0.0
SWITCH,,BASN_to_NWPP,2030,20-week-myopic-current-policy,MW,0.0,,BASN,NWPP,2143.6820330805017,0.0
SWITCH,,BASN_to_SRSG,2030,20-week-myopic-current-policy,MW,0.0,,BASN,SRSG,1196.8856954277987,0.0
SWITCH,,MISS_to_SRCE,2030,20-week-myopic-current-policy,MW,0.0,,MISS,SRCE,910.5740119711644,0.0
SWITCH,,SRCE_to_SRSE,2030,20-week-myopic-current-policy,MW,0.0,,SRCE,SRSE,808.9930595294763,0.0
SWITCH,,MISS_to_SPPS,2030,20-week-myopic-current-policy,MW,5607825.0,,MISS,SPPS,1083.4402589451677,5175.9427000000005
SWITCH,,SPPS_to_SRSG,2030,20-week-myopic-current-policy,MW,0.0,,SPPS,SRSG,1530.6511537017682,0.0
SWITCH,,SPPN_to_SPPS,2030,20-week-myopic-current-policy,MW,3.0,,SPPN,SPPS,679.4249275747745,0.00434
SWITCH,,NWPP_to_RMRG,2030,20-week-myopic-current-policy,MW,0.0,,NWPP,RMRG,256.39318164425606,0.0
SWITCH,,RMRG_to_SRSG,2030,20-week-myopic-current-policy,MW,0.0,,RMRG,SRSG,1451.9389962866967,9.999999974752429e-06
SWITCH,,MISS_to_SRSE,2030,20-week-myopic-current-policy,MW,0.0,,MISS,SRSE,825.7437764420143,0.0
SWITCH,,CASO_to_NWPP,2030,20-week-myopic-current-policy,MW,0.0,,CASO,NWPP,1859.1210098249192,0.0
SWITCH,,CASO_to_SRSG,2030,20-week-myopic-current-policy,MW,0.0,,CASO,SRSG,670.4280089248628,0.0
SWITCH,,MISW_to_SPPN,2030,20-week-myopic-current-policy,MW,0.0,,MISW,SPPN,1014.1486283848258,0.0
SWITCH,,NWPP_to_SPPN,2030,20-week-myopic-current-policy,MW,0.0,,NWPP,SPPN,2877.9361274282305,0.00014
SWITCH,,MISW_to_NWPP,2030,20-week-myopic-current-policy,MW,0.0,,MISW,NWPP,14040.700523946523,0.0
SWITCH,,RMRG_to_SPPN,2030,20-week-myopic-current-policy,MW,920884.0,,RMRG,SPPN,780.5713741841813,1179.75651
SWITCH,,RMRG_to_SPPC,2030,20-week-myopic-current-policy,MW,0.0,,RMRG,SPPC,936.6269837220768,1.0000000003174137e-05
SWITCH,,SRSG_to_TRE,2030,20-week-myopic-current-policy,MW,0.0,,SRSG,TRE,1692.23667175099,5.000000000000002e-05
SWITCH,,MISC_to_PJMC,2035,20-week-myopic-current-policy,MW,0.0,,MISC,PJMC,626.2046711986147,0.0
SWITCH,,PJMC_to_PJMW,2035,20-week-myopic-current-policy,MW,0.0,,PJMC,PJMW,484.9526117173539,9.999999974752429e-06
SWITCH,,MISW_to_PJMC,2035,20-week-myopic-current-policy,MW,2426549.0,,MISW,PJMC,577.3769837220765,4202.71096
SWITCH,,NYUP_to_PJME,2035,20-week-myopic-current-policy,MW,47619.0,,NYUP,PJME,316.61636032760543,150.4004700000005
SWITCH,,PJME_to_PJMW,2035,20-week-myopic-current-policy,MW,0.0,,PJME,PJMW,482.9870637110515,0.0
SWITCH,,NYCW_to_PJME,2035,20-week-myopic-current-policy,MW,211032.0,,NYCW,PJME,81.02077938846139,2604.66184
SWITCH,,PJMD_to_PJME,2035,20-week-myopic-current-policy,MW,615138.0,,PJMD,PJME,139.26433395480618,4417.05686
SWITCH,,MISC_to_MISE,2035,20-week-myopic-current-policy,MW,1.0,,MISC,MISE,993.3851724175372,0.00148
SWITCH,,MISE_to_PJMW,2035,20-week-myopic-current-policy,MW,0.0,,MISE,PJMW,672.2944948093907,0.0
SWITCH,,MISE_to_MISW,2035,20-week-myopic-current-policy,MW,382899.0,,MISE,MISW,1338.0895372438338,286.15386
SWITCH,,ISNE_to_NYUP,2035,20-week-myopic-current-policy,MW,14594.0,,ISNE,NYUP,422.4133412443229,34.54891000000043
SWITCH,,ISNE_to_NYCW,2035,20-week-myopic-current-policy,MW,0.0,,ISNE,NYCW,208.76319678780865,0.0
SWITCH,,MISC_to_SPPC,2035,20-week-myopic-current-policy,MW,0.0,,MISC,SPPC,696.0754685319118,2.999999992425728e-05
SWITCH,,MISC_to_PJMW,2035,20-week-myopic-current-policy,MW,0.0,,MISC,PJMW,636.7767278564246,9.999999747378752e-06
SWITCH,,MISC_to_SRCE,2035,20-week-myopic-current-policy,MW,0.0,,MISC,SRCE,807.5788459671032,0.0
SWITCH,,MISC_to_SPPS,2035,20-week-myopic-current-policy,MW,0.0,,MISC,SPPS,1164.3004320004338,0.0
SWITCH,,MISC_to_MISS,2035,20-week-myopic-current-policy,MW,0.0,,MISC,MISS,1432.2313664952487,9.999999974752429e-06
SWITCH,,MISC_to_SPPN,2035,20-week-myopic-current-policy,MW,0.0,,MISC,SPPN,919.2234841721058,0.0004399999999999
SWITCH,,MISC_to_MISW,2035,20-week-myopic-current-policy,MW,0.0,,MISC,MISW,1370.4981771620598,0.0
SWITCH,,BASN_to_CANO,2035,20-week-myopic-current-policy,MW,0.0,,BASN,CANO,1613.3847128003597,0.0
SWITCH,,CANO_to_CASO,2035,20-week-myopic-current-policy,MW,0.0,,CANO,CASO,678.496525078502,0.0
SWITCH,,CANO_to_NWPP,2035,20-week-myopic-current-policy,MW,0.0,,CANO,NWPP,1302.6110658309303,0.0
SWITCH,,TREW_to_TRE,2035,20-week-myopic-current-policy,MW,0.0,,TREW,TRE,694.9819646586291,0.0001799999990907
SWITCH,,SPPS_to_TREW,2035,20-week-myopic-current-policy,MW,0.0,,SPPS,TREW,594.5912331781975,0.0
SWITCH,,SPPC_to_SPPS,2035,20-week-myopic-current-policy,MW,0.0,,SPPC,SPPS,455.0277413171593,0.0
SWITCH,,MISS_to_SPPC,2035,20-week-myopic-current-policy,MW,1.0,,MISS,SPPC,1264.309793619994,0.0009499999999999
SWITCH,,SPPC_to_SPPN,2035,20-week-myopic-current-policy,MW,30290.0,,SPPC,SPPN,261.19343417595013,115.96805000000018
SWITCH,,MISW_to_SPPC,2035,20-week-myopic-current-policy,MW,2.0,,MISW,SPPC,1195.0293103479462,0.00184
SWITCH,,FRCC_to_SRSE,2035,20-week-myopic-current-policy,MW,0.0,,FRCC,SRSE,930.705776696937,0.0
SWITCH,,SPPS_to_TRE,2035,20-week-myopic-current-policy,MW,108181.0,,SPPS,TRE,501.3042951289656,215.79970000000003
SWITCH,,PJMW_to_SRCA,2035,20-week-myopic-current-policy,MW,0.0,,PJMW,SRCA,900.2912298442393,9.999999974752429e-06
SWITCH,,SRCA_to_SRCE,2035,20-week-myopic-current-policy,MW,0.0,,SRCA,SRCE,1047.313910703395,0.0
SWITCH,,PJMD_to_SRCA,2035,20-week-myopic-current-policy,MW,0.0,,PJMD,SRCA,525.2547915890101,9.999999974752429e-06
SWITCH,,SRCA_to_SRSE,2035,20-week-myopic-current-policy,MW,0.0,,SRCA,SRSE,750.9564568673488,9.999999974752429e-06
SWITCH,,NYCW_to_NYUP,2035,20-week-myopic-current-policy,MW,403008.0,,NYCW,NYUP,319.03239545042265,1263.2197300000007
SWITCH,,PJMW_to_SRCE,2035,20-week-myopic-current-policy,MW,0.0,,PJMW,SRCE,542.940224506259,0.0
SWITCH,,PJMD_to_PJMW,2035,20-week-myopic-current-policy,MW,0.0,,PJMD,PJMW,493.7545177764829,0.0
SWITCH,,BASN_to_RMRG,2035,20-week-myopic-current-policy,MW,0.0,,BASN,RMRG,1478.968739910536,0.0
SWITCH,,BASN_to_CASO,2035,20-week-myopic-current-policy,MW,0.0,,BASN,CASO,1052.8154002870249,0.0
SWITCH,,BASN_to_NWPP,2035,20-week-myopic-current-policy,MW,0.0,,BASN,NWPP,2143.6820330805017,0.0
SWITCH,,BASN_to_SRSG,2035,20-week-myopic-current-policy,MW,0.0,,BASN,SRSG,1196.8856954277987,0.0
SWITCH,,MISS_to_SRCE,2035,20-week-myopic-current-policy,MW,0.0,,MISS,SRCE,910.5740119711644,1.0000000202126104e-05
SWITCH,,SRCE_to_SRSE,2035,20-week-myopic-current-policy,MW,0.0,,SRCE,SRSE,808.9930595294763,1.0000000202126104e-05
SWITCH,,MISS_to_SPPS,2035,20-week-myopic-current-policy,MW,1.0,,MISS,SPPS,1083.4402589451677,0.0006899999998495
SWITCH,,SPPS_to_SRSG,2035,20-week-myopic-current-policy,MW,5047614.0,,SPPS,SRSG,1530.6511537017682,3297.69045
SWITCH,,SPPN_to_SPPS,2035,20-week-myopic-current-policy,MW,512797.0,,SPPN,SPPS,679.4249275747745,754.75096
SWITCH,,NWPP_to_RMRG,2035,20-week-myopic-current-policy,MW,0.0,,NWPP,RMRG,256.39318164425606,9.999999974752429e-06
SWITCH,,RMRG_to_SRSG,2035,20-week-myopic-current-policy,MW,0.0,,RMRG,SRSG,1451.9389962866967,0.0
SWITCH,,MISS_to_SRSE,2035,20-week-myopic-current-policy,MW,0.0,,MISS,SRSE,825.7437764420143,9.999999974752429e-06
SWITCH,,CASO_to_NWPP,2035,20-week-myopic-current-policy,MW,0.0,,CASO,NWPP,1859.1210098249192,0.0
SWITCH,,CASO_to_SRSG,2035,20-week-myopic-current-policy,MW,0.0,,CASO,SRSG,670.4280089248628,0.0
SWITCH,,MISW_to_SPPN,2035,20-week-myopic-current-policy,MW,0.0,,MISW,SPPN,1014.1486283848258,0.0
SWITCH,,NWPP_to_SPPN,2035,20-week-myopic-current-policy,MW,1.0,,NWPP,SPPN,2877.9361274282305,0.0002199999999999
SWITCH,,MISW_to_NWPP,2035,20-week-myopic-current-policy,MW,0.0,,MISW,NWPP,14040.700523946523,1.0000000003174137e-05
SWITCH,,RMRG_to_SPPN,2035,20-week-myopic-current-policy,MW,198446.0,,RMRG,SPPN,780.5713741841813,254.23109999999997
SWITCH,,RMRG_to_SPPC,2035,20-week-myopic-current-policy,MW,431728.0,,RMRG,SPPC,936.6269837220768,460.93857
SWITCH,,SRSG_to_TRE,2035,20-week-myopic-current-policy,MW,1.0,,SRSG,TRE,1692.23667175099,0.00081
SWITCH,,MISC_to_PJMC,2040,20-week-myopic-current-policy,MW,0.0,,MISC,PJMC,626.2046711986147,0.0
SWITCH,,PJMC_to_PJMW,2040,20-week-myopic-current-policy,MW,1756146.0,,PJMC,PJMW,484.9526117173539,3621.27376
SWITCH,,MISW_to_PJMC,2040,20-week-myopic-current-policy,MW,0.0,,MISW,PJMC,577.3769837220765,0.0004699999999502
SWITCH,,NYUP_to_PJME,2040,20-week-myopic-current-policy,MW,795126.0,,NYUP,PJME,316.61636032760543,2511.32356
SWITCH,,PJME_to_PJMW,2040,20-week-myopic-current-policy,MW,0.0,,PJME,PJMW,482.9870637110515,1.0000000202126104e-05
SWITCH,,NYCW_to_PJME,2040,20-week-myopic-current-policy,MW,0.0,,NYCW,PJME,81.02077938846139,0.0
SWITCH,,PJMD_to_PJME,2040,20-week-myopic-current-policy,MW,247557.0,,PJMD,PJME,139.26433395480618,1777.6083800000006
SWITCH,,MISC_to_MISE,2040,20-week-myopic-current-policy,MW,4.0,,MISC,MISE,993.3851724175372,0.00432
SWITCH,,MISE_to_PJMW,2040,20-week-myopic-current-policy,MW,0.0,,MISE,PJMW,672.2944948093907,0.0
SWITCH,,MISE_to_MISW,2040,20-week-myopic-current-policy,MW,0.0,,MISE,MISW,1338.0895372438338,9.999999974752429e-06
SWITCH,,ISNE_to_NYUP,2040,20-week-myopic-current-policy,MW,260659.0,,ISNE,NYUP,422.4133412443229,617.0700099999995
SWITCH,,ISNE_to_NYCW,2040,20-week-myopic-current-policy,MW,0.0,,ISNE,NYCW,208.76319678780865,0.0
SWITCH,,MISC_to_SPPC,2040,20-week-myopic-current-policy,MW,2120801.0,,MISC,SPPC,696.0754685319118,3046.7973299999994
SWITCH,,MISC_to_PJMW,2040,20-week-myopic-current-policy,MW,0.0,,MISC,PJMW,636.7767278564246,0.0
SWITCH,,MISC_to_SRCE,2040,20-week-myopic-current-policy,MW,0.0,,MISC,SRCE,807.5788459671032,0.0
SWITCH,,MISC_to_SPPS,2040,20-week-myopic-current-policy,MW,70075.0,,MISC,SPPS,1164.3004320004338,60.18614000000002
SWITCH,,MISC_to_MISS,2040,20-week-myopic-current-policy,MW,0.0,,MISC,MISS,1432.2313664952487,0.0
SWITCH,,MISC_to_SPPN,2040,20-week-myopic-current-policy,MW,12.0,,MISC,SPPN,919.2234841721058,0.01275
SWITCH,,MISC_to_MISW,2040,20-week-myopic-current-policy,MW,0.0,,MISC,MISW,1370.4981771620598,0.0
SWITCH,,BASN_to_CANO,2040,20-week-myopic-current-policy,MW,0.0,,BASN,CANO,1613.3847128003597,1.0000000003174137e-05
SWITCH,,CANO_to_CASO,2040,20-week-myopic-current-policy,MW,0.0,,CANO,CASO,678.496525078502,0.0
SWITCH,,CANO_to_NWPP,2040,20-week-myopic-current-policy,MW,0.0,,CANO,NWPP,1302.6110658309303,0.0
SWITCH,,TREW_to_TRE,2040,20-week-myopic-current-policy,MW,0.0,,TREW,TRE,694.9819646586291,2.9999999242136255e-05
SWITCH,,SPPS_to_TREW,2040,20-week-myopic-current-policy,MW,716424.0,,SPPS,TREW,594.5912331781975,1204.9022199999995
SWITCH,,SPPC_to_SPPS,2040,20-week-myopic-current-policy,MW,0.0,,SPPC,SPPS,455.0277413171593,1.0000000202126104e-05
SWITCH,,MISS_to_SPPC,2040,20-week-myopic-current-policy,MW,621563.0,,MISS,SPPC,1264.309793619994,491.62254
SWITCH,,SPPC_to_SPPN,2040,20-week-myopic-current-policy,MW,0.0,,SPPC,SPPN,261.19343417595013,0.0
SWITCH,,MISW_to_SPPC,2040,20-week-myopic-current-policy,MW,0.0,,MISW,SPPC,1195.0293103479462,0.0
SWITCH,,FRCC_to_SRSE,2040,20-week-myopic-current-policy,MW,0.0,,FRCC,SRSE,930.705776696937,3.0000000151630957e-05
SWITCH,,SPPS_to_TRE,2040,20-week-myopic-current-policy,MW,1419286.0,,SPPS,TRE,501.3042951289656,2831.18705
SWITCH,,PJMW_to_SRCA,2040,20-week-myopic-current-policy,MW,0.0,,PJMW,SRCA,900.2912298442393,0.0
SWITCH,,SRCA_to_SRCE,2040,20-week-myopic-current-policy,MW,0.0,,SRCA,SRCE,1047.313910703395,0.0
SWITCH,,PJMD_to_SRCA,2040,20-week-myopic-current-policy,MW,0.0,,PJMD,SRCA,525.2547915890101,0.0
SWITCH,,SRCA_to_SRSE,2040,20-week-myopic-current-policy,MW,0.0,,SRCA,SRSE,750.9564568673488,0.0
SWITCH,,NYCW_to_NYUP,2040,20-week-myopic-current-policy,MW,391583.0,,NYCW,NYUP,319.03239545042265,1227.4084799999982
SWITCH,,PJMW_to_SRCE,2040,20-week-myopic-current-policy,MW,0.0,,PJMW,SRCE,542.940224506259,0.0
SWITCH,,PJMD_to_PJMW,2040,20-week-myopic-current-policy,MW,0.0,,PJMD,PJMW,493.7545177764829,9.999999747378752e-06
SWITCH,,BASN_to_RMRG,2040,20-week-myopic-current-policy,MW,0.0,,BASN,RMRG,1478.968739910536,0.0
SWITCH,,BASN_to_CASO,2040,20-week-myopic-current-policy,MW,0.0,,BASN,CASO,1052.8154002870249,2.0000000404252205e-05
SWITCH,,BASN_to_NWPP,2040,20-week-myopic-current-policy,MW,0.0,,BASN,NWPP,2143.6820330805017,0.0
SWITCH,,BASN_to_SRSG,2040,20-week-myopic-current-policy,MW,0.0,,BASN,SRSG,1196.8856954277987,9.999999747378752e-06
SWITCH,,MISS_to_SRCE,2040,20-week-myopic-current-policy,MW,0.0,,MISS,SRCE,910.5740119711644,0.0
SWITCH,,SRCE_to_SRSE,2040,20-week-myopic-current-policy,MW,128729.0,,SRCE,SRSE,808.9930595294763,159.12212
SWITCH,,MISS_to_SPPS,2040,20-week-myopic-current-policy,MW,5426294.0,,MISS,SPPS,1083.4402589451677,5008.39278
SWITCH,,SPPS_to_SRSG,2040,20-week-myopic-current-policy,MW,6126681.0,,SPPS,SRSG,1530.6511537017682,4002.66325
SWITCH,,SPPN_to_SPPS,2040,20-week-myopic-current-policy,MW,702983.0,,SPPN,SPPS,679.4249275747745,1034.67407
SWITCH,,NWPP_to_RMRG,2040,20-week-myopic-current-policy,MW,0.0,,NWPP,RMRG,256.39318164425606,0.0002700000000004
SWITCH,,RMRG_to_SRSG,2040,20-week-myopic-current-policy,MW,0.0,,RMRG,SRSG,1451.9389962866967,0.0001399999999875
SWITCH,,MISS_to_SRSE,2040,20-week-myopic-current-policy,MW,2151797.0,,MISS,SRSE,825.7437764420143,2605.8894499999997
SWITCH,,CASO_to_NWPP,2040,20-week-myopic-current-policy,MW,0.0,,CASO,NWPP,1859.1210098249192,1.0000000202126104e-05
SWITCH,,CASO_to_SRSG,2040,20-week-myopic-current-policy,MW,0.0,,CASO,SRSG,670.4280089248628,0.0
SWITCH,,MISW_to_SPPN,2040,20-week-myopic-current-policy,MW,0.0,,MISW,SPPN,1014.1486283848258,0.0
SWITCH,,NWPP_to_SPPN,2040,20-week-myopic-current-policy,MW,13.0,,NWPP,SPPN,2877.9361274282305,0.00447
SWITCH,,MISW_to_NWPP,2040,20-week-myopic-current-policy,MW,0.0,,MISW,NWPP,14040.700523946523,0.0
SWITCH,,RMRG_to_SPPN,2040,20-week-myopic-current-policy,MW,1974812.0,,RMRG,SPPN,780.5713741841813,2529.9572399999997
SWITCH,,RMRG_to_SPPC,2040,20-week-myopic-current-policy,MW,2959071.0,,RMRG,SPPC,936.6269837220768,3159.28387
SWITCH,,SRSG_to_TRE,2040,20-week-myopic-current-policy,MW,36.0,,SRSG,TRE,1692.23667175099,0.02133
SWITCH,,MISC_to_PJMC,2045,20-week-myopic-current-policy,MW,0.0,,MISC,PJMC,626.2046711986147,9.999999747378752e-06
SWITCH,,PJMC_to_PJMW,2045,20-week-myopic-current-policy,MW,721354.0,,PJMC,PJMW,484.9526117173539,1487.4741800000002
SWITCH,,MISW_to_PJMC,2045,20-week-myopic-current-policy,MW,0.0,,MISW,PJMC,577.3769837220765,7.000000005064066e-05
SWITCH,,NYUP_to_PJME,2045,20-week-myopic-current-policy,MW,1366390.0,,NYUP,PJME,316.61636032760543,4315.601159999999
SWITCH,,PJME_to_PJMW,2045,20-week-myopic-current-policy,MW,0.0,,PJME,PJMW,482.9870637110515,9.999999747378752e-06
SWITCH,,NYCW_to_PJME,2045,20-week-myopic-current-policy,MW,0.0,,NYCW,PJME,81.02077938846139,0.0
SWITCH,,PJMD_to_PJME,2045,20-week-myopic-current-policy,MW,0.0,,PJMD,PJME,139.26433395480618,1.9999999494757503e-05
SWITCH,,MISC_to_MISE,2045,20-week-myopic-current-policy,MW,0.0,,MISC,MISE,993.3851724175372,0.00014
SWITCH,,MISE_to_PJMW,2045,20-week-myopic-current-policy,MW,0.0,,MISE,PJMW,672.2944948093907,0.0
SWITCH,,MISE_to_MISW,2045,20-week-myopic-current-policy,MW,0.0,,MISE,MISW,1338.0895372438338,0.0
SWITCH,,ISNE_to_NYUP,2045,20-week-myopic-current-policy,MW,29940.0,,ISNE,NYUP,422.4133412443229,70.87948000000051
SWITCH,,ISNE_to_NYCW,2045,20-week-myopic-current-policy,MW,0.0,,ISNE,NYCW,208.76319678780865,0.0
SWITCH,,MISC_to_SPPC,2045,20-week-myopic-current-policy,MW,0.0,,MISC,SPPC,696.0754685319118,1.0000000656873452e-05
SWITCH,,MISC_to_PJMW,2045,20-week-myopic-current-policy,MW,0.0,,MISC,PJMW,636.7767278564246,1.0000000656873452e-05
SWITCH,,MISC_to_SRCE,2045,20-week-myopic-current-policy,MW,0.0,,MISC,SRCE,807.5788459671032,0.0
SWITCH,,MISC_to_SPPS,2045,20-week-myopic-current-policy,MW,0.0,,MISC,SPPS,1164.3004320004338,0.0
SWITCH,,MISC_to_MISS,2045,20-week-myopic-current-policy,MW,0.0,,MISC,MISS,1432.2313664952487,0.0
SWITCH,,MISC_to_SPPN,2045,20-week-myopic-current-policy,MW,0.0,,MISC,SPPN,919.2234841721058,7.999999999999848e-05
SWITCH,,MISC_to_MISW,2045,20-week-myopic-current-policy,MW,0.0,,MISC,MISW,1370.4981771620598,0.0
SWITCH,,BASN_to_CANO,2045,20-week-myopic-current-policy,MW,0.0,,BASN,CANO,1613.3847128003597,0.0
SWITCH,,CANO_to_CASO,2045,20-week-myopic-current-policy,MW,0.0,,CANO,CASO,678.496525078502,0.0
SWITCH,,CANO_to_NWPP,2045,20-week-myopic-current-policy,MW,0.0,,CANO,NWPP,1302.6110658309303,0.0
SWITCH,,TREW_to_TRE,2045,20-week-myopic-current-policy,MW,0.0,,TREW,TRE,694.9819646586291,1.000000338535756e-05
SWITCH,,SPPS_to_TREW,2045,20-week-myopic-current-policy,MW,0.0,,SPPS,TREW,594.5912331781975,4.000000080850441e-05
SWITCH,,SPPC_to_SPPS,2045,20-week-myopic-current-policy,MW,148988.0,,SPPC,SPPS,455.0277413171593,327.4254499999997
SWITCH,,MISS_to_SPPC,2045,20-week-myopic-current-policy,MW,0.0,,MISS,SPPC,1264.309793619994,7.999999996854967e-05
SWITCH,,SPPC_to_SPPN,2045,20-week-myopic-current-policy,MW,0.0,,SPPC,SPPN,261.19343417595013,0.0
SWITCH,,MISW_to_SPPC,2045,20-week-myopic-current-policy,MW,0.0,,MISW,SPPC,1195.0293103479462,4.99999999999997e-05
SWITCH,,FRCC_to_SRSE,2045,20-week-myopic-current-policy,MW,0.0,,FRCC,SRSE,930.705776696937,0.0
SWITCH,,SPPS_to_TRE,2045,20-week-myopic-current-policy,MW,0.0,,SPPS,TRE,501.3042951289656,0.0
SWITCH,,PJMW_to_SRCA,2045,20-week-myopic-current-policy,MW,0.0,,PJMW,SRCA,900.2912298442393,0.0
SWITCH,,SRCA_to_SRCE,2045,20-week-myopic-current-policy,MW,0.0,,SRCA,SRCE,1047.313910703395,1.0000000003174137e-05
