Costs,Total,Zone1,Zone2,Zone3,Zone4,Zone5,Zone6,Zone7,Zone8,Zone9,Zone10,Zone11,Zone12,Zone13,Zone14,Zone15,Zone16,Zone17,Zone18,Zone19,Zone20,Zone21,Zone22,Zone23,Zone24,Zone25,Zone26,planning_year,model,percent_total,case,scenario,configuration,child_scenario
cNSE,637380281.9,6.570461343756772e7,34328.25574733789,34554.44944120884,34475.79525953464,3.1278062324862415e8,34914.75656703065,34259.26877299798,34241.48185009269,1.0473817990509377e8,1.380524135779314e8,2.303878744089237e6,34267.47586747427,34339.12184376344,34224.05087269356,34399.45040830391,34266.80797040867,34113.47534257257,34231.49450773587,34199.69724843585,34185.83653246811,34238.289962946925,34298.742782567795,34267.398699719844,1.311430229797532e7,34389.88990562255,34074.96311214159,2045,GenX,0.0,full-base-200-no-ccs,base,base,ccs
cStart,4973277114.2,8.134253083372186e7,1.6942572566377494e8,1.8358767096866998e8,7.047852824113308e8,1.523141298032934e8,8.554750221626873e7,1.7454185591082367e8,2.0835406885284013e8,1.177751879494662e8,9.743379543437727e7,3.164591063014344e7,4.350897327174697e7,9.659772928379345e7,7.528099375580512e7,7.608125545167793e8,4.94749514606786e8,2.3396464758347165e7,2.613526081339819e7,1.892793410685052e7,7.247060348926973e7,3.7253292637936044e8,1.456185764410274e8,2.7045014477379906e8,1.0676177710282357e8,4.292933807175914e8,2.998661954379322e7,2045,GenX,0.0,full-base-200-no-ccs,base,base,ccs
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2045,GenX,0.0,full-base-200-no-ccs,base,base,ccs
cNetworkExp,24485476237.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2045,GenX,0.1,full-base-200-no-ccs,base,base,ccs
cVOM,3786446172.3,,,,,,,,,,,,,,,,,,,,,,,,,,,2045,GenX,0.0,full-base-200-no-ccs,base,base,ccs
cCO2,53194478932.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2045,GenX,0.2,full-base-200-no-ccs,base,base,ccs
cFix,265057893914.1,1.014591511651e10,7.08508660177e9,8.415526705069999e9,1.264371237481e10,1.2319358885099998e10,1.012514869988e10,4.899909411500001e9,5.771114899839999e9,1.895857573125e10,1.1737200555500002e10,5.9105427042e8,6.313875887780001e9,5.294701854639998e9,6.911254804809999e9,1.1861510990850002e10,1.4308172482859999e10,1.098594565537e10,5.9995919762699995e9,7.078990658159999e9,1.8431162164550003e10,1.1422568253099998e10,1.5720579993669998e10,1.252779840671e10,1.0034733434470001e10,2.0089176561220005e10,5.385227537989999e9,2050,GenX,0.7,full-base-200-no-ccs,base,base,ccs
cVar,21568878978.2,3.220233531174725e8,7.373689276236222e8,9.699418688401928e8,2.757936086577177e9,1.1559909360587583e9,5.991885802656192e8,6.72269621762853e8,9.857163119095366e8,5.699478404494936e8,6.516986177586657e8,1.478304455246393e8,3.053394077840419e8,8.601678186163442e8,5.0166146972456896e8,4.078850481858588e9,2.284470471590006e9,5.473058502807211e7,1.1770001681567912e8,7.948603026314582e7,1.8348127394408497e8,2.3457047170305576e9,1.0657579795187753e9,1.5031008441593764e9,5.0964902157964635e8,1.5119626650721154e9,8.69541767107189e7,2050,GenX,0.1,full-base-200-no-ccs,base,base,ccs
cNSE,638990676.6,3.48107411321028e7,25944.275174647588,26060.344460043023,25946.83663122379,2.187476175579881e8,5.103787432161157e6,26257.21902315335,26156.007059660016,1.9722369221758598e8,1.4469861903566757e8,409262.5493293847,25933.175303108615,25996.87761459242,25970.000001967168,26001.406604321644,25934.31998805941,3.363105488709115e7,25948.094922318738,25952.53457499604,25984.013780461588,25924.445134113652,27101.48509666188,25913.38721771704,3.693615607149785e6,229406.60500317218,25855.13529045254,2050,GenX,0.0,full-base-200-no-ccs,base,base,ccs
cStart,4033871110.9,6.691750814416906e7,1.233484181637759e8,1.5892212602541944e8,5.2052711338281393e8,1.288851005916098e8,1.1514744268951863e8,1.2868908034118886e8,1.497581551475231e8,1.1790032108746146e8,1.114977601240449e8,2.2827819022120964e7,3.367380567163998e7,7.363160440839784e7,4.696191822270676e7,6.60202739774609e8,4.019438613429434e8,1.5183865428634558e7,1.8134783526003666e7,1.4235844723274808e7,5.173494026096848e7,2.9935554224947935e8,1.2441192982398388e8,1.8806475520995873e8,7.44520557058753e7,3.620505842959632e8,2.5412035567972768e7,2050,GenX,0.0,full-base-200-no-ccs,base,base,ccs
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2050,GenX,0.0,full-base-200-no-ccs,base,base,ccs
cNetworkExp,24788880902.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2050,GenX,0.1,full-base-200-no-ccs,base,base,ccs
cVOM,3490050571.4,,,,,,,,,,,,,,,,,,,,,,,,,,,2050,GenX,0.0,full-base-200-no-ccs,base,base,ccs
cCO2,50407935318.7,,,,,,,,,,,,,,,,,,,,,,,,,,,2050,GenX,0.1,full-base-200-no-ccs,base,base,ccs
cCO2,1531463924984.9,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,GenX,0.2,full-base-200-no-ccs,base,base,ccs
cFix,3763278004794.9,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,GenX,0.6,full-base-200-no-ccs,base,base,ccs
cNSE,6826411697.3,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,GenX,0.0,full-base-200-no-ccs,base,base,ccs
cNetworkExp,350300470907.3,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,GenX,0.1,full-base-200-no-ccs,base,base,ccs
cStart,85049024753.6,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,GenX,0.0,full-base-200-no-ccs,base,base,ccs
cUnmetRsv,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,GenX,0.0,full-base-200-no-ccs,base,base,ccs
cVOM,99209875761.3,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,GenX,0.0,full-base-200-no-ccs,base,base,ccs
cVar,573052912178.5,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,GenX,0.1,full-base-200-no-ccs,base,base,ccs
cFix,63029687090.0,2.24644357898e9,9.060959046999999e8,8.4267707355e8,1.7838223223999999e9,1.76267455813e9,4.0600490830299997e9,1.42713292017e9,2.40860392688e9,3.5151055200599995e9,2.3933685503799996e9,1.0428119039999999e8,1.38848812856e9,2.4908107419e9,1.2255090893000002e9,4.07023625524e9,4.429519234679999e9,2.17208823033e9,1.3244143434900002e9,1.6359513028600001e9,2.1581139986e9,4.32168431823e9,4.2730249137599993e9,3.0901800942999997e9,2.55586632507e9,5.36352873776e9,1.0800167472e9,2027,Switch,0.2,full-base-200-no-ccs,base,base,ccs
cVar,51111524034.7,1.2948988192756956e9,1.687911384354026e9,1.7362490774772499e9,6.326669873189141e9,2.0777095784263701e9,1.6369436856625192e9,1.7253902172346737e9,3.698716313371609e9,2.1306066757563422e9,1.0438908777665647e9,6.654511788611974e8,1.0867982571427088e9,1.7666637399946222e9,1.7449728673360403e9,5.779391842218006e9,5.239161003295522e9,3.990167847885287e8,6.212253420183015e8,2.930724264980181e8,1.2466235985819829e9,3.384523049914747e9,2.845648479663999e9,4.607962706602612e9,1.8027632990857017e9,4.594086976999398e9,4.86561882426734e8,2027,Switch,0.2,full-base-200-no-ccs,base,base,ccs
cNSE,88883337.0,24820.77289948148,24771.177194154403,24874.10174912557,25219.761367210835,8.778787298969652e7,24750.85107585169,24826.94616570667,25053.189139264723,24983.41978281195,24747.471754074373,498628.63735710864,24785.870414745885,24841.002550666333,24991.431962512066,24928.99568145115,24777.250411907506,24782.19168780482,24822.911415069808,24735.328297923083,24840.945059606565,24756.886889926423,24828.870180785958,24876.61497315126,25078.14212010816,24944.229948260454,24797.046011684462,2027,Switch,0.0,full-base-200-no-ccs,base,base,ccs
cStart,614062072.0,4.459183378144878e6,1.7699681478757588e6,2.8970387529176236e6,4.753230795322102e6,8.025887033270292e6,4.6840514244851716e7,9.209256238001755e6,8.754936860558622e6,9.73587433858741e7,998348.1769022899,4.253466722960295e6,881225.0033679319,1.65320597679503e7,2.637086052452947e6,2.330558032331353e7,3.549834286038164e7,1.024959201655756e7,2.6950915053753197e7,1.6731328750558546e7,4.684770370116366e7,1.7964142907066926e7,8.742155573690027e6,7.008187761302915e6,5.653469130696761e6,1.8827133099077702e8,1.7468378364266414e7,2027,Switch,0.0,full-base-200-no-ccs,base,base,ccs
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2027,Switch,0.0,full-base-200-no-ccs,base,base,ccs
cNetworkExp,391428532.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2027,Switch,0.0,full-base-200-no-ccs,base,base,ccs
cVOM,8811385903.2,,,,,,,,,,,,,,,,,,,,,,,,,,,2027,Switch,0.0,full-base-200-no-ccs,base,base,ccs
cCO2,174086057586.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2027,Switch,0.6,full-base-200-no-ccs,base,base,ccs
cFix,141765436377.9,4.483183313629999e9,2.293201207599999e9,2.4035649936699996e9,7.424662391040001e9,5.5881115617e9,6.481668593e9,3.0798157933899994e9,4.071630059260001e9,1.057342726966e10,5.21580590166e9,9.221017788e7,4.57702104414e9,2.81910574561e9,3.1701394754900002e9,7.380506783039999e9,8.37368463014e9,5.48455185557e9,3.747276087140001e9,3.7920443132499995e9,8.258185178109998e9,7.269379475349998e9,9.18444628021e9,7.624110412860002e9,4.70461662975e9,1.0854372276380001e10,2.81871492839e9,2030,Switch,0.6,full-base-200-no-ccs,base,base,ccs
cVar,18875613235.7,2.311563667829658e8,5.652410945402808e8,5.55121381148202e8,2.780055931387177e9,8.617882210255538e8,3.7971783123200095e8,4.4515848178298336e8,1.2108824609042983e9,5.902125693794898e8,1.4915818789643595e8,2.2739436070538306e8,5.394053319236357e8,1.0353864372445887e9,7.746181835515089e8,3.014027114970136e9,1.9025375015369143e9,3.584967221258391e7,1.2686598272636291e8,6.861707052678259e7,3.175343607324941e8,1.7992956342573566e9,1.1182255077240794e9,1.806701823832678e9,5.2639244659947383e8,1.3715059878708134e9,1.6085806810011962e8,2030,Switch,0.1,full-base-200-no-ccs,base,base,ccs
cNSE,2919211.5,9750.803442004797,9680.659168693574,9760.185760094353,9963.573077798774,2.6737364030803475e6,9797.128426749106,9863.896500244457,9799.918707707977,9816.978542102988,9766.86664238251,9814.808823080979,9726.19796497361,9866.696789220767,9865.638274368483,9994.034541231347,9923.348710807248,9727.44783982094,9772.98139115406,9591.644937764248,9812.746548554644,9887.252872535591,9876.49262572415,9926.313958280998,9756.605250249768,9951.236588700951,9781.589988834012,2030,Switch,0.0,full-base-200-no-ccs,base,base,ccs
cStart,3395926364.8,3.931677542750931e7,7.984192892262875e7,7.390369223941535e7,5.790094874037699e8,1.1970480782017083e8,5.260720413625661e7,8.766556219518249e7,1.6900182786493763e8,1.0934343597525685e8,1.349683040213766e7,5.810262775149837e7,5.3011446031570405e7,8.387022508518365e7,1.019909687389185e8,4.6094806604348147e8,3.345188029999093e8,9.784709168006642e6,1.432271151581282e7,1.031100501124158e7,6.291411856676055e7,1.7973205486930677e8,1.1302066799932325e8,2.3818387659130102e8,5.784490767319498e7,2.610483720427675e8,3.243025229505867e7,2030,Switch,0.0,full-base-200-no-ccs,base,base,ccs
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2030,Switch,0.0,full-base-200-no-ccs,base,base,ccs
cNetworkExp,11917146909.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2030,Switch,0.1,full-base-200-no-ccs,base,base,ccs
cVOM,3718094774.9,,,,,,,,,,,,,,,,,,,,,,,,,,,2030,Switch,0.0,full-base-200-no-ccs,base,base,ccs
cCO2,40915699668.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2030,Switch,0.2,full-base-200-no-ccs,base,base,ccs
cFix,174792114866.5,6.170810082740002e9,3.10323310552e9,3.08649992104e9,8.346342062680001e9,8.255826367080001e9,7.78651662472e9,3.5616165701899996e9,4.0481941754300003e9,1.3808775656449999e10,6.572017628079999e9,2.5534481105999997e8,5.203264740150001e9,3.41085895604e9,3.6885691381700006e9,8.699036170019999e9,9.80466765279e9,7.60092034907e9,4.333584156169998e9,5.21080293014e9,1.2106385450099998e10,8.121805288220001e9,1.0656851645990002e10,8.493574546429999e9,5.6403278642699995e9,1.3584661175340002e10,3.2416277986399994e9,2035,Switch,0.6,full-base-200-no-ccs,base,base,ccs
cVar,21875686627.4,3.427919493673873e8,7.299307208517975e8,6.641616872381871e8,3.1321033137100263e9,1.1178684511183884e9,4.347391771669252e8,6.315759654259839e8,1.3151994737420006e9,6.183412442015501e8,3.14517748878295e8,2.2684781886847398e8,5.1057593827059865e8,1.063289384246767e9,8.090980773409482e8,3.574365630019551e9,2.073842349796725e9,7.084825331676437e7,1.432269029829663e8,8.641542928041457e7,3.454625405456913e8,2.168823432497074e9,1.1959400564415402e9,1.9229047997445207e9,6.919060327131401e8,1.484520578310969e9,1.5473668591158137e8,2035,Switch,0.1,full-base-200-no-ccs,base,base,ccs
cNSE,142009096.2,19980.92986374696,20004.25213865566,20049.477024853913,20202.66875008372,1.415081202840772e8,20007.780650321245,20016.957108874667,20020.365313516475,20019.83034774576,20001.194840547803,20211.62939741363,20020.867354899336,20072.173164784304,20061.29969980531,20165.26932161134,20093.979015260116,19922.915511314706,19970.977670861917,19920.97682172956,19965.913544590152,20056.356513402465,20051.41750926174,20093.160830070385,20024.887364508922,20093.77239394121,19946.893107607546,2035,Switch,0.0,full-base-200-no-ccs,base,base,ccs
cStart,5183026617.6,8.154013803027363e7,1.4130610598432356e8,1.4493502915029424e8,7.82349475743705e8,1.6927920634934765e8,9.608152766140847e7,1.643347392215258e8,2.5323554504207367e8,1.5321113582220635e8,5.946781509714902e7,6.466103020726153e7,6.141159167881423e7,1.210552266585218e8,1.5140697765406132e8,7.100574672668332e8,4.6804295880468094e8,2.243003137362404e7,2.5419380291535433e7,1.8585645466756213e7,9.41255148925661e7,3.467944972530766e8,1.792311852034263e8,3.5247163592576605e8,1.1813130984695524e8,3.647384630040575e8,3.872298400892706e7,2035,Switch,0.0,full-base-200-no-ccs,base,base,ccs
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2035,Switch,0.0,full-base-200-no-ccs,base,base,ccs
cNetworkExp,17919327905.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2035,Switch,0.1,full-base-200-no-ccs,base,base,ccs
cVOM,3948347014.6,,,,,,,,,,,,,,,,,,,,,,,,,,,2035,Switch,0.0,full-base-200-no-ccs,base,base,ccs
cCO2,49327063478.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2035,Switch,0.2,full-base-200-no-ccs,base,base,ccs
cFix,201783008735.0,7.015381546240001e9,4.0175202439800005e9,4.799881274339999e9,9.54651838507e9,1.0338205900470001e10,8.634118171020002e9,3.90531602144e9,4.3251841782e9,1.5471851586150002e10,8.27930030131e9,4.3544600982e8,5.93768439005e9,4.19818543935e9,4.800193336840001e9,9.276054416010002e9,1.085249566796e10,8.8346160984e9,4.770944115089998e9,5.81222100822e9,1.408920855549e10,8.983292958180002e9,1.1933072858519999e10,9.0973935157e9,6.81735307587e9,1.5636515288960003e10,3.97505439234e9,2040,Switch,0.7,full-base-200-no-ccs,base,base,ccs
cVar,22363773227.6,3.910108255057923e8,7.844884032515298e8,8.502364921245989e8,3.0413897800026126e9,1.1923452556697273e9,4.3914875906862336e8,6.631223435024289e8,1.2782718559551363e9,6.040714883392711e8,3.8323569346303934e8,2.007275571619631e8,4.608883664878402e8,1.0415537501072811e9,7.084712536504132e8,3.857386347782403e9,2.1469133200341394e9,8.487469856845471e7,1.497526351747619e8,9.43949573750108e7,3.2594447404359907e8,2.208145640159552e9,1.1675943179948423e9,1.8655752157313375e9,7.320964996917881e8,1.4520619747152789e9,1.3407298122704656e8,2040,Switch,0.1,full-base-200-no-ccs,base,base,ccs
cNSE,309139832.4,7.270126208670969e6,34617.81368908987,34865.57012127514,35439.26785199639,2.892490978170017e8,34654.67829578576,34567.37154546877,34706.49243027124,34707.57600873509,1.1821673704194114e7,35228.15473209795,34437.16527235241,34919.7611673241,34671.03447683291,35148.78026363069,34906.275722782884,34302.70375309466,34412.473861984574,33974.139840777076,34482.16291400877,34733.87498323159,34846.799108904845,35011.83652800893,34920.91587947335,35159.79798458329,34220.01805702398,2040,Switch,0.0,full-base-200-no-ccs,base,base,ccs
cStart,5679006393.3,1.1489162300290279e8,1.9483709550606313e8,2.1779901619003773e8,7.996313877900444e8,1.67547022243982e8,1.0871509755460273e8,1.7936071752172095e8,2.756073992313267e8,1.5817969797070056e8,9.033507646543853e7,5.1460056226486765e7,5.543536792354978e7,1.1686148787058194e8,1.1621680451986341e8,8.004285314773419e8,5.022043160751611e8,3.2909592329104193e7,3.3086436521356758e7,2.311482667747112e7,1.0202894166407155e8,3.716969075844287e8,1.883445508892262e8,3.568996966453326e8,1.5370250441777676e8,4.281952820256446e8,3.9516956964395866e7,2040,Switch,0.0,full-base-200-no-ccs,base,base,ccs
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2040,Switch,0.0,full-base-200-no-ccs,base,base,ccs
cNetworkExp,21598484447.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2040,Switch,0.1,full-base-200-no-ccs,base,base,ccs
cVOM,3894001659.2,,,,,,,,,,,,,,,,,,,,,,,,,,,2040,Switch,0.0,full-base-200-no-ccs,base,base,ccs
cCO2,50805897831.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2040,Switch,0.2,full-base-200-no-ccs,base,base,ccs
cFix,240148791091.1,8.864595771739998e9,5.810403078230001e9,7.574548139110001e9,1.1861836809119999e10,1.175544489763e10,9.709427088460001e9,4.464918634250001e9,5.446332363e9,1.73314708429e10,9.97269588393e9,5.3988733903e8,6.12087921688e9,5.4291407794800005e9,6.254324268440001e9,1.0781049783800001e10,1.303901196991e10,1.009675539586e10,5.241269637829999e9,6.451762507799997e9,1.6774018678720003e10,1.0519161387289999e10,1.4040915072599998e10,1.1223433491850002e10,8.495780207389998e9,1.8051344027670006e10,4.2983838182e9,2045,Switch,0.7,full-base-200-no-ccs,base,base,ccs
cVar,22456559190.5,3.44609025080427e8,8.484738939533927e8,9.229415766317275e8,2.964659200546381e9,1.1968933655173612e9,4.1472084775302565e8,7.417793046577088e8,1.1863886886861942e9,5.383206146791445e8,4.53812704716799e8,1.5782257044699058e8,4.227676386265509e8,1.0044404039260855e9,6.26186103326054e8,4.0582088514282284e9,2.3495549846426053e9,7.509364820267077e7,1.3674189975489715e8,8.787473936797711e7,2.784513286923375e8,2.285651225034664e9,1.1018696508565013e9,1.7370521963178134e9,6.236725925268062e8,1.608926879968242e9,1.1793959508913293e8,2045,Switch,0.1,full-base-200-no-ccs,base,base,ccs
cNSE,584967006.5,8.396995396138863e7,35061.130519750775,35036.815704035806,35340.285053653846,2.925550259840785e8,34763.78089076594,34780.76446554598,34944.16086640374,6.130407177104773e7,1.3325699800095129e8,35745.2097991921,34778.13338842412,34809.497849248524,34394.87732426722,35355.24490185178,34754.358832412094,34228.262398798055,34667.53922815202,34262.030390407504,34923.19803572078,34800.890261299275,34928.57534139933,35047.049046043496,1.3148061922289789e7,35353.12528565156,34919.96454269396,2045,Switch,0.0,full-base-200-no-ccs,base,base,ccs
cStart,4899199696.2,8.509569210767294e7,1.7712942124463734e8,1.9153402974355754e8,6.798342220285505e8,1.5111191018315935e8,8.287729160233647e7,1.7189465843603987e8,2.1566352266712302e8,1.1306672400964999e8,9.374735133908622e7,3.2256133506382596e7,4.336518226570151e7,9.748288941141218e7,7.510534096533503e7,7.421911114868761e8,4.8676422406761026e8,2.3603652955891978e7,2.5947256005727634e7,1.8170013411986735e7,7.611160222299801e7,3.403459478212069e8,1.399220465742673e8,2.714301767390171e8,1.0582745260947624e8,4.2673264271404845e8,3.1989200072431907e7,2045,Switch,0.0,full-base-200-no-ccs,base,base,ccs
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2045,Switch,0.0,full-base-200-no-ccs,base,base,ccs
cNetworkExp,24505123274.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2045,Switch,0.1,full-base-200-no-ccs,base,base,ccs
cVOM,3828294340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2045,Switch,0.0,full-base-200-no-ccs,base,base,ccs
cCO2,52520811585.9,,,,,,,,,,,,,,,,,,,,,,,,,,,2045,Switch,0.2,full-base-200-no-ccs,base,base,ccs
cFix,265424736411.5,1.0023716625820002e10,7.332119399289999e9,8.412978107199999e9,1.3348332048599998e10,1.2512336797119999e10,1.021396398393e10,5.08760048393e9,5.777374958579999e9,1.850308209877e10,1.168929183191e10,5.6924484065e8,6.100634479570001e9,5.669698262870001e9,7.096403585540002e9,1.214326308729e10,1.5052187316249998e10,1.044388975484e10,5.660408860299998e9,6.760925959150001e9,1.7542472041190002e10,1.1825551264569998e10,1.535309755528e10,1.3004891115290003e10,1.0475198676089996e10,2.0115508349339996e10,4.710564928159999e9,2050,Switch,0.7,full-base-200-no-ccs,base,base,ccs
cVar,21436811877.7,3.4138837532895505e8,7.316142405118589e8,1.0264497013024911e9,2.821922596770933e9,1.1242555785710173e9,5.700514789075216e8,6.678582343496064e8,1.0479567676732854e9,5.675160631800861e8,6.394181535673653e8,1.28169027278003e8,3.13453937309677e8,8.659681675620856e8,5.203813609977982e8,4.0381598167710476e9,2.1771902637104154e9,5.418810530204844e7,1.1779841175868376e8,7.756888091142754e7,2.1691742016620904e8,2.278508903614941e9,1.0373493662303792e9,1.52950000387466e9,5.098497263397708e8,1.5016789917126818e9,1.0107405570363958e8,2050,Switch,0.1,full-base-200-no-ccs,base,base,ccs
cNSE,964398666.4,1.4078384514033353e8,43253.544656345606,1.1557383246638052e7,44542.538050483694,1.9638817871164584e8,3.4676120358860213e6,9.323401105848473e6,44371.862215891764,2.9512386532793564e8,2.1842195861278012e8,43901.289894183195,1.7192799600810036e6,43297.3606280408,43455.238033088055,44054.99482960375,43703.443392984875,7.810108334644912e7,43384.47407122559,44865.76939544304,44602.08459253244,43288.8296169415,44634.826568586584,43357.53034629152,8.49510379273557e6,359465.15981175104,42776.2182817919,2050,Switch,0.0,full-base-200-no-ccs,base,base,ccs
cStart,4009082283.9,7.248268096543798e7,1.2463160157410748e8,1.7989806638837636e8,5.237553513694852e8,1.3116444008309111e8,1.0915942899723317e8,1.2731989947122349e8,1.6813372844770733e8,1.1005415547120315e8,1.140160051087212e8,2.2654273246138476e7,3.645891600876692e7,8.095291480154482e7,4.799771809736856e7,6.321818488716946e8,3.8147675194435465e8,1.502474085749744e7,1.7624692758189227e7,1.3604572865980279e7,5.838236331508729e7,2.733026855608919e8,1.1770422678212069e8,1.9265904172403482e8,7.362430201989126e7,3.586373960521083e8,2.6180481113986816e7,2050,Switch,0.0,full-base-200-no-ccs,base,base,ccs
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2050,Switch,0.0,full-base-200-no-ccs,base,base,ccs
cNetworkExp,24858327944.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2050,Switch,0.1,full-base-200-no-ccs,base,base,ccs
cVOM,3569375751.8,,,,,,,,,,,,,,,,,,,,,,,,,,,2050,Switch,0.0,full-base-200-no-ccs,base,base,ccs
cCO2,50202329650.9,,,,,,,,,,,,,,,,,,,,,,,,,,,2050,Switch,0.1,full-base-200-no-ccs,base,base,ccs
cCO2,1522823475756.9,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,Switch,0.2,full-base-200-no-ccs,base,base,ccs
cFix,3776539322219.1,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,Switch,0.6,full-base-200-no-ccs,base,base,ccs
cNSE,7127015877.4,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,Switch,0.0,full-base-200-no-ccs,base,base,ccs
cNetworkExp,352225823918.1,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,Switch,0.1,full-base-200-no-ccs,base,base,ccs
cStart,84123943038.2,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,Switch,0.0,full-base-200-no-ccs,base,base,ccs
cUnmetRsv,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,Switch,0.0,full-base-200-no-ccs,base,base,ccs
cVOM,99858180994.7,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,Switch,0.0,full-base-200-no-ccs,base,base,ccs
cVar,569912767141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,Switch,0.1,full-base-200-no-ccs,base,base,ccs
cFix,63657636551.0,2.40573340838e9,9.0271051836e8,8.4208639457e8,1.75699594543e9,1.76945902881e9,4.151291389569999e9,1.44373296994e9,2.40384035838e9,3.5581404343199997e9,2.41391508475e9,1.0435436861000001e8,1.3686130380799997e9,2.4890900591200004e9,1.22567044682e9,4.07261475022e9,4.426027050309999e9,2.20768482821e9,1.33596081028e9,1.7129875206100001e9,2.2980389200299997e9,4.395628161990001e9,4.2706744740699997e9,3.07317424675e9,2.68272400709e9,5.24361827554e9,1.1028700607699997e9,2027,TEMOA,0.2,full-base-200-no-ccs,base,base,ccs
cVar,50487253453.0,1.1889291159785576e9,1.6552188111497648e9,1.6916088346291902e9,6.252931248471708e9,2.1115957287013352e9,1.5962952222759178e9,1.7129963712346907e9,3.624165790120922e9,2.0921363845009181e9,1.0225629426523972e9,7.176257069421306e8,1.134776355346701e9,1.7545181744318078e9,1.6977330702641385e9,5.637094720136466e9,5.285678480372322e9,3.6206629239391387e8,6.106910082823063e8,2.830123200542645e8,1.1642222034135473e9,3.31620310928829e9,2.84968829283203e9,4.631744528518302e9,1.676579162184322e9,4.628913741935551e9,4.833983370887047e8,2027,TEMOA,0.2,full-base-200-no-ccs,base,base,ccs
cNSE,114695022.4,25204.232784569445,25177.909700792457,25203.52252362211,25754.446891350857,9.902460660943806e7,25206.357297966915,25337.432421637106,25537.701179466032,25501.518161061424,25243.236422888967,1.5062969894983195e7,25147.053327064146,25253.23789653532,25231.898636682876,25440.70827126648,25297.221896963387,25145.17791811525,25203.51645285536,25102.091860021883,25242.944597926806,25222.372100301945,25296.910563069505,25368.556218046895,25542.969197546234,25611.267954970423,25173.614499387488,2027,TEMOA,0.0,full-base-200-no-ccs,base,base,ccs
cStart,624038114.5,4.885762204286717e6,1.9994765199437004e6,4.155732766990595e6,6.848778812776121e6,7.538566182507323e6,4.8818825399659514e7,8.54047099335415e6,9.225972121288238e6,9.907128116607459e7,881000.6180874531,4.499457565493915e6,1.079675431791829e6,1.6591292483926026e7,2.9129501740227807e6,2.4063122462416254e7,3.479130131748727e7,1.0762950897675984e7,2.8407759945747357e7,1.7971743225024838e7,4.758332009295103e7,1.8186791701074492e7,9.21723308577302e6,7.969264354452658e6,6.711711356008255e6,1.833784941212724e8,1.7945179495049663e7,2027,TEMOA,0.0,full-base-200-no-ccs,base,base,ccs
