Zone,1,2,3,4,5,6,7,8,9,10,11
t1,-1.4244649257017005e-11,-1.3849282061042735e-10,-1.7825162743397973e-10,-9.076177649186342e-11,-7.992223222637709e-10,-1.463156277543819e-10,-8.488798643139078e-11,-2.4285458688559013e-11,-6.912213523836807e-11,-1.0296056869670574e-11,-3.0594811813979032e-12
t2,-1.520013352803722e-11,-1.485557455088891e-10,-1.9160235751740455e-10,-9.744427410893285e-11,-8.57731733746708e-10,-1.5718294570346847e-10,-9.1002650141705e-11,-2.601296414106097e-11,-7.415814868413796e-11,-1.0634846035877585e-11,-3.1389299568130778e-12
t3,-1.5767717298416073e-11,-1.548848277319268e-10,-2.0009383589753295e-10,-1.0166583963985948e-10,-8.971180246652824e-10,-1.6401594465278422e-10,-9.483862576858317e-11,-2.7075244278078046e-11,-7.731251265914613e-11,-1.0794616156199592e-11,-3.18984245399668e-12
t4,-1.6020288938081294e-11,-1.5846615223522943e-10,-2.0499464758732619e-10,-1.0407229769775605e-10,-9.206070501503199e-10,-1.6790531342825464e-10,-9.695915674405969e-11,-2.768990968717825e-11,-7.911638402063125e-11,-1.0817715415834648e-11,-3.187151554267321e-12
t5,-1.6130130928071626e-11,-1.6124242341768197e-10,-2.084098442639556e-10,-1.0585006168307159e-10,-9.353658909192888e-10,-1.7099278454838394e-10,-9.862173341063744e-11,-2.8142574487375174e-11,-8.04395323366292e-11,-1.067847942026866e-11,-3.124744053194701e-12
t6,-1.5690034682162034e-11,-1.5998762755933184e-10,-2.0671624160895988e-10,-1.0505794309322813e-10,-9.305245035714591e-10,-1.6969301899710885e-10,-9.781234419394506e-11,-2.7955467522582626e-11,-7.977729859025428e-11,-1.0076956011963054e-11,-2.937522716901811e-12
t7,-1.5165686897952782e-11,-1.5222966709990211e-10,-1.9637632509710065e-10,-9.989850959637345e-11,-8.795811773769679e-10,-1.612102484418801e-10,-9.294866255441118e-11,-2.6697053143175956e-11,-7.562985693209742e-11,-9.070626612641106e-12,-2.6424086771527213e-12
t8,-1.299721095760164e-11,-1.3598940226160488e-10,-1.7518704693563695e-10,-8.916403435246982e-11,-7.820139480509647e-10,-1.4376094172321592e-10,-8.320600259410935e-11,-2.394999776915481e-11,-6.758596842268383e-11,-8.766760001740137e-12,-2.48709719541379e-12
t9,-1.2167947973189121e-11,-1.3961501732579632e-10,-1.812840738021996e-10,-9.509803238275816e-11,-7.367266113679611e-10,-1.5044877590813133e-10,-8.613038165865768e-11,-2.3104667636566927e-11,-7.222963387048947e-11,-8.788993491896425e-12,-2.5139528937343975e-12
t10,-1.2286042211367056e-11,-1.2275708914449968e-10,-1.5752301517951363e-10,-8.040333094196074e-11,-7.040100812625452e-10,-1.292561784108499e-10,-7.538376243205564e-11,-2.16003152507592e-11,-6.128761260869002e-11,-8.588569105595953e-12,-2.59073724789517e-12
t11,-1.2194412024049457e-11,-1.212465246966758e-10,-1.5568079535958125e-10,-7.947136097893211e-11,-6.926966128556489e-10,-1.2774085987634694e-10,-7.451640342885811e-11,-2.135480006013979e-11,-6.058272589582477e-11,-8.650314903282766e-12,-2.6515304000910823e-12
t12,-1.1995631340891781e-11,-1.2179419174993833e-10,-1.562818867994659e-10,-7.981487241535299e-11,-6.984988940942356e-10,-1.28345671970914e-10,-7.492358576638889e-11,-2.142250381884386e-11,-6.095224390691021e-11,-8.857229144959403e-12,-2.6975125905217705e-12
t13,-1.150917451761999e-11,-1.2211021387963327e-10,-1.5667882072745718e-10,-8.001825402118384e-11,-6.984139604205378e-10,-1.285324159030532e-10,-7.507260377200025e-11,-2.1462761576599617e-11,-6.113544574289572e-11,-8.974245578477722e-12,-2.7371644977250705e-12
t14,-1.1644486640737164e-11,-1.2330396376180633e-10,-1.5834014503458894e-10,-8.082377069796037e-11,-7.067786954598032e-10,-1.299185852670252e-10,-7.585830774685709e-11,-2.16693911955334e-11,-6.178217894818403e-11,-9.040356817334792e-12,-2.786339027327613e-12
