Resource,Fuel,Zone,AnnualSumCosts
NENG_Rest_conventional_steam_coal_1,new_england_coal,1,0.0
NENG_Rest_natural_gas_fired_combined_cycle_1,new_england_naturalgas,1,19.87192963259075
NENG_Rest_natural_gas_fired_combined_cycle_2,new_england_naturalgas,1,3.139148866229647e8
NENG_Rest_natural_gas_fired_combustion_turbine_1,new_england_naturalgas,1,18.85542583380739
NENG_Rest_natural_gas_fired_combustion_turbine_2,new_england_naturalgas,1,13.987811480794106
NENG_Rest_nuclear_1,new_england_uranium,1,31.848205922987027
NY_Z_A_natural_gas_fired_combined_cycle_1,middle_atlantic_naturalgas,2,17.05674181828556
NY_Z_A_natural_gas_fired_combustion_turbine_1,middle_atlantic_naturalgas,2,28.493913946835878
NY_Z_A_natural_gas_steam_turbine_1,middle_atlantic_naturalgas,2,7.056994644785817e6
NY_Z_B_natural_gas_fired_combined_cycle_1,middle_atlantic_naturalgas,3,37.07106331503318
NY_Z_B_natural_gas_fired_combustion_turbine_1,middle_atlantic_naturalgas,3,0.0
NY_Z_B_natural_gas_steam_turbine_1,middle_atlantic_naturalgas,3,7.947749955632763
NY_Z_B_nuclear_1,middle_atlantic_uranium,3,3.824785650912466
NY_Z_C&E_natural_gas_fired_combined_cycle_1,middle_atlantic_naturalgas,4,18.68734242692999
NY_Z_C&E_natural_gas_steam_turbine_1,middle_atlantic_naturalgas,4,23.94631624041318
NY_Z_C&E_nuclear_1,middle_atlantic_uranium,4,1.8597165951179728e8
NY_Z_D_natural_gas_fired_combined_cycle_1,middle_atlantic_naturalgas,5,24.71758030271281
NY_Z_D_natural_gas_fired_combined_cycle_2,middle_atlantic_naturalgas,5,32.82744521040562
NY_Z_F_natural_gas_fired_combined_cycle_1,middle_atlantic_naturalgas,6,4.814307778076118e7
NY_Z_F_natural_gas_fired_combined_cycle_2,middle_atlantic_naturalgas,6,29.362283275988837
NY_Z_F_natural_gas_fired_combustion_turbine_1,middle_atlantic_naturalgas,6,0.0
NY_Z_G-I_natural_gas_fired_combined_cycle_1,middle_atlantic_naturalgas,7,1.0143590712217654e8
NY_Z_G-I_natural_gas_fired_combined_cycle_2,middle_atlantic_naturalgas,7,16.71126999005864
NY_Z_G-I_natural_gas_fired_combustion_turbine_1,middle_atlantic_naturalgas,7,11.203368763172097
NY_Z_G-I_natural_gas_fired_combustion_turbine_2,middle_atlantic_naturalgas,7,29.242686931953134
NY_Z_J_natural_gas_fired_combined_cycle_1,middle_atlantic_naturalgas,8,4.296802946118564e7
NY_Z_J_natural_gas_fired_combined_cycle_2,middle_atlantic_naturalgas,8,1.3555124694133207e8
NY_Z_J_natural_gas_fired_combustion_turbine_1,middle_atlantic_naturalgas,8,8.831609681014518
NY_Z_J_natural_gas_fired_combustion_turbine_2,middle_atlantic_naturalgas,8,11.671813382410328
NY_Z_K_natural_gas_fired_combined_cycle_1,middle_atlantic_naturalgas,9,5.3127041720752325e6
NY_Z_K_natural_gas_fired_combined_cycle_2,middle_atlantic_naturalgas,9,4.2915316614934854e7
NY_Z_K_natural_gas_fired_combustion_turbine_1,middle_atlantic_naturalgas,9,13.32915751901803
NY_Z_K_natural_gas_fired_combustion_turbine_2,middle_atlantic_naturalgas,9,23.540673626595545
PJM_EMAC_conventional_steam_coal_1,middle_atlantic_coal,10,0.0
PJM_EMAC_natural_gas_fired_combined_cycle_1,middle_atlantic_naturalgas,10,1.8680206554834396e7
PJM_EMAC_natural_gas_fired_combined_cycle_2,middle_atlantic_naturalgas,10,1.6107026290957906e9
PJM_EMAC_natural_gas_fired_combined_cycle_3,middle_atlantic_naturalgas,10,12.75932762907123
PJM_EMAC_natural_gas_fired_combustion_turbine_1,middle_atlantic_naturalgas,10,18.540261205511936
PJM_EMAC_natural_gas_fired_combustion_turbine_2,middle_atlantic_naturalgas,10,20.10563668038156
PJM_EMAC_natural_gas_steam_turbine_1,middle_atlantic_naturalgas,10,8.335743505258433
PJM_EMAC_nuclear_1,middle_atlantic_uranium,10,5.195924764609382e8
PJM_EMAC_nuclear_2,middle_atlantic_uranium,10,7.293908385905626
PJM_Rest_conventional_steam_coal_1,east_north_central_coal,11,5.157350015501274e9
PJM_Rest_natural_gas_fired_combined_cycle_1,east_north_central_naturalgas,11,1.2453355477041668e8
PJM_Rest_natural_gas_fired_combined_cycle_2,east_north_central_naturalgas,11,3.151575707401083e9
PJM_Rest_natural_gas_fired_combustion_turbine_1,east_north_central_naturalgas,11,3.0379502410201095e7
PJM_Rest_natural_gas_fired_combustion_turbine_2,east_north_central_naturalgas,11,2.83069958522128e8
PJM_Rest_natural_gas_fired_combustion_turbine_3,east_north_central_naturalgas,11,10.84864623506137
PJM_Rest_natural_gas_fired_combustion_turbine_4,east_north_central_naturalgas,11,15.837924757592278
PJM_Rest_nuclear_1,east_north_central_uranium,11,2.102287166625828e8
NENG_Rest_naturalgas_ccavgcf_moderate_0,new_england_naturalgas,1,7.179069775050532e8
NENG_Rest_naturalgas_ctavgcf_moderate_0,new_england_naturalgas,1,10.079095749003667
NENG_Rest_nuclear_nuclear_moderate_0,new_england_uranium,1,1.3172941119863444
NENG_Rest_naturalgas_ccs100_moderate_0,new_england_naturalgas_ccs100,1,8.154134171884285
NY_Z_A_naturalgas_ccavgcf_moderate_0,middle_atlantic_naturalgas,2,9.857201493354522
NY_Z_A_naturalgas_ctavgcf_moderate_0,middle_atlantic_naturalgas,2,20.465634466028273
NY_Z_A_nuclear_nuclear_moderate_0,middle_atlantic_uranium,2,1.9617151816020943
NY_Z_A_naturalgas_ccs100_moderate_0,middle_atlantic_naturalgas_ccs100,2,4.646435207387346
NY_Z_B_naturalgas_ccavgcf_moderate_0,middle_atlantic_naturalgas,3,15.182864424279073
NY_Z_B_naturalgas_ctavgcf_moderate_0,middle_atlantic_naturalgas,3,11.027611798633057
NY_Z_B_nuclear_nuclear_moderate_0,middle_atlantic_uranium,3,1.5009221668630317
NY_Z_B_naturalgas_ccs100_moderate_0,middle_atlantic_naturalgas_ccs100,3,6.059766711111737
NY_Z_C&E_naturalgas_ccavgcf_moderate_0,middle_atlantic_naturalgas,4,16.47109597895094
NY_Z_C&E_naturalgas_ctavgcf_moderate_0,middle_atlantic_naturalgas,4,16.98630397465431
NY_Z_C&E_nuclear_nuclear_moderate_0,middle_atlantic_uranium,4,1.7607948442209387
NY_Z_C&E_naturalgas_ccs100_moderate_0,middle_atlantic_naturalgas_ccs100,4,4.141908690127813
NY_Z_D_naturalgas_ccavgcf_moderate_0,middle_atlantic_naturalgas,5,12.777930066272702
NY_Z_D_naturalgas_ctavgcf_moderate_0,middle_atlantic_naturalgas,5,26.682161505304023
NY_Z_D_nuclear_nuclear_moderate_0,middle_atlantic_uranium,5,1.3063256229398328
NY_Z_D_naturalgas_ccs100_moderate_0,middle_atlantic_naturalgas_ccs100,5,6.361103376990596
NY_Z_F_naturalgas_ccavgcf_moderate_0,middle_atlantic_naturalgas,6,8.497242255442918
NY_Z_F_naturalgas_ctavgcf_moderate_0,middle_atlantic_naturalgas,6,18.855729400361266
NY_Z_F_nuclear_nuclear_moderate_0,middle_atlantic_uranium,6,1.2936686019078827
NY_Z_F_naturalgas_ccs100_moderate_0,middle_atlantic_naturalgas_ccs100,6,5.334942052126423
NY_Z_G-I_naturalgas_ccavgcf_moderate_0,middle_atlantic_naturalgas,7,6.689850616643373e8
NY_Z_G-I_naturalgas_ctavgcf_moderate_0,middle_atlantic_naturalgas,7,10.913856396427992
NY_Z_G-I_nuclear_nuclear_moderate_0,middle_atlantic_uranium,7,1.7429835333413284
NY_Z_G-I_naturalgas_ccs100_moderate_0,middle_atlantic_naturalgas_ccs100,7,6.280123930045542
NY_Z_J_naturalgas_ccavgcf_moderate_0,middle_atlantic_naturalgas,8,42.134921296709535
NY_Z_J_naturalgas_ctavgcf_moderate_0,middle_atlantic_naturalgas,8,8.800373190050959
NY_Z_J_nuclear_nuclear_moderate_0,middle_atlantic_uranium,8,1.1488062159799937
NY_Z_J_naturalgas_ccs100_moderate_0,middle_atlantic_naturalgas_ccs100,8,3.8751185318230323
NY_Z_K_naturalgas_ccavgcf_moderate_0,middle_atlantic_naturalgas,9,2.3449443971965794e7
