region,Resource,zone,Cluster,R_ID,Inv_cost_MW,Inv_cost_MWh,Inv_cost_charge_MW,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Fixed_OM_cost_charge_MW,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,CO2SequestrationCost,EnergyRevenue,SubsidyRevenue,OperatingReserveRevenue,OperatingRegulationRevenue,ReserveMarginRevenue,ESRRevenue,EmissionsCost,RegSubsidyRevenue,Revenue,Cost,Profit
NENG_Rest,NENG_Rest_conventional_hydroelectric_1,1,1,1,0.0,0.0,0.0,5.6797387599999994e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,804310.0193261434,0.0,0.0,0.0,297909.690904294,11131.085726284482,0.0,0.0,804310.0193261434,5.6797387599999994e7,-5.599307758067385e7
NY_Z_A,NY_Z_A_conventional_hydroelectric_1,2,1,2,0.0,0.0,0.0,1.295391149e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34715550545209e6,0.0,0.0,0.0,1.0611241704655983e6,1.2911369587838e6,0.0,0.0,2.34715550545209e6,1.295391149e8,-1.2719195939454791e8
NY_Z_B,NY_Z_B_conventional_hydroelectric_1,3,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NY_Z_C&E,NY_Z_C&E_conventional_hydroelectric_1,4,1,4,0.0,0.0,0.0,3.3676233e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37452.83978302962,0.0,0.0,0.0,19313.66014826767,20949.644537247634,0.0,0.0,37452.83978302962,3.3676233e6,-3.33017046021697e6
NY_Z_D,NY_Z_D_conventional_hydroelectric_1,5,1,5,0.0,0.0,0.0,4.30715296e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,936973.2805832839,0.0,0.0,0.0,503633.87176608806,544311.5605415412,0.0,0.0,936973.2805832839,4.30715296e7,-4.213455631941672e7
NY_Z_F,NY_Z_F_conventional_hydroelectric_1,6,1,6,0.0,0.0,0.0,1.4608994600000001e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181409.283263673,0.0,0.0,0.0,82991.18061659421,101298.17303353481,0.0,0.0,181409.283263673,1.4608994600000001e7,-1.442758531673633e7
PJM_EMAC,PJM_EMAC_conventional_hydroelectric_1,10,1,7,0.0,0.0,0.0,3.0430972e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516288.7459189658,0.0,0.0,0.0,139529.30756529467,-1.3047627758508876e-7,0.0,0.0,516288.7459189658,3.0430972e7,-2.9914683254081033e7
PJM_Rest,PJM_Rest_conventional_hydroelectric_1,11,1,8,0.0,0.0,0.0,8.02164678e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,816927.54164977,0.0,0.0,0.0,292130.61524619744,-1.8543706254281443e-7,0.0,0.0,816927.54164977,8.02164678e7,-7.939954025835022e7
NENG_Rest,NENG_Rest_conventional_steam_coal_1,1,1,9,0.0,0.0,0.0,3.8948273998255946e7,0.0,0.0,7.926821646263311e6,0.0,0.0,0.6523547695698885,0.0,0.0,700896.0827009815,0.0,0.0,0.0,402918.57526044507,0.0,3.573434481363064e-5,0.0,700896.0827009815,4.687509629690976e7,-4.6174200214208774e7
NENG_Rest,NENG_Rest_natural_gas_fired_combined_cycle_1,1,1,10,0.0,0.0,0.0,19.626407946142788,0.0,0.0,2.939798848281282,19.704415635782944,0.0,2.4537942682003777,0.0,0.0,0.11006699729260093,0.0,0.0,0.0,0.9681183497167738,0.0,2.211598390772533e-12,0.0,0.11006699729260093,44.7244166984096,-44.614349701117
