Constraint,CapRes_1,CapRes_2,CapRes_3
t1,5.394384495516722e-10,9.216250172491088e-10,1.7522176923123477e-10
t2,5.3368462370205e-10,8.846116293211056e-10,1.706296369271034e-10
t3,5.0593238217534e-10,9.090907024325152e-10,1.7355501114352025e-10
t4,4.607770116371998e-10,9.062404667429308e-10,1.7422558740264244e-10
t5,5.201220319404727e-10,9.707938019537145e-10,1.9785245436946283e-10
t6,6.0351120841876e-10,1.0974951706166937e-9,2.4443629693775576e-10
t7,6.609326795142458e-10,1.1388798985432806e-9,2.8551198879536535e-10
t8,7.947120144213972e-10,1.3332350614544029e-9,3.610025396505167e-10
t9,1.7043754591310686e-9,4.8451536998701756e-9,4.1564030853536e-10
t10,9.394752697856868e-10,1.4126503900984713e-9,1.8547880476623611e-10
t11,9.706086823596708e-10,9.01738190506938e-10,1.17222036812665e-10
t12,8.894619847168266e-10,9.108994881385505e-10,9.42564224631853e-11
t13,7.036977317361669e-10,8.716786716705802e-10,8.165593100145761e-11
t14,6.220918116906412e-10,8.838723673420167e-10,8.052411665426089e-11
t15,7.152322789079595e-10,7.247305999434948e-10,8.032511374968709e-11
t16,6.808437136564131e-10,7.079478816440465e-10,9.113261521738344e-11
t17,6.767779395682126e-10,1.1235402306662582e-9,1.3324621324227023e-10
t18,1.1074876915412858e-9,2.3501877046862543e-9,3.881484075729898e-10
t19,1.3441075446039645e-9,2.2712168300537023e-9,5.438530519122821e-10
t20,1.0066358729813444e-9,2.7848576024202423e-9,3.406241892228348e-10
t21,8.91028723293058e-10,5.3296478068511985e-9,3.012889430608005e-10
t22,8.109522955316388e-10,5.214630876714771e-9,4.760897862170664e-10
t23,6.989049245075632e-10,1.2264582821374356e-9,2.0522881238165598e-10
t24,5.845929452848958e-10,1.1194919254857364e-9,2.735271139207093e-10
t25,1.1814619252064117e-9,8.678324105888233e-10,2.462725914091189e-10
t26,4.687586529774667e-10,8.782800830046634e-10,1.3658203597995503e-10
t27,4.837312477248799e-10,8.743536524600359e-10,1.432238624444457e-10
t28,5.3056245588663e-10,9.16792974102923e-10,1.5909428963627444e-10
t29,6.304052468233907e-10,9.69193684156566e-10,1.4296035305931e-10
t30,7.969216491039704e-10,1.0184045320784774e-9,1.5560187000546287e-10
t31,8.86413097487995e-10,1.1698359047233739e-9,2.1569028635913704e-10
t32,7.388721961067885e-10,1.6604575845515597e-9,2.4933972899334247e-10
t33,8.194856485027494e-10,1.5335777218756986e-9,2.1224070220739792e-10
t34,6.893879957428366e-10,7.285960924029265e-10,9.849024362230751e-11
t35,5.743919809914032e-10,6.788478833651087e-10,7.631599773227195e-11
t36,5.137340490183409e-10,6.676350540837216e-10,6.395899804697761e-11
t37,4.5526490990157584e-10,6.137534207319994e-10,5.87863263410615e-11
t38,4.600145271765434e-10,6.648309688877755e-10,5.6603059072403984e-11
t39,4.96850717266851e-10,6.762396504136992e-10,5.96093509733452e-11
t40,4.923011673940976e-10,6.030729984070879e-10,6.980711652670652e-11
t41,1.4602064626526382e-9,7.850465720836789e-10,9.309433116357136e-11
t42,6.995945149676495e-10,8.535869899596036e-10,1.6202409152503887e-10
t43,7.04810510558499e-10,8.762818114894757e-10,1.8660178017763386e-10
t44,5.76603557580926e-10,7.313597042447484e-10,1.5191829980047737e-10
t45,5.651748999189437e-10,7.09506912219605e-10,1.4453639804415333e-10
t46,5.04458741227182e-10,6.599251633752093e-10,1.372497307751312e-10
t47,4.3553490789056257e-10,6.154933970707585e-10,1.2187098804015958e-10
t48,4.15229013600018e-10,5.768139075308427e-10,1.081396898766417e-10
t49,4.283503046048312e-10,5.546880167747439e-10,1.0772036060000066e-10
t50,4.3739947815878676e-10,5.485835305595833e-10,1.0711007891758004e-10
t51,4.258857989590904e-10,5.613306378257151e-10,1.0832297540959774e-10
t52,4.268326566352937e-10,5.691776715616921e-10,1.0785953136971555e-10
t53,4.594463426778237e-10,5.6591835666251e-10,1.1019336779680015e-10
t54,4.4772239891560656e-10,5.80464993989788e-10,1.168282418108217e-10
t55,4.79601860506614e-10,5.708557501589428e-10,1.2124464405644327e-10
t56,5.969314421286776e-10,6.227345806302498e-10,1.3211370704959527e-10
t57,6.139879718035361e-10,7.892145549498898e-10,1.4098248203809992e-10
t58,5.075063673540367e-10,5.786793792491499e-10,9.011857026375209e-11
t59,4.3070614365869696e-10,6.153272889534238e-10,7.323882484059036e-11
t60,3.7441175716632415e-10,6.506100986376256e-10,6.497332219265993e-11
t61,3.2877643981891537e-10,6.541612714659701e-10,5.903203784228645e-11
t62,3.452934022669724e-10,5.875652451019162e-10,5.684252341067296e-11
t63,3.695797978518332e-10,5.508570342872893e-10,5.825968276739207e-11
t64,4.3903379979689387e-10,5.429440868732877e-10,6.258056138893813e-11
t65,6.199516184293467e-10,5.420170584788367e-10,8.240489428220813e-11
t66,5.560864377956071e-10,6.785649034570692e-10,1.5876322576939568e-10
t67,6.129789798105238e-10,9.664045499978643e-10,2.442613908413997e-10
t68,6.082216917692965e-10,9.532326161421571e-10,2.4381707176054807e-10
t69,5.902512895319995e-10,9.10687209363939e-10,2.1742264520832707e-10
t70,5.119697841215178e-10,8.399949756477496e-10,1.9377427424919405e-10
t71,4.738610490667409e-10,7.945362483998655e-10,1.7063383129633705e-10
t72,4.2576970216091616e-10,6.929031175726909e-10,1.4677067185411065e-10
t73,3.9888311821760105e-10,5.862501651066359e-10,1.305381607836677e-10
t74,3.8770442561590434e-10,5.611182194429581e-10,1.2416154063027228e-10
t75,3.97046569094916e-10,5.252925808754009e-10,1.2559414122488066e-10
t76,4.1112832267513986e-10,5.320222627375965e-10,1.3112884709438098e-10
t77,4.081059008654501e-10,5.735143968272319e-10,1.374804175724421e-10
t78,4.3527540074571935e-10,5.753257187020912e-10,1.4348539617548636e-10
t79,4.613656944971375e-10,1.2100557968329432e-9,1.9775214400703976e-10
t80,5.114638129538336e-10,6.3362771535464e-10,1.6838090207912464e-10
t81,5.269469074487241e-10,1.99959683241745e-9,1.8779564286966936e-10
t82,4.443368546341719e-10,5.637260665779696e-10,1.0352180774344443e-10
t83,4.0579937822269235e-10,6.044962635693291e-10,7.890546110324376e-11
t84,4.5277527314225135e-10,6.242399619747878e-10,7.25623952476821e-11
t85,4.827393835700606e-10,6.321247322534454e-10,6.738926311512326e-11
t86,4.612714203898569e-10,6.290006772959899e-10,6.591753643137442e-11
t87,4.72575000263755e-10,5.997611727218461e-10,7.004530361826752e-11
t88,5.101229202569354e-10,6.065264889646929e-10,8.546791502266243e-11
t89,6.195900528930799e-10,8.700132366965409e-10,1.1997142228417025e-10
t90,8.860361965886629e-10,1.3168446615495577e-9,2.8780766704796116e-10
t91,1.1547648565154376e-9,2.9419134937224905e-9,4.860888146690377e-10
t92,1.145337248496769e-9,3.038415749230331e-9,4.877196718464172e-10
t93,1.0436462726790115e-9,2.6734014028557004e-9,4.2191311509391086e-10
t94,9.267379239892446e-10,1.985376229965719e-9,3.4584205759396646e-10
t95,6.783053938580284e-10,1.4698229457358663e-9,2.501309491453849e-10
t96,5.980335120844179e-10,1.0424817754761932e-9,1.8722567655602925e-10
t97,3.1343127938192624e-10,3.902468408401466e-10,7.557857022344594e-11
t98,3.071039711141682e-10,3.804602542438397e-10,6.553606735422606e-11
t99,3.087099074813186e-10,3.7723024040081185e-10,6.325229170826793e-11
t100,3.1248341218070647e-10,3.559602037909829e-10,6.221430028458386e-11
t101,3.1525103411926826e-10,3.2460236665711934e-10,6.043811949818264e-11
t102,3.149439890603308e-10,1.1181131983899243e-9,1.0701288698299171e-10
t103,1.9012732948386325e-10,3.9578743548474855e-10,6.377797449589486e-11
t104,1.9558652163464566e-10,2.878687837465322e-10,8.519507900720526e-11
t105,1.9500134066843004e-10,2.6444439765208513e-10,5.332945914604091e-11
t106,1.9636143006826349e-10,2.845409410519907e-10,5.893275713498006e-11
t107,1.9350339974808052e-10,3.162101861027142e-10,5.926025384050553e-11
t108,1.9728535059708188e-10,3.6993124496891264e-10,4.712455806094343e-11
t109,1.9807958464427955e-10,3.9658013354258616e-10,5.180309252444238e-11
t110,2.1096045352677093e-10,5.843072321468134e-10,5.439682916604423e-11
t111,2.0543636020001481e-10,4.2321977357488717e-10,5.7853637090751715e-11
t112,2.1621352123949836e-10,4.545104750454278e-10,6.020365266208013e-11
t113,2.7513439224936007e-10,4.386197723888748e-10,6.640812544366318e-11
t114,3.464631179987962e-10,4.317187963691631e-10,7.242623553390415e-11
t115,3.811707486409696e-10,5.143579834601715e-10,1.0137535496087921e-10
t116,4.712870645854574e-10,2.1187718634781002e-9,1.3851285990569435e-10
t117,4.960543427082578e-10,6.667218686444692e-10,2.7377600994730143e-10
t118,4.53045034525155e-10,5.611715712625068e-10,1.5735264284829788e-10
t119,4.69272621737342e-10,4.697758714231105e-10,1.3905407148097206e-10
t120,3.5097193008902515e-10,5.50438108882181e-10,1.1567551890133826e-10
t121,3.0763658862626026e-10,4.122929168132254e-10,9.099913568068728e-11
t122,3.0571294543789185e-10,3.955256986557331e-10,8.171231583328993e-11
t123,2.9954050649800187e-10,3.8226528302404615e-10,1.1784137190306365e-10
t124,3.4531746370104073e-10,9.94870623824629e-10,7.63456612708322e-11
t125,3.5610824120949687e-10,3.9997789780215247e-10,7.326195892464588e-11
t126,8.233757705765273e-10,4.1590341122308396e-10,1.1065723480396525e-10
t127,3.911463815210408e-10,4.0834475103027364e-10,8.808922214575448e-11
t128,4.589868339020476e-10,4.6240420533338273e-10,7.435995610221692e-11
t129,3.888105010788863e-10,1.792790253572638e-9,6.896408473595685e-11
t130,4.225525702527308e-10,1.956722588807894e-9,4.929813517320391e-11
t131,4.3716793836190226e-10,2.1986621121880615e-9,7.058879133079132e-11
t132,4.3688310861879397e-10,2.0473589667570715e-9,7.848664908534607e-11
t133,4.38158207492607e-10,4.4763977949144597e-10,7.175867032626764e-11
t134,4.887171094555493e-10,1.8827635966651404e-9,7.750884629855779e-11
t135,4.829987986382038e-10,4.4918572320294367e-10,7.663337406705458e-11
