BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11
AnnualSum,1.2117817020555031e8,4.656179017066716e6,-6.208602410207713e6,7.812574645572571e6,-7.812574645550478e6,4913.8023411443055,0.0003781971753541966,6.991749349308186e6,-172794.9612894974,-1.26449615e8,1.4474006108407166e7,685652.6224743185,-913006.84660136,494007.95459261746,-494007.9545926177,0.1315254534770983,0.00037541023937297013,-2.9619068722095983e6,-107906.14275480897,-1.1176839e7,2.1500829908531606e7,4.426588772241716e6,-5.229901668492506e6,373465.6040709164,-373465.60405456874,169.7988723785067,0.00037865761888417597,-1.2145647123272078e7,-89809.68731356617,-8.46223e6,5.395484379787119e7,797879.0227901724,-942673.7036466934,745563.7612632703,-745563.7612456267,421.4305499445905,0.0003786992160348022,-3.641950125958909e7,-625163.2872826329,-1.6765806e7,1.2156275717442414e7,190652.60177117295,-225251.18353482874,85721.56725717279,-85721.56723955367,48.22145572468969,0.00037860974943248045,-1.0133549223514395e7,-71352.13306831333,-1.916824e6,1.5555371543193547e7,3.129260253582556e6,-4.160416206169931e6,455135.86900265067,-455135.86898503447,259.5838863661212,0.0003790258328555411,-3.8328494173102835e6,-345234.7567245375,-1.0346391e7,2.623138880626462e7,612847.3896157738,-724063.5510039452,843631.4005366012,-843631.4005365997,467.42764180540865,0.0003762919619185357,-7.050491860863243e6,-569757.2110081486,-1.8500391e7,2.8593098853108604e7,24.835848047237302,-29.342900528348007,3.030519640973178e6,-3.03051964097344e6,2157.4349982941912,0.00037595832856739087,4.177207821854908e7,-155727.99795742778,-7.0211602e7,2.6282314208974494e6,5.9458699070419305,-7.02487342509246,1.0353322332426514e6,-1.0353322332426491e6,830.8754521808635,0.0003747670510387413,1.9598380277747087e7,-178686.49449373462,-2.2048755e7,1.7295201052198938e8,3.5449546811587396e6,-4.640293197107194e6,9.474073468609374e6,-9.474073468603423e6,4619.6340083960295,0.00037910880052089427,-2.993848335188026e6,-139665.30025010186,-1.68727778e8,6.184657071460922e8,1.745919055919474e7,-2.209170429940663e7,2.8563892999288846e7,-2.8563892999276597e7,11243.429787507383,0.0003757350691478884,7.175586246342367e6,-325614.07854426873,-6.20694409e8
t1,15603.77672265953,0.002832223324672921,-0.0001038123059421964,213.87924291550894,-2279.835655385548,6.416496321297582e-7,3.58787658223503e-8,148.48363925213496,-1.3066779907848285,-13685.0,1922.9193244027333,239.9960309225171,-0.00010545994200853539,14.207203825911781,-103.82305897133509,5.836953448725176e-7,3.6283260863194764e-8,-761.4849315158498,-5.8144636855502805,-1306.0,48.58849695684218,0.0006704454942420626,-6.623075991867098e-5,10.759797638156918,-73.17169234471228,6.483520991358297e-7,3.5590154718465104e-8,1005.5377707160898,-2.7149777494080363,-989.0,3916.939935290503,0.0005461583910077479,-7.073894894108669e-5,21.305767441447845,-203.30646732419586,6.490057928007499e-7,3.56390268978728e-8,-1745.3569371195347,-29.582774257364843,-1960.0,1631.9905105292166,0.0005800872297801391,-6.698470035913602e-5,2.4610072559256175,-13.435137119862327,6.519093624190483e-7,3.5681373233495045e-8,-1387.6502502298183,-9.366644118449985,-224.0,3691.4919738803337,19.959419719150794,-0.00010863129871688486,13.022296791887095,-115.65599506943997,6.495028691668222e-7,3.56706569351432e-8,-2387.9697895671466,-13.847797703951064,-1207.0,3415.290028945271,0.0005219931824403209,-6.893792716973615e-5,24.082261616709225,-231.8841579679758,5.890336775843591e-7,3.6353630664815306e-8,-983.2871190189305,-54.20146713011055,-2170.0,3634.2613096948426,0.0005201415776482763,-6.57996462115394e-5,86.29582640150774,-887.7571562766964,5.910775735459236e-7,3.641913511711484e-8,5355.873966625988,-17.674401157654735,-8170.999999999999,527.8977471561219,0.0004624139211192997,-6.575486460027161e-5,29.40597570883302,-287.5466576346304,6.421540825940924e-7,3.572017019961491e-8,2339.071795642088,-13.829258048901005,-2595.0,20966.141151029246,1086.6314327181824,-0.00010964146939780886,250.3313626955549,-1634.4024622436777,6.292005381823493e-7,3.584674296157057e-8,-1319.9993682818465,-9.702006858718224,-19339.0,75124.67485892372,1597.2823230063627,-0.0001760273697323106,843.3014418189832,-8841.582749136074,5.869045917101797e-7,3.6452462383054924e-8,-263.21877650317396,-3.4569222453721196,-68457.0
t2,15454.448367278237,0.00012533041695719403,-0.0005709443483237205,117.04346779500574,-2007.7164579501084,6.362908599277588e-7,3.586432230519619e-8,-782.6011095586308,-10.17382220631235,-12771.0,1691.5556300849473,0.00019013047641504156,-0.00028929579542426634,8.807523826847913,-151.7259609280567,5.798524414615772e-7,3.6281211602769666e-8,-332.5079125023756,-1.1291817916622364,-1215.0,48.55966329330403,8.950089459355938e-5,-0.00022124892033966096,6.669723418148895,-117.03866667531321,6.438315492807e-7,3.55812048368122e-8,985.8580425233656,-4.0486313754904915,-920.0,3731.7154380296583,7.769188244344676e-5,-0.000335413874964242,13.208764188792353,-218.2399413693298,6.440327090305553e-7,3.562755098237844e-8,-1675.5550423182858,-28.128961353268444,-1823.0,1673.2288575609866,8.277346135006887e-5,-0.00032494038608216436,1.5255113727934333,-29.188965524695867,6.469405353161193e-7,3.566930481107567e-8,-1426.933356088039,-9.631805729072408,-209.0,3668.7344899376503,0.000153182845129937,-0.0004068008163575693,8.073701805612968,-139.15081437765582,6.444883307798362e-7,3.566710394874002e-8,-2401.21030358521,-13.446820735891322,-1123.0,3415.296226311188,7.472062390982256e-5,-0.00032516134517663416,14.929606747684755,-243.8165100072497,5.845627439587163e-7,3.634225149056437e-8,-1118.6202966721628,-49.78877643349051,-2017.9999999999998,4339.132198194993,7.176364368345666e-5,-0.00030322393755522983,53.50319566853078,-815.3326560756842,5.865747969480351e-7,3.64102776375472e-8,4029.996501236531,-13.299007910788381,-7594.0,527.897532723832,7.272524910307129e-5,-0.0002818715510769875,18.231087651049855,-293.32242097431106,6.376815186838374e-7,3.570890999010748e-8,2182.9159526459516,-21.721943412173815,-2414.0,20484.61059474793,0.00030047377607937215,-0.00017241666362936283,159.2958871754107,-2469.6341451618573,6.280244097478893e-7,3.5832223182803303e-8,515.5165961011054,-3.789060970914089,-18686.0,74050.24487922626,0.0001800780689337845,-54.70332381055276,467.69902825528135,-7748.0877720715325,5.850083299912731e-7,3.6439222744143614e-8,23.140928217750222,-0.2939200990573968,-66738.0
t3,14840.58735392832,0.00012745776211293237,-0.0005088021198041744,42.87209891667117,-1809.685094325502,6.360202525757544e-7,3.590408984759074e-8,-782.6001662834858,-10.173811207901096,-12281.0,1504.6685079289575,0.00018656803609560772,-0.0002957523563255209,3.870900713234494,-85.7316319886469,5.799337859127401e-7,3.6290516050579105e-8,-257.6468869878299,-1.1607809567463758,-1164.0,48.53090544147099,8.723379752150559e-5,-0.00022857525680250012,2.9316934848088785,-62.86819399864199,6.436068343275353e-7,3.5589343064337687e-8,896.2300126954673,-3.8242768450790994,-881.0,3627.8518784506623,7.632475539968391e-5,-0.0003405273725270305,5.805472210003437,-137.84967789177713,6.437777544615206e-7,3.563623898145982e-8,-1722.7891854175157,-27.018223694814626,-1746.0,1540.2166513306845,8.017615002750745e-5,-0.0003385067177998725,0.6702759877763851,-11.937728050621342,6.465605687524989e-7,3.5676224542819456e-8,-1320.0386748140863,-8.910266697196898,-200.0,3657.287670358886,0.0001514169958425981,-0.0004122335333275218,3.5482265288907824,-78.447954734222,6.441095195045708e-7,3.567938091772311e-8,-2492.4300336043366,-13.957648307433796,-1076.0,3415.3026528346627,7.332997929626278e-5,-0.00032927591310482745,6.562059127297429,-158.72606827574748,5.844751310022935e-7,3.635136416343585e-8,-1279.6576210898274,-50.48076714989759,-1933.0,3685.5955764526066,7.094849680821672e-5,-0.00030510622945362985,23.515332341351762,-626.7623039188758,5.864891088823765e-7,3.6416559865895236e-8,4208.539829790304,-13.888200862682465,-7277.0,527.89752060477,7.29423257412424e-5,-0.0002703241088976692,8.012783845380804,-198.1126318146821,6.374445353934398e-7,3.572045027667287e-8,1998.3431734083808,-23.14064917274881,-2313.0,19588.708141061674,0.00028220651452986334,-0.00017640435690707788,71.97426735254706,-1968.0328714216798,6.283231487233401e-7,3.583513144843193e-8,705.5360609785406,-5.185703879757445,-18393.0,72389.06577370674,0.0001890527340114042,-270.4978010671711,179.03299628761758,-6662.5238987100865,5.854069191506458e-7,3.6444891511537545e-8,46.5134913243894,-0.5907507921785741,-65681.0
t4,13664.885113209288,0.00013169656450814473,-0.00047887651877271504,60.078933607782545,-1772.1118140016226,6.368599549469127e-7,3.592390255818093e-8,123.23258363303185,-1.0844693115003894,-12075.0,1708.9464555150764,0.00015847039761229784,-0.0004864557685681401,3.7328202625990667,-105.97301447898296,5.793899658786955e-7,3.629737990307898e-8,-455.535887404829,-14.170046383579113,-1137.0,48.50229226284954,7.101941167084194e-5,-0.0006296834219476515,2.8269478673786588,-81.69139316352445,6.423595330676032e-7,3.5596266706935606e-8,898.687738226439,-8.325027091534917,-860.0,3745.1606222447344,6.510243257244355e-5,-0.07975850876973514,5.5827426886758795,-156.64597118850034,6.425966514873011e-7,3.564375786914405e-8,-1845.3945366075768,-43.623164274371156,-1705.0,1415.808352873853,6.615610210235406e-5,-0.0406748467255753,0.6548755985636819,-19.066370750068717,6.451132894482537e-7,3.568130601918436e-8,-1194.2947542943134,-8.061495310715062,-195.0,3680.1120824404043,0.000127668635063538,-0.31550010745081236,3.4156328589876543,-102.42246728640063,6.429232146065416e-7,3.568845267218548e-8,-2515.3097767806053,-14.480099367415768,-1051.0,3415.3091343412184,6.26825590443978e-5,-43.35071659934008,6.2913722041151825,-188.03347153051763,5.835818824850444e-7,3.635838015654144e-8,-1273.9453379200284,-27.271043671775477,-1889.0,5240.85227299848,6.0177095146402045e-5,-0.005020945376620062,22.621621013670797,-640.5147625222787,5.854943234755783e-7,3.642462940779316e-8,2490.26371886792,-8.217889947561595,-7105.0,527.8973998363915,6.163224331152034e-5,-0.0012552386790553342,7.680241653408337,-228.28211278469988,6.361516973196958e-7,3.5729767072494034e-8,1961.9605155555378,-10.254851165041305,-2259.0,21246.99561990065,0.0001467563063341809,-0.0008667071889276212,89.73869951534283,-1670.1197591156217,6.259013488598437e-7,3.583394813118504e-8,-1299.6613292332681,-14.952511225580404,-18352.0,69620.87158564854,0.00019342502896197778,-795.2106659275812,219.33598487838745,-6368.32270088956,5.857773183648582e-7,3.645165127060104e-8,3109.9970659576925,-50.6714632439103,-65736.0
t5,12354.350924791488,0.00012951085618419323,-0.0004511670320752106,46.8618185331271,-557.3860548611741,6.375285283803165e-7,3.5905150788489264e-8,145.45364767360965,-1.2800147118920235,-11988.0,1915.3660380073225,0.0001565957047820369,-0.000493841893673831,3.094921117656238,-51.70428240677407,5.790631371227322e-7,3.626817426675404e-8,-736.3444761918081,-13.411863754556071,-1117.0,48.50246908619634,6.952841050590871e-5,-0.0006276268307631602,2.346439461384816,-38.6408053607697,6.425253842964348e-7,3.5556684538346054e-8,839.7454821683629,-5.95302781929105,-846.0,3725.1684822865627,6.352713906787464e-5,-0.07419980065636846,4.639877268783889,-86.12690678613933,6.426261537397812e-7,3.5603339599590394e-8,-1922.9229594004469,-44.68435764197548,-1676.0,1405.0339689743832,6.546894800522004e-5,-0.03843348640902699,0.537068811627515,-7.616104307119537,6.451465248979657e-7,3.5638784722613717e-8,-1197.8311997058934,-8.085366328886229,-192.0,3702.9261564870735,0.00012528585790879852,-0.4343977635067548,2.8419992645638854,-43.91429586056687,6.428117287029621e-7,3.5652208721873513e-8,-2614.3139577434245,-15.105630243775478,-1032.0,3415.3155239438393,6.0778991438405684e-5,-96.60587664459575,5.237069130717557,-87.10534454589444,5.832124037893235e-7,3.632769990356309e-8,-1348.879453166968,-31.9619799887683,-1856.0,3915.342531019028,5.867211111146627e-5,-0.004660479361727102,18.669949117502682,-374.1968314353247,5.850801686241649e-7,3.6387699654974316e-8,3435.5262088912114,-11.337256149376747,-6984.0,527.8973957919447,6.0727141633645225e-5,-0.0011004184602478517,6.392444213852227,-109.92342330234987,6.361017096630787e-7,3.5687975406614094e-8,1806.980376985384,-10.345754508317812,-2221.0,21324.96594135949,0.00014395822555714004,-0.001181549293215746,58.578900839944644,-1242.5800680732696,6.257162420016739e-7,3.579467999823545e-8,-1517.4107673432577,-16.552969536304545,-18607.0,67171.25934701381,0.00019642822820702574,-643.8433789244253,205.8734628889901,-2750.615261890422,5.853661156718065e-7,3.642126899534967e-8,3109.9970978332312,-50.6714634537205,-67042.0
t6,11797.988453685828,0.00012623284156815687,-0.0004972289765734575,154.5089752130013,-63.08521296296572,6.360132294939434e-7,3.5979177460105485e-8,458.6240721715321,-4.035917295569782,-12344.0,2116.1353865504666,0.00016100502386204923,-0.00046547397481486635,9.931910215184233,-13.523894107670785,5.793631937785946e-7,3.628205555953983e-8,-973.772281610077,-12.770817052355557,-1126.0,48.47410856548437,7.053024666657988e-5,-0.0006023758574533585,7.529685285560957,-9.386493323290061,6.422777877540473e-7,3.557389094322408e-8,810.428168969154,-4.044938213528673,-853.0,3622.717065358807,6.404619131578899e-5,-0.09705801381249261,14.893993652235846,-13.944429873904504,6.421725895999469e-7,3.561880653347522e-8,-1891.14024139344,-43.429394318314195,-1689.0,1286.9563315406779,6.553489277566118e-5,-0.0477648119444289,1.7211582890620283,-2.977747060177953,6.445746879629209e-7,3.56512437106657e-8,-1085.3260873727677,-7.3259566925090756,-193.0,3725.7512185289884,0.0001270215251521565,-1.0742458319722668,9.092977630308443,-10.536331550699794,6.420870838816594e-7,3.567006047278966e-8,-2666.8318691429768,-16.401877227866656,-1040.0,3415.3217734363147,6.123488923765621e-5,-19.251866507130618,16.79035539119501,-14.997140264602745,5.831712217999421e-7,3.634109237691879e-8,-1494.919966309037,-30.943217473587932,-1872.0,3092.7934507032155,5.885425078868033e-5,-0.0073960288651959815,60.14874595663615,-24.659835390532585,5.850745517917779e-7,3.639591762424956e-8,3918.6565618437994,-12.93158630517265,-7034.0,527.8974095261793,6.0969500236217356e-5,-0.0014513762330058588,20.50887857913548,-16.003688924274616,6.356241748691189e-7,3.570584300897927e-8,1718.8653446281671,-11.26655391277474,-2240.0,21623.407859804855,0.0001439649622326139,-0.0018972261474906912,204.43472084010577,-113.85949683094127,6.258557988661159e-7,3.5805224165928964e-8,-1904.5826442364616,-19.398686408994763,-19790.0,66811.6017697464,909.7119910477688,-0.0001538757752368759,621.5895874090835,-123.23064945414842,5.881303138813935e-7,3.643606457057001e-8,3109.9989424521077,-50.67148756491961,-71279.0
t7,10934.189382736007,1829.9993223488395,-8.865489535857508e-5,397.7210113024592,-32.7448341138265,5.812846095118197e-7,3.6829435511424506e-8,387.24296559933975,-3.4077594902546147,-13513.0,2316.457684055142,241.46557828964234,-9.564696514645997e-5,24.83825905129722,-1.4408439433179088,5.848571509640713e-7,3.632003976507354e-8,-1382.5875930450202,-13.732989241260922,-1185.0,48.44572788448964,957.1361764752443,-6.104325193716105e-5,18.83126488903879,-1.0626704210236138,6.480748173292488e-7,3.561470945918462e-8,-121.92102341862166,-3.4294149338774833,-898.0,3555.4422337447722,60.23192203103739,-6.28606955359726e-5,37.25195616004107,-2.15894863527839,6.482292026924455e-7,3.566053192144923e-8,-1823.9079237713079,-48.85917721456616,-1778.0,1189.4341728735262,24.593943600518717,-6.512848001014118e-5,4.310365294982483,-0.24281350037073388,6.506920756561555e-7,3.5688705615023574e-8,-1007.2963487692285,-6.799254950041721,-204.0,3748.565167722494,1166.7010778637366,-9.766391411860693e-5,22.7007743664949,-1.9939251824862427,6.47049469742081e-7,3.572284910674231e-8,-3818.351036200412,-22.621961483716166,-1095.0,3415.3282273324194,0.002392779644911263,-6.178912519913451e-5,41.916293033908154,-3.7317833088645784,5.893594638557268e-7,3.638259618391926e-8,-1425.7113978183158,-53.8036707291354,-1974.0,1966.5185134971364,0.0019440035930459525,-5.9500682376817625e-5,150.06968364308784,-13.519346446646557,5.915105822549924e-7,3.6427711216125106e-8,5302.427291296609,-17.49802686222202,-7388.0,527.8977598681425,0.0012534737982758015,-5.806360674454798e-5,51.17534125977212,-4.579988452707825,6.417110019800301e-7,3.574333926779951e-8,1800.1827055724918,-8.677014174044944,-2366.0,21151.338207658562,1490.0012313524671,-8.543867012543435e-5,519.6342839865307,-0.00015579448909698368,6.327643284671172e-7,3.58438630257733e-8,-1020.0759227013152,-12.897559033921262,-22128.0,65791.47634198958,8802.988709967352,-6.138521429727662e-5,1620.6587644423134,-110.45056058225678,5.934413837675826e-7,3.645898627314916e-8,3109.998283255781,-50.67147776254201,-79164.0
t8,10509.472478087457,1830.0023497260704,-9.437463980196612e-6,822.6065787141422,-1.6080086850416126e-5,6.314475250424027e-7,3.672737507248429e-8,2758.7323825638637,-29.813763969369,-15891.0,2396.114427722018,243.07322331297493,-9.58683649651757e-5,49.12702610246444,-1.524850185363727,5.847310207628085e-7,3.6350736439590036e-8,-1342.1658815449146,-13.623850019493261,-1331.0,51.273153355005235,2973.507405068928,-6.123145561277075e-5,37.20491744371612,-1.1195153600120555,6.469648702337056e-7,3.563781760409e-8,-2041.6190607481708,-12.246839091889148,-1006.9999999999999,3744.4226024881746,792.9558715686467,-6.435062740251458e-5,73.67310045717466,-2.2249346160988974,6.47267334922489e-7,3.5681855316813243e-8,-2538.626350698114,-73.20022539655014,-1997.0,1116.6140133614124,51.84435275839247,-6.592038787727387e-5,8.510259759412943,-0.25322970513533083,6.497733161160111e-7,3.570560932309361e-8,-941.3611386927249,-6.3541921393634695,-229.0,3758.758240816222,1314.8766374860513,-9.440956707462791e-5,45.03080522486955,-0.0007445271135061763,6.466863002228133e-7,3.5745679294986306e-8,-3863.055382919352,-26.609462240159115,-1229.0,3421.739680770919,1124.0339512761411,-5.967794173328048e-5,83.27289741215269,-0.0008117476410974487,5.898304400395298e-7,3.6395356262418116e-8,-2334.4753564422113,-78.57030208872746,-2216.0,1342.5153790279203,0.03382667707136638,-5.711938477077927e-5,298.4047090147891,-0.0008586355690301674,5.918449572782814e-7,3.643763368544284e-8,6676.078075108327,-22.03107444197596,-8295.0,535.7307674920254,0.004553737593459405,-5.763693871655474e-5,101.68336059982447,-0.0008228566024709982,6.414039664748461e-7,3.5802920808196587e-8,2043.2590589646131,-24.676860840215458,-2656.0,21447.7738919871,2943.5966846663578,-7.544200803226631e-5,1026.0147954043894,-0.00014015418479503797,5.822935885632701e-7,3.64478271718631e-8,-1526.7634513833023,-16.62170517733047,-23874.0,66500.50988125747,11431.55827958287,-6.328878915803666e-5,3182.6152483985757,-118.00899195329872,5.944467313797305e-7,3.647796821375319e-8,3109.997105791985,-50.67145999016044,-84056.0
