model,line,line_name,planning_year,case,unit,value
GenX,1,BASN_to_CANO,2027,base_short_tx_15,MW,0.15924
GenX,2,BASN_to_CASO,2027,base_short_tx_15,MW,0.0224999
GenX,3,BASN_to_NWPP,2027,base_short_tx_15,MW,0.0129749
GenX,4,BASN_to_RMRG,2027,base_short_tx_15,MW,0.0617993
GenX,5,BASN_to_SRSG,2027,base_short_tx_15,MW,0.0230539
GenX,6,CANO_to_CASO,2027,base_short_tx_15,MW,0.407811
GenX,7,CANO_to_NWPP,2027,base_short_tx_15,MW,0.0234574
GenX,8,CASO_to_NWPP,2027,base_short_tx_15,MW,0.036184
GenX,9,CASO_to_SRSG,2027,base_short_tx_15,MW,0.0271104
GenX,10,FRCC_to_SRSE,2027,base_short_tx_15,MW,0.103087
GenX,11,ISNE_to_NYCW,2027,base_short_tx_15,MW,0.449461
GenX,12,ISNE_to_NYUP,2027,base_short_tx_15,MW,0.257223
GenX,13,MISC_to_MISE,2027,base_short_tx_15,MW,2.35138
GenX,14,MISC_to_MISS,2027,base_short_tx_15,MW,0.00250343
GenX,15,MISC_to_MISW,2027,base_short_tx_15,MW,0.0185623
GenX,16,MISC_to_PJMC,2027,base_short_tx_15,MW,0.122162
GenX,17,MISC_to_PJMW,2027,base_short_tx_15,MW,0.000813907
GenX,18,MISC_to_SPPC,2027,base_short_tx_15,MW,0.564515
GenX,19,MISC_to_SPPN,2027,base_short_tx_15,MW,3.44765
GenX,20,MISC_to_SPPS,2027,base_short_tx_15,MW,0.204762
GenX,21,MISC_to_SRCE,2027,base_short_tx_15,MW,0.175633
GenX,22,MISE_to_MISW,2027,base_short_tx_15,MW,1.56285
GenX,23,MISE_to_PJMW,2027,base_short_tx_15,MW,0.0443832
GenX,24,MISS_to_SPPC,2027,base_short_tx_15,MW,6.05578
GenX,25,MISS_to_SPPS,2027,base_short_tx_15,MW,227.962
GenX,26,MISS_to_SRCE,2027,base_short_tx_15,MW,0.0765339
GenX,27,MISS_to_SRSE,2027,base_short_tx_15,MW,0.0873048
GenX,28,MISW_to_NWPP,2027,base_short_tx_15,MW,0.0205201
GenX,29,MISW_to_PJMC,2027,base_short_tx_15,MW,0.214125
GenX,30,MISW_to_SPPC,2027,base_short_tx_15,MW,1.91041
GenX,31,MISW_to_SPPN,2027,base_short_tx_15,MW,0.028027
GenX,32,NWPP_to_RMRG,2027,base_short_tx_15,MW,0.0432666
GenX,33,NYCW_to_NYUP,2027,base_short_tx_15,MW,0.0998534
GenX,34,NYCW_to_PJME,2027,base_short_tx_15,MW,3018.53
GenX,35,NYUP_to_PJME,2027,base_short_tx_15,MW,0.028589
GenX,36,PJMC_to_PJMW,2027,base_short_tx_15,MW,0.285828
GenX,37,PJMD_to_PJME,2027,base_short_tx_15,MW,0.235928
GenX,38,PJMD_to_PJMW,2027,base_short_tx_15,MW,0.561983
GenX,39,PJMD_to_SRCA,2027,base_short_tx_15,MW,0.211966
GenX,40,PJME_to_PJMW,2027,base_short_tx_15,MW,0.839097
GenX,41,PJMW_to_SRCA,2027,base_short_tx_15,MW,0.140086
GenX,42,PJMW_to_SRCE,2027,base_short_tx_15,MW,0.295228
GenX,43,RMRG_to_SPPC,2027,base_short_tx_15,MW,781.632
GenX,44,RMRG_to_SPPN,2027,base_short_tx_15,MW,1097.09
GenX,45,RMRG_to_SRSG,2027,base_short_tx_15,MW,0.422389
GenX,46,SPPC_to_SPPN,2027,base_short_tx_15,MW,883.297
GenX,47,SPPC_to_SPPS,2027,base_short_tx_15,MW,0.889908
GenX,48,SPPN_to_SPPS,2027,base_short_tx_15,MW,81.0019
GenX,49,SPPS_to_SRSG,2027,base_short_tx_15,MW,0.418631
GenX,50,SPPS_to_TRE,2027,base_short_tx_15,MW,0.22909
GenX,51,SPPS_to_TREW,2027,base_short_tx_15,MW,1514.02
GenX,52,SRCA_to_SRCE,2027,base_short_tx_15,MW,0.0540148
GenX,53,SRCA_to_SRSE,2027,base_short_tx_15,MW,0.0344125
GenX,54,SRCE_to_SRSE,2027,base_short_tx_15,MW,0.0281973
GenX,55,TRE_to_TREW,2027,base_short_tx_15,MW,0.0313599
GenX,56,NWPP_to_SPPN,2027,base_short_tx_15,MW,1.23316
GenX,57,SRSG_to_TRE,2027,base_short_tx_15,MW,3.25532
GenX,1,BASN_to_CANO,2030,base_short_tx_15,MW,0.0435759
GenX,2,BASN_to_CASO,2030,base_short_tx_15,MW,0.0343064
GenX,3,BASN_to_NWPP,2030,base_short_tx_15,MW,0.0333441
GenX,4,BASN_to_RMRG,2030,base_short_tx_15,MW,1.16786
GenX,5,BASN_to_SRSG,2030,base_short_tx_15,MW,0.0636374
GenX,6,CANO_to_CASO,2030,base_short_tx_15,MW,0.0224231
GenX,7,CANO_to_NWPP,2030,base_short_tx_15,MW,0.124416
