Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7,Load_MW_z8,Load_MW_z9,Load_MW_z10,Load_MW_z11,Load_MW_z12,Load_MW_z13,Load_MW_z14,Load_MW_z15,Load_MW_z16,Load_MW_z17,Load_MW_z18,Load_MW_z19,Load_MW_z20,Load_MW_z21,Load_MW_z22,Load_MW_z23,Load_MW_z24,Load_MW_z25,Load_MW_z26
,,,,,,,168.0,52,11175,9708,15011,24412,17968,25518,11197,21251,25783,21435,8944,7770,14295,13733,35048,40721,10149,9552,5376,14170,31917,32749,33513,13054,47938,2300
,,,,,,,,53,11070,9393,14526,27274,18356,25845,11320,21754,26131,21148,8927,7727,14374,14265,36260,41729,10382,9715,5461,14378,34385,34033,35750,13060,49063,2362
,,,,,,,,54,11116,9248,14305,31768,19140,26995,12059,22717,27080,20983,9203,7928,14709,15487,39319,44608,10493,10036,5642,14791,38096,36321,39192,13239,51191,2472
,,,,,,,,55,11305,9301,14386,34869,23973,29519,13782,24627,29615,21502,10425,8785,15763,17125,45309,51111,10525,10699,6088,15917,40681,38888,42498,13837,55787,2699
,,,,,,,,56,11852,9637,14906,35906,31550,31189,15269,26999,33795,22878,12078,10154,17874,17909,48649,53601,11187,11496,6731,17724,40193,39163,42769,14926,63188,3098
,,,,,,,,57,12986,10496,16235,36032,32180,31428,15447,27606,35847,25598,12965,10989,18638,17665,48040,52551,12243,11840,7086,18260,38756,37989,41739,16474,64406,3128
,,,,,,,,58,14033,11984,18552,35624,30868,30668,15362,26711,35241,29820,12993,11134,18330,17340,47228,51618,12603,11595,6964,17718,37390,36843,40654,16826,61572,2963
,,,,,,,,59,14131,12643,19570,34725,29654,29927,15372,25432,34580,31001,13058,11202,18001,17209,47275,51154,12604,11309,6767,17098,36116,35857,39345,16503,58018,2759
,,,,,,,,60,13696,12763,19743,33861,29196,29440,15306,24284,34020,30141,13085,11269,17896,17212,47106,50800,12334,11170,6690,16426,34860,34886,38105,16030,55343,2627
,,,,,,,,61,13451,12812,19802,32860,28728,28926,15350,23400,33732,28503,13163,11347,17561,17226,47103,50659,12300,10850,6578,15924,34151,33835,37141,15550,52589,2473
,,,,,,,,62,13331,13148,20322,32014,28339,28451,15266,22662,33668,28727,13078,11300,17358,17232,47145,50258,12215,10582,6442,15543,33449,33020,36216,15405,50586,2368
,,,,,,,,63,13157,13252,20481,31803,28436,28022,15150,21829,33308,27904,13115,11329,17208,17340,47285,49838,12323,10331,6356,15119,33730,32294,35823,15269,48843,2276
,,,,,,,,64,13015,13329,20600,33242,29030,27771,15109,21425,32936,27436,13320,11467,16974,17908,48581,50389,12241,10128,6297,14783,35545,32708,36860,15155,47563,2209
,,,,,,,,65,12899,13390,20694,38065,31105,28426,15502,21897,33666,27038,13804,11783,17111,19055,52006,52301,12497,10227,6417,14891,39477,35034,40153,15051,47475,2206
,,,,,,,,66,12939,13473,20825,44243,34858,30395,16745,23204,35893,26982,14664,12382,18151,20696,57396,56225,13129,10747,6710,15439,42541,38254,44621,15246,48542,2262
,,,,,,,,67,13388,13658,21117,45633,38139,31974,16984,25224,38398,27862,15658,13225,19351,20599,56653,56551,14020,11642,7173,16657,41915,38863,45281,15865,52262,2447
,,,,,,,,68,14551,14238,22026,44952,38921,31239,16402,26367,37076,30391,15540,13139,18826,19868,54974,55035,15224,11531,7022,17328,40484,38016,44027,17274,55570,2589
,,,,,,,,69,15385,15781,24422,43228,39225,30394,15871,26027,34906,32623,15497,13070,18505,19483,54084,54203,14320,11030,6637,16861,39289,37085,42468,17986,54762,2542
,,,,,,,,70,14784,15332,23728,41035,27584,29621,14946,25747,33638,31302,13619,11712,18248,18645,49727,51509,13158,10750,6356,16635,36978,35939,40164,17379,54225,2520
,,,,,,,,71,14062,14285,22105,38723,25427,28228,13947,24791,30865,29066,12882,11119,17207,17670,46655,48767,12675,10267,5943,16014,35385,34582,38210,16674,52519,2437
,,,,,,,,72,13491,13626,21089,37198,24495,26949,13078,23542,28681,27700,12296,10602,16242,16821,44222,46431,11703,9671,5559,15100,34768,33700,37088,15918,49507,2307
,,,,,,,,73,12785,12715,19677,36750,24135,25840,12334,22542,27533,26166,11624,9976,15262,16354,42833,44912,10954,9167,5475,14284,34692,33400,36697,14815,46677,2190
,,,,,,,,74,12036,11614,17969,37000,23196,25248,11864,21983,26442,24047,10955,9401,14613,16130,42135,44020,10492,8993,5290,13764,35155,33239,36765,13859,45034,2126
,,,,,,,,75,11536,10697,16543,37532,22852,24965,11628,21798,25816,22310,10606,9115,14261,16301,42005,43675,10165,8900,5172,13542,35756,33397,37249,13338,44573,2120
,,,,,,,,76,11285,10097,15609,38929,22808,24865,11516,21797,25581,21421,10433,8945,14031,16541,42315,43895,10159,8849,5175,13480,36981,33930,38217,13153,44564,2127
,,,,,,,,77,11230,9748,15072,41970,23300,25057,11615,22067,25728,21211,10348,8853,13991,17017,43381,44717,10416,8927,5248,13577,39331,35060,40236,13139,45088,2160
,,,,,,,,78,11264,9568,14796,46343,23993,26031,12220,22801,26476,21088,10544,8989,14239,18121,46301,47471,10528,9202,5408,13884,42898,37103,43579,13326,46688,2242
,,,,,,,,79,11491,9611,14863,48625,28529,28327,13807,24471,28920,21587,11908,9904,15180,19470,52310,53345,10660,9816,5846,14842,45559,39479,47495,13968,50604,2434
,,,,,,,,80,11997,9911,15327,47337,37529,30011,15152,26712,32652,22906,13762,11424,17052,20076,55523,55452,11276,10660,6536,16588,43804,39235,46469,15145,57158,2781
,,,,,,,,81,13139,10779,16670,44406,39134,29676,15276,26659,34418,25619,14568,12210,17649,19533,54477,53931,12303,10906,6888,16983,40097,36996,43016,16767,58085,2802
,,,,,,,,82,14240,12238,18942,40743,37235,28547,15006,25132,33674,29839,14293,12139,17160,18865,53031,52178,12791,10563,6713,16378,36961,34851,39979,17135,55358,2645
,,,,,,,,83,14300,12864,19908,37338,34827,27806,14920,23710,32941,31151,14169,12087,16755,18145,51906,51171,12581,10237,6504,15881,34577,33018,37410,16646,52483,2472
,,,,,,,,84,13926,12921,19984,34608,33628,27086,14669,22371,32421,30104,14071,12075,16522,17659,50723,49753,12245,10118,6437,15248,32628,31623,35422,15937,50503,2374
,,,,,,,,85,13700,12890,19920,32458,32758,26332,14581,21371,31846,28351,13952,12005,16114,17212,49786,48972,12098,9852,6331,14834,31413,30299,33977,15482,48445,2256
,,,,,,,,86,13379,13212,20418,30853,31701,25775,14475,20671,31589,28561,13676,11809,15926,16843,48960,47926,12050,9643,6241,14539,30197,29377,32615,15222,47128,2185
,,,,,,,,87,13233,13398,20705,30283,31322,25328,14322,20111,31204,28079,13578,11740,15845,16606,48643,46868,12026,9483,6150,14254,30097,28728,32135,15133,46106,2129
,,,,,,,,88,13154,13522,20897,31255,31648,25292,14361,19935,31031,27721,13639,11768,15845,16973,49937,47014,12023,9360,6149,14072,31648,29063,32881,14991,45466,2096
,,,,,,,,89,12963,13632,21066,35229,33949,25889,14763,20252,31897,27396,14043,12013,15989,17911,53079,48789,12194,9499,6259,14241,35367,30935,35731,14941,45508,2101
,,,,,,,,90,13089,13740,21237,40394,37973,27585,15973,21290,34148,27439,15074,12732,16888,19354,57761,52438,12810,9920,6564,14663,38264,33701,39831,15146,46387,2148
,,,,,,,,91,13523,14047,21717,41279,40514,28811,16133,22879,36672,28455,15760,13318,17788,19118,56477,52402,13793,10773,7033,15700,37600,33937,40161,15726,48971,2275
,,,,,,,,92,14623,14609,22598,40420,41035,28106,15473,23401,35356,30770,15630,13230,17189,18150,54204,50777,14971,10789,6954,16195,36250,32819,38858,17074,51453,2383
,,,,,,,,93,15452,16031,24809,38800,40961,27364,14948,22676,33537,32803,15434,13026,16881,17580,52830,49874,14117,10348,6584,15717,34910,31817,37191,17763,50320,2320
,,,,,,,,94,14803,15490,23972,36507,27508,26591,14072,22164,32291,31404,13394,11545,16572,16697,47949,47125,13045,10101,6336,15488,32536,30517,34825,17145,49494,2281
,,,,,,,,95,14040,14369,22235,34277,24740,25304,13158,21259,29691,29067,12575,10892,15647,15393,44175,43978,12577,9653,5945,14974,30612,28883,32506,16449,47799,2195
,,,,,,,,96,13429,13660,21141,32800,23730,24070,12318,19900,27555,27630,11871,10271,14807,14358,41366,41604,11665,9073,5519,14144,29430,27750,31011,15564,45011,2068
,,,,,,,,97,12697,12719,19682,32639,21917,23260,11755,18917,26279,25693,10873,9405,14019,13638,39126,39782,10847,8649,5220,13436,28951,27544,30456,14504,42357,1957
,,,,,,,,98,11867,11614,17968,32840,21037,22866,11408,18371,25401,23571,10176,8794,13634,13371,38124,38968,10334,8390,5058,12992,28689,27598,30303,13605,40980,1909
,,,,,,,,99,11354,10686,16525,33576,20615,22579,11164,18196,24785,21731,9784,8466,13333,13274,37698,38437,9949,8282,4986,12840,28903,27880,30608,13142,40660,1908
,,,,,,,,100,11056,10100,15613,35043,20409,22609,11051,18332,24523,20986,9578,8276,13175,13355,37692,38558,9874,8262,4990,12866,29625,28532,31375,12940,40724,1918
,,,,,,,,101,10985,9722,15029,38140,20662,23047,11189,18635,24751,20752,9476,8173,13240,13685,38454,39493,10042,8379,5071,12951,31627,29742,33244,12920,41360,1957
,,,,,,,,102,10961,9522,14722,43103,21224,24123,11808,19425,25594,20587,9652,8295,13598,14648,41016,42254,10121,8662,5274,13344,35263,32179,36763,13120,43016,2044
,,,,,,,,103,11217,9579,14811,44882,25868,26229,13248,21125,27912,21151,10790,9087,14611,16180,46737,47414,10250,9289,5715,14364,37572,34833,39815,13780,46985,2238
,,,,,,,,104,11751,9904,15313,42875,33853,28056,14431,23090,31295,22476,12339,10384,16336,16952,49900,49732,10830,10194,6341,15907,36200,34791,38550,14985,53472,2575
,,,,,,,,105,12857,10723,16581,38719,34255,27757,14547,23371,32715,25114,13035,11107,16726,16561,48884,48434,11797,10464,6689,16518,33524,32840,36209,16704,54807,2619
,,,,,,,,106,13890,12190,18864,34882,32264,26586,14318,22298,31930,29310,12892,11156,16261,15929,47394,46755,12248,10126,6482,16028,31072,30573,33828,17048,52480,2483
,,,,,,,,107,13949,12744,19721,32226,30472,25553,14111,21314,30702,30811,12767,11074,15760,15201,46398,45763,12017,9708,6250,15469,29248,28930,31895,16547,50197,2344
,,,,,,,,108,13644,12879,19918,30558,29291,25084,13987,20438,30762,29830,12450,10898,15625,14814,44892,44545,11661,9613,6176,14845,27800,27773,30469,15925,48758,2274
,,,,,,,,109,13437,12909,19949,29275,28131,24440,13875,19936,30256,28156,12281,10798,15274,14551,43989,43562,11551,9377,6096,14474,27027,26959,29818,15468,47297,2191
,,,,,,,,110,13312,13192,20388,28231,27166,23858,13752,19672,30122,28530,12048,10635,14987,14275,43314,42694,11503,9190,6039,14279,26279,26217,29000,15182,46302,2138
,,,,,,,,111,13048,13402,20713,27896,26859,23397,13616,19448,29836,27755,11957,10574,14769,14199,42804,41954,11568,9043,6009,13970,26044,25676,28536,15026,45582,2100
,,,,,,,,112,12997,13530,20909,28647,27164,23208,13611,19384,29566,27347,12018,10608,14642,14441,43466,42103,11592,8932,5986,13854,26964,26037,29146,14883,45050,2074
,,,,,,,,113,12869,13604,21025,31475,28855,23728,13923,19693,30142,27015,12351,10798,14644,15267,46273,43832,11837,9009,6075,13936,29869,27689,31221,14823,45201,2084
,,,,,,,,114,12949,13706,21184,35620,32209,25259,14957,20576,32101,27033,13169,11357,15395,16922,51213,47375,12454,9370,6368,14291,32773,30509,34983,15076,45905,2124
,,,,,,,,115,13435,13985,21621,35573,34813,26722,15296,21897,34667,27970,13844,11963,16421,17038,50242,47988,13404,10128,6731,15242,32356,30926,35484,15634,48152,2236
,,,,,,,,116,14463,14467,22379,34106,35091,26117,14731,22344,33412,30480,13686,11834,15950,16460,48606,46652,14543,10157,6630,15710,31498,30070,34265,16945,50390,2333
,,,,,,,,117,15402,15842,24517,32040,35123,25242,14204,21773,31563,33327,13493,11649,15551,16157,47620,45718,13848,9686,6308,15270,30603,29206,32913,17719,49177,2267
,,,,,,,,118,14772,15354,23762,29678,24178,24481,13394,21406,30371,32367,11815,10428,15177,15425,43539,43376,12777,9386,6082,15041,28802,28138,30993,17102,48257,2222
,,,,,,,,119,14075,14238,22032,27311,21783,23363,12592,20454,28129,30286,11142,9878,14411,14399,40548,41037,12275,8908,5721,14509,27300,26786,29217,16436,46342,2127
,,,,,,,,120,13547,13581,21021,25713,20638,22044,11737,19429,26030,29116,10562,9361,13577,13534,37956,38643,11375,8302,5303,13714,26503,25843,28101,15717,43404,1992
,,,,,,,,121,12904,12776,19771,24945,19778,21159,11033,18393,24469,27577,9775,8668,12709,12943,35743,36956,10594,7814,4927,12967,26310,25480,27694,14661,40584,1867
,,,,,,,,122,12131,11674,18062,24862,18978,20715,10652,17836,23588,25413,9216,8161,12261,12734,34947,36265,10100,7587,4732,12407,26457,25481,27730,13770,38641,1780
,,,,,,,,123,11704,10743,16616,25120,18691,20457,10445,17512,23082,23687,8857,7852,11931,12706,34501,35863,9847,7499,4665,12149,26904,25639,28138,13232,37767,1749
,,,,,,,,124,11485,10199,15769,26296,18499,20466,10356,17435,22844,22987,8695,7688,11827,12723,34749,35917,9854,7478,4663,12081,27975,26235,29211,13095,37448,1739
,,,,,,,,125,11478,9833,15204,29131,18641,20901,10484,17492,23062,22766,8631,7604,11900,13104,35540,36800,10023,7628,4736,12134,30031,27431,31249,13156,37801,1764
,,,,,,,,126,11543,9643,14913,33641,19209,21787,11043,18168,23901,22810,8813,7726,12199,14058,38154,39227,10090,7926,4953,12435,33680,29810,34736,13362,38941,1826
,,,,,,,,127,11766,9705,15011,35981,24090,23782,12352,19660,26172,23474,9867,8465,13156,15454,43659,43566,10219,8582,5388,13296,35545,32227,37446,13971,42104,1981
,,,,,,,,128,12319,10021,15499,35076,30683,25644,13432,21225,29407,24904,11056,9519,14873,16059,45904,45776,10794,9492,6044,14537,34345,32100,36969,15193,47673,2267
,,,,,,,,129,13467,10863,16804,32963,30559,25513,13543,21545,30972,27654,11465,10022,15365,15584,44433,44489,11831,9815,6410,15163,31619,30259,34886,16869,49283,2332
,,,,,,,,130,14409,12368,19150,30625,28849,24521,13328,20887,30397,31937,11186,9959,15071,15026,42426,42726,12384,9562,6298,14817,28994,28442,32647,17276,47585,2230
,,,,,,,,131,14539,12937,20027,29091,27151,23803,13334,20329,30012,33409,11107,9898,14753,14281,41307,41791,12366,9336,6126,14583,27195,26967,30639,16799,46366,2145
,,,,,,,,132,14286,13084,20243,28389,25872,23475,13159,19769,29814,32715,10846,9749,14717,13882,39829,40700,12129,9272,6095,14187,25870,26084,29391,16111,46019,2130
,,,,,,,,133,14084,12988,20079,27738,24806,22978,13095,19473,29558,31113,10681,9653,14374,13641,38691,39815,12016,9125,6091,13961,25185,25343,28632,15584,45393,2094
,,,,,,,,134,13869,13212,20425,27213,23811,22593,12985,19343,29468,31324,10436,9482,14199,13320,37872,39052,11945,8994,6070,13771,24458,24766,27931,15242,44961,2070
,,,,,,,,135,13666,13220,20434,27130,23503,22221,12877,19166,29206,30371,10327,9387,14058,13088,37440,38324,12092,8875,6085,13632,24166,24199,27383,15026,44779,2059
,,,,,,,,136,13518,13196,20396,27517,23730,22199,12868,19007,29090,29856,10409,9422,13944,13217,37945,38306,12088,8786,6071,13520,24802,24350,27839,14827,44546,2049
,,,,,,,,137,13418,13160,20340,29460,25250,22504,13122,19348,29722,29485,10708,9583,13955,13698,39892,39262,12238,8854,6215,13625,27103,25649,29611,14800,44802,2065
,,,,,,,,138,13486,13178,20370,32550,27912,23693,14078,19986,31469,29550,11350,10018,14632,15071,43969,42051,12725,9202,6507,13876,29280,27760,32637,14988,45347,2097
,,,,,,,,139,13986,13422,20753,31644,29577,24880,14231,20862,33524,30708,11840,10467,15464,14855,42889,42280,13513,9870,6867,14548,28320,27586,32242,15437,46570,2161
,,,,,,,,140,14993,13978,21625,29917,29270,24157,13541,20972,32125,32988,11613,10299,14942,14067,40609,40663,14774,9777,6745,14741,27013,26533,30754,16591,47944,2220
,,,,,,,,141,15686,15445,23906,28086,29000,23384,13039,20029,30304,35011,11346,10055,14535,13726,39446,39783,14063,9301,6413,14090,26374,25671,29466,17193,46122,2126
,,,,,,,,142,14920,14919,23091,26357,20695,22745,12451,19381,29210,33358,10119,9149,14199,13218,36628,38273,13050,9054,6210,13716,25161,24665,28178,16502,44672,2056
,,,,,,,,143,14129,13874,21473,24324,18726,21875,11772,18829,27315,30762,9631,8755,13666,12534,34338,36326,12612,8731,5881,13370,23708,23236,26593,15938,43189,1982
,,,,,,,,144,13629,13344,20658,22572,17879,20944,11050,18060,25624,29389,9237,8404,12995,11793,32299,34416,11764,8347,5520,12799,22719,22146,25234,15398,41181,1888
,,,,,,,,145,13081,12580,19472,21868,17343,20346,10606,17151,24401,28036,9151,8051,12342,11207,31223,33306,11033,7966,5265,12188,22449,21753,24477,14571,38779,1778
,,,,,,,,146,12484,11697,18102,21336,16395,20136,10240,16698,24067,26119,8584,7566,12131,10806,29998,32124,10694,7985,5243,11784,22177,21366,23857,13830,37323,1739
,,,,,,,,147,12155,10976,16976,21140,16064,19669,10006,16171,23180,24643,8295,7281,11835,10740,29669,31502,10689,7819,5125,11441,22365,21041,23578,13589,36087,1689
,,,,,,,,148,12058,10631,16410,21613,15962,19651,9896,15985,22938,24137,8137,7111,11725,10795,29743,31364,10466,7842,5112,11321,22751,21020,23630,13456,35534,1671
,,,,,,,,149,11817,10158,15678,22619,16026,19894,9928,15911,23030,23381,8038,7013,11730,10973,30119,31617,10627,7958,5165,11274,23489,21307,23999,13360,35539,1678
