region,marginal_price,total_demand
BASN,57.54057963367288,177158138.0
CASO,60.778938800048394,158791938.0
CANO,64.07835779642048,245898072.0
FRCC,57.62214741410085,334048179.0
ISNE,96.9609857214028,210413923.0
MISC,47.8883990405733,264171318.0
MISE,53.02732444732105,137137308.0
MISS,49.39135871463823,242486982.0
MISW,47.88254848677394,324181570.0
NWPP,60.46916353806236,300529644.0
NYCW,83.05460955361433,106442119.0
NYUP,62.182239327420206,92400602.0
PJMC,51.11472497826263,152682741.0
PJMD,63.2789076056117,145712440.0
PJME,68.14943897356159,389826566.0
PJMW,51.1903807328501,412215498.0
RMRG,46.16984554560523,150676430.0
SPPC,45.56308982268076,108907378.0
SPPN,43.59518452339472,74985567.0
SPPS,44.25902668971668,177543457.0
SRCA,59.37360651124338,287884867.0
SRCE,51.101176392960866,285639456.0
SRSE,55.566032495947155,333542368.0
SRSG,55.888928575912296,204888767.0
TRE,46.51073279412859,555402906.0
TREW,41.44873358508527,26667903.0
