region,marginal_price,total_demand
BASN,137.37328964700086,177158138.0
CASO,135.13533415604704,158791938.0
CANO,143.6431661103263,245898072.0
FRCC,134.08245939882377,334048179.0
ISNE,191.31366929638637,210413923.0
MISC,120.96518836508291,264171318.0
MISE,134.26768072260774,137137308.0
MISS,118.9806979440404,242486982.0
MISW,123.49790624486769,324181570.0
NWPP,136.7416546598976,300529644.0
NYCW,192.23095329252604,106442119.0
NYUP,155.11517380781711,92400602.0
PJMC,130.9060946001731,152682741.0
PJMD,160.71098137864382,145712440.0
PJME,166.37930025622987,389826566.0
PJMW,128.04400776907448,412215498.0
RMRG,115.36747853579364,150676430.0
SPPC,116.86125365283219,108907378.0
SPPN,113.86242298308602,74985567.0
SPPS,108.90227703999832,177543457.0
SRCA,136.21105152432966,287884867.0
SRCE,124.21487067810354,285639456.0
SRSE,131.55344240654048,333542368.0
SRSG,131.00387991753433,204888767.0
TRE,112.5975529442786,555402906.0
TREW,104.1768196827104,26667903.0
