Constraint,CapRes_1,CapRes_2,CapRes_3
t1,4.351636773366049e-10,7.368395383732242e-10,1.0029781163653572e-10
t2,3.5767735782413503e-10,6.747044916749524e-10,9.610801575020394e-11
t3,3.5252997659933713e-10,6.287274788362754e-10,9.743176036019886e-11
t4,3.382227016857933e-10,5.468514420528267e-10,1.0102435577894737e-10
t5,3.797870906555091e-10,5.927128411436524e-10,1.0877406306246478e-10
t6,3.9071600447031656e-10,6.616748583838591e-10,1.2211934209638284e-10
t7,5.469497653650472e-10,8.631381776460561e-10,1.668918276643247e-10
t8,6.622239159856095e-10,1.0040203197800773e-9,2.002810384461621e-10
t9,1.1604064442778874e-9,7.304565060951024e-9,2.348210760195447e-10
t10,6.767966293043757e-10,1.0819190709301728e-9,1.1386528454219926e-10
t11,6.909714075097506e-10,7.380391167200121e-10,9.446950961062714e-11
t12,6.780697307810127e-10,8.767105648199861e-10,8.044471036397502e-11
t13,5.174201852884569e-10,8.552002014160969e-10,7.370669333372332e-11
t14,4.677942781112772e-10,7.421339945942046e-10,7.007771836464482e-11
t15,5.011957330537009e-10,6.053418232719414e-10,6.698276766429663e-11
t16,4.484035102078175e-10,5.731587446617207e-10,7.360207373240179e-11
t17,5.300193695472886e-10,9.183205726243613e-10,9.439917183434847e-11
t18,8.457568431890635e-10,1.9796635292640007e-9,2.077746678426662e-10
t19,9.922637997205966e-10,2.235680672455527e-9,2.359597271749477e-10
t20,8.054103965685729e-10,1.9723072968363263e-9,1.6916004437734425e-10
t21,6.79903903353285e-10,8.867725019090318e-9,1.5200702790518002e-10
t22,6.547930978687837e-10,8.320798887935176e-9,2.4094903814642023e-10
t23,6.268841842101356e-10,1.069141232578826e-9,1.0773828598995136e-10
t24,5.131506266444186e-10,9.790604401231118e-10,1.1281796189828873e-10
t25,7.456872956140354e-10,7.244106681001626e-10,1.0653224130965006e-10
t26,4.2047170231646287e-10,7.129658140780213e-10,7.925356169627846e-11
t27,4.251977137537074e-10,7.391027556179995e-10,8.5799473702244e-11
t28,4.247596088851883e-10,7.608419578541633e-10,8.79533615974133e-11
t29,5.148717022489302e-10,7.645928569540294e-10,8.474574648650822e-11
t30,5.709110253055894e-10,8.046650848760042e-10,8.938696269309204e-11
t31,6.365507516584654e-10,9.241316991481515e-10,1.1608903903543353e-10
t32,6.279511640442563e-10,9.872949567173182e-10,1.2924598245476815e-10
t33,7.36697367489793e-10,9.164343105764394e-10,1.110076074293092e-10
t34,6.450851500118054e-10,5.727681495922688e-10,7.308519574177304e-11
t35,5.625594045281363e-10,5.569270674791316e-10,5.7880987980181276e-11
t36,5.167961585261866e-10,4.5846894057872896e-10,5.248389857734079e-11
t37,4.631501902994148e-10,4.4244027427521846e-10,4.99339766087413e-11
t38,4.2560230489572803e-10,4.726642470342794e-10,4.899503571216374e-11
t39,4.5046134424557334e-10,5.225993049126836e-10,4.9829363649782474e-11
t40,4.1811097448714245e-10,4.910782580723322e-10,5.462467770830375e-11
t41,2.2308044407308808e-9,6.042860371410413e-10,6.897053934209648e-11
t42,9.131787471380378e-10,6.691836915254113e-10,1.0912053917854526e-10
t43,8.863873836365898e-10,6.894946683156783e-10,1.1967357601876587e-10
t44,6.611556535384611e-10,5.96110986643092e-10,9.57052348940139e-11
t45,6.255454473837531e-10,5.497335929607792e-10,8.861190310737054e-11
t46,5.470391770406983e-10,5.127659170231042e-10,8.219539664081532e-11
t47,4.287254978030375e-10,4.913308919505266e-10,7.363824730662473e-11
t48,3.9437079763933593e-10,4.639762733406406e-10,6.852482797009893e-11
t49,3.85968598000111e-10,4.4869477806823277e-10,6.71317444306517e-11
t50,3.3347085931409014e-10,4.4121220436400577e-10,6.324734894484806e-11
t51,3.311358011578924e-10,4.2894066293720846e-10,6.199988373114415e-11
t52,3.3080241581434927e-10,4.3848289834880586e-10,6.17669369304232e-11
t53,3.422938738765506e-10,4.4186016862000124e-10,6.224817874820703e-11
t54,3.4827351792908783e-10,4.542027955837401e-10,6.654583112873972e-11
t55,3.963385418183642e-10,4.524222376220556e-10,6.99101334699511e-11
t56,4.874613003466359e-10,4.879899471070585e-10,7.493544928318776e-11
t57,4.6171385256546245e-10,6.321580151962372e-10,8.125057430460538e-11
t58,4.712993357674124e-10,4.680425313624436e-10,6.665759793292059e-11
t59,3.971346740265525e-10,4.522085980884088e-10,5.78549218856026e-11
t60,4.2503401925846055e-10,4.5323457511117484e-10,5.556424659455318e-11
t61,3.885921471379315e-10,4.62268600500826e-10,5.469254288044166e-11
t62,3.8644626319535505e-10,4.326545630112174e-10,5.326051483499621e-11
t63,3.9346481473475993e-10,4.091275928658551e-10,5.3624272899900453e-11
t64,3.640134440794784e-10,4.2117648641786837e-10,5.6537110708618545e-11
t65,4.810257688218373e-10,4.744335378452322e-10,6.581262089802927e-11
t66,4.332157833255089e-10,6.250280227320505e-10,1.0007261592686788e-10
t67,4.781972532311842e-10,7.343156120232856e-10,1.3304010992493963e-10
t68,4.726592692565052e-10,7.013893804037696e-10,1.3772869585422368e-10
t69,4.529956943046661e-10,6.898316474699556e-10,1.23904870917785e-10
t70,4.1275592568743674e-10,6.376455373253185e-10,1.1023536621112997e-10
t71,3.5898130704616645e-10,5.893118395377202e-10,9.898117314935195e-11
t72,3.213045525907324e-10,5.044104417237489e-10,8.791668863857063e-11
t73,3.0376195948533436e-10,4.519083685613729e-10,8.021572471330576e-11
t74,2.9488419047948757e-10,4.2106986486780443e-10,7.680962558526466e-11
t75,3.011692392119566e-10,4.1058740451300294e-10,7.785286311391834e-11
t76,3.0901229190839797e-10,4.4573428537443026e-10,8.022772328524087e-11
t77,3.076852036901439e-10,4.6261356904799044e-10,8.348883007140198e-11
t78,3.343561934540335e-10,4.5832477070407326e-10,8.527937429549833e-11
t79,3.5028138168394157e-10,1.4960809393224461e-9,1.071830001966678e-10
t80,3.879967303467554e-10,5.056172425777752e-10,1.07355436437638e-10
t81,4.5992225690448143e-10,2.7659833692636475e-9,1.0365082669220893e-10
t82,4.1127330721338535e-10,4.990214733824158e-10,7.929936707484987e-11
t83,3.6227160649734745e-10,4.5854370209497174e-10,6.650392876484186e-11
t84,3.9629258073854754e-10,5.029957733990871e-10,6.598018323033844e-11
t85,4.772719314547153e-10,4.777888569105532e-10,6.375567714180183e-11
t86,4.63399275812635e-10,4.623684231541202e-10,6.13119298175129e-11
t87,4.194074275397599e-10,4.553405501917119e-10,6.524853031606547e-11
t88,3.8752144428966423e-10,4.901510919984946e-10,7.208968300583403e-11
t89,4.731551132409397e-10,7.165203774606717e-10,8.511321952030205e-11
t90,7.550696629412375e-10,9.225773702324126e-10,1.8444519154363485e-10
t91,9.736233711852757e-10,1.962703743180375e-9,2.3050090427371172e-10
t92,9.967077703551843e-10,1.9759173919064603e-9,2.3846074032752967e-10
t93,8.327973962093056e-10,1.7489449524571633e-9,2.1808724858931475e-10
t94,7.595065867402796e-10,1.1258845906709072e-9,1.8438581051361872e-10
t95,5.230163495823747e-10,1.1128849879420196e-9,1.4007353278120923e-10
t96,4.321510474592601e-10,8.058340851911963e-10,1.137184066249934e-10
t97,2.4017359091549685e-10,3.107583119611355e-10,4.8147876110640026e-11
t98,2.3572974604679016e-10,3.018728351685699e-10,4.2419714549074836e-11
t99,2.3664535602645844e-10,2.9769826917293143e-10,4.249889174699658e-11
t100,2.3851113350715243e-10,2.7170822306293314e-10,4.24488787752478e-11
t101,2.4696655922895027e-10,2.620623450502263e-10,4.175909752981023e-11
t102,2.2752798362354645e-10,1.4006510732392373e-9,5.910053633945673e-11
t103,1.5644083960866132e-10,3.3757674831308434e-10,4.6527541465206114e-11
t104,1.7148960694845812e-10,2.012270368511337e-10,2.722939971665364e-11
t105,1.794721770879864e-10,1.9600732304589344e-10,3.9109255130837423e-11
t106,1.760597379096358e-10,2.180617556972622e-10,3.1258580537553394e-11
t107,1.8322499603324134e-10,2.5525146152513014e-10,3.0292456830597465e-11
t108,1.9535985137301475e-10,2.9621914431635296e-10,4.217166211127868e-11
t109,2.027597474227111e-10,3.156929579571713e-10,4.7042920293184506e-11
t110,2.1609873031154766e-10,3.909869859931448e-10,5.073490855122531e-11
t111,2.1560360761268627e-10,3.149362557588803e-10,5.263128144132047e-11
t112,2.2296493155012278e-10,3.776905616805763e-10,5.299650165100463e-11
t113,3.2420444123635233e-10,3.839383905387479e-10,5.5555237675802344e-11
t114,3.6394160186873793e-10,4.032419976293173e-10,5.795007702551541e-11
t115,3.1644678694414733e-10,4.790531218290325e-10,7.099792690533918e-11
t116,3.505620495269271e-10,2.7290555515278062e-9,9.725145712389928e-11
t117,3.0961559678964293e-10,6.028038319101873e-10,1.421147472816146e-10
t118,3.231176191791456e-10,4.570872614522125e-10,9.673074168118438e-11
t119,3.6912235081410675e-10,4.0094569377708806e-10,8.699299126568243e-11
t120,2.669463946555567e-10,4.2381442917204075e-10,7.274321551333982e-11
t121,2.2371709459939593e-10,3.551657494211708e-10,6.061009607355285e-11
t122,2.1683110672971834e-10,3.350262701586563e-10,5.751287555723041e-11
t123,2.2236909584138582e-10,3.0608698035261103e-10,8.236594531203749e-11
t124,2.664585787489587e-10,1.32533525752951e-9,5.561901732513596e-11
t125,2.7210703128021907e-10,3.408712062568004e-10,4.4082404984404023e-11
t126,4.897838314043967e-10,3.706318471321197e-10,6.831806012385881e-11
t127,2.978008317053676e-10,3.416758168173995e-10,5.737454191059313e-11
t128,3.2551935948628576e-10,3.9539311757955125e-10,6.197809114391732e-11
t129,3.07557677079606e-10,2.3071961204612906e-9,6.029206788543895e-11
t130,3.758534479327673e-10,2.13614795083954e-9,4.3532820471434216e-11
t131,4.009345603466387e-10,2.4095848674408106e-9,5.954567414793204e-11
t132,3.6473490295331143e-10,2.427754476047955e-9,6.392278070118402e-11
t133,3.2285926895993553e-10,3.8908583306574423e-10,6.676863095650038e-11
t134,3.28005767431399e-10,2.325860196302662e-9,7.223532825829392e-11
t135,3.7457828993961043e-10,4.772409792205919e-10,7.403603078062542e-11
t136,4.2908990036829993e-10,5.794857952536083e-10,6.873958096254355e-11
t137,5.069276029314059e-10,6.768785196966294e-10,7.335712977286192e-11
t138,7.152444530277318e-10,3.5882419616575943e-9,8.803935359807714e-11
t139,7.079020203547062e-10,3.1864663776775164e-9,1.0201258988571502e-10
t140,4.929214662268917e-10,3.19749077051031e-9,1.212587133336147e-10
t141,4.74291513918436e-10,9.488638142226795e-10,1.0009587224223862e-10
t142,5.032890829419944e-10,9.150229399840587e-10,1.0638766571340021e-10
t143,3.795497959758698e-10,7.863453967568258e-10,9.178366068729227e-11
t144,3.328698296033345e-10,8.888913335968846e-10,6.791213284626852e-11
t145,3.397049730193726e-10,5.084356396276969e-10,8.561283241135407e-11
