Line,New_Trans_Capacity,Cost_Trans_Capacity
1,0.0,0.0
2,799.9999981851046,1.336399996968217e7
3,14.510591181469657,345323.0489366149
4,1.2998611260921545e-5,0.32127367592493694
5,8.412161035799481e-5,0.43297392851259925
6,499.9999885325862,1.205999972340598e7
7,1299.9999744362385,1.165709977076975e7
8,614.7446242767171,7.869960679990531e6
9,1.925601509943298e-6,0.018535840134714186
10,2149.9999779128652,2.5610799736898053e7
11,754.9999831391419,2.672246940322679e7
12,3474.9999735652677,3.704349971820576e7
13,3264.3359494294496,2.0317226949248895e7
14,1289.9999803903281,9.921389849182013e6
15,174.99997381189195,803599.8797442077
16,659.9998710708306,9.225478197828071e6
17,299.99997593654695,9.311699253094481e6
