period,value,model,zone,resource_name,tech_type,case,timestep,unit,planning_year
2027,295573.0425977628,SWITCH,BASN,BASN_batteries_1,Battery,current_policies_short_low_ccs,all,MWh,2027
2027,6.072213078226223e-08,SWITCH,BASN,BASN_battery_moderate_0,Battery,current_policies_short_low_ccs,all,MWh,2027
2027,65376.91439995637,SWITCH,BASN,BASN_biomass_1,Other,current_policies_short_low_ccs,all,MWh,2027
2027,179472.38399997947,SWITCH,BASN,BASN_biomass_2,Other,current_policies_short_low_ccs,all,MWh,2027
2027,8882173.171222743,SWITCH,BASN,BASN_conventional_hydroelectric_1,Hydro,current_policies_short_low_ccs,all,MWh,2027
2027,9960721.400729919,SWITCH,BASN,BASN_conventional_steam_coal_1,Coal,current_policies_short_low_ccs,all,MWh,2027
2027,15595581.456343882,SWITCH,BASN,BASN_conventional_steam_coal_2,Coal,current_policies_short_low_ccs,all,MWh,2027
2027,2908742.774999998,SWITCH,BASN,BASN_distributed_generation_1,Distributed Solar,current_policies_short_low_ccs,all,MWh,2027
2027,4035503.4719999963,SWITCH,BASN,BASN_geothermal_1,Geothermal,current_policies_short_low_ccs,all,MWh,2027
2027,1.8423543084722633e-09,SWITCH,BASN,BASN_hydrogen_fframe_ct_moderate_0,Hydro,current_policies_short_low_ccs,all,MWh,2027
2027,3.056926771834052e-09,SWITCH,BASN,BASN_hydrogen_hframe_cc_moderate_0,Hydro,current_policies_short_low_ccs,all,MWh,2027
2027,1.3953347906722356e-06,SWITCH,BASN,BASN_landbasedwind_class3_moderate_0_anyQual_0,Wind,current_policies_short_low_ccs,all,MWh,2027
2027,1.9747961868279104e-08,SWITCH,BASN,BASN_landbasedwind_class3_moderate_10_anyQual_0,Wind,current_policies_short_low_ccs,all,MWh,2027
2027,2.0040205661400646e-08,SWITCH,BASN,BASN_landbasedwind_class3_moderate_11_anyQual_1,Wind,current_policies_short_low_ccs,all,MWh,2027
2027,30359679.912182916,SWITCH,BASN,BASN_landbasedwind_class3_moderate_1_anyQual_1,Wind,current_policies_short_low_ccs,all,MWh,2027
2027,5.233943842363494e-08,SWITCH,BASN,BASN_landbasedwind_class3_moderate_2_anyQual_0,Wind,current_policies_short_low_ccs,all,MWh,2027
2027,6.766490465197616e-08,SWITCH,BASN,BASN_landbasedwind_class3_moderate_3_anyQual_1,Wind,current_policies_short_low_ccs,all,MWh,2027
2027,3.463857085769138e-08,SWITCH,BASN,BASN_landbasedwind_class3_moderate_4_anyQual_0,Wind,current_policies_short_low_ccs,all,MWh,2027
2027,3.5902903027368494e-08,SWITCH,BASN,BASN_landbasedwind_class3_moderate_5_anyQual_1,Wind,current_policies_short_low_ccs,all,MWh,2027
2027,2.7472129116822474e-08,SWITCH,BASN,BASN_landbasedwind_class3_moderate_6_anyQual_0,Wind,current_policies_short_low_ccs,all,MWh,2027
2027,2.7116642040702996e-08,SWITCH,BASN,BASN_landbasedwind_class3_moderate_7_anyQual_1,Wind,current_policies_short_low_ccs,all,MWh,2027
2027,2.1469760811650752e-08,SWITCH,BASN,BASN_landbasedwind_class3_moderate_8_anyQual_0,Wind,current_policies_short_low_ccs,all,MWh,2027
2027,2.363573077056088e-08,SWITCH,BASN,BASN_landbasedwind_class3_moderate_9_anyQual_1,Wind,current_policies_short_low_ccs,all,MWh,2027
2027,276802.8609516763,SWITCH,BASN,BASN_natural_gas_fired_combined_cycle_1,Natural Gas,current_policies_short_low_ccs,all,MWh,2027
2027,17260546.810751185,SWITCH,BASN,BASN_natural_gas_fired_combined_cycle_2,Natural Gas,current_policies_short_low_ccs,all,MWh,2027
2027,1.3362977585317066e-08,SWITCH,BASN,BASN_natural_gas_fired_combustion_turbine_1,Natural Gas,current_policies_short_low_ccs,all,MWh,2027
2027,1.627415057484025e-08,SWITCH,BASN,BASN_natural_gas_fired_combustion_turbine_2,Natural Gas,current_policies_short_low_ccs,all,MWh,2027
2027,2.499846946776001e-08,SWITCH,BASN,BASN_natural_gas_internal_combustion_engine_1,Natural Gas,current_policies_short_low_ccs,all,MWh,2027
2027,1.0264444268413638e-08,SWITCH,BASN,BASN_natural_gas_steam_turbine_1,Natural Gas,current_policies_short_low_ccs,all,MWh,2027
2027,1.1225417239394207e-08,SWITCH,BASN,BASN_naturalgas_fframe_ct_moderate_0,Natural Gas,current_policies_short_low_ccs,all,MWh,2027
2027,4.0701255903771774e-08,SWITCH,BASN,BASN_naturalgas_hframe_cc_moderate_0,Natural Gas,current_policies_short_low_ccs,all,MWh,2027
2027,8.463921457687537e-09,SWITCH,BASN,BASN_nuclear_nuclear_moderate_0,Nuclear,current_policies_short_low_ccs,all,MWh,2027
2027,3996895.565741356,SWITCH,BASN,BASN_onshore_wind_turbine_1,Wind,current_policies_short_low_ccs,all,MWh,2027
2027,1.2870022427593184e-09,SWITCH,BASN,BASN_petroleum_liquids_1,Other,current_policies_short_low_ccs,all,MWh,2027
2027,1643290.5216000006,SWITCH,BASN,BASN_small_hydroelectric_1,Hydro,current_policies_short_low_ccs,all,MWh,2027
2027,19998970.00108941,SWITCH,BASN,BASN_solar_photovoltaic_1,Solar,current_policies_short_low_ccs,all,MWh,2027
2027,8.136998186617402e-08,SWITCH,BASN,BASN_utilitypv_class1_moderate_0_anyQual_0,Solar,current_policies_short_low_ccs,all,MWh,2027
2027,7.322106826489327e-08,SWITCH,BASN,BASN_utilitypv_class1_moderate_1_anyQual_1,Solar,current_policies_short_low_ccs,all,MWh,2027
2027,3.3109406211799675e-08,SWITCH,BASN,BASN_utilitypv_class1_moderate_2_anyQual_0,Solar,current_policies_short_low_ccs,all,MWh,2027
2027,3.399638435522225e-08,SWITCH,BASN,BASN_utilitypv_class1_moderate_3_anyQual_1,Solar,current_policies_short_low_ccs,all,MWh,2027
