model,zone,planning_year,case,unit,value
SWITCH,BASN,2027,current_policies_short_low_ccs,kg,32500481068.77069
SWITCH,CANO,2027,current_policies_short_low_ccs,kg,13133042070.232891
SWITCH,CASO,2027,current_policies_short_low_ccs,kg,14471021047.478544
SWITCH,FRCC,2027,current_policies_short_low_ccs,kg,88185261876.02884
SWITCH,ISNE,2027,current_policies_short_low_ccs,kg,15718348388.59409
SWITCH,MISC,2027,current_policies_short_low_ccs,kg,119851259263.2364
SWITCH,MISE,2027,current_policies_short_low_ccs,kg,49178235327.6641
SWITCH,MISS,2027,current_policies_short_low_ccs,kg,81346559755.47978
SWITCH,MISW,2027,current_policies_short_low_ccs,kg,86534546627.4715
SWITCH,NWPP,2027,current_policies_short_low_ccs,kg,15745083884.467976
SWITCH,NYCW,2027,current_policies_short_low_ccs,kg,9173899102.52518
SWITCH,NYUP,2027,current_policies_short_low_ccs,kg,8350748630.975035
SWITCH,PJMC,2027,current_policies_short_low_ccs,kg,11182031496.007854
SWITCH,PJMD,2027,current_policies_short_low_ccs,kg,6302658549.208652
SWITCH,PJME,2027,current_policies_short_low_ccs,kg,99426663753.40698
SWITCH,PJMW,2027,current_policies_short_low_ccs,kg,202154614306.0728
SWITCH,RMRG,2027,current_policies_short_low_ccs,kg,49234775322.902756
SWITCH,SPPC,2027,current_policies_short_low_ccs,kg,45560591583.850586
SWITCH,SPPN,2027,current_policies_short_low_ccs,kg,33156785632.57348
SWITCH,SPPS,2027,current_policies_short_low_ccs,kg,41057360238.66461
SWITCH,SRCA,2027,current_policies_short_low_ccs,kg,90040737839.0612
SWITCH,SRCE,2027,current_policies_short_low_ccs,kg,105088530493.32579
SWITCH,SRSE,2027,current_policies_short_low_ccs,kg,111688278483.94571
SWITCH,SRSG,2027,current_policies_short_low_ccs,kg,46117982855.779
SWITCH,TRE,2027,current_policies_short_low_ccs,kg,108645897451.2031
SWITCH,TREW,2027,current_policies_short_low_ccs,kg,5069599424.114092
SWITCH,BASN,2030,current_policies_short_low_ccs,kg,28968917706.37751
SWITCH,CANO,2030,current_policies_short_low_ccs,kg,12026156926.653473
SWITCH,CASO,2030,current_policies_short_low_ccs,kg,13359508006.657953
SWITCH,FRCC,2030,current_policies_short_low_ccs,kg,79098414581.15399
SWITCH,ISNE,2030,current_policies_short_low_ccs,kg,12265267755.996397
SWITCH,MISC,2030,current_policies_short_low_ccs,kg,108876507437.3382
