model,zone,planning_year,case,unit,value
USENSYS,BASN,2027,full-current-policies-retire,tons,29302517
USENSYS,BASN,2030,full-current-policies-retire,tons,26559842
USENSYS,BASN,2035,full-current-policies-retire,tons,28582583
USENSYS,BASN,2040,full-current-policies-retire,tons,26656626
USENSYS,BASN,2045,full-current-policies-retire,tons,36608480
USENSYS,BASN,2050,full-current-policies-retire,tons,36164019
USENSYS,CANO,2027,full-current-policies-retire,tons,14225504
USENSYS,CANO,2030,full-current-policies-retire,tons,12725212
USENSYS,CANO,2035,full-current-policies-retire,tons,9611612
USENSYS,CANO,2040,full-current-policies-retire,tons,5391491
USENSYS,CANO,2045,full-current-policies-retire,tons,18209502
USENSYS,CANO,2050,full-current-policies-retire,tons,19607297
USENSYS,CASO,2027,full-current-policies-retire,tons,14054729
USENSYS,CASO,2030,full-current-policies-retire,tons,12535507
USENSYS,CASO,2035,full-current-policies-retire,tons,20996262
USENSYS,CASO,2040,full-current-policies-retire,tons,25902504
USENSYS,CASO,2045,full-current-policies-retire,tons,41316177
USENSYS,CASO,2050,full-current-policies-retire,tons,47520986
USENSYS,FRCC,2027,full-current-policies-retire,tons,74693263
USENSYS,FRCC,2030,full-current-policies-retire,tons,57536477
USENSYS,FRCC,2035,full-current-policies-retire,tons,54428562
USENSYS,FRCC,2040,full-current-policies-retire,tons,53654005
USENSYS,FRCC,2045,full-current-policies-retire,tons,68548242
USENSYS,FRCC,2050,full-current-policies-retire,tons,75949149
USENSYS,ISNE,2027,full-current-policies-retire,tons,18541265
USENSYS,ISNE,2030,full-current-policies-retire,tons,13653963
USENSYS,ISNE,2035,full-current-policies-retire,tons,16663045
USENSYS,ISNE,2040,full-current-policies-retire,tons,25744405
USENSYS,ISNE,2045,full-current-policies-retire,tons,25450104
USENSYS,ISNE,2050,full-current-policies-retire,tons,20709838
USENSYS,MISC,2027,full-current-policies-retire,tons,50597404
USENSYS,MISC,2030,full-current-policies-retire,tons,46708688
USENSYS,MISC,2035,full-current-policies-retire,tons,47522778
USENSYS,MISC,2040,full-current-policies-retire,tons,62484403
USENSYS,MISC,2045,full-current-policies-retire,tons,114528875
USENSYS,MISC,2050,full-current-policies-retire,tons,106866439
USENSYS,MISE,2027,full-current-policies-retire,tons,48064765
USENSYS,MISE,2030,full-current-policies-retire,tons,35864777
USENSYS,MISE,2035,full-current-policies-retire,tons,33493657
USENSYS,MISE,2040,full-current-policies-retire,tons,38779714
USENSYS,MISE,2045,full-current-policies-retire,tons,49789640
USENSYS,MISE,2050,full-current-policies-retire,tons,47453592
USENSYS,MISS,2027,full-current-policies-retire,tons,35899954
USENSYS,MISS,2030,full-current-policies-retire,tons,28753514
USENSYS,MISS,2035,full-current-policies-retire,tons,26966667
USENSYS,MISS,2040,full-current-policies-retire,tons,36544947
USENSYS,MISS,2045,full-current-policies-retire,tons,60258525
USENSYS,MISS,2050,full-current-policies-retire,tons,60763472
USENSYS,MISW,2027,full-current-policies-retire,tons,50238271
USENSYS,MISW,2030,full-current-policies-retire,tons,48808069
