model,zone,tech_type,planning_year,existing,unit,start_value,end_value,retired_value,new_build_value
USENSYS,BASN,Battery,2027,True,MW,935.8,936,0.0,0.2
USENSYS,BASN,Battery,2027,True,MWh,2195.6,2196,0.0,0.4
USENSYS,BASN,Battery,2030,True,MW,936.0,936,0.0,0.0
USENSYS,BASN,Battery,2030,True,MWh,2196.0,2196,0.0,0.0
USENSYS,BASN,Battery,2035,False,MW,0.0,1,0.0,0.0
USENSYS,BASN,Battery,2035,False,MWh,0.0,4,0.0,0.0
USENSYS,BASN,Battery,2035,True,MW,936.0,936,0.0,0.0
USENSYS,BASN,Battery,2035,True,MWh,2196.0,2196,0.0,0.0
USENSYS,BASN,Battery,2040,False,MW,1.0,5,0.0,4.0
USENSYS,BASN,Battery,2040,False,MWh,4.0,17,0.0,13.0
USENSYS,BASN,Battery,2040,True,MW,936.0,936,0.0,0.0
USENSYS,BASN,Battery,2040,True,MWh,2196.0,2196,0.0,0.0
USENSYS,BASN,Battery,2045,False,MW,5.0,7,0.0,2.0
USENSYS,BASN,Battery,2045,False,MWh,17.0,14,3.0,0.0
USENSYS,BASN,Battery,2045,True,MW,936.0,936,0.0,0.0
USENSYS,BASN,Battery,2045,True,MWh,2196.0,2196,0.0,0.0
USENSYS,BASN,Battery,2050,False,MW,7.0,1822,0.0,1815.0
USENSYS,BASN,Battery,2050,False,MWh,14.0,3693,0.0,3679.0
USENSYS,BASN,Battery,2050,True,MW,936.0,936,0.0,0.0
USENSYS,BASN,Battery,2050,True,MWh,2196.0,2196,0.0,0.0
USENSYS,BASN,Coal,2027,True,MW,3000.2,3000,0.2,0.0
USENSYS,BASN,Coal,2030,True,MW,3000.0,3000,0.0,0.0
USENSYS,BASN,Coal,2035,True,MW,3000.0,3000,0.0,0.0
USENSYS,BASN,Coal,2040,True,MW,3000.0,2091,909.0,0.0
USENSYS,BASN,Coal,2045,True,MW,2091.0,2091,0.0,0.0
USENSYS,BASN,Coal,2050,True,MW,2091.0,2091,0.0,0.0
USENSYS,BASN,Distributed Solar,2027,True,MW,1193.0,1193,0.0,0.0
USENSYS,BASN,Distributed Solar,2030,True,MW,1193.0,1642,0.0,449.0
USENSYS,BASN,Distributed Solar,2035,True,MW,1642.0,2008,0.0,366.0
USENSYS,BASN,Distributed Solar,2040,True,MW,2008.0,2011,0.0,3.0
USENSYS,BASN,Distributed Solar,2045,True,MW,2011.0,2029,0.0,18.0
USENSYS,BASN,Distributed Solar,2050,True,MW,2029.0,2057,0.0,28.0
USENSYS,BASN,Geothermal,2027,True,MW,462.4,498,0.0,35.6
USENSYS,BASN,Geothermal,2030,True,MW,498.0,498,0.0,0.0
USENSYS,BASN,Geothermal,2035,True,MW,498.0,498,0.0,0.0
USENSYS,BASN,Geothermal,2040,True,MW,498.0,498,0.0,0.0
USENSYS,BASN,Geothermal,2045,True,MW,498.0,498,0.0,0.0
USENSYS,BASN,Geothermal,2050,True,MW,498.0,498,0.0,0.0
