model,zone,resource_name,tech_type,planning_year,case,unit,value
USENSYS,BASN,BASN_batteries_1,Battery,2027,full-current-policies-retire,MWh,391688
USENSYS,BASN,BASN_batteries_1,Battery,2030,full-current-policies-retire,MWh,587060
USENSYS,BASN,BASN_batteries_1,Battery,2035,full-current-policies-retire,MWh,767567
USENSYS,BASN,BASN_batteries_1,Battery,2040,full-current-policies-retire,MWh,754872
USENSYS,BASN,BASN_batteries_1,Battery,2045,full-current-policies-retire,MWh,693132
USENSYS,BASN,BASN_batteries_1,Battery,2050,full-current-policies-retire,MWh,706598
USENSYS,CANO,CANO_batteries_1,Battery,2027,full-current-policies-retire,MWh,1369300
USENSYS,CANO,CANO_batteries_1,Battery,2030,full-current-policies-retire,MWh,2187910
USENSYS,CANO,CANO_batteries_1,Battery,2035,full-current-policies-retire,MWh,3398500
USENSYS,CANO,CANO_batteries_1,Battery,2040,full-current-policies-retire,MWh,3508770
USENSYS,CANO,CANO_batteries_1,Battery,2045,full-current-policies-retire,MWh,3499885
USENSYS,CANO,CANO_batteries_1,Battery,2050,full-current-policies-retire,MWh,3529460
USENSYS,CASO,CASO_batteries_1,Battery,2027,full-current-policies-retire,MWh,6302864
USENSYS,CASO,CASO_batteries_1,Battery,2030,full-current-policies-retire,MWh,9476331
USENSYS,CASO,CASO_batteries_1,Battery,2035,full-current-policies-retire,MWh,11200089
USENSYS,CASO,CASO_batteries_1,Battery,2040,full-current-policies-retire,MWh,11215682
USENSYS,CASO,CASO_batteries_1,Battery,2045,full-current-policies-retire,MWh,11019899
USENSYS,CASO,CASO_batteries_1,Battery,2050,full-current-policies-retire,MWh,10923032
USENSYS,FRCC,FRCC_batteries_1,Battery,2027,full-current-policies-retire,MWh,64805
USENSYS,FRCC,FRCC_batteries_1,Battery,2030,full-current-policies-retire,MWh,83652
USENSYS,FRCC,FRCC_batteries_1,Battery,2035,full-current-policies-retire,MWh,282319
USENSYS,FRCC,FRCC_batteries_1,Battery,2040,full-current-policies-retire,MWh,345491
USENSYS,FRCC,FRCC_batteries_1,Battery,2045,full-current-policies-retire,MWh,378635
USENSYS,FRCC,FRCC_batteries_1,Battery,2050,full-current-policies-retire,MWh,504694
USENSYS,ISNE,ISNE_batteries_1,Battery,2027,full-current-policies-retire,MWh,155262
USENSYS,ISNE,ISNE_batteries_1,Battery,2030,full-current-policies-retire,MWh,212600
USENSYS,ISNE,ISNE_batteries_1,Battery,2035,full-current-policies-retire,MWh,251774
USENSYS,ISNE,ISNE_batteries_1,Battery,2040,full-current-policies-retire,MWh,213861
USENSYS,ISNE,ISNE_batteries_1,Battery,2045,full-current-policies-retire,MWh,220332
USENSYS,ISNE,ISNE_batteries_1,Battery,2050,full-current-policies-retire,MWh,288821
USENSYS,MISC,MISC_batteries_1,Battery,2027,full-current-policies-retire,MWh,17753
USENSYS,MISC,MISC_batteries_1,Battery,2030,full-current-policies-retire,MWh,22769
USENSYS,MISC,MISC_batteries_1,Battery,2035,full-current-policies-retire,MWh,27918
USENSYS,MISC,MISC_batteries_1,Battery,2040,full-current-policies-retire,MWh,26618
USENSYS,MISC,MISC_batteries_1,Battery,2045,full-current-policies-retire,MWh,21285
USENSYS,MISC,MISC_batteries_1,Battery,2050,full-current-policies-retire,MWh,21213
USENSYS,MISE,MISE_batteries_1,Battery,2027,full-current-policies-retire,MWh,53
USENSYS,MISE,MISE_batteries_1,Battery,2030,full-current-policies-retire,MWh,224
USENSYS,MISE,MISE_batteries_1,Battery,2035,full-current-policies-retire,MWh,322
USENSYS,MISE,MISE_batteries_1,Battery,2040,full-current-policies-retire,MWh,295
USENSYS,MISE,MISE_batteries_1,Battery,2045,full-current-policies-retire,MWh,242
USENSYS,MISE,MISE_batteries_1,Battery,2050,full-current-policies-retire,MWh,188
USENSYS,MISS,MISS_batteries_1,Battery,2027,full-current-policies-retire,MWh,4972
USENSYS,MISS,MISS_batteries_1,Battery,2030,full-current-policies-retire,MWh,7946
USENSYS,MISS,MISS_batteries_1,Battery,2035,full-current-policies-retire,MWh,11173
USENSYS,MISS,MISS_batteries_1,Battery,2040,full-current-policies-retire,MWh,11639
USENSYS,MISS,MISS_batteries_1,Battery,2045,full-current-policies-retire,MWh,9802
USENSYS,MISS,MISS_batteries_1,Battery,2050,full-current-policies-retire,MWh,10046
USENSYS,MISW,MISW_batteries_1,Battery,2027,full-current-policies-retire,MWh,19540
USENSYS,MISW,MISW_batteries_1,Battery,2030,full-current-policies-retire,MWh,24392
USENSYS,MISW,MISW_batteries_1,Battery,2035,full-current-policies-retire,MWh,26370
USENSYS,MISW,MISW_batteries_1,Battery,2040,full-current-policies-retire,MWh,23623
USENSYS,MISW,MISW_batteries_1,Battery,2045,full-current-policies-retire,MWh,20165
USENSYS,MISW,MISW_batteries_1,Battery,2050,full-current-policies-retire,MWh,19605
USENSYS,NWPP,NWPP_batteries_1,Battery,2027,full-current-policies-retire,MWh,16974
USENSYS,NWPP,NWPP_batteries_1,Battery,2030,full-current-policies-retire,MWh,31580
USENSYS,NWPP,NWPP_batteries_1,Battery,2035,full-current-policies-retire,MWh,74066
USENSYS,NWPP,NWPP_batteries_1,Battery,2040,full-current-policies-retire,MWh,79898
USENSYS,NWPP,NWPP_batteries_1,Battery,2045,full-current-policies-retire,MWh,58358
USENSYS,NWPP,NWPP_batteries_1,Battery,2050,full-current-policies-retire,MWh,59955
USENSYS,NYCW,NYCW_batteries_1,Battery,2027,full-current-policies-retire,MWh,27705
USENSYS,NYCW,NYCW_batteries_1,Battery,2030,full-current-policies-retire,MWh,24192
USENSYS,NYCW,NYCW_batteries_1,Battery,2035,full-current-policies-retire,MWh,34268
USENSYS,NYCW,NYCW_batteries_1,Battery,2040,full-current-policies-retire,MWh,33724
USENSYS,NYCW,NYCW_batteries_1,Battery,2045,full-current-policies-retire,MWh,35904
USENSYS,NYCW,NYCW_batteries_1,Battery,2050,full-current-policies-retire,MWh,37971
USENSYS,NYUP,NYUP_batteries_1,Battery,2027,full-current-policies-retire,MWh,100565
USENSYS,NYUP,NYUP_batteries_1,Battery,2030,full-current-policies-retire,MWh,119861
