Region,Resource,Zone,Cluster,CapRes_1,CapRes_2,CapRes_3,AnnualSum
NENG_Rest,NENG_Rest_conventional_hydroelectric_1,1,1,266767.16362079146,0.0,0.0,266767.16362079146
NY_Z_A,NY_Z_A_conventional_hydroelectric_1,2,1,0.0,884860.8958544125,0.0,884860.8958544125
NY_Z_B,NY_Z_B_conventional_hydroelectric_1,3,1,0.0,0.0,0.0,0.0
NY_Z_C&E,NY_Z_C&E_conventional_hydroelectric_1,4,1,0.0,16451.77416711118,0.0,16451.77416711118
NY_Z_D,NY_Z_D_conventional_hydroelectric_1,5,1,0.0,396993.18109613186,0.0,396993.18109613186
NY_Z_F,NY_Z_F_conventional_hydroelectric_1,6,1,0.0,71933.75749383222,0.0,71933.75749383222
PJM_EMAC,PJM_EMAC_conventional_hydroelectric_1,10,1,0.0,0.0,129081.55350105983,129081.55350105983
PJM_Rest,PJM_Rest_conventional_hydroelectric_1,11,1,0.0,0.0,289492.5106447435,289492.5106447435
NENG_Rest,NENG_Rest_conventional_steam_coal_1,1,1,295500.19609241013,0.0,0.0,295500.19609241013
NENG_Rest,NENG_Rest_natural_gas_fired_combined_cycle_1,1,1,2.5110095395622817e6,0.0,0.0,2.5110095395622817e6
NENG_Rest,NENG_Rest_natural_gas_fired_combined_cycle_2,1,2,7.092881761978865e6,0.0,0.0,7.092881761978865e6
NENG_Rest,NENG_Rest_natural_gas_fired_combustion_turbine_1,1,1,629590.8274263571,0.0,0.0,629590.8274263571
NENG_Rest,NENG_Rest_natural_gas_fired_combustion_turbine_2,1,2,406413.9651870105,0.0,0.0,406413.9651870105
NENG_Rest,NENG_Rest_nuclear_1,1,1,2.263814791020987e6,0.0,0.0,2.263814791020987e6
NY_Z_A,NY_Z_A_natural_gas_fired_combined_cycle_1,2,1,0.0,260968.5136469145,0.0,260968.5136469145
NY_Z_A,NY_Z_A_natural_gas_fired_combustion_turbine_1,2,1,0.0,27575.359782557975,0.0,27575.359782557975
NY_Z_A,NY_Z_A_natural_gas_steam_turbine_1,2,1,0.0,26401.94057384482,0.0,26401.94057384482
NY_Z_B,NY_Z_B_natural_gas_fired_combined_cycle_1,3,1,0.0,69877.13626475909,0.0,69877.13626475909
NY_Z_B,NY_Z_B_natural_gas_fired_combustion_turbine_1,3,1,0.0,0.0,0.0,0.0
NY_Z_B,NY_Z_B_natural_gas_steam_turbine_1,3,1,0.0,70170.4886818157,0.0,70170.4886818157
NY_Z_B,NY_Z_B_nuclear_1,3,1,0.0,0.16897477001019592,0.0,0.16897477001019592
NY_Z_C&E,NY_Z_C&E_natural_gas_fired_combined_cycle_1,4,1,0.0,1.0374202602889413e6,0.0,1.0374202602889413e6
NY_Z_C&E,NY_Z_C&E_natural_gas_steam_turbine_1,4,1,0.0,0.7107743127863151,0.0,0.7107743127863151
NY_Z_C&E,NY_Z_C&E_nuclear_1,4,1,0.0,1.5841156849288505e6,0.0,1.5841156849288505e6
NY_Z_D,NY_Z_D_natural_gas_fired_combined_cycle_1,5,1,0.0,164278.74071951787,0.0,164278.74071951787
NY_Z_D,NY_Z_D_natural_gas_fired_combined_cycle_2,5,2,0.0,53390.59057127456,0.0,53390.59057127456
NY_Z_F,NY_Z_F_natural_gas_fired_combined_cycle_1,6,1,0.0,2.053366884610111e6,0.0,2.053366884610111e6
