Fuel,AnnualSum
No_fuel,0.0
new_england_coal,4.73701428336083e7
new_england_naturalgas,3.383448834172846e8
new_england_uranium,8282.658515230225
middle_atlantic_naturalgas,6.796027142434503e8
middle_atlantic_uranium,8.874713105479867e8
middle_atlantic_coal,0.0
east_north_central_coal,2.547738473358113e9
east_north_central_naturalgas,5.686569819162034e8
east_north_central_uranium,1.9199893305573385e9
new_england_naturalgas_ccs100,1.3721136451683884
middle_atlantic_naturalgas_ccs100,9.93590034198287
east_north_central_naturalgas_ccs90,1.1184202455306098
east_north_central_naturalgas_ccs100,1.2000319887428332
None,0.0
