model,line,line_name,planning_year,case,unit,start_value,end_value
GenX,1,BASN_to_CANO,2027,Results_p1,MW,100,100.026
GenX,2,BASN_to_CASO,2027,Results_p1,MW,5920,5921.32
GenX,3,BASN_to_NWPP,2027,Results_p1,MW,3350,3350.03
GenX,4,BASN_to_RMRG,2027,Results_p1,MW,3750,3750.09
GenX,5,BASN_to_SRSG,2027,Results_p1,MW,5385,5385.05
GenX,6,CANO_to_CASO,2027,Results_p1,MW,3675,3675.06
GenX,7,CANO_to_NWPP,2027,Results_p1,MW,3675,3675.05
GenX,8,CASO_to_NWPP,2027,Results_p1,MW,2858,2858.04
GenX,9,CASO_to_SRSG,2027,Results_p1,MW,4354,4354.34
GenX,10,FRCC_to_SRSE,2027,Results_p1,MW,3600,3600.16
GenX,11,ISNE_to_NYCW,2027,Results_p1,MW,760,760.051
GenX,12,ISNE_to_NYUP,2027,Results_p1,MW,1400,1989.3
GenX,13,MISC_to_MISE,2027,Results_p1,MW,0,1.22303
GenX,14,MISC_to_MISS,2027,Results_p1,MW,1039,1039.03
GenX,15,MISC_to_MISW,2027,Results_p1,MW,1655,1655.07
GenX,16,MISC_to_PJMC,2027,Results_p1,MW,5244,5244.2
GenX,17,MISC_to_PJMW,2027,Results_p1,MW,5441,5441.11
GenX,18,MISC_to_SPPC,2027,Results_p1,MW,1430,1430.12
GenX,19,MISC_to_SPPN,2027,Results_p1,MW,0,1.91097
GenX,20,MISC_to_SPPS,2027,Results_p1,MW,1172,1172.06
GenX,21,MISC_to_SRCE,2027,Results_p1,MW,3745,3745.11
GenX,22,MISE_to_MISW,2027,Results_p1,MW,0,0.957587
GenX,23,MISE_to_PJMW,2027,Results_p1,MW,2662,2662.05
GenX,24,MISS_to_SPPC,2027,Results_p1,MW,0,2.91459
GenX,25,MISS_to_SPPS,2027,Results_p1,MW,1697,1697.59
GenX,26,MISS_to_SRCE,2027,Results_p1,MW,4092,4092.15
GenX,27,MISS_to_SRSE,2027,Results_p1,MW,891,891.145
GenX,28,MISW_to_NWPP,2027,Results_p1,MW,200,200.006
GenX,29,MISW_to_PJMC,2027,Results_p1,MW,3200,3201.1
GenX,30,MISW_to_SPPC,2027,Results_p1,MW,0,1.05798
GenX,31,MISW_to_SPPN,2027,Results_p1,MW,5512,5512.07
GenX,32,NWPP_to_RMRG,2027,Results_p1,MW,400,400.028
GenX,33,NYCW_to_NYUP,2027,Results_p1,MW,2489,6156.5
GenX,34,NYCW_to_PJME,2027,Results_p1,MW,660,1228.07
GenX,35,NYUP_to_PJME,2027,Results_p1,MW,1255,2425.64
GenX,36,PJMC_to_PJMW,2027,Results_p1,MW,980,980.041
GenX,37,PJMD_to_PJME,2027,Results_p1,MW,1200,1200.07
GenX,38,PJMD_to_PJMW,2027,Results_p1,MW,6930,6930
GenX,39,PJMD_to_SRCA,2027,Results_p1,MW,1000,1000
GenX,40,PJME_to_PJMW,2027,Results_p1,MW,3885,3885.2
GenX,41,PJMW_to_SRCA,2027,Results_p1,MW,1219,1219.01
GenX,42,PJMW_to_SRCE,2027,Results_p1,MW,3333,3333.16
GenX,43,RMRG_to_SPPC,2027,Results_p1,MW,210,533.303
GenX,44,RMRG_to_SPPN,2027,Results_p1,MW,410,1439.59
GenX,45,RMRG_to_SRSG,2027,Results_p1,MW,614,614.136
GenX,46,SPPC_to_SPPN,2027,Results_p1,MW,1433,2035.67
GenX,47,SPPC_to_SPPS,2027,Results_p1,MW,3372,3372.27
GenX,48,SPPN_to_SPPS,2027,Results_p1,MW,0,14.9479
GenX,49,SPPS_to_SRSG,2027,Results_p1,MW,1010,1010.31
GenX,50,SPPS_to_TRE,2027,Results_p1,MW,600,1297.37
GenX,51,SPPS_to_TREW,2027,Results_p1,MW,220,1817.62
GenX,52,SRCA_to_SRCE,2027,Results_p1,MW,216,216.062
GenX,53,SRCA_to_SRSE,2027,Results_p1,MW,1400,1400.01
GenX,54,SRCE_to_SRSE,2027,Results_p1,MW,3196,3196.53
GenX,55,TRE_to_TREW,2027,Results_p1,MW,16529,16529.1
GenX,56,NWPP_to_SPPN,2027,Results_p1,MW,0,0.954041
GenX,57,SRSG_to_TRE,2027,Results_p1,MW,0,2.46384
GenX,1,BASN_to_CANO,2030,Results_p2,MW,100.026,100.083
GenX,2,BASN_to_CASO,2030,Results_p2,MW,5921.32,5921.57
GenX,3,BASN_to_NWPP,2030,Results_p2,MW,3350.03,3350.06
GenX,4,BASN_to_RMRG,2030,Results_p2,MW,3750.09,3750.1
GenX,5,BASN_to_SRSG,2030,Results_p2,MW,5385.05,5385.38
GenX,6,CANO_to_CASO,2030,Results_p2,MW,3675.06,3675.1
GenX,7,CANO_to_NWPP,2030,Results_p2,MW,3675.05,3675.12
GenX,8,CASO_to_NWPP,2030,Results_p2,MW,2858.04,2858.09
GenX,9,CASO_to_SRSG,2030,Results_p2,MW,4354.34,4354.38
GenX,10,FRCC_to_SRSE,2030,Results_p2,MW,3600.16,3601.38
GenX,11,ISNE_to_NYCW,2030,Results_p2,MW,760.051,760.107
GenX,12,ISNE_to_NYUP,2030,Results_p2,MW,1989.3,5377.38
GenX,13,MISC_to_MISE,2030,Results_p2,MW,1.22303,1.76764
GenX,14,MISC_to_MISS,2030,Results_p2,MW,1039.03,1039.23
GenX,15,MISC_to_MISW,2030,Results_p2,MW,1655.07,1655.62
GenX,16,MISC_to_PJMC,2030,Results_p2,MW,5244.2,5244.22
GenX,17,MISC_to_PJMW,2030,Results_p2,MW,5441.11,5441.4
GenX,18,MISC_to_SPPC,2030,Results_p2,MW,1430.12,1430.4
GenX,19,MISC_to_SPPN,2030,Results_p2,MW,1.91097,3.22968
GenX,20,MISC_to_SPPS,2030,Results_p2,MW,1172.06,1172.09
GenX,21,MISC_to_SRCE,2030,Results_p2,MW,3745.11,3745.21
GenX,22,MISE_to_MISW,2030,Results_p2,MW,0.957587,1.59251
GenX,23,MISE_to_PJMW,2030,Results_p2,MW,2662.05,2662.15
GenX,24,MISS_to_SPPC,2030,Results_p2,MW,2.91459,6.76279
GenX,25,MISS_to_SPPS,2030,Results_p2,MW,1697.59,4527.67
GenX,26,MISS_to_SRCE,2030,Results_p2,MW,4092.15,4092.27
GenX,27,MISS_to_SRSE,2030,Results_p2,MW,891.145,891.192
GenX,28,MISW_to_NWPP,2030,Results_p2,MW,200.006,200.021
GenX,29,MISW_to_PJMC,2030,Results_p2,MW,3201.1,3201.97
GenX,30,MISW_to_SPPC,2030,Results_p2,MW,1.05798,1.19402
GenX,31,MISW_to_SPPN,2030,Results_p2,MW,5512.07,5512.08
GenX,32,NWPP_to_RMRG,2030,Results_p2,MW,400.028,400.052
GenX,33,NYCW_to_NYUP,2030,Results_p2,MW,6156.5,6156.71
GenX,34,NYCW_to_PJME,2030,Results_p2,MW,1228.07,2217.35
GenX,35,NYUP_to_PJME,2030,Results_p2,MW,2425.64,5572.06
GenX,36,PJMC_to_PJMW,2030,Results_p2,MW,980.041,980.044
GenX,37,PJMD_to_PJME,2030,Results_p2,MW,1200.07,1200.12
GenX,38,PJMD_to_PJMW,2030,Results_p2,MW,6930,6930.08
GenX,39,PJMD_to_SRCA,2030,Results_p2,MW,1000,1000.04
GenX,40,PJME_to_PJMW,2030,Results_p2,MW,3885.2,3885.24
GenX,41,PJMW_to_SRCA,2030,Results_p2,MW,1219.01,1219.02
GenX,42,PJMW_to_SRCE,2030,Results_p2,MW,3333.16,3333.26
GenX,43,RMRG_to_SPPC,2030,Results_p2,MW,533.303,1067.96
GenX,44,RMRG_to_SPPN,2030,Results_p2,MW,1439.59,2384.87
GenX,45,RMRG_to_SRSG,2030,Results_p2,MW,614.136,614.52
GenX,46,SPPC_to_SPPN,2030,Results_p2,MW,2035.67,2148.31
GenX,47,SPPC_to_SPPS,2030,Results_p2,MW,3372.27,3372.28
GenX,48,SPPN_to_SPPS,2030,Results_p2,MW,14.9479,861.386
GenX,49,SPPS_to_SRSG,2030,Results_p2,MW,1010.31,2507.34
GenX,50,SPPS_to_TRE,2030,Results_p2,MW,1297.37,2724.75
GenX,51,SPPS_to_TREW,2030,Results_p2,MW,1817.62,2461.26
GenX,52,SRCA_to_SRCE,2030,Results_p2,MW,216.062,216.073
GenX,53,SRCA_to_SRSE,2030,Results_p2,MW,1400.01,1400.08
GenX,54,SRCE_to_SRSE,2030,Results_p2,MW,3196.53,3196.6
GenX,55,TRE_to_TREW,2030,Results_p2,MW,16529.1,16529.2
GenX,56,NWPP_to_SPPN,2030,Results_p2,MW,0.954041,1.4663
GenX,57,SRSG_to_TRE,2030,Results_p2,MW,2.46384,7.21621
GenX,1,BASN_to_CANO,2035,Results_p3,MW,100.083,100.087
GenX,2,BASN_to_CASO,2035,Results_p3,MW,5921.57,5921.82
GenX,3,BASN_to_NWPP,2035,Results_p3,MW,3350.06,3350.41
GenX,4,BASN_to_RMRG,2035,Results_p3,MW,3750.1,3750.12
GenX,5,BASN_to_SRSG,2035,Results_p3,MW,5385.38,5385.41
GenX,6,CANO_to_CASO,2035,Results_p3,MW,3675.1,3676.02
GenX,7,CANO_to_NWPP,2035,Results_p3,MW,3675.12,3675.23
GenX,8,CASO_to_NWPP,2035,Results_p3,MW,2858.09,2858.11
GenX,9,CASO_to_SRSG,2035,Results_p3,MW,4354.38,4354.4
GenX,10,FRCC_to_SRSE,2035,Results_p3,MW,3601.38,3601.51
GenX,11,ISNE_to_NYCW,2035,Results_p3,MW,760.107,760.113
GenX,12,ISNE_to_NYUP,2035,Results_p3,MW,5377.38,5551.14
GenX,13,MISC_to_MISE,2035,Results_p3,MW,1.76764,7.68422
GenX,14,MISC_to_MISS,2035,Results_p3,MW,1039.23,1039.56
GenX,15,MISC_to_MISW,2035,Results_p3,MW,1655.62,1655.63
GenX,16,MISC_to_PJMC,2035,Results_p3,MW,5244.22,5244.23
GenX,17,MISC_to_PJMW,2035,Results_p3,MW,5441.4,5441.43
GenX,18,MISC_to_SPPC,2035,Results_p3,MW,1430.4,4018.31
GenX,19,MISC_to_SPPN,2035,Results_p3,MW,3.22968,25.6764
GenX,20,MISC_to_SPPS,2035,Results_p3,MW,1172.09,3209.93
GenX,21,MISC_to_SRCE,2035,Results_p3,MW,3745.21,3745.22
GenX,22,MISE_to_MISW,2035,Results_p3,MW,1.59251,574.49
GenX,23,MISE_to_PJMW,2035,Results_p3,MW,2662.15,2662.15
GenX,24,MISS_to_SPPC,2035,Results_p3,MW,6.76279,81.2199
GenX,25,MISS_to_SPPS,2035,Results_p3,MW,4527.67,7533.15
GenX,26,MISS_to_SRCE,2035,Results_p3,MW,4092.27,4092.37
GenX,27,MISS_to_SRSE,2035,Results_p3,MW,891.192,891.192
GenX,28,MISW_to_NWPP,2035,Results_p3,MW,200.021,200.026
GenX,29,MISW_to_PJMC,2035,Results_p3,MW,3201.97,4802.24
GenX,30,MISW_to_SPPC,2035,Results_p3,MW,1.19402,4.52642
GenX,31,MISW_to_SPPN,2035,Results_p3,MW,5512.08,5513.69
GenX,32,NWPP_to_RMRG,2035,Results_p3,MW,400.052,766.698
GenX,33,NYCW_to_NYUP,2035,Results_p3,MW,6156.71,7902.83
GenX,34,NYCW_to_PJME,2035,Results_p3,MW,2217.35,2995.49
GenX,35,NYUP_to_PJME,2035,Results_p3,MW,5572.06,6793.5
GenX,36,PJMC_to_PJMW,2035,Results_p3,MW,980.044,2746.12
GenX,37,PJMD_to_PJME,2035,Results_p3,MW,1200.12,7585.16
GenX,38,PJMD_to_PJMW,2035,Results_p3,MW,6930.08,6930.09
GenX,39,PJMD_to_SRCA,2035,Results_p3,MW,1000.04,1000.19
GenX,40,PJME_to_PJMW,2035,Results_p3,MW,3885.24,3885.33
GenX,41,PJMW_to_SRCA,2035,Results_p3,MW,1219.02,1219.03
GenX,42,PJMW_to_SRCE,2035,Results_p3,MW,3333.26,3333.29
GenX,43,RMRG_to_SPPC,2035,Results_p3,MW,1067.96,2132.82
GenX,44,RMRG_to_SPPN,2035,Results_p3,MW,2384.87,2979.6
GenX,45,RMRG_to_SRSG,2035,Results_p3,MW,614.52,614.532
GenX,46,SPPC_to_SPPN,2035,Results_p3,MW,2148.31,2148.31
GenX,47,SPPC_to_SPPS,2035,Results_p3,MW,3372.28,3372.3
GenX,48,SPPN_to_SPPS,2035,Results_p3,MW,861.386,3057.79
GenX,49,SPPS_to_SRSG,2035,Results_p3,MW,2507.34,6773.64
GenX,50,SPPS_to_TRE,2035,Results_p3,MW,2724.75,4545.5
GenX,51,SPPS_to_TREW,2035,Results_p3,MW,2461.26,3408.72
GenX,52,SRCA_to_SRCE,2035,Results_p3,MW,216.073,216.087
GenX,53,SRCA_to_SRSE,2035,Results_p3,MW,1400.08,1400.08
GenX,54,SRCE_to_SRSE,2035,Results_p3,MW,3196.6,3196.64
GenX,55,TRE_to_TREW,2035,Results_p3,MW,16529.2,16529.2
GenX,56,NWPP_to_SPPN,2035,Results_p3,MW,1.4663,1413.98
GenX,57,SRSG_to_TRE,2035,Results_p3,MW,7.21621,1440.79
GenX,1,BASN_to_CANO,2040,Results_p4,MW,100.087,100.096
GenX,2,BASN_to_CASO,2040,Results_p4,MW,5921.82,5921.95
GenX,3,BASN_to_NWPP,2040,Results_p4,MW,3350.41,3350.47
GenX,4,BASN_to_RMRG,2040,Results_p4,MW,3750.12,3792.11
GenX,5,BASN_to_SRSG,2040,Results_p4,MW,5385.41,5385.62
GenX,6,CANO_to_CASO,2040,Results_p4,MW,3676.02,3676.04
GenX,7,CANO_to_NWPP,2040,Results_p4,MW,3675.23,3675.23
GenX,8,CASO_to_NWPP,2040,Results_p4,MW,2858.11,2858.11
GenX,9,CASO_to_SRSG,2040,Results_p4,MW,4354.4,4816.1
GenX,10,FRCC_to_SRSE,2040,Results_p4,MW,3601.51,3601.55
GenX,11,ISNE_to_NYCW,2040,Results_p4,MW,760.113,760.113
GenX,12,ISNE_to_NYUP,2040,Results_p4,MW,5551.14,8353.33
GenX,13,MISC_to_MISE,2040,Results_p4,MW,7.68422,1032.66
GenX,14,MISC_to_MISS,2040,Results_p4,MW,1039.56,1039.56
GenX,15,MISC_to_MISW,2040,Results_p4,MW,1655.63,1655.63
GenX,16,MISC_to_PJMC,2040,Results_p4,MW,5244.23,5244.26
GenX,17,MISC_to_PJMW,2040,Results_p4,MW,5441.43,5441.43
GenX,18,MISC_to_SPPC,2040,Results_p4,MW,4018.31,7727.62
GenX,19,MISC_to_SPPN,2040,Results_p4,MW,25.6764,462.691
GenX,20,MISC_to_SPPS,2040,Results_p4,MW,3209.93,3209.93
GenX,21,MISC_to_SRCE,2040,Results_p4,MW,3745.22,3745.32
GenX,22,MISE_to_MISW,2040,Results_p4,MW,574.49,574.516
GenX,23,MISE_to_PJMW,2040,Results_p4,MW,2662.15,2662.15
GenX,24,MISS_to_SPPC,2040,Results_p4,MW,81.2199,1004.33
GenX,25,MISS_to_SPPS,2040,Results_p4,MW,7533.15,11555.4
GenX,26,MISS_to_SRCE,2040,Results_p4,MW,4092.37,4092.4
