BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11
AnnualSum,1.0179489608565718e8,3.808582746228438e6,-5.078408061600727e6,1.7054040555853765e6,-1.7054040554923622e6,0.004700657398479986,0.00028377925958632743,1.4124853968001978e7,-180638.73021441646,-1.14469286e8,1.459064681329291e7,552512.2775636124,-736725.3270172621,110543.11639626138,-110543.11639626118,0.004292415193891733,0.00028547654100323413,-4.210520635489557e6,-83917.12786196613,-1.0111996e7,589668.5132175746,7.629023843532034,-9.0133561065883,83612.81587252108,-83612.81580084305,0.004343454172414968,0.00028687963028633173,7.13444533904224e6,-68647.46886516911,-7.655465e6,6.620895726697517e7,188897.47348842194,-223177.54417214813,165419.748612375,-165419.7485352985,0.0044663982956957525,0.0002862242526345548,-5.046370143779968e7,-542943.758563477,-1.5168032e7,7.027218858877819e6,17.50657910092832,-20.683435061512455,19122.892604633635,-19122.892527557196,0.004160382000573189,0.0002863211867056532,-5.250695843061904e6,-44480.83935738552,-1.732039e6,3.8523903036843546e7,5.085553080361251e6,-6.4512839028582685e6,101281.65169857362,-101281.65162149702,0.004406423190927827,0.0002860997751589616,-2.742589747593956e7,-362854.7391999409,-9.36942e6,7.474278133157598e6,124249.48804365683,-146797.5992234718,187562.86135289035,-187562.86135289085,0.004436550101082578,0.00028439081712131097,9.89533102221151e6,-648890.0445404841,-1.6698171e7,2.846174935352456e7,36905.14089904031,-43602.48208488142,671122.5811270069,-671122.5811270024,0.004655211561066544,0.0002865184058844745,3.540068295287332e7,-131133.96215946376,-6.3724601e7,2.420137441536872e6,9.113294710190067,-10.767039045723545,228099.39539382063,-228099.39539382086,0.004467513709256849,0.00028890227753634065,1.757885343685384e7,-146482.22573912915,-1.9852507e7,1.530829749710042e8,3.865151189210718e6,-5.031877450852621e6,2.062237708130078e6,-2.0622377081003448e6,0.004749951931067307,0.00029039878947210356,454503.58467155625,-89757.28282401667,-1.52280995e8,5.743137847245989e8,1.003151784773717e7,-1.309199678508052e7,6.831873755533702e6,-6.831873755533371e6,0.004914137498109144,0.0002895458450791875,2.7621450886362637e6,-277990.86582760373,-5.7373746e8
t1,8832.08036512003,0.00013117123350972417,-0.00010379157507741903,120.65431105922694,-279.34001969628673,3.470294140802267e-7,1.5302372697840997e-8,1062.9593724535907,-9.354055329283849,-9727.0,1732.4544714611284,78.21483951972844,-0.0002750126695065917,8.093206976526385,-17.654748583822553,3.373727192675215e-7,1.523288065483822e-8,-934.4260295195448,-9.681464666467685,-857.0,41.650555607578646,4.791615615828632e-5,-0.0002476719748525904,6.140726937440044,-13.39891160828494,3.349439223414452e-7,1.5275793935691016e-8,622.0774854898406,-7.46965670456826,-649.0,5727.679907224026,4.783368933954213e-5,-0.00023333258185271005,12.153876714538603,-26.501627452243337,3.349521527177434e-7,1.5271982715090986e-8,-4347.535105796211,-80.79686506668233,-1285.0,1132.4617143501782,4.860103529366384e-5,-0.00023641666590526833,1.3949634447979782,-3.0577286425504253,3.340684391887615e-7,1.5273796575397163e-8,-977.2026405789638,-6.596120720069771,-147.0,231.35159028368554,0.00019925507332457603,-0.00011306977814758926,7.420637172070681,-16.187782250178138,3.3812913360684453e-7,1.5269887081920375e-8,607.0300739242474,-34.6146053092629,-795.0,826.9781683656731,6.909905694580315e-5,-7.992647483082767e-5,13.757648951828669,-29.99091147241815,3.4227928555151577e-7,1.5262536497271398e-8,654.0226356791426,-54.76753057138452,-1410.0,2378.0081627024597,6.789831347290671e-5,-7.899247238073474e-5,49.235523853939064,-107.35332272679454,3.441456825071323e-7,1.5293568036617306e-8,3114.3871345525913,-10.27748666625674,-5424.0,0.0011794572616707897,6.83160283163557e-5,-7.741069213525779e-5,16.76888520908066,-36.56877574981043,3.385345826892653e-7,1.5313486982525822e-8,1702.3586420518582,-11.559921841241861,-1671.0,11512.773725657702,0.00025026447064250553,-9.749591086858492e-5,141.72558992057742,-318.92306252986515,3.2083554789333013e-7,1.7554258101432307e-8,1009.2415239347861,-12.81792880794177,-12332.0,52265.08964974171,7.539012201190058,-0.0002479213038285809,451.82232753316134,-715.8175953654459,3.223312438121908e-7,1.747256970644767e-8,-2512.9130921913365,-42.720052724776174,-49453.0
t2,9083.442871034338,9.345158383876491e-5,-0.00015951908821034954,40.144231552828565,-215.52559559255062,3.454400921918591e-7,1.5300428525123815e-8,2.9646625422695494,-0.02610255037511304,-8911.0,1842.5847525601257,0.0018842773316759653,-0.00015007951181759857,2.7065662356841735,-13.981550695273542,3.3791469080321663e-7,1.5240434488923397e-8,-1021.5532848150668,-2.7582173095141442,-807.0,41.6505521705475,7.476621735909162e-5,-0.00011396247271805012,2.054092126119884,-10.610028559961524,3.35234018142225e-7,1.5279308035449457e-8,582.7479562918214,-4.842532866285546,-611.0,5546.009972672932,7.639308060849924e-5,-0.00010764873638676839,4.062624568067587,-20.987950249333828,3.353749651827132e-7,1.5275905685108878e-8,-4271.400756146635,-46.68385946609954,-1211.0,1138.7794465456523,7.736456439890476e-5,-0.00010966059804556769,0.46870881453968055,-2.4175725658180087,3.343364962188496e-7,1.5276915769730515e-8,-992.1336454715281,-6.696904989300902,-138.0,173.64964154607233,0.00011295384658469242,-0.00018078952531903642,2.482282197580863,-12.82530771185153,3.3700019603872485e-7,1.5268521338522976e-8,598.960214121597,-13.266762310681344,-749.0,349.21897310404677,6.140861728862482e-5,-0.00012547468647034217,4.597919237835671,-23.75712388291006,3.4121665876391205e-7,1.5261812961038223e-8,1044.1548659116615,-47.21457018396633,-1327.0,2121.7753886700802,6.044848097958268e-5,-0.0001242326468363131,16.459584166564724,-85.04319465534445,3.430458156968756e-7,1.5293194406247496e-8,3072.949028158968,-10.140741933626794,-5116.0,0.0008391258940801164,6.065231751796673e-5,-0.00012111250144802751,5.6070494606101,-28.97032735768539,3.387787280478175e-7,1.5308072328209055e-8,1602.3755669009163,-8.013067638573736,-1571.0,11642.22276145233,0.00010448120240213717,-0.00019139323717140533,48.23144851626188,-253.60415932835045,3.3696211378023435e-7,1.570827897981609e-8,138.35313168506525,-13.203094149911198,-11562.0,47996.39819333381,7.672010770342105,-0.00013966773720745063,181.05779975944716,-879.9642758760594,3.484828590414371e-7,1.5517861515972766e-8,-757.4177391790695,-12.74584840274683,-46535.0
t3,8760.767503519244,9.11419916281404e-5,-0.00029427585402076994,30.998311136876236,-181.45674089939612,3.4443771792407473e-7,1.5299959262821424e-8,-205.63559596924514,-2.673273663583482,-8402.0,1620.6380701013063,0.00026507449311562967,-0.00016191018956845804,2.1066324733085957,-15.156271812924171,3.3747343620066527e-7,1.5242718389657545e-8,-828.9086026828207,-4.679931069030806,-774.0,41.650370252494284,8.0304503899427e-5,-0.00011674421970631952,1.6002814494929485,-9.027789169364006,3.348643449017869e-7,1.5280150509167668e-8,553.5042094192424,-1.7270355458396707,-586.0,5513.6528003648855,8.454198702077353e-5,-0.00010601334701812783,3.1651371963445123,-17.855785496682195,3.3500212862952183e-7,1.5277037960118106e-8,-4298.964066647602,-38.99806382386192,-1161.0,1125.0058480715422,8.546274563555891e-5,-0.00010868957896302051,0.36559237755029517,-2.0578513409690866,3.339535014022171e-7,1.5277874973978138e-8,-983.6737650806967,-6.639800762705899,-133.0,173.64944212810113,0.00011375815306460608,-0.00018452111839962899,1.9343477730276508,-10.908132529038296,3.366894462667117e-7,1.5269410950219935e-8,560.9805095812014,-7.656096182074145,-718.0,349.21394351452847,7.441509632174142e-5,-0.0001097474933421332,3.5820350360093727,-20.209219724069474,3.409094086502683e-7,1.526325130488493e-8,983.3306397492689,-42.91736312019484,-1273.0,2344.3248405374393,7.326703475704489e-5,-0.00010815026728486053,12.824295953669376,-72.3389245923955,3.427352517744742e-7,1.5294708586646504e-8,2633.8816436409343,-8.691820033504403,-4910.0,0.0007349685690824159,7.332087754730828e-5,-0.0001059546735928431,4.36891633496574,-24.64152621866151,3.3835635006216763e-7,1.530984873947256e-8,1535.9754893371476,-8.70358175702655,-1507.0,11499.666481830527,0.00010524702775207769,-0.00021662863416078388,38.03271951126476,-210.59035380799145,3.363110599350554e-7,1.5783858879600923e-8,-194.67784338541057,-1.4308916191701229,-11131.0,44678.7761884378,7.6642970834468676,-0.00012232214027050266,124.32253998410012,-505.84908999626697,3.4816941904162705e-7,1.5598783566440042e-8,244.18738203798026,-3.1011942140595425,-44546.0
t4,9015.868402573873,0.00010446552743475091,-0.0008956597694211514,20.384295764859537,-108.47389875803161,3.439167341633237e-7,1.5299947586686298e-8,-838.2097659247584,-10.568241485646631,-8079.000000000001,1589.210224131715,0.00029143736806838444,-0.00012119968657547516,1.4039301370375585,-3.5468777290296125,3.3745178719682903e-7,1.524693345702577e-8,-820.6452236515279,-10.422222951517229,-756.0,41.65019314858082,0.0001203649405483906,-8.419742182898395e-5,1.0656603407324032,-5.166016422753675,3.3490443591866293e-7,1.5282547280102536e-8,537.0008994316951,-2.5507726995117137,-572.0,5491.067568861885,0.00011159215025691063,-8.73220314594515e-5,2.106578970028722,-10.211539659281433,3.348336127316942e-7,1.527869516919971e-8,-4295.621832854307,-53.340799467942276,-1134.0,1126.1585490529176,0.00011228073515896103,-8.951953722936949e-5,0.24395276809438007,-1.184961395095138,3.338018759877223e-7,1.527956824515413e-8,-989.5381774281843,-6.679385720920621,-129.0,173.64908401537815,0.0001376074954090024,-0.0001915571340905617,1.2877967728714996,-6.242833456605518,3.3659095037599584e-7,1.527099676487812e-8,535.3026023966355,-2.9965957688665923,-701.0,349.21364871227024,9.663784974205457e-5,-8.975239021776826e-5,2.3838580224506813,-11.555165529742682,3.4075979045046744e-7,1.5264935058610237e-8,927.6625082174269,-26.704856185522825,-1241.0,2732.398869710487,9.515977090066276e-5,-8.799058292273549e-5,8.535275263155514,-41.37012037685571,3.425964073523865e-7,1.5296404011885156e-8,2098.360569798633,-6.924600941864865,-4791.0,0.0006465351114078276,9.488603433665231e-5,-8.720992879332693e-5,2.9080252922086687,-14.096412141917465,3.3808876743735663e-7,1.5311386915450414e-8,1495.2433750094722,-15.055642339281048,-1469.0,11670.005159915325,0.00011089801537395635,-0.00026480340733413943,25.515182194821673,-121.98566617293827,3.3583892271029534e-7,1.5825252229147104e-8,-711.8894819935965,-5.645036517329449,-10856.0,41512.48196323921,7.685055596474753,-0.00010871543827503922,85.31773684757775,-273.34492590972735,3.478280458194136e-7,1.567079757703037e-8,2062.3345269985107,-33.4742469151313,-43361.0
t5,9359.606537441348,0.0003035654414206187,-64.22652568523175,6.976828761452724,-74.6425044835829,3.4343665053513734e-7,1.5293385864572078e-8,-1290.1520497270935,-14.562588602552008,-7923.0,1589.8052397885804,0.0005872824740391224,-6.975188559843991e-5,0.509553287443743,-4.732357535231063,3.369943710085608e-7,1.5243397972433754e-8,-826.7696038920287,-10.813349004260921,-748.0,44.370048311631045,0.00044319319211623686,-3.134745161124243e-5,0.3864923752133448,-3.594663606826725,3.3507927013066776e-7,1.52764156638531e-8,527.4949156979519,-2.6572046586181415,-566.0,3985.588535347943,0.00042026266394967716,-3.1477923704150255e-5,0.7657530608746024,-7.108075180748902,3.3505776288170054e-7,1.5271471711511467e-8,-2809.2231208291273,-48.023481059443235,-1122.0,1154.0554617670591,0.0004259540207674963,-3.2136507040658536e-5,0.0872250649565648,-0.8216143005922378,3.341865692037669e-7,1.5273271445277932e-8,-1018.4469463373626,-6.874519974883539,-128.0,176.94967469060074,0.0004110494104741643,-0.00017951780853694984,0.4670365112521676,-4.346016754527714,3.3655865284959514e-7,1.5266760855635837e-8,525.5539764765072,-4.624902428667369,-694.0,300.96090263861447,0.00037534073759676307,-3.0174598607452723e-5,0.867005302130399,-8.043875143321879,3.412360413597492e-7,1.5258354023224377e-8,949.7722180006209,-14.556595841870994,-1229.0,3928.114585971996,0.00037245043987358165,-2.972917516423855e-5,3.101621545072579,-28.80717595702704,3.430891470872557e-7,1.528902037565684e-8,842.3704603421347,-2.779834001869,-4742.0,7.460554816390525,0.00036316102182050626,-2.996444067114794e-5,1.0560433753955194,-9.81399067940741,3.3826967903841096e-7,1.5303900539073473e-8,1470.2515363188118,-14.954476997623479,-1454.0,12242.338427847684,0.00010646393938395531,-121.18501536292597,8.7511481293271,-103.15004641133764,3.340411181930186e-7,1.582211737723993e-8,-1266.0491588536602,-14.705461610622729,-10746.0,39986.342538634,8.160680103413767,-9.665380788637661e-5,39.284513508914195,-188.41031537875034,3.4496566458142813e-7,1.5981804611536216e-8,2895.1977728032457,-47.57509202020338,-42693.0
t6,10745.875188963199,3.052873242901763e-5,-1830.0004629632108,14.092532090571996,-85.45719073806802,3.291385489863891e-7,1.5274395102594882e-8,-923.577135154928,-11.932961753388268,-7909.0,1597.1342665283346,3.4974001215010014e-5,-240.0003514429696,1.0099820885214024,-5.558542257931058,3.2331607447021447e-7,2.025971197857204e-8,-597.1519942845547,-11.43339553521615,-744.0,50.65721752132703,3.0132805121279862e-5,-0.00038465476810189416,0.7663659305366992,-4.219757495227445,3.143722880427391e-7,2.039251415563794e-8,520.1294876566385,-4.332959107717048,-563.0,4881.660523331539,3.0259150055619554e-5,-0.00039427134273253535,1.516519564142754,-8.338462848696254,3.39502417256688e-7,2.0344252108960195e-8,-3706.1392352202224,-52.6989806819125,-1116.0,1104.4569204850193,3.08127388755587e-5,-0.0003947331077403365,0.1742794756995838,-0.9682221982238081,2.889834365807625e-7,2.0289447139289222e-8,-970.1143096919615,-6.548304017359029,-127.0,2717.142241961604,3.474348520796765e-5,-1166.7003588909301,0.9261113993334253,-5.099379030188436,3.2147007065059507e-7,2.0306276406793398e-8,-850.5054181801452,-4.763231940205907,-691.0,97.72359088389138,2.5800805188331622e-5,-0.00039636751084437625,1.7165397032880354,-9.435210373979825,3.4436780879217867e-7,2.0298498687519743e-8,1163.9338639966384,-30.938413574729697,-1223.0,3800.684752428103,2.641243458275028e-5,-0.0003924195728344147,6.143854330719227,-33.78654901107458,3.8689658727288973e-7,2.033637697166589e-8,949.0904313687508,-3.132122682689557,-4719.0,24.618372547219565,2.8367017234274664e-5,-0.00038279157574618077,2.092600354531136,-11.512563680004119,3.526653961315606e-7,2.0510553887276406e-8,1453.0818499618179,-20.279904843704863,-1448.0,12228.08998446757,0.0004338085038130598,-1469.255856180773,18.02890315813602,-83.20806894383901,4.05056957171449e-7,2.0771381557411197e-8,66.05007375213789,-14.70546202797222,-10745.0,39994.45732802927,11.343954220025546,-8.070743522257801e-5,63.36455283320541,-122.79298547745128,4.0014417572986874e-7,2.0577907297967815e-8,2895.202385795828,-47.575154427011704,-42794.0
t7,6843.602495583746,6.985200429039299e-5,-1830.000570302755,34.53933688010365,-81.6493638049521,3.3220609832867643e-7,1.5264684151512648e-8,2959.9980224142923,-31.489989352474502,-7895.0,1481.7342415727553,0.00011326319851136569,-240.00537849091134,2.6298934297423777,-5.772326996932338,3.227244433868626e-7,1.5169232231025897e-8,-473.61718251557573,-15.96935992526084,-749.0,124.22795663903524,0.00010900184607345391,-0.006436412499866268,2.004686350559027,-4.454202645996696,3.2037124694561013e-7,1.520951055059976e-8,461.37943010760307,-16.15154291394285,-567.0,8257.865562171104,0.00010974441957531721,-180.55399931522123,3.945332921015993,-8.761942632380414,3.208904438448915e-7,1.5194425032126987e-8,-6857.245459487119,-92.24960311088999,-1123.0,850.9729625210451,0.00011199278470461609,-0.014815603857833454,0.4607292414010323,-1.0038030527738653,3.2028901877731727e-7,1.520543893910326e-8,-711.6152668172768,-10.799918083605514,-128.0,5119.641870278415,0.00011329705514729235,-2365.789253826165,2.4178187780860774,-5.413668272340374,3.236301731056711e-7,1.5188866644609257e-8,-1986.444549981354,-69.41233013659063,-695.0,262.4932753588213,0.00010732114992363908,-106.39260197564761,4.46480130261692,-9.737355754294247,3.285386305815451e-7,1.518343519236854e-8,1186.5776610889757,-105.40588708340371,-1232.0,3623.112530995681,0.00010487994694986096,-31.587470020268725,16.017202792132554,-35.07635355565873,3.291730468098781e-7,1.5219221709724168e-8,1192.791043154129,-22.25705763867665,-4743.0,226.0383545474551,0.0001036080240753698,-0.010668650150642101,5.341294787067992,-12.229286376774896,3.240145616196866e-7,1.524032373432614e-8,1266.9244774625608,-26.06427534822008,-1460.0,12992.716088333698,3.175970414016468e-5,-2211.8509534354,46.06228222193463,-101.27114066197373,3.492108777181688e-7,2.067937176273707e-8,66.04915360505392,-14.705463041607421,-10777.0,43518.52973823904,9.803111396802143e-5,-3692.9998568031024,228.73720438454552,-161.89469672043438,3.4890166314636444e-7,2.054155979289009e-8,2895.20267096871,-47.575157622529936,-42740.0
t8,7101.002574469081,0.00010973724114597946,-1830.0004257330652,82.6985538602818,-70.20882278776338,3.330243619700572e-7,1.5267260924348226e-8,2959.9980011677935,-31.489989509942237,-8212.0,1335.0572099362153,0.0008211275512730083,-240.0026176500537,6.6694220036178455,-5.3664345295383535,3.2122770728419005e-7,1.519234816620037e-8,-278.3890467975978,-15.969353756808905,-802.0,138.64094136802257,0.0008594561779040157,-0.0031569128183458407,5.068801453909122,-4.055288366208904,3.183608804668983e-7,1.523306295419267e-8,483.4993854152163,-16.151542290954712,-607.0,8822.932616302402,0.0008018135968720983,-69.37669440459729,10.025533350471017,-7.997717678457965,3.1949897342411866e-7,1.521521568587111e-8,-7462.334938801331,-92.24960029269837,-1201.0,730.4698448627531,0.0008202907370499217,-0.0057903790603050075,1.148806050955355,-0.9346531848193941,3.1858805995936534e-7,1.522810238794806e-8,-582.8791101631083,-10.79991728342353,-137.0,5048.307756354681,0.0008001363336319059,-2491.360499314684,6.123951387641736,-4.906299476647824,3.2255922212426993e-7,1.5209844771000823e-8,-1745.7533753553314,-69.41233357378589,-743.0,294.8710607470779,0.0007996215616483174,-36.77383806336735,11.352666731032429,-9.123303583789662,3.2714770134460714e-7,1.520732708590966e-8,1166.0785077536243,-105.40589295080557,-1321.0,3917.5928331159766,0.0008074396530640773,-11.613974775033821,40.66188463617547,-32.695688841541184,3.2769267215230557e-7,1.524044960945061e-8,1170.311199893297,-22.25706086328201,-5062.0,265.2033485981195,0.0008732543071608424,-0.005278096667179389,13.018468536831534,-13.372024945372392,3.2290381353144994e-7,1.526539815951083e-8,1328.218891324852,-26.06427863363158,-1567.0,12676.626998197566,0.0004950930494214686,-1769.9169954102367,112.79557572157042,-94.15019118481302,3.897858137146915e-7,2.0707143063384896e-8,590.6504114991383,-12.006303406288065,-11504.0,48285.137710923394,3.435929934066806e-5,-5350.777996207147,439.49492392836953,-517.5787579083908,3.816318224596081e-7,2.0540816344216865e-8,2370.6000740634477,-44.87598841799093,-45182.0
