Constraint,CapRes_1,CapRes_2,CapRes_3
t1,1.4066799183260097e-10,1.779891952555309e-10,3.751418598536018e-11
t2,1.3876849537866167e-10,1.6836465465839305e-10,2.8816952441052792e-11
t3,1.37245852338599e-10,1.6771085335466928e-10,2.7915602171745488e-11
t4,1.369036850798695e-10,1.698336336805588e-10,2.7249362884772975e-11
t5,1.3864920099182428e-10,1.5448444399536045e-10,2.7617536295625497e-11
t6,1.4835709673636282e-10,3.3457339362011673e-10,4.2730344588432644e-11
t7,1.0503627980379753e-10,1.6413847948359374e-10,3.372132643863875e-11
t8,1.122929586805037e-10,1.5164535713176037e-10,3.328915996033397e-11
t9,1.1325272203501054e-10,1.4502309002949588e-10,3.028843309144738e-11
t10,1.0771496357556823e-10,1.5339542573547595e-10,2.8620312524934694e-11
t11,1.0661906527184474e-10,1.6576964140113626e-10,3.055480791930733e-11
t12,1.0941957762230558e-10,1.8549338971039283e-10,2.3394429396053528e-11
t13,1.1134395122227888e-10,1.899941286081885e-10,2.629618354504894e-11
t14,1.1835222588173715e-10,2.571346756217352e-10,2.860818263423047e-11
t15,1.1022190516355699e-10,2.0280135535618886e-10,2.9818482512527256e-11
t16,1.087312326316139e-10,2.2191484089724376e-10,2.8606629752412185e-11
t17,1.515621424276261e-10,2.0411480126914785e-10,2.95257231823582e-11
t18,2.0085450092722642e-10,2.1735038677892084e-10,3.1938088256423595e-11
t19,1.6340930719871843e-10,3.4284576795332737e-10,4.08294314450027e-11
t20,1.8252948363723663e-10,4.762641572447298e-10,5.3784558457093274e-11
t21,2.1691639770180787e-10,3.612443041076428e-10,7.868097703301377e-11
t22,1.8538952793567247e-10,2.1512080997915786e-10,5.152597612034087e-11
t23,2.2931428050751782e-10,2.051989965758286e-10,4.8353056341251035e-11
t24,1.752877390642242e-10,2.576892043680932e-10,4.2715395709361536e-11
t25,1.6261504334227456e-10,3.122975726441642e-10,3.8414332631454e-11
t26,1.5729196439067366e-10,3.009770896386518e-10,4.098676797833744e-11
t27,1.632322617904464e-10,2.080467370633304e-10,4.92074405501074e-11
t28,1.9988818512741919e-10,3.6365009992667293e-10,4.1105596799725265e-11
t29,2.0219832841922028e-10,2.1427724179288352e-10,4.24564843208114e-11
t30,2.503298304981126e-10,2.683726812732597e-10,5.203616183027855e-11
t31,2.124716600109447e-10,2.3145665801120196e-10,4.4545580273662694e-11
t32,2.1980927312423826e-10,2.545338500811096e-10,4.30816419120133e-11
t33,2.3564252076149635e-10,4.1854978851194557e-10,4.178132303835892e-11
t34,2.9686029992377654e-10,4.483021355505932e-10,4.488283390346033e-11
t35,3.185508344528269e-10,4.6554300283734174e-10,4.592072214020661e-11
t36,2.7830019835275824e-10,4.760690695194834e-10,5.158827554910292e-11
t37,2.4892297147786446e-10,2.471960239298277e-10,4.629389801230922e-11
t38,2.5156747437452496e-10,4.6059801590785837e-10,5.475298792657176e-11
t39,2.257477839476366e-10,3.150703974343737e-10,4.93696078720407e-11
t40,2.3995323884013194e-10,3.56978939052497e-10,4.0781665940953747e-11
t41,2.9818778338600957e-10,4.1227148006342386e-10,4.566785787067144e-11
t42,3.737634315373166e-10,7.35836321418014e-10,5.468353239875363e-11
t43,4.87301508745933e-10,8.303821577677995e-10,6.615651529530533e-11
t44,4.859672714153591e-10,7.372972700220934e-10,9.324200735894765e-11
t45,4.770834852535566e-10,5.68811258109958e-10,7.93214087959576e-11
t46,5.303479609681463e-10,5.348847336595331e-10,8.920198252876601e-11
t47,4.0192663117883133e-10,4.811202327951974e-10,7.968912514102467e-11
t48,3.4489523014592005e-10,5.20289431588678e-10,4.8863343370398984e-11
t49,3.104730897441335e-10,4.314458150814578e-10,5.381953710072419e-11
t50,2.0920656904120166e-10,5.742768585311107e-10,4.019636332263639e-11
t51,1.8484762496123765e-10,3.3275468285777545e-10,3.954596366110907e-11
t52,2.4617125394114016e-10,3.0427982157571453e-10,3.500587086241126e-11
t53,1.9184798581955603e-10,4.91970255155734e-10,5.074058025695435e-11
t54,1.9127546451363995e-10,5.18067065166336e-10,5.551229289318329e-11
t55,2.1610181323266617e-10,4.544912149118887e-10,4.3824486316564956e-11
t56,2.559164709160264e-10,4.745725703147718e-10,4.2055476856514e-11
t57,2.975129507300248e-10,4.424167221874074e-10,4.205609762152496e-11
t58,3.4848985574971125e-10,4.267208497444064e-10,4.020236764642116e-11
t59,3.1359793197123935e-10,4.83644750590033e-10,3.809839315047765e-11
t60,3.231935445506892e-10,4.021390457122885e-10,4.076522375408247e-11
t61,3.7609880208451164e-10,5.048064072019151e-10,3.834950757762263e-11
t62,3.613202872874438e-10,3.9606740404643134e-10,4.6568759748180775e-11
t63,3.708787871804053e-10,4.927293921521296e-10,4.6402674484266306e-11
t64,3.226316968382838e-10,4.868971202169582e-10,4.6636861353813425e-11
t65,3.284184237196009e-10,3.823887360199821e-10,4.7231404767995346e-11
t66,2.75238928167056e-10,4.654052808736387e-10,4.3903731213154085e-11
t67,3.3087961451956465e-10,5.643008053595097e-10,5.371439045816428e-11
t68,6.093340573129186e-10,8.336098100936773e-10,7.115992194415444e-11
t69,6.402825623820118e-10,7.874970983173752e-10,6.117785919674632e-11
t70,6.002910592317879e-10,3.846036182283999e-10,4.687850975161423e-11
t71,3.1327703686291724e-10,3.223880595870534e-10,4.2858345103564805e-11
t72,2.3756192866890336e-10,2.8380070458646695e-10,3.635464240952729e-11
t73,2.466356116010889e-10,4.828254294189117e-10,3.2913361606548286e-11
t74,2.2100483199158544e-10,2.457309723106434e-10,3.458073852068747e-11
t75,1.7179529608111965e-10,4.46454639677438e-10,3.11086609459288e-11
t76,2.0941405884559503e-10,4.4039547482055454e-10,3.7465868718904034e-11
t77,1.559168362201777e-10,2.2051920452714456e-10,4.706440015513824e-11
t78,1.7622297111841318e-10,4.146244074351658e-10,3.31052137755366e-11
t79,1.7483330264607664e-10,3.8187060819112255e-10,3.056242685694388e-11
t80,1.7606819171847255e-10,3.2181852957805687e-10,3.057329236925573e-11
t81,2.0841148673350202e-10,4.3516983277585593e-10,2.713047921033598e-11
t82,2.1387075239420603e-10,4.580443731365859e-10,2.506950607516446e-11
t83,2.4051751924551107e-10,4.75470394372931e-10,2.666982866881149e-11
t84,2.9850516378636594e-10,3.529219493568908e-10,2.4960314118273823e-11
t85,2.3137052248147666e-10,2.73856568173937e-10,2.6002893546901416e-11
t86,2.238617170386127e-10,2.1752765575393038e-10,2.5580942121662107e-11
t87,2.0517658075737057e-10,2.0073481133369172e-10,2.8511709886645862e-11
t88,2.0274988007803186e-10,2.007577443693827e-10,3.093274964488209e-11
