Zone,1,2,3,4,5,6,7,8,9,10,11
t1,-1.9891188340381577e-10,-1.835455832794461e-9,-2.414004157193119e-9,-1.24093507350882e-9,-1.080214549555975e-8,-1.976991183066467e-9,-1.1362595910399563e-9,-3.316605231284686e-10,-9.67093280224399e-10,-1.7065505340332144e-10,-4.501411386511679e-11
t2,-2.1482024223397187e-10,-1.9468513910489928e-9,-2.562817842211545e-9,-1.3136555362565199e-9,-1.1523970005107693e-8,-2.096293654907277e-9,-1.2040254494879475e-9,-3.491652064350831e-10,-1.024977310167626e-9,-1.709150679183806e-10,-4.653888674278315e-11
t3,-2.2612383566420855e-10,-2.0283855908287914e-9,-2.671445607409553e-9,-1.3681099103762962e-9,-1.1968256206042469e-8,-2.1854574221669763e-9,-1.2529028480050934e-9,-3.6206231959747467e-10,-1.0662234592771506e-9,-1.767195567034848e-10,-4.854029210592304e-11
t4,-2.339994655001563e-10,-2.075936044711402e-9,-2.7365591877798884e-9,-1.3995617418239283e-9,-1.2349124893013175e-8,-2.237767281350802e-9,-1.2838852275118788e-9,-3.700047444843444e-10,-1.0924193312870816e-9,-1.806409963104571e-10,-4.981903028407017e-11
t5,-2.3799062065420173e-10,-2.0977578821223495e-9,-2.7652605124135972e-9,-1.4138884148068317e-9,-1.244700176028525e-8,-2.2599090817924002e-9,-1.2957534528120334e-9,-3.733253164045581e-10,-1.1029804944353703e-9,-1.822495131583227e-10,-5.0573464346536664e-11
t6,-2.3851749186120705e-10,-2.4137330299903747e-9,-3.0886345594208805e-9,-1.693659230048256e-9,-1.2385446181627023e-8,-2.5775394164047e-9,-1.5645843760105167e-9,-4.538517377379896e-10,-1.3481266971730248e-9,-2.054202740088419e-10,-5.4052900705613966e-11
t7,-2.3870904381440723e-10,-2.097416051413741e-9,-2.762917993623335e-9,-1.4138211214739045e-9,-1.2458005353612843e-8,-2.2580278565864546e-9,-1.2932874208874896e-9,-3.736054955917927e-10,-1.0995842729161275e-9,-2.0440687175961237e-10,-5.409288731571434e-11
t8,-2.3061448768359581e-10,-1.9611949183292378e-9,-2.5821378883440207e-9,-1.3251631931303506e-9,-1.162024570367546e-8,-2.1140765575763432e-9,-1.2095815266713184e-9,-3.526945426755937e-10,-1.0281415151187481e-9,-1.923618406624303e-10,-5.1238948489286925e-11
t9,-2.1216500145805996e-10,-1.8133120967064272e-9,-2.383980849175624e-9,-1.2247148533920225e-9,-1.0664125080510815e-8,-1.951632343617934e-9,-1.1184856833083543e-9,-3.2828119917124283e-10,-9.515781766840665e-10,-1.785754730558445e-10,-4.696311655363726e-11
t10,-1.930684270117813e-10,-1.6865052349444014e-9,-2.2146966275817465e-9,-1.1413143308399065e-9,-9.916379778487682e-9,-1.8172368870431408e-9,-1.0427615720021874e-9,-3.0799665266146235e-10,-8.870198325302605e-10,-1.6744028549357177e-10,-4.325692373519013e-11
t11,-1.8048378577708184e-10,-1.6000776017128909e-9,-2.1009426005686304e-9,-1.0840987442794882e-9,-9.37751597372159e-9,-1.7222287221292847e-9,-9.912530918755778e-10,-2.9387409655552884e-10,-8.440228735982071e-10,-1.5940232165257083e-10,-4.071434748091009e-11
