Constraint,CapRes_1,CapRes_2,CapRes_3
t1,5.000953842555964e-11,1.3708362438253296e-10,1.3278516891811978e-11
t2,4.9105586968315755e-11,1.2620308446732345e-10,1.1216542735504804e-11
t3,4.9130688771028535e-11,1.2466484028838397e-10,1.0995113389732906e-11
t4,4.9260956784178287e-11,1.0343416273061389e-10,1.0863984581081051e-11
t5,4.960688025862395e-11,9.654071695908872e-11,1.0819848613781533e-11
t6,5.2227018490442766e-11,5.506465460262989e-10,1.98296123430564e-11
t7,4.050184511555112e-11,1.0676223601451354e-10,1.3078114760882188e-11
t8,4.304332642261456e-11,1.0700773576970604e-10,1.7223898208532246e-11
t9,4.483502767977521e-11,1.1114569515272696e-10,1.4910656613521263e-11
t10,4.5818378192894846e-11,1.1705971768810463e-10,2.1065017825404042e-11
t11,4.7279752951922974e-11,1.220393431930333e-10,2.2652825068125396e-11
t12,4.9971522854283854e-11,1.2908949850481264e-10,1.2509586424977167e-11
t13,5.4456696423253816e-11,1.2796778270291895e-10,1.3985614664375467e-11
t14,5.473415879954744e-11,1.827238277745581e-10,1.5371276077627922e-11
t15,5.046003043497427e-11,1.3016191090299668e-10,1.6661156927760698e-11
t16,5.327326196086592e-11,1.377222140080134e-10,1.6241451589167267e-11
t17,5.8155405372285326e-11,1.5559230062838007e-10,1.6437608431301583e-11
t18,5.583047203354069e-11,1.713436619471519e-10,1.7934573478621355e-11
t19,5.783107829865203e-11,3.2457077327816274e-10,2.1731578131151074e-11
t20,5.931698025658875e-11,6.890435234631526e-10,2.2086829651639128e-11
t21,5.546998471705484e-11,3.5425999507264905e-10,3.66534121286751e-11
t22,5.913000327443843e-11,1.9286104713119432e-10,2.032223496583369e-11
t23,7.98398978905735e-11,1.751094514278154e-10,2.014143995468501e-11
t24,5.5155608085789865e-11,2.0949137352726142e-10,1.7552739732192585e-11
t25,5.0640721623520825e-11,2.428599760186664e-10,1.4888475955827675e-11
t26,4.984769153900877e-11,2.4875890813233297e-10,1.3722799886574548e-11
t27,5.2595718927829443e-11,1.4255782154601313e-10,1.7725563409433437e-11
t28,6.67510537716446e-11,4.782784716507585e-10,1.2964938608509597e-11
t29,6.818152437409282e-11,1.662101720716696e-10,1.3096807997210646e-11
t30,9.60416297604428e-11,1.984935079069732e-10,2.1431779546168892e-11
t31,5.17545228790123e-11,2.1615968419275702e-10,1.794237414331803e-11
t32,5.797613455008904e-11,2.4545448178414133e-10,2.1848422803532366e-11
t33,6.050188183002904e-11,6.87810633136458e-10,2.0341178746565273e-11
t34,7.092183178988278e-11,8.155557446043737e-10,1.952550086236746e-11
t35,7.079942914073053e-11,7.866355833721741e-10,2.584036091090101e-11
t36,6.64645579610642e-11,9.44011608499248e-10,3.8474495536512254e-11
t37,6.145501704664094e-11,2.753333076772215e-10,2.57253575739315e-11
t38,6.784105790983204e-11,1.0078256018517144e-9,3.926951146677288e-11
t39,7.867803750850206e-11,3.9233728274737173e-10,3.4004397138638764e-11
t40,8.838410744443362e-11,4.690520394289922e-10,2.1249599088094776e-11
t41,9.732353778966576e-11,9.254733086227215e-10,2.160865443197453e-11
t42,1.4675315168862667e-10,3.3365564926963873e-9,2.3022839173636276e-11
t43,1.5557894200430423e-10,4.003502177032118e-9,2.5798007255274167e-11
t44,8.612427371685382e-11,1.9407187948950407e-9,3.982589138697368e-11
t45,8.740304061716775e-11,5.776169778532808e-10,2.5918072412302694e-11
t46,1.0363547005157509e-10,5.015846152083222e-10,3.615445317958478e-11
t47,1.337134634808486e-10,4.020791243594098e-10,3.191377250291004e-11
t48,9.158935082886578e-11,2.1724196336961624e-10,1.7620107358795704e-11
t49,1.1781695859751467e-10,3.036634192338682e-10,2.5874889402935304e-11
t50,6.374465940887667e-11,6.880418589092939e-10,1.497944495526723e-11
t51,5.784339224255974e-11,2.1156258496427335e-10,1.4368478298122874e-11
t52,9.560650144136744e-11,1.8954310193545568e-10,1.2530152400007199e-11
t53,6.496679461864505e-11,5.668705635114074e-10,2.415641014466007e-11
t54,5.977648985409862e-11,6.473051897104132e-10,2.814168424918218e-11
t55,6.240694349974426e-11,6.357255902897603e-10,1.8934585776294898e-11
t56,7.009353060746276e-11,7.197245730378697e-10,2.5532448016480106e-11
t57,7.970711474043946e-11,8.643913116640148e-10,2.7938601773548053e-11
t58,9.350319992357075e-11,9.603818740357474e-10,2.9609619918641735e-11
t59,8.030443969242659e-11,8.800266771483049e-10,1.8166805209912798e-11
t60,8.325418654018909e-11,4.794144094897542e-10,2.3432041485138982e-11
t61,1.2806204584825734e-10,1.395207533250074e-9,1.870731004889324e-11
t62,1.1853182401106266e-10,4.4942315854607704e-10,2.8960044145833052e-11
t63,1.4316187278920444e-10,1.6485449503256094e-9,3.40497542556835e-11
t64,1.0327357400893132e-10,1.8030803993012537e-9,3.4342489434450286e-11
t65,1.2399362764023517e-10,6.88983712955015e-10,3.200996501056612e-11
t66,9.545663323313806e-11,7.548376645025746e-10,2.4523776263152964e-11
t67,1.362635945095618e-10,7.199177798818726e-10,2.4801370165371803e-11
t68,1.538148189697748e-10,2.284531141969124e-9,4.067173238363877e-11
t69,1.546246499898127e-10,2.1534873750784603e-9,2.528742693812074e-11
t70,1.3511699055920747e-10,3.5199235327905775e-10,1.905328171092447e-11
t71,9.968642649741332e-11,2.569161746506549e-10,1.621920824728345e-11
t72,9.002166725331692e-11,2.369135726169948e-10,1.3614875992086425e-11
t73,1.2122560147095292e-10,1.2633887610455856e-9,1.2306566774710857e-11
t74,9.029404376093921e-11,2.1126854998040387e-10,1.2045441315661623e-11
t75,6.116307269605355e-11,6.220755835855194e-10,1.136059667974391e-11
t76,9.784888852351331e-11,6.609121252252119e-10,1.2869663070002592e-11
t77,6.129717386709033e-11,1.4993663110163682e-10,2.0091324898772032e-11
t78,6.653160135766407e-11,4.958642687741693e-10,1.205610541632094e-11
t79,5.270630841946344e-11,4.467332168893896e-10,1.2311350480262971e-11
t80,5.968929798060604e-11,3.130500697049372e-10,1.3769907591021802e-11
t81,7.411085773412935e-11,5.815373421889971e-10,1.4613515576138762e-11
t82,6.961753369206047e-11,6.417263853046048e-10,1.462176838708671e-11
t83,7.472057667055192e-11,6.697744430808887e-10,1.6409346744707263e-11
