Fuel,AnnualSum
No_fuel,0.0
new_england_coal,4.6860959998383746e7
new_england_naturalgas,1.9354111927024347e8
new_england_uranium,2.973321535666025e8
middle_atlantic_naturalgas,6.234624004602357e8
middle_atlantic_uranium,8.907430160375553e8
middle_atlantic_coal,0.0
east_north_central_coal,2.751154388199307e9
east_north_central_naturalgas,1.0751730950653214e9
east_north_central_uranium,2.67829163080552e8
new_england_naturalgas_ccs100,0.8019071910429387
middle_atlantic_naturalgas_ccs100,6.874723378715573
east_north_central_naturalgas_ccs90,0.940069556620705
east_north_central_naturalgas_ccs100,0.7200163294961105
None,0.0
