region,marginal_price,total_demand
BASN,82.37691779249948,205854891.0
CASO,113.52474025646009,185445572.0
CANO,96.13330904791121,287331528.0
FRCC,66.89359462450278,373487472.0
ISNE,41.90468871213559,228967778.0
MISC,54.36822154428633,296003389.0
MISE,31.464375451940313,149857318.0
MISS,57.03728387553461,273572998.0
MISW,66.01116757411576,360803886.0
NWPP,145.68204612863343,342473432.0
NYCW,61.745714836837,116580170.0
NYUP,14.48544432766782,100244191.0
PJMC,53.05126889492539,165669492.0
PJMD,56.5922511203777,160553816.0
PJME,58.05080526211197,428793884.0
PJMW,48.86981244393893,452703049.0
RMRG,66.43980509493942,173002995.0
SPPC,59.43520904270228,122568997.0
SPPN,59.48123248697556,85125345.0
SPPS,59.85044642845406,202777705.0
SRCA,49.36929615201034,320053848.0
SRCE,28.350881721421004,318246408.0
SRSE,46.19316350513192,375702387.0
SRSG,78.4376288138893,237915030.0
TRE,104.44460136293245,617229009.0
TREW,95.83499151641959,29860335.0
