model,zone,planning_year,case,unit,value
TEMOA,BASN,2027,current_policies_52_week_retire,tons,3.13407e+07
TEMOA,BASN,2030,current_policies_52_week_retire,tons,2.82348e+07
TEMOA,BASN,2035,current_policies_52_week_retire,tons,2.85634e+07
TEMOA,BASN,2040,current_policies_52_week_retire,tons,2.94449e+07
TEMOA,BASN,2045,current_policies_52_week_retire,tons,3.66592e+07
TEMOA,BASN,2050,current_policies_52_week_retire,tons,4.04185e+07
TEMOA,CANO,2027,current_policies_52_week_retire,tons,1.71161e+07
TEMOA,CANO,2030,current_policies_52_week_retire,tons,1.38903e+07
TEMOA,CANO,2035,current_policies_52_week_retire,tons,1.05016e+07
TEMOA,CANO,2040,current_policies_52_week_retire,tons,7.76995e+06
TEMOA,CANO,2045,current_policies_52_week_retire,tons,1.23234e+07
TEMOA,CANO,2050,current_policies_52_week_retire,tons,1.41541e+07
TEMOA,CASO,2027,current_policies_52_week_retire,tons,1.47576e+07
TEMOA,CASO,2030,current_policies_52_week_retire,tons,1.30966e+07
TEMOA,CASO,2035,current_policies_52_week_retire,tons,2.00817e+07
TEMOA,CASO,2040,current_policies_52_week_retire,tons,2.06371e+07
TEMOA,CASO,2045,current_policies_52_week_retire,tons,3.46424e+07
TEMOA,CASO,2050,current_policies_52_week_retire,tons,4.14491e+07
TEMOA,FRCC,2027,current_policies_52_week_retire,tons,8.33699e+07
TEMOA,FRCC,2030,current_policies_52_week_retire,tons,7.26424e+07
TEMOA,FRCC,2035,current_policies_52_week_retire,tons,6.46692e+07
TEMOA,FRCC,2040,current_policies_52_week_retire,tons,6.25576e+07
TEMOA,FRCC,2045,current_policies_52_week_retire,tons,7.2547e+07
TEMOA,FRCC,2050,current_policies_52_week_retire,tons,7.92711e+07
TEMOA,ISNE,2027,current_policies_52_week_retire,tons,1.78344e+07
TEMOA,ISNE,2030,current_policies_52_week_retire,tons,1.17313e+07
TEMOA,ISNE,2035,current_policies_52_week_retire,tons,1.79216e+07
TEMOA,ISNE,2040,current_policies_52_week_retire,tons,2.56723e+07
TEMOA,ISNE,2045,current_policies_52_week_retire,tons,2.55267e+07
TEMOA,ISNE,2050,current_policies_52_week_retire,tons,2.05736e+07
TEMOA,MISC,2027,current_policies_52_week_retire,tons,5.58087e+07
TEMOA,MISC,2030,current_policies_52_week_retire,tons,5.41722e+07
TEMOA,MISC,2035,current_policies_52_week_retire,tons,5.45884e+07
TEMOA,MISC,2040,current_policies_52_week_retire,tons,6.70118e+07
TEMOA,MISC,2045,current_policies_52_week_retire,tons,8.63956e+07
TEMOA,MISC,2050,current_policies_52_week_retire,tons,8.51293e+07
TEMOA,MISE,2027,current_policies_52_week_retire,tons,4.73977e+07
TEMOA,MISE,2030,current_policies_52_week_retire,tons,4.53037e+07
TEMOA,MISE,2035,current_policies_52_week_retire,tons,4.11377e+07
TEMOA,MISE,2040,current_policies_52_week_retire,tons,4.50367e+07
TEMOA,MISE,2045,current_policies_52_week_retire,tons,4.70042e+07
TEMOA,MISE,2050,current_policies_52_week_retire,tons,4.67521e+07
TEMOA,MISS,2027,current_policies_52_week_retire,tons,4.60022e+07
TEMOA,MISS,2030,current_policies_52_week_retire,tons,3.64564e+07
TEMOA,MISS,2035,current_policies_52_week_retire,tons,3.54566e+07
TEMOA,MISS,2040,current_policies_52_week_retire,tons,4.69571e+07
TEMOA,MISS,2045,current_policies_52_week_retire,tons,5.83512e+07
TEMOA,MISS,2050,current_policies_52_week_retire,tons,6.03124e+07
TEMOA,MISW,2027,current_policies_52_week_retire,tons,5.32625e+07
TEMOA,MISW,2030,current_policies_52_week_retire,tons,5.23816e+07
TEMOA,MISW,2035,current_policies_52_week_retire,tons,5.97997e+07
TEMOA,MISW,2040,current_policies_52_week_retire,tons,6.86956e+07
TEMOA,MISW,2045,current_policies_52_week_retire,tons,7.1674e+07
TEMOA,MISW,2050,current_policies_52_week_retire,tons,7.55752e+07
TEMOA,NWPP,2027,current_policies_52_week_retire,tons,1.67971e+07
TEMOA,NWPP,2030,current_policies_52_week_retire,tons,1.50274e+07
TEMOA,NWPP,2035,current_policies_52_week_retire,tons,1.90428e+07
TEMOA,NWPP,2040,current_policies_52_week_retire,tons,2.74725e+07
TEMOA,NWPP,2045,current_policies_52_week_retire,tons,4.18633e+07
TEMOA,NWPP,2050,current_policies_52_week_retire,tons,4.79084e+07
TEMOA,NYCW,2027,current_policies_52_week_retire,tons,7.15833e+06
TEMOA,NYCW,2030,current_policies_52_week_retire,tons,6.79966e+06
TEMOA,NYCW,2035,current_policies_52_week_retire,tons,8.47761e+06
TEMOA,NYCW,2040,current_policies_52_week_retire,tons,1.11784e+07
TEMOA,NYCW,2045,current_policies_52_week_retire,tons,1.32178e+07
TEMOA,NYCW,2050,current_policies_52_week_retire,tons,1.3121e+07
TEMOA,NYUP,2027,current_policies_52_week_retire,tons,9.11792e+06
TEMOA,NYUP,2030,current_policies_52_week_retire,tons,8.98238e+06
TEMOA,NYUP,2035,current_policies_52_week_retire,tons,6.70392e+06
TEMOA,NYUP,2040,current_policies_52_week_retire,tons,4.88817e+06
TEMOA,NYUP,2045,current_policies_52_week_retire,tons,4.30589e+06
TEMOA,NYUP,2050,current_policies_52_week_retire,tons,4.06852e+06
TEMOA,PJMC,2027,current_policies_52_week_retire,tons,9.09275e+06
TEMOA,PJMC,2030,current_policies_52_week_retire,tons,8.67354e+06
TEMOA,PJMC,2035,current_policies_52_week_retire,tons,7.7633e+06
TEMOA,PJMC,2040,current_policies_52_week_retire,tons,7.24928e+06
TEMOA,PJMC,2045,current_policies_52_week_retire,tons,9.28231e+06
TEMOA,PJMC,2050,current_policies_52_week_retire,tons,2.93363e+07
TEMOA,PJMD,2027,current_policies_52_week_retire,tons,5.88015e+06
TEMOA,PJMD,2030,current_policies_52_week_retire,tons,5.0292e+06
TEMOA,PJMD,2035,current_policies_52_week_retire,tons,4.30505e+06
TEMOA,PJMD,2040,current_policies_52_week_retire,tons,3.17223e+06
TEMOA,PJMD,2045,current_policies_52_week_retire,tons,2.10319e+06
TEMOA,PJMD,2050,current_policies_52_week_retire,tons,1.92821e+06
TEMOA,PJME,2027,current_policies_52_week_retire,tons,5.75851e+07
TEMOA,PJME,2030,current_policies_52_week_retire,tons,5.39043e+07
TEMOA,PJME,2035,current_policies_52_week_retire,tons,6.26436e+07
TEMOA,PJME,2040,current_policies_52_week_retire,tons,7.1463e+07
TEMOA,PJME,2045,current_policies_52_week_retire,tons,7.12174e+07
TEMOA,PJME,2050,current_policies_52_week_retire,tons,7.6681e+07
TEMOA,PJMW,2027,current_policies_52_week_retire,tons,1.48935e+08
TEMOA,PJMW,2030,current_policies_52_week_retire,tons,1.42041e+08
TEMOA,PJMW,2035,current_policies_52_week_retire,tons,1.26285e+08
TEMOA,PJMW,2040,current_policies_52_week_retire,tons,1.15647e+08
TEMOA,PJMW,2045,current_policies_52_week_retire,tons,1.46855e+08
TEMOA,PJMW,2050,current_policies_52_week_retire,tons,1.45684e+08
TEMOA,RMRG,2027,current_policies_52_week_retire,tons,1.42778e+07
TEMOA,RMRG,2030,current_policies_52_week_retire,tons,1.38603e+07
TEMOA,RMRG,2035,current_policies_52_week_retire,tons,1.27331e+07
TEMOA,RMRG,2040,current_policies_52_week_retire,tons,1.27633e+07
TEMOA,RMRG,2045,current_policies_52_week_retire,tons,1.72106e+07
TEMOA,RMRG,2050,current_policies_52_week_retire,tons,1.8442e+07
TEMOA,SPPC,2027,current_policies_52_week_retire,tons,2.0841e+07
TEMOA,SPPC,2030,current_policies_52_week_retire,tons,1.95889e+07
TEMOA,SPPC,2035,current_policies_52_week_retire,tons,1.86187e+07
