model,zone,resource_name,tech_type,planning_year,case,unit,start_value,end_value
TEMOA,SRCA,SRCA_biomass_2,Other,2027,current_policies_52_week_retire,MW,69.228,69.228
TEMOA,NWPP,NWPP_natural_gas_fired_combustion_turbine_2,Natural Gas,2027,current_policies_52_week_retire,MW,324.4,11.4285
TEMOA,SPPC,SPPC_natural_gas_fired_combined_cycle_2,Natural Gas,2027,current_policies_52_week_retire,MW,312.8,312.426
TEMOA,NYUP,NYUP_onshore_wind_turbine_1,Wind,2027,current_policies_52_week_retire,MW,3388.98,3388.95
TEMOA,SPPC,SPPC_natural_gas_fired_combustion_turbine_2,Natural Gas,2027,current_policies_52_week_retire,MW,131.4,129.912
TEMOA,PJMW,PJMW_landbasedwind_class3_moderate_5_anyQual_1,Wind,2027,current_policies_52_week_retire,MW,0,3924.83
TEMOA,NYUP,NYUP_petroleum_liquids_1,Other,2027,current_policies_52_week_retire,MW,75.537,75.537
TEMOA,MISE,MISE_utilitypv_class1_moderate_2_anyQual_1,Solar,2027,current_policies_52_week_retire,MW,0,11.2587
TEMOA,NYCW,NYCW_petroleum_liquids_1,Other,2027,current_policies_52_week_retire,MW,632.407,632.34
TEMOA,CASO,CASO_petroleum_liquids_1,Other,2027,current_policies_52_week_retire,MW,14.105,14.105
TEMOA,PJME,PJME_conventional_hydroelectric_1,Hydro,2027,current_policies_52_week_retire,MW,1133.08,1015.56
TEMOA,SRCA,SRCA_batteries_1,Battery,2027,current_policies_52_week_retire,MW,160.804,156.735
TEMOA,MISW,MISW_landbasedwind_class3_moderate_5_anyQual_0,Wind,2027,current_policies_52_week_retire,MW,0,2030.54
TEMOA,PJME,PJME_conventional_steam_coal_1,Coal,2027,current_policies_52_week_retire,MW,7803,20.6046
TEMOA,PJME,PJME_distributed_generation_1,Distributed Solar,2027,current_policies_52_week_retire,MW,6500,6499.98
TEMOA,MISE,MISE_natural_gas_steam_turbine_1,Natural Gas,2027,current_policies_52_week_retire,MW,794.199,92.9888
TEMOA,SRCE,SRCE_batteries_1,Battery,2027,current_policies_52_week_retire,MW,122.3,114.894
TEMOA,NYCW,NYCW_solar_photovoltaic_1,Solar,2027,current_policies_52_week_retire,MW,157.304,157.213
TEMOA,ISNE,ISNE_natural_gas_fired_combined_cycle_2,Natural Gas,2027,current_policies_52_week_retire,MW,10513.3,10513.2
TEMOA,MISE,MISE_landbasedwind_class3_moderate_3_anyQual_1,Wind,2027,current_policies_52_week_retire,MW,0,673.825
TEMOA,SPPN,SPPN_landbasedwind_class3_moderate_1_anyQual_1,Wind,2027,current_policies_52_week_retire,MW,0,1600.55
TEMOA,MISE,MISE_landbasedwind_class3_moderate_0_anyQual_0,Wind,2027,current_policies_52_week_retire,MW,0,90.593
