model,line,line_name,planning_year,case,unit,start_value,end_value
TEMOA,1,BASN_to_CANO,2027,base_52_retire,MW,100,104.355
TEMOA,2,BASN_to_CASO,2027,base_52_retire,MW,5920,5922.54
TEMOA,3,BASN_to_NWPP,2027,base_52_retire,MW,3350,3351.99
TEMOA,4,BASN_to_RMRG,2027,base_52_retire,MW,3750,3759.24
TEMOA,5,BASN_to_SRSG,2027,base_52_retire,MW,5385,5387.61
TEMOA,6,CANO_to_CASO,2027,base_52_retire,MW,3675,3679.96
TEMOA,7,CANO_to_NWPP,2027,base_52_retire,MW,3675,3678.8
TEMOA,8,CASO_to_NWPP,2027,base_52_retire,MW,2858,2860.66
TEMOA,9,CASO_to_SRSG,2027,base_52_retire,MW,4354,4361.21
TEMOA,10,FRCC_to_SRSE,2027,base_52_retire,MW,3600,3603.58
TEMOA,11,ISNE_to_NYCW,2027,base_52_retire,MW,760,779.666
TEMOA,12,ISNE_to_NYUP,2027,base_52_retire,MW,1400,1987.09
TEMOA,14,MISC_to_MISS,2027,base_52_retire,MW,1039,1046.72
TEMOA,15,MISC_to_MISW,2027,base_52_retire,MW,1655,1658.15
TEMOA,16,MISC_to_PJMC,2027,base_52_retire,MW,5244,5254.42
TEMOA,17,MISC_to_PJMW,2027,base_52_retire,MW,5441,5446.24
TEMOA,18,MISC_to_SPPC,2027,base_52_retire,MW,1430,1502.01
TEMOA,19,MISC_to_SPPN,2027,base_52_retire,MW,0,21.5464
TEMOA,20,MISC_to_SPPS,2027,base_52_retire,MW,1172,1216.76
TEMOA,21,MISC_to_SRCE,2027,base_52_retire,MW,3745,3749
TEMOA,23,MISE_to_PJMW,2027,base_52_retire,MW,2662,2668.5
TEMOA,24,MISS_to_SPPC,2027,base_52_retire,MW,0,43.6874
TEMOA,25,MISS_to_SPPS,2027,base_52_retire,MW,1697,2943.67
TEMOA,26,MISS_to_SRCE,2027,base_52_retire,MW,4092,4098.36
TEMOA,27,MISS_to_SRSE,2027,base_52_retire,MW,891,917.302
TEMOA,28,MISW_to_NWPP,2027,base_52_retire,MW,200,204.302
TEMOA,29,MISW_to_PJMC,2027,base_52_retire,MW,3200,3218.88
TEMOA,31,MISW_to_SPPN,2027,base_52_retire,MW,5512,5516.36
TEMOA,32,NWPP_to_RMRG,2027,base_52_retire,MW,400,408.766
TEMOA,33,NYCW_to_NYUP,2027,base_52_retire,MW,2489,2494.15
TEMOA,34,NYCW_to_PJME,2027,base_52_retire,MW,660,2116.63
TEMOA,35,NYUP_to_PJME,2027,base_52_retire,MW,1255,1280.95
TEMOA,36,PJMC_to_PJMW,2027,base_52_retire,MW,980,994.159
TEMOA,37,PJMD_to_PJME,2027,base_52_retire,MW,1200,3213.31
TEMOA,38,PJMD_to_PJMW,2027,base_52_retire,MW,6930,6931.92
TEMOA,39,PJMD_to_SRCA,2027,base_52_retire,MW,1000,1064.05
TEMOA,40,PJME_to_PJMW,2027,base_52_retire,MW,3885,3891.22
TEMOA,41,PJMW_to_SRCA,2027,base_52_retire,MW,1219,1234.68
TEMOA,42,PJMW_to_SRCE,2027,base_52_retire,MW,3333,3338.45
TEMOA,43,RMRG_to_SPPC,2027,base_52_retire,MW,210,1311.85
TEMOA,44,RMRG_to_SPPN,2027,base_52_retire,MW,410,3568.04
TEMOA,45,RMRG_to_SRSG,2027,base_52_retire,MW,614,634.682
TEMOA,46,SPPC_to_SPPN,2027,base_52_retire,MW,1433,2703.97
TEMOA,47,SPPC_to_SPPS,2027,base_52_retire,MW,3372,3415.43
TEMOA,48,SPPN_to_SPPS,2027,base_52_retire,MW,0,1187.91
TEMOA,49,SPPS_to_SRSG,2027,base_52_retire,MW,1010,3948.8
TEMOA,50,SPPS_to_TRE,2027,base_52_retire,MW,600,1316.89
TEMOA,51,SPPS_to_TREW,2027,base_52_retire,MW,220,3179.76
TEMOA,52,SRCA_to_SRCE,2027,base_52_retire,MW,216,227.521
TEMOA,53,SRCA_to_SRSE,2027,base_52_retire,MW,1400,1407.39
TEMOA,54,SRCE_to_SRSE,2027,base_52_retire,MW,3196,3209.32
TEMOA,55,TRE_to_TREW,2027,base_52_retire,MW,16529,16535.2
TEMOA,56,NWPP_to_SPPN,2027,base_52_retire,MW,0,14.4211
TEMOA,57,SRSG_to_TRE,2027,base_52_retire,MW,0,16.9629
TEMOA,1,BASN_to_CANO,2030,base_52_retire,MW,104.355,101.047
TEMOA,2,BASN_to_CASO,2030,base_52_retire,MW,5922.54,5921.08
TEMOA,3,BASN_to_NWPP,2030,base_52_retire,MW,3351.99,3350.51
TEMOA,4,BASN_to_RMRG,2030,base_52_retire,MW,3759.24,3772.55
TEMOA,5,BASN_to_SRSG,2030,base_52_retire,MW,5387.61,5385.7
TEMOA,6,CANO_to_CASO,2030,base_52_retire,MW,3679.96,3676.25
TEMOA,7,CANO_to_NWPP,2030,base_52_retire,MW,3678.8,3676.08
TEMOA,8,CASO_to_NWPP,2030,base_52_retire,MW,2860.66,2858.87
TEMOA,9,CASO_to_SRSG,2030,base_52_retire,MW,4361.21,5941.4
TEMOA,10,FRCC_to_SRSE,2030,base_52_retire,MW,3603.58,3602.17
TEMOA,11,ISNE_to_NYCW,2030,base_52_retire,MW,779.666,1387.01
TEMOA,12,ISNE_to_NYUP,2030,base_52_retire,MW,1987.09,5512.93
TEMOA,13,MISC_to_MISE,2030,base_52_retire,MW,0,2320.94
TEMOA,14,MISC_to_MISS,2030,base_52_retire,MW,1046.72,1040.51
TEMOA,15,MISC_to_MISW,2030,base_52_retire,MW,1658.15,1657.13
TEMOA,16,MISC_to_PJMC,2030,base_52_retire,MW,5254.42,5258.24
TEMOA,17,MISC_to_PJMW,2030,base_52_retire,MW,5446.24,6148.6
TEMOA,18,MISC_to_SPPC,2030,base_52_retire,MW,1502.01,5924.72
TEMOA,19,MISC_to_SPPN,2030,base_52_retire,MW,21.5464,2583.32
TEMOA,20,MISC_to_SPPS,2030,base_52_retire,MW,1216.76,5659.26
TEMOA,21,MISC_to_SRCE,2030,base_52_retire,MW,3749,3746.46
TEMOA,22,MISE_to_MISW,2030,base_52_retire,MW,0,1536.06
TEMOA,23,MISE_to_PJMW,2030,base_52_retire,MW,2668.5,2663.54
TEMOA,24,MISS_to_SPPC,2030,base_52_retire,MW,43.6874,4556.64
TEMOA,25,MISS_to_SPPS,2030,base_52_retire,MW,2943.67,19913.5
TEMOA,26,MISS_to_SRCE,2030,base_52_retire,MW,4098.36,4093.51
TEMOA,27,MISS_to_SRSE,2030,base_52_retire,MW,917.302,9371.37
TEMOA,28,MISW_to_NWPP,2030,base_52_retire,MW,204.302,202.25
TEMOA,29,MISW_to_PJMC,2030,base_52_retire,MW,3218.88,11292.7
TEMOA,31,MISW_to_SPPN,2030,base_52_retire,MW,5516.36,5514.07
TEMOA,32,NWPP_to_RMRG,2030,base_52_retire,MW,408.766,1588.69
TEMOA,33,NYCW_to_NYUP,2030,base_52_retire,MW,2494.15,2492.95
TEMOA,34,NYCW_to_PJME,2030,base_52_retire,MW,2116.63,5138.48
TEMOA,35,NYUP_to_PJME,2030,base_52_retire,MW,1280.95,5324.03
TEMOA,36,PJMC_to_PJMW,2030,base_52_retire,MW,994.159,10828.4
TEMOA,37,PJMD_to_PJME,2030,base_52_retire,MW,3213.31,4870.06
TEMOA,38,PJMD_to_PJMW,2030,base_52_retire,MW,6931.92,6931.26
TEMOA,39,PJMD_to_SRCA,2030,base_52_retire,MW,1064.05,1076.03
TEMOA,40,PJME_to_PJMW,2030,base_52_retire,MW,3891.22,8154.93
TEMOA,41,PJMW_to_SRCA,2030,base_52_retire,MW,1234.68,1236.93
