region,marginal_price,total_demand
BASN,35.039209870996125,154373402.0
CASO,32.20008580622841,141559023.0
CANO,39.98970818306923,219102255.0
FRCC,32.62288957284904,305390926.0
ISNE,99.95564814517317,185912448.0
MISC,33.52079020660631,243790194.0
MISE,40.684879987361015,126030936.0
MISS,26.204213725912417,223677305.0
MISW,45.47024509679109,294141188.0
NWPP,53.3766335216368,260888430.0
NYCW,78.28373036762295,97972883.0
NYUP,46.18327082046096,85901025.0
PJMC,42.323306760044446,142659266.0
PJMD,38.61856285853191,134294097.0
PJME,51.264659183370306,361596414.0
PJMW,37.57231953931356,381430632.0
RMRG,23.741054833664062,129535560.0
SPPC,22.993599348192884,101870818.0
SPPN,22.353225574705768,67540119.0
SPPS,21.232950052564288,162787259.0
SRCA,31.76969552755822,263347390.0
SRCE,33.33161427841996,264512199.0
SRSE,29.77277852231306,303257618.0
SRSG,34.44687867030712,183293864.0
TRE,28.835357883323276,515960435.0
TREW,21.309966854891968,24676479.0
