model,zone,resource_name,tech_type,planning_year,case,unit,value
USENSYS,BASN,BASN_batteries_1,Battery,2027,full-base-200-tx-0,MWh,117690
USENSYS,BASN,BASN_batteries_1,Battery,2030,full-base-200-tx-0,MWh,620686
USENSYS,BASN,BASN_batteries_1,Battery,2035,full-base-200-tx-0,MWh,772754
USENSYS,BASN,BASN_battery_moderate_0,Battery,2040,full-base-200-tx-0,MWh,5157917
USENSYS,BASN,BASN_battery_moderate_0,Battery,2045,full-base-200-tx-0,MWh,12775930
USENSYS,BASN,BASN_battery_moderate_0,Battery,2050,full-base-200-tx-0,MWh,17784944
USENSYS,BASN,BASN_biomass_1,Other,2027,full-base-200-tx-0,MWh,69224
USENSYS,BASN,BASN_biomass_1,Other,2030,full-base-200-tx-0,MWh,47784
USENSYS,BASN,BASN_biomass_1,Other,2035,full-base-200-tx-0,MWh,47723
USENSYS,BASN,BASN_biomass_1,Other,2040,full-base-200-tx-0,MWh,50953
USENSYS,BASN,BASN_biomass_1,Other,2045,full-base-200-tx-0,MWh,45466
USENSYS,BASN,BASN_biomass_1,Other,2050,full-base-200-tx-0,MWh,31823
USENSYS,BASN,BASN_biomass_2,Other,2027,full-base-200-tx-0,MWh,181713
USENSYS,BASN,BASN_biomass_2,Other,2030,full-base-200-tx-0,MWh,126603
USENSYS,BASN,BASN_biomass_2,Other,2035,full-base-200-tx-0,MWh,101828
USENSYS,BASN,BASN_biomass_2,Other,2040,full-base-200-tx-0,MWh,108610
USENSYS,BASN,BASN_biomass_2,Other,2045,full-base-200-tx-0,MWh,110750
USENSYS,BASN,BASN_biomass_2,Other,2050,full-base-200-tx-0,MWh,76670
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,2027,full-base-200-tx-0,MWh,8467882
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,2030,full-base-200-tx-0,MWh,7810100
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,2035,full-base-200-tx-0,MWh,7656058
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,2040,full-base-200-tx-0,MWh,5319662
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,2045,full-base-200-tx-0,MWh,4933386
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,2050,full-base-200-tx-0,MWh,4411874
USENSYS,BASN,BASN_conventional_steam_coal_1,Coal,2027,full-base-200-tx-0,MWh,2273489
USENSYS,BASN,BASN_conventional_steam_coal_1,Coal,2040,full-base-200-tx-0,MWh,853
USENSYS,BASN,BASN_conventional_steam_coal_1,Coal,2045,full-base-200-tx-0,MWh,893
USENSYS,BASN,BASN_conventional_steam_coal_1,Coal,2050,full-base-200-tx-0,MWh,728
USENSYS,BASN,BASN_conventional_steam_coal_2,Coal,2027,full-base-200-tx-0,MWh,11169233
USENSYS,BASN,BASN_conventional_steam_coal_2,Coal,2040,full-base-200-tx-0,MWh,2726
USENSYS,BASN,BASN_conventional_steam_coal_2,Coal,2045,full-base-200-tx-0,MWh,942
USENSYS,BASN,BASN_distributed_generation_1,Distributed Solar,2027,full-base-200-tx-0,MWh,2824359
USENSYS,BASN,BASN_distributed_generation_1,Distributed Solar,2030,full-base-200-tx-0,MWh,3872685
USENSYS,BASN,BASN_distributed_generation_1,Distributed Solar,2035,full-base-200-tx-0,MWh,4679511
USENSYS,BASN,BASN_distributed_generation_1,Distributed Solar,2040,full-base-200-tx-0,MWh,4541821
USENSYS,BASN,BASN_distributed_generation_1,Distributed Solar,2045,full-base-200-tx-0,MWh,4493803
USENSYS,BASN,BASN_distributed_generation_1,Distributed Solar,2050,full-base-200-tx-0,MWh,4552660
USENSYS,BASN,BASN_geothermal_1,Geothermal,2027,full-base-200-tx-0,MWh,4036032
USENSYS,BASN,BASN_geothermal_1,Geothermal,2030,full-base-200-tx-0,MWh,3782688
USENSYS,BASN,BASN_geothermal_1,Geothermal,2035,full-base-200-tx-0,MWh,3616704
USENSYS,BASN,BASN_geothermal_1,Geothermal,2040,full-base-200-tx-0,MWh,2507232
USENSYS,BASN,BASN_geothermal_1,Geothermal,2045,full-base-200-tx-0,MWh,1327872
USENSYS,BASN,BASN_geothermal_1,Geothermal,2050,full-base-200-tx-0,MWh,489216
USENSYS,BASN,BASN_landbasedwind_class3_moderate_0_anyQual_0,Wind,2027,full-base-200-tx-0,MWh,29831032
USENSYS,BASN,BASN_landbasedwind_class3_moderate_0_anyQual_0,Wind,2030,full-base-200-tx-0,MWh,29834352
USENSYS,BASN,BASN_landbasedwind_class3_moderate_0_anyQual_0,Wind,2035,full-base-200-tx-0,MWh,29833323
USENSYS,BASN,BASN_landbasedwind_class3_moderate_0_anyQual_0,Wind,2040,full-base-200-tx-0,MWh,29834051
USENSYS,BASN,BASN_landbasedwind_class3_moderate_0_anyQual_0,Wind,2045,full-base-200-tx-0,MWh,29834314
USENSYS,BASN,BASN_landbasedwind_class3_moderate_0_anyQual_0,Wind,2050,full-base-200-tx-0,MWh,29834056
USENSYS,BASN,BASN_landbasedwind_class3_moderate_1_anyQual_1,Wind,2027,full-base-200-tx-0,MWh,12696661
USENSYS,BASN,BASN_landbasedwind_class3_moderate_1_anyQual_1,Wind,2030,full-base-200-tx-0,MWh,30753168
USENSYS,BASN,BASN_landbasedwind_class3_moderate_1_anyQual_1,Wind,2035,full-base-200-tx-0,MWh,30752130
USENSYS,BASN,BASN_landbasedwind_class3_moderate_1_anyQual_1,Wind,2040,full-base-200-tx-0,MWh,30752885
USENSYS,BASN,BASN_landbasedwind_class3_moderate_1_anyQual_1,Wind,2045,full-base-200-tx-0,MWh,30753122
USENSYS,BASN,BASN_landbasedwind_class3_moderate_1_anyQual_1,Wind,2050,full-base-200-tx-0,MWh,30752901
USENSYS,BASN,BASN_landbasedwind_class3_moderate_2_anyQual_0,Wind,2035,full-base-200-tx-0,MWh,29655947
USENSYS,BASN,BASN_landbasedwind_class3_moderate_2_anyQual_0,Wind,2040,full-base-200-tx-0,MWh,29656742
USENSYS,BASN,BASN_landbasedwind_class3_moderate_2_anyQual_0,Wind,2045,full-base-200-tx-0,MWh,29656918
USENSYS,BASN,BASN_landbasedwind_class3_moderate_2_anyQual_0,Wind,2050,full-base-200-tx-0,MWh,29656749
USENSYS,BASN,BASN_landbasedwind_class3_moderate_3_anyQual_1,Wind,2030,full-base-200-tx-0,MWh,20941006
USENSYS,BASN,BASN_landbasedwind_class3_moderate_3_anyQual_1,Wind,2035,full-base-200-tx-0,MWh,24576126
USENSYS,BASN,BASN_landbasedwind_class3_moderate_3_anyQual_1,Wind,2040,full-base-200-tx-0,MWh,24576742
USENSYS,BASN,BASN_landbasedwind_class3_moderate_3_anyQual_1,Wind,2045,full-base-200-tx-0,MWh,24576920
USENSYS,BASN,BASN_landbasedwind_class3_moderate_3_anyQual_1,Wind,2050,full-base-200-tx-0,MWh,24576742
USENSYS,BASN,BASN_landbasedwind_class3_moderate_4_anyQual_0,Wind,2045,full-base-200-tx-0,MWh,6764500
USENSYS,BASN,BASN_landbasedwind_class3_moderate_4_anyQual_0,Wind,2050,full-base-200-tx-0,MWh,14025110
