region,marginal_price,total_demand
BASN,59.081078066928264,154373402.0
CASO,65.39223577600765,141559023.0
CANO,67.12580956497793,219102255.0
FRCC,65.2840950593045,305390926.0
ISNE,100.251292175782,185912448.0
MISC,53.8569403220722,243790194.0
MISE,59.484098491293224,126030936.0
MISS,54.565792544036384,223677305.0
MISW,52.376562220531405,294141188.0
NWPP,57.84988623422136,260888430.0
NYCW,86.694246124583,97972883.0
NYUP,66.08457516669628,85901025.0
PJMC,57.51761288029741,142659266.0
PJMD,67.62813569731581,134294097.0
PJME,70.94579517151696,361596414.0
PJMW,57.388863736206275,381430632.0
RMRG,46.266183159929625,129535560.0
SPPC,50.55718595872663,101870818.0
SPPN,47.544863862881094,67540119.0
SPPS,49.12614797422149,162787259.0
SRCA,64.89238166645664,263347390.0
SRCE,56.841904188434484,264512199.0
SRSE,62.360797692243715,303257618.0
SRSG,61.31776519517062,183293864.0
TRE,51.34561145054502,515960435.0
TREW,46.45887948456193,24676479.0
