Resource,NENG_Rest_hydroelectric_pumped_storage_1,NY_Z_A_hydroelectric_pumped_storage_1,NY_Z_F_hydroelectric_pumped_storage_1,PJM_EMAC_hydroelectric_pumped_storage_1,PJM_Rest_hydroelectric_pumped_storage_1,NENG_Rest_battery_moderate_0,NY_Z_A_battery_moderate_0,NY_Z_B_battery_moderate_0,NY_Z_C&E_battery_moderate_0,NY_Z_D_battery_moderate_0,NY_Z_F_battery_moderate_0,NY_Z_G-I_battery_moderate_0,NY_Z_J_battery_moderate_0,NY_Z_K_battery_moderate_0,PJM_EMAC_battery_moderate_0,PJM_Rest_battery_moderate_0,Total
t12,-2.8574343904578037e-5,-9.052243522879217e-5,-7.94558233091453e-5,-7.790750037308677e-5,-2.855913070949905e-5,-8.151641576978833e-5,-6.331953629792856e-5,-4.943250206482135e-5,-5.580110079323611e-5,-5.853557632658624e-5,-1.0343914730890552e-5,-2.2071056403291396e-5,-1.62846228777593e-5,-9.8909435889678e-5,0.00016341916111203367,-9.205667088152697e-5,-0.0006898709044485746
t13,-3.1690230462115344e-5,-9.370410304169418e-5,-8.29829510829489e-5,-7.887700497718087e-5,-2.8818853985375356e-5,-8.319024094087484e-5,-7.017398425813996e-5,-5.4790890630661956e-5,-6.322615516968886e-5,-6.565903848518637e-5,-1.0344523891359525e-5,-2.0953166999636238e-5,-1.456011710978171e-5,-0.00010703213336933224,0.00012143596425088483,-0.00010246226110671737,-0.0007870296912598089
t14,-3.099715567090108e-5,-9.658435755308731e-5,-8.410376441954907e-5,-8.303605436354366e-5,-2.982861848867926e-5,-8.648102707993091e-5,-7.561887059001008e-5,-5.926921080639603e-5,-6.933501195048505e-5,-7.115523916102268e-5,-1.2048258256860027e-5,-1.9608089591464187e-5,-1.2717590911548473e-5,-0.00011518755546545581,9.16382308097607e-5,-0.00011470850021165065,-0.0008690410737108236
t15,-3.0479681993379858e-5,-0.0001012802965768028,-8.39032015038569e-5,-8.648384578587693e-5,-2.9517284719115298e-5,-8.929937092248047e-5,-8.68251297648861e-5,-6.86358379642587e-5,-8.059756483354521e-5,-8.156317966107183e-5,-1.6479278535808427e-5,-1.8667664096621437e-5,-1.146547105859053e-5,-0.00012515925501149558,6.827298807880011e-5,-0.0001271427475609892,-0.0009692268219099792
t16,-3.0406167291893046e-5,-0.00010594252367776593,-9.261375958869949e-5,-9.33571019265995e-5,-3.5358955156923745e-5,-9.207408085348832e-5,-9.469243661550254e-5,-7.511878205999437e-5,-8.949102638848518e-5,-8.906426136746439e-5,-2.0990734520609657e-5,-2.1682701447380486e-5,-1.3786988535515404e-5,-0.00013482081108760692,4.893996564493509e-5,-0.00014714759999750378,-0.0010876079648704977
t17,-2.8560247857249496e-5,-0.00010886228409135957,-0.00010292008197238268,-9.983605692974587e-5,-3.923433103105676e-5,-9.709763031138958e-5,-0.00010839518055743467,-8.626968838130935e-5,-0.0001006243777314643,-0.00010061394634598921,-2.911841375258009e-5,-3.084559477520957e-5,-2.191257652423085e-5,-0.00014946181282259478,3.2417018484870066e-5,-0.00016766625126389531,-0.001239001455863022
t18,-2.7161507521428796e-5,-4.4990281692005714e-5,-3.5192634481013116e-5,-7.333137062038903e-5,-1.2410645232946621e-5,-0.00010640149668406593,-0.00011589385321762871,-9.235003661269429e-5,-0.00010905678885518017,-0.00010815727797280949,-3.5169130549036684e-5,-3.670143095314207e-5,-2.780084742709164e-5,-0.00016057559643565088,1.536650906266072e-5,-0.00018328145773437713,-0.0011531078469267995
t19,-2.6371592232058382e-5,-4.496531643731693e-5,-3.622114376517285e-5,-7.848592870105576e-5,-1.1548117323166031e-5,-0.00011371484567336669,-0.00013000066446042412,-0.00010236398858095863,-0.00012210919834814966,-0.00011925806823530533,-4.230493060935023e-5,-4.3417560079226346e-5,-3.4084925324874376e-5,-0.0001764610308670459,1.3478105710507588e-7,-0.000204383172948315,-0.0012855557025286811
t20,-2.4337526429298337e-5,-4.1256022643668346e-5,-3.637427372419913e-5,-8.064570132199288e-5,-1.1372212451007311e-5,-0.0001209550380303464,-0.00014426360071678306,-0.00011281173100969817,-0.00013424987806323212,-0.00013090595896370126,-4.8249573958571715e-5,-4.9185333266161166e-5,-4.020424468699938e-5,-0.00019239918360904415,-1.4861576279754668e-5,-0.00023495454056427688,-0.001417026395718735
t21,-2.4441639546146665e-5,-4.294803378516263e-5,-4.117004454349101e-5,-7.961906174299362e-5,-1.0234274380435299e-5,-0.00012866175586713968,-0.00018027967516867204,-0.00013341853592927416,-0.00016820359384447,-0.0001642362679830121,-5.7486763925465554e-5,-5.752351612403074e-5,-4.623061349462196e-5,-0.00022675077408423208,-2.966643927741295e-5,-0.0002787698817103946,-0.0016696408714069553
t22,-2.2617875345251816e-5,-4.468999359372643e-5,-4.295112451420095e-5,-9.017639192263515e-5,-1.7308243231281295e-5,-0.00012500098710272356,-0.0002071559717313007,-0.00014780697606532777,-0.00018631315714990078,-0.00018137620296676546,-6.49710710512651e-5,-6.509296064041238e-5,-5.2623556313557924e-5,-0.0002534638780419846,-3.9025750649879135e-5,-0.00033762838049440446,-0.0018782025208146176
t23,-2.3168544341448563e-5,-4.89151687265931e-5,-3.326765276199495e-5,-8.594857156884476e-5,-1.2061087792231479e-5,-0.00014737519488823748,-0.00022941857521958808,-0.00016055586023064767,-0.00019521151994330042,-0.00018549346846049236,-7.20318143423305e-5,-7.232104603206253e-5,-5.982809984394364e-5,-0.00025690108104041334,-5.770882176444696e-5,-0.00041639835118207193,-0.002056604858138648
t24,-2.582900348237581e-5,-4.981000851223439e-5,-3.3602304102345276e-5,-0.00010618291762248166,-2.9931105531516606e-5,-0.000156459963985957,-0.00026551127057168025,-0.00017581347937817036,-0.00021948970135637493,-0.0002071879624751258,-7.719777372553998e-5,-7.728490388360433e-5,-6.399049281911262e-5,-0.00029436509625103876,-6.861808752459308e-5,-0.00017336385171593628,-0.002024637922938087
t25,-1.8571794664209814e-5,-0.00010584007643099698,-5.277750611436997e-5,-0.000126580994419707,-4.721658519470828e-5,-0.000170637037853694,-0.00015304238664748398,-0.0001859794415218909,-0.00023424696995819562,-0.00022253273864044634,-7.770060423763937e-5,-7.79773320017176e-5,-6.414196077946178e-5,-0.0002993746810664842,-8.197575884874354e-5,-0.00010664895361911664,-0.0020252448219988664
t26,-2.941202851532322e-5,-8.443031386418028e-5,-0.0001452986548807346,-0.00012596202037933092,-4.0347151591785184e-5,-0.0001680311294629597,-0.00011527829299559643,-0.0001795103336648972,-0.00021006780821912412,-0.00020494085537537738,-7.88400323207836e-5,-7.890923291689785e-5,-6.505759472256794e-5,-0.00025144183743600783,-9.77712832405598e-5,-8.646773692634133e-5,-0.0019617663065124675
t27,-2.8358250189446253e-5,-6.782734196211291e-5,-0.0001513530852561593,-0.00013620472941146158,-4.1426443909728535e-5,-0.00017737643072886068,-9.822451231957665e-5,-0.00017600015546047367,-0.00019629808581539542,-0.00019438052235292333,-8.197166826193931e-5,-8.176072167810843e-5,-6.779587911617654e-5,-0.0002280019779931772,-0.00011316126629143418,-7.652334954153124e-5,-0.0019166644202885052
t28,-2.868170916404881e-5,-5.4134036933572134e-5,-0.00015104083483845882,-0.00014450994316309056,-3.84960663194152e-5,-0.00019220804961142166,-9.31714037129598e-5,-0.00018056874775867742,-0.00019546715243000723,-0.00019691884671750826,-8.973797513800989e-5,-8.933684662390703e-5,-7.475409421638186e-5,-0.00022001414008709891,-0.00013203792354272008,-7.14770685987914e-5,-0.001952554838856069
t29,-2.6518885184903884e-5,-3.908872994890365e-5,-0.00015765982161657414,-0.00013979110164380755,-3.749617044499097e-5,-0.00020560368855084685,-9.665578744633737e-5,-0.00019358618507290507,-0.0002052333764381054,-0.0002101695662795116,-0.00010145858706041051,-0.00010114667733090981,-8.543398214186929e-5,-0.00022213510429596833,-0.0001605604067014872,-7.422956830297773e-5,-0.0020567676384605094
t30,-2.855080476989385e-5,-2.5815479243289634e-5,-0.00016074030589564023,-0.0001538662499748333,-4.0360911833793767e-5,-0.0002520753993571666,-0.00010868832996617882,-0.00021797411392311666,-0.00023046561470669937,-0.00023637940179041785,-0.00011982603356802373,-0.00011966381732857815,-0.00010166588894913769,-0.00023782937566077164,-0.00019976696180595117,-8.491332479651576e-5,-0.0023185820135700084
t31,-2.681055131106864e-5,-1.3247620622044067e-5,-0.00016496106219776054,-0.00015174432761008678,-3.820247971211373e-5,-0.0002847869907234512,-0.00013532657089761384,-0.00027032838334663484,-0.0002822842018515904,-0.0002929303709984983,-0.00015079229391455655,-0.00014983069666802312,-0.00012733691060184707,-0.0002754931568231868,-0.0002682928688459474,-0.0001071450690351139,-0.002739513555159537
t32,-2.7058923293897155e-5,3.30238708431309e-6,-0.00017810113276953574,-0.00016349099216070168,-4.1635830008505174e-5,-0.0003023968764156492,-0.00020749074203175552,-0.00044819457788604496,-0.00048451758614792247,-0.0004868035178593452,-0.00020949673765951557,-0.00020600451927281136,-0.00016696146199034247,-0.00042412232081073933,-0.0004899540778377219,-0.00014835164697665515,-0.00398127855603683
t33,-2.3100525406928907e-5,2.8448209765664006e-5,-2.40864797619402e-5,-1.8048789002952447e-5,-2.2586343251152244e-5,-0.00017985060159394548,-0.00019984603179820008,-0.00013317497615260128,-0.00013818318179799235,-0.00013976320326405147,-0.00013315400498413622,-0.0001318900943923851,-0.00012611087283059277,-0.00012425889928523696,-8.042925682901839e-5,-2.3563290182110577e-5,-0.0014695983407675803
t34,-2.318734302584105e-5,3.0005705325039814e-7,1.0154488059415625e-8,1.3656815222218e-6,-8.91640647782639e-6,-0.0001442206395840512,-1.5966863137366926e-6,-1.4573185628585151e-6,-1.8230258639640445e-6,-1.121015372097506e-6,-1.0123126047845514e-6,-1.1206553233350214e-6,-8.713254781231551e-7,1.989829211761342e-6,2.4142636333200485e-6,0.00013433647631691647,-4.491026638108866e-5
t35,-2.621034225680532e-5,2.0796587309347897e-7,-5.012040188730103e-9,1.6534169531303638e-6,-1.1322228426246283e-5,-0.00011506580254939071,0.00037977802422719723,0.0004462035656582066,0.0005226689691134352,0.0005096477031182397,0.00023941273677727267,0.00023620331774902998,0.0001933417877078632,0.0005888085436986694,0.0005020527589653979,0.0003675874769725779,0.0038349628815414825
t36,-2.7550327518801592e-5,1.3502963184522313e-7,-7.952761525471234e-9,1.4620918022854434e-6,-1.2097123643662642e-5,-9.760686708304573e-5,0.00017601166934670627,0.00021315691392983976,0.00020759524458896432,0.00020397469936344654,0.00014606032044578015,0.0001429191530178246,0.00012443517148825648,0.000249417098908392,0.00022494270769091778,0.00021230532847125191,0.001765153157678475
t37,-2.72729429100651e-5,1.3318593898785284e-7,3.894057408398851e-8,1.4539844350400517e-6,-1.2134088332734232e-5,-8.431645595573442e-5,0.00011309894687081421,0.00014439440288267348,0.00014076162537073652,0.00013725481639112323,0.000104030983189208,0.00010127657092584929,9.17901602311555e-5,0.0001638698798292955,0.00015244757599944202,0.000157195019405675,0.0011840226048455509
t38,-2.596302214439816e-5,1.1737997454839439e-7,2.1615198322778702e-8,1.370388754076077e-6,-1.3372573566743905e-5,-7.294058560801467e-5,7.634849182543939e-5,0.0001043164419129589,9.823021634853345e-5,9.599874660578017e-5,7.140155515110257e-5,6.957762704261616e-5,6.195608735526014e-5,0.00012150048630335244,0.00010950505472565936,0.00012065113483891119,0.0008187190447174043
t39,-2.3544210067048887e-5,1.1524340425096508e-7,0.0001267000435245968,1.3105262248950085e-6,-1.4332228606705512e-5,-6.342539187905234e-5,7.489294237855071e-5,0.00010649825042757033,0.00012930066751471313,0.0001157533298581706,6.755187309849112e-5,7.047311425856148e-5,6.038028245275386e-5,8.559935426486983e-5,8.216181489799197e-5,9.500288334314929e-5,0.0009144384950957585
t40,-2.2053847041558053e-5,1.6297184661968968e-7,0.0001226018245011505,1.0652991428242167e-6,-1.3889391457954519e-5,-5.669433527426285e-5,5.347967566765711e-5,8.460619309237034e-5,8.710807054944521e-5,9.166361681334799e-5,5.252752702286648e-5,5.39859187220038e-5,4.469890918668173e-5,6.939942037926161e-5,6.247954381795299e-5,0.00010239129503520531,0.0007335326920036116
t41,-1.3808065507999233e-5,5.429036081192625e-5,6.647287365108901e-5,0.00010260056739069622,-1.5331038209110595e-5,-4.66072304483752e-5,3.0187329676674378e-5,6.184296564029297e-5,6.3023102563134e-5,6.833353546808209e-5,3.1094612035603226e-5,3.229604939483941e-5,2.4643143081656736e-5,4.910825334891278e-5,4.236061867407886e-5,8.097741622192832e-5,0.0006314844937934292
t42,-2.2903844173216194e-5,5.596440828293278e-5,5.846622415675034e-5,9.06560174506401e-5,-1.1037418538119716e-5,-4.349595643185986e-5,1.063249802248959e-5,4.15344967009884e-5,4.425856934076699e-5,4.684441729770582e-5,1.6734352343079368e-5,1.720212287351865e-5,1.1318522424780494e-5,3.760508723308128e-5,2.3777268102336253e-5,5.9896602353258036e-5,0.00043745336743913237
t43,-2.2706564962407727e-5,5.356015696007317e-5,5.978880533627506e-5,8.631037187045227e-5,-2.509358533470126e-6,-3.544102649107637e-5,-3.577114047672837e-6,2.9039447246405307e-5,2.973396421701791e-5,3.1949807206740315e-5,6.558745515564656e-6,7.000220480117042e-6,1.900495876011618e-6,2.4527175007781075e-5,8.495651716565074e-6,4.7265899158078975e-5,0.0003218966765564554
t44,-2.2088443773728518e-5,4.958545293907716e-5,5.549235531737636e-5,8.180571525711725e-5,-1.1651372862719947e-5,-2.8195703351008685e-5,-2.0002423113822166e-5,1.5088246811002417e-5,1.5705122228555415e-5,1.848579509734711e-5,-3.3914570436508607e-6,-2.9363307696972774e-6,-7.146633745159206e-6,1.1969338994827492e-5,-6.543720634885577e-6,3.227161112034859e-5,0.00017844755247097956
t45,-2.1502300850775965e-5,4.684013274225697e-5,5.5179718884368945e-5,7.67966966709387e-5,-1.510518650830319e-5,-2.0108054888076002e-5,-3.734203711714992e-5,1.638190544040003e-6,3.80258518629386e-6,5.359986680374522e-6,-1.1759532848827828e-5,-1.122158807574021e-5,-1.482938344934499e-5,-6.800199150685853e-8,-2.085925766061801e-5,1.8950096980780428e-5,5.577206429871046e-5
t46,-2.114763504938514e-5,4.3586390980064546e-5,5.230413772690989e-5,7.078892898355408e-5,-1.5826049859167532e-5,-1.1267178717893246e-5,-5.4406966873910736e-5,-9.978770406851576e-6,-7.337333240734597e-6,-6.505301600295688e-6,-1.897964831970644e-5,-1.8316715501354266e-5,-2.1091305311815785e-5,-1.1332767234467152e-5,-3.5239330251380367e-5,7.483213984541222e-6,-5.726633069189279e-5
t47,-2.080276153924747e-5,4.0616385095032243e-5,4.721828520415119e-5,6.752372043984691e-5,-1.576444491144663e-5,-1.2740446175572854e-6,-7.302514008436777e-5,-2.0767231545707388e-5,-1.9154246308697854e-5,-1.7738709478367073e-5,-2.5900135702965506e-5,-2.5237029027750045e-5,-2.673951212146936e-5,-2.291643068242664e-5,-5.0076526342289434e-5,-3.019305325930685e-6,-0.0001670571269491928
t48,-2.1165803281443022e-5,3.747637288579202e-5,4.257031767348736e-5,6.35680103834797e-5,-1.5784600697578308e-5,1.2784668724466676e-5,-9.387209320419286e-5,-3.093123988186606e-5,-3.1597492686200556e-5,-2.7648393949854838e-5,-3.151214152309423e-5,-3.1140095034074336e-5,-3.103772588784278e-5,-3.4615086365605375e-5,-6.587687908798755e-5,-1.8021480000475445e-5,-0.00027680366193298965
t49,-2.2096014645213305e-5,3.553619827364869e-5,4.2050052577180625e-5,6.0952304274117534e-5,-1.5437707642706556e-5,3.4593767351171604e-5,1.1756442508437381e-5,-4.052438311253758e-5,-4.562232284624594e-5,-3.892730143748605e-5,-3.708595336097808e-5,-3.6921433070039486e-5,-3.448507394124862e-5,-4.8557089136250765e-5,-7.98520674054888e-5,0.00014550280165896576,-6.91177799546736e-5
t50,-2.4919387374684694e-5,3.308785398106748e-5,3.8800916905008877e-5,5.769235901578413e-5,-1.5215140683025053e-5,9.866445102984093e-5,6.525171850462485e-5,-4.661562560653045e-5,-5.419213889001781e-5,-4.683430178643906e-5,-3.199111625817319e-5,-3.2432909027250585e-5,-2.7705068399663422e-5,-6.181742096710217e-5,-9.15933014485468e-5,0.00015035639977054732,1.053728876544035e-5
t51,-2.293500532983702e-5,3.03048546674135e-5,3.541512918418418e-5,5.6523826637139044e-5,-1.3860310032470114e-5,0.0002567575105086644,0.0001489069122213323,-5.2991888021472465e-5,-6.272599634990593e-5,-5.4901382220351366e-5,-2.7495512071756397e-5,-2.838619974991724e-5,-2.181836716311509e-5,-7.701370501248822e-5,-0.00010710347815471024,0.00013569608937907937,0.0001943724784917887
t52,-2.343569144081118e-5,2.764757088911234e-5,3.244295712088502e-5,5.4422553444097946e-5,-1.4264965352851938e-5,0.00027009141695092704,0.00016474855622050814,-6.311076398718776e-5,-7.593300541720615e-5,-6.644685120062407e-5,-3.0016370011796642e-5,-3.086819745536648e-5,-2.3183864983420063e-5,-9.49123057797794e-5,-0.00012980080483195516,0.000121279855950412,0.00011866009011494367
t53,-2.3748021242382718e-5,2.5502692070622175e-5,3.0388152308615465e-5,5.142539712169228e-5,-1.4873707739699897e-5,0.00023696968994658363,0.0001401353725718894,-7.765062998765502e-5,-9.333562315367681e-5,-8.319191111595467e-5,-3.6492122445575776e-5,-3.70355095484572e-5,-2.862567515707508e-5,-0.00011599334450613416,-0.00016017025184941332,0.0001080414208023433,-7.865407192427838e-5
t54,-2.394618022814103e-5,2.293740143090738e-5,2.8486789384349656e-5,4.6009413678654536e-5,-1.614662790769246e-5,0.0002065287643378248,0.00011894851209178347,-9.377285631637833e-5,-0.00011361108802639,-0.0001021923968885825,-4.490859233787906e-5,-4.505212035975878e-5,-3.610026941092018e-5,-0.0001409359465858472,-0.0002025864969763414,9.59559947728004e-5,-0.00030038569934161074
t55,-2.1858610191058048e-5,1.8898978346544858e-5,2.3576988067064056e-5,4.3361178659582354e-5,-1.8234923166020538e-5,0.00017887381438938885,0.00010222542042384884,-0.000114193152849804,-0.00014000106074049077,-0.0001260598073747253,-5.443017941657369e-5,-5.390382632362099e-5,-4.461697230079991e-5,-0.00017492471552183974,-0.0002728828567725647,8.48350480089143e-5,-0.0005693346767621545
t56,-1.80590271915023e-5,1.6912113413752036e-5,2.3602596002622962e-5,4.0586792022545666e-5,-1.9737102479884622e-5,0.0001709953662925958,8.261919396412466e-5,-0.00011870150291441439,-0.00018143603142450334,-0.0001548892772599161,-4.7623772604494136e-5,-4.632467041246389e-5,-3.915514316211999e-5,-0.0002450148217092916,-0.0005433736466860347,7.496182767045338e-5,-0.0010046371064785305
t57,-2.6660959399481225e-5,1.739741459757338e-5,2.928604322087746e-5,3.237470761208334e-5,-1.767105551113151e-5,0.00014392167382166164,8.23933902614394e-5,2.777134088853524e-5,3.107578283119609e-5,2.8506844851543445e-5,-1.815473582870147e-7,1.4898027613140784e-7,-4.807551594802667e-6,4.861886371943741e-5,-4.190966734584098e-5,5.4275267604923184e-5,0.0004045395284758586
t58,-2.6481055062865064e-5,1.3790628012834636e-5,1.3198312409725562e-5,9.513726977897877e-8,-1.6684981939601964e-5,0.00013224145414826265,6.861637514721206e-5,0.00013680448616037454,0.00019901182074584382,0.00018592151076752845,3.628204705677211e-5,3.605654055520147e-5,2.291065858317905e-5,0.00027933395281392616,-1.520661880360569e-6,5.696485920434294e-5,0.0011365410839921548
t59,-2.965091206358399e-5,1.1060237951318725e-5,1.1212896237470665e-5,5.493404545876767e-8,-2.262743230805703e-5,0.0001233006814641491,6.720909345995805e-5,0.00016306898572410224,0.00023272930136635097,0.0002097647195532686,4.665077398350214e-5,4.666056040017819e-5,3.2076048403489376e-5,0.0003696614251347064,0.0005600978645525846,6.527791013100625e-5,0.0018865470880359031
t60,-2.578634694239827e-5,8.28986093551136e-6,9.118680582127648e-6,4.3386733041279556e-8,-2.35499350931786e-5,0.00011490696305896679,6.25259349590659e-5,0.00014396555523337487,0.00018402783563264833,0.00017140033708336122,4.7962167010820015e-5,4.789462013916621e-5,3.4491677511420026e-5,0.00028470366478156283,0.00027722200051407385,5.351517283834835e-5,0.0013907315749779117
t61,-2.9880637623858727e-5,6.495317697198131e-6,8.156729111373115e-6,5.842951690696542e-8,-2.3337886722655585e-5,0.00010276192970012669,5.565829742905501e-5,0.00012177537561741587,0.0001466366449150398,0.00013757559502713252,3.991316426854116e-5,4.028411825317171e-5,2.9281368191249444e-5,0.00022835693172026724,0.0002000262982595921,4.4740427820382116e-5,0.0011085021031809377
t62,-3.025304902510814e-5,4.580483830688928e-6,6.373562188002643e-6,5.084533722538436e-8,-2.3880720318317778e-5,9.311643962090379e-5,5.0201764531563e-5,0.00010766051257862775,0.00012475146414710612,0.00011839950446944367,3.4736122948385015e-5,3.489387595176007e-5,2.5043370415952455e-5,0.0001935554858165634,0.00016549937318184938,3.602426017877093e-5,0.0009407532958534165
t63,-2.6476684779675562e-5,2.7901270995109903e-6,4.146873214225492e-6,5.0070060098874835e-8,-2.4442794761247063e-5,8.70244600837569e-5,4.338981387565163e-5,9.436521542440578e-5,0.0001072674572282143,0.0001026894483230132,2.955876034066512e-5,2.9589718562318304e-5,2.062702685077885e-5,0.00016844908720641186,0.0001433358812011885,2.8459111300185546e-5,0.0008108235712295027
t64,-2.4789683209303496e-5,1.1624737737159882e-6,2.146113639436803e-6,1.6628345875233999e-7,-2.610314546802615e-5,7.998771762148382e-5,3.722888574916176e-5,8.352626167725763e-5,9.69204582637576e-5,9.027027335881433e-5,2.395070804722598e-5,2.3912055899716487e-5,1.5742642104786773e-5,0.00015010120332218158,0.00012014504466434615,2.7674383740707203e-5,0.0007020416766440148
t65,-1.423983053323926e-5,-4.2561313803106537e-7,1.6718638155070388e-6,1.8089559452407377e-5,-2.467257613834427e-5,8.141044942027651e-5,2.9977843666462745e-5,7.144363718651675e-5,8.306099983028624e-5,7.825774424835158e-5,1.6903334882844993e-5,1.6844113295173248e-5,9.611474336917907e-6,0.00013250925092054975,9.721670003283461e-5,2.068015141487146e-5,0.0006183391026933857
