Zone,1,2,3,4,5,6,7,8,9,10,11,Total
AnnualSum,2.2477375557587374e7,114155.81879539561,0.5152793902550339,134180.89323079135,296.164964569462,9.180702566488585e6,3.4328489737129505e6,5.086983013209516e6,1.8443538389198733e6,1.6266198233156612e7,2.735329184415797e8,3.3207001401692474e8
t1,3207.9909956727406,16.37969718967891,6.782380032794686e-5,0.00032769872947130716,0.00013869132789725544,1379.7464835826324,274.4924509658674,309.9295128938748,214.8396276004457,3617.3564066901654,35616.95852761752,44637.69423642678
t2,3207.9909702513123,16.37969648214771,6.722376910440138e-5,0.0003255206503501602,0.00013748766714223584,1379.7464825615752,274.492450349178,309.9295100759911,214.8396260482548,3617.3564073054367,35616.95852706563,44637.69420037161
t3,3173.4099573094927,16.37969541151208,6.645128413281116e-5,0.00031703830691481193,0.00013468792510354298,1379.7464795754058,274.4924479152558,309.92949882097093,214.8396198408309,3617.3564067281327,35616.95852605664,44603.11314983576
t4,2219.4133691179363,16.37969513826106,6.621272815370971e-5,0.0003121006630915354,0.00013391273882284438,1379.7464778499711,274.49244705248344,309.9294911449538,214.83961736477718,3617.3564034811075,35616.95851693861,43649.11653031423
t5,2535.6237081552717,16.379694144900895,6.569013815629264e-5,0.0003123473375482394,0.00013426793589535268,1379.7464788219572,274.49244746447795,309.9294938978052,214.8396182875262,3617.3564032428258,35616.958517187224,43965.3268735074
t6,3131.447827182921,16.379694385085237,6.588418070895433e-5,0.00031297076383147906,0.00013467549711867073,1379.7464800847022,274.49244781601215,309.9294955049279,214.83961908929413,3617.3564038145405,35616.9585179454,44561.150999353325
t7,3207.9909955642565,16.379698095206226,6.850170937206833e-5,0.000330699063403282,0.00014095263818240757,1379.7464893531358,274.4924533675666,309.92952389478154,214.83963334955345,3617.356406365486,35616.95852729022,44637.69426743362
t8,3207.9910240437157,16.379699556522937,6.972735838854e-5,0.00033371491109922675,0.00014194184768428374,1379.7464923339178,274.49245551712545,309.92952906469213,214.8396367145122,3617.356403891109,35616.95854619689,44637.6943327026
t9,3207.991021551823,16.379697829182586,6.743815423287536e-5,0.00032994049667410053,0.00014026538658033018,1379.7464906041657,274.4924549750473,309.9295278244299,214.83963639651054,3611.229007291934,35616.958528615956,44631.56690273309
t10,3188.831719071795,16.379690719297543,6.39731986682269e-5,0.0002649499733331655,0.00012971862925711903,1379.746467000407,274.49244266015063,309.92916496380917,214.83958504753465,2019.5445008962404,33676.9898261848,41080.75385518584
t11,3164.700792860034,16.379683429193975,6.147604202859394e-5,0.00024240754336239505,0.00012563016852539877,801.2389198509584,274.49244137953235,309.92914759078616,214.83957882515045,2019.54450013939,32473.960451454524,39275.08594504332
t12,3171.778576424502,16.379682726079466,6.115910774500888e-5,0.00024145178493340913,0.00012522792295076594,749.8016230698297,274.4924418858789,309.92915751776053,214.83958631956,2019.5444972948642,32473.960449074915,39230.726442152205
t13,2943.011021289166,16.379682589576525,6.113327983286903e-5,0.00024153309981633577,0.00012517882326587126,745.2477261779183,274.4924415515092,309.9291465522951,214.8395815059767,2019.5444967627757,32473.960447973524,38997.40497224795
t14,2700.198451828264,16.379682421635298,6.109766976692397e-5,0.00024140559477499294,0.00012510197638151253,745.0651374006233,274.49243951628637,210.60230185579553,214.83956628823074,2019.544496888706,32473.960448122838,38655.082951927616
t15,2701.687458772253,16.37968271111363,6.079518164823796e-5,0.00024208574108960612,0.00012529571135902647,745.0650455755546,274.4924260721425,188.74700179564314,214.83956717311477,2019.5444979805916,32473.96044888527,38634.71655714232
t16,2462.78221480425,16.379683244752147,6.164199591032306e-5,0.00024307066997762315,0.00012562937081983254,745.0651255948893,274.4924254862659,188.74700395412867,214.83957034385165,2019.544500913821,32473.960452520394,38395.81140720439
