Resource,Fuel,Zone,AnnualSumCosts
NENG_Rest_conventional_steam_coal_1,new_england_coal,1,0.0
NENG_Rest_natural_gas_fired_combined_cycle_1,new_england_naturalgas,1,142.10364336149343
NENG_Rest_natural_gas_fired_combined_cycle_2,new_england_naturalgas,1,8.838677262408731e8
NENG_Rest_natural_gas_fired_combustion_turbine_1,new_england_naturalgas,1,110.26605783927153
NENG_Rest_natural_gas_fired_combustion_turbine_2,new_england_naturalgas,1,66.36394014516561
NENG_Rest_nuclear_1,new_england_uranium,1,275.44732973927955
NY_Z_A_natural_gas_fired_combined_cycle_1,middle_atlantic_naturalgas,2,93.25936362499799
NY_Z_A_natural_gas_fired_combustion_turbine_1,middle_atlantic_naturalgas,2,102.67576500024947
NY_Z_A_natural_gas_steam_turbine_1,middle_atlantic_naturalgas,2,5.88804870801961e6
NY_Z_B_natural_gas_fired_combined_cycle_1,middle_atlantic_naturalgas,3,94.95127588042592
NY_Z_B_natural_gas_fired_combustion_turbine_1,middle_atlantic_naturalgas,3,0.0
NY_Z_B_natural_gas_steam_turbine_1,middle_atlantic_naturalgas,3,43.824833187215646
NY_Z_B_nuclear_1,middle_atlantic_uranium,3,13.533889236880363
NY_Z_C&E_natural_gas_fired_combined_cycle_1,middle_atlantic_naturalgas,4,6.563954916648908e6
NY_Z_C&E_natural_gas_steam_turbine_1,middle_atlantic_naturalgas,4,96.34007995880029
NY_Z_C&E_nuclear_1,middle_atlantic_uranium,4,1.6971854920339265e8
NY_Z_D_natural_gas_fired_combined_cycle_1,middle_atlantic_naturalgas,5,117.04757956702248
NY_Z_D_natural_gas_fired_combined_cycle_2,middle_atlantic_naturalgas,5,107.61571627427105
NY_Z_F_natural_gas_fired_combined_cycle_1,middle_atlantic_naturalgas,6,3.3008602505382067e8
NY_Z_F_natural_gas_fired_combined_cycle_2,middle_atlantic_naturalgas,6,116.55746738180862
NY_Z_F_natural_gas_fired_combustion_turbine_1,middle_atlantic_naturalgas,6,0.0
NY_Z_G-I_natural_gas_fired_combined_cycle_1,middle_atlantic_naturalgas,7,1.1712170723986328e8
NY_Z_G-I_natural_gas_fired_combined_cycle_2,middle_atlantic_naturalgas,7,52.87055994484195
NY_Z_G-I_natural_gas_fired_combustion_turbine_1,middle_atlantic_naturalgas,7,39.64652270936256
NY_Z_G-I_natural_gas_fired_combustion_turbine_2,middle_atlantic_naturalgas,7,166.7093117569826
NY_Z_J_natural_gas_fired_combined_cycle_1,middle_atlantic_naturalgas,8,4.462893815317664e7
NY_Z_J_natural_gas_fired_combined_cycle_2,middle_atlantic_naturalgas,8,1.7770365601949447e8
NY_Z_J_natural_gas_fired_combustion_turbine_1,middle_atlantic_naturalgas,8,53.661786640667955
NY_Z_J_natural_gas_fired_combustion_turbine_2,middle_atlantic_naturalgas,8,124.7620323584905
NY_Z_K_natural_gas_fired_combined_cycle_1,middle_atlantic_naturalgas,9,7.802719594987539e6
NY_Z_K_natural_gas_fired_combined_cycle_2,middle_atlantic_naturalgas,9,5.4434431722379275e7
NY_Z_K_natural_gas_fired_combustion_turbine_1,middle_atlantic_naturalgas,9,54.04825879780745
