Constraint,CapRes_1,CapRes_2,CapRes_3
t1,4.017792687187882e-10,6.066132379657301e-10,1.1151219996559528e-10
t2,3.9586076941509887e-10,5.613233021595953e-10,1.04536941252249e-10
t3,3.964033008103464e-10,4.945128122801711e-10,1.0339693709138853e-10
t4,3.7652429531026305e-10,4.4023734139706283e-10,1.0196358685822606e-10
t5,3.7761219371546844e-10,4.5430816392052444e-10,1.0030068347187821e-10
t6,4.1699719271441153e-10,5.565411969150428e-10,1.3729239578365938e-10
t7,2.9219392125482646e-10,4.4374623993721393e-10,8.496224195864525e-11
t8,3.247091096501299e-10,4.792022920229508e-10,9.874335964484666e-11
t9,3.387395715575061e-10,4.836907750054077e-10,7.91130957913345e-11
t10,3.286053082469135e-10,5.001092358227758e-10,1.0545045376627284e-10
t11,3.3045795896782224e-10,5.408692393562588e-10,8.226744339684621e-11
t12,3.453145417681485e-10,5.727813860014006e-10,6.905225118093135e-11
t13,3.621470598312396e-10,5.995546836613126e-10,7.231999957077782e-11
t14,3.769884782074925e-10,6.404657482146342e-10,7.79772219392628e-11
t15,3.4619554380353475e-10,6.329645775392915e-10,8.4137928467745e-11
t16,3.603979418793815e-10,6.199157668027069e-10,9.073873695787045e-11
t17,4.5902286390793504e-10,5.761043504479227e-10,9.217520313776989e-11
t18,5.151079871750533e-10,6.098111737660481e-10,1.0226808324335299e-10
t19,4.5538160954644614e-10,7.314101144637534e-10,1.3736633342330498e-10
t20,4.824132138760963e-10,9.707241311290316e-10,1.5867595771535763e-10
t21,4.766872806921012e-10,9.209952880487954e-10,1.866284331696148e-10
t22,4.726905208037502e-10,7.758410013976837e-10,1.6598649701524582e-10
t23,5.699512650552829e-10,7.207865477195078e-10,1.5862544348959733e-10
t24,4.561984906271516e-10,7.936810484181201e-10,1.4752327354461742e-10
t25,4.1627509075861936e-10,7.183658732523234e-10,1.3383076814197875e-10
t26,4.027930918317842e-10,7.308946699546082e-10,1.2354409668530128e-10
t27,4.2594741929890353e-10,6.457023397394118e-10,1.3332381611389594e-10
t28,4.664431939397115e-10,6.737770490678074e-10,1.1674145746723608e-10
t29,4.628269704644282e-10,6.244631994638455e-10,1.1932454549551775e-10
t30,5.363851737760537e-10,6.648403810538236e-10,1.4662202122275038e-10
t31,4.6533389505996844e-10,6.895577629828206e-10,1.2188151531927556e-10
t32,4.835077552077651e-10,7.172945429289845e-10,1.0706477274158358e-10
t33,4.864764611876987e-10,8.04487682344878e-10,1.0625513797712656e-10
t34,6.065621192991384e-10,8.936844802416571e-10,1.1733047079110408e-10
