model,line,line_name,planning_year,case,unit,value
TEMOA,25,MISS_to_SPPS,2027,base_52,MW,60.3469
TEMOA,34,NYCW_to_PJME,2027,base_52,MW,3918.68
TEMOA,43,RMRG_to_SPPC,2027,base_52,MW,10.942
TEMOA,44,RMRG_to_SPPN,2027,base_52,MW,1566.58
TEMOA,46,SPPC_to_SPPN,2027,base_52,MW,1637.21
TEMOA,48,SPPN_to_SPPS,2027,base_52,MW,10.2858
TEMOA,50,SPPS_to_TRE,2027,base_52,MW,11.4977
TEMOA,4,BASN_to_RMRG,2030,base_52,MW,18.6143
TEMOA,9,CASO_to_SRSG,2030,base_52,MW,2103.7
TEMOA,12,ISNE_to_NYUP,2030,base_52,MW,5037.55
TEMOA,13,MISC_to_MISE,2030,base_52,MW,1577.09
TEMOA,17,MISC_to_PJMW,2030,base_52,MW,27.0821
TEMOA,18,MISC_to_SPPC,2030,base_52,MW,4315.56
TEMOA,19,MISC_to_SPPN,2030,base_52,MW,1884.07
TEMOA,20,MISC_to_SPPS,2030,base_52,MW,3828.25
TEMOA,22,MISE_to_MISW,2030,base_52,MW,1273.52
TEMOA,24,MISS_to_SPPC,2030,base_52,MW,3110
TEMOA,25,MISS_to_SPPS,2030,base_52,MW,16969.8
TEMOA,27,MISS_to_SRSE,2030,base_52,MW,7921.04
TEMOA,29,MISW_to_PJMC,2030,base_52,MW,7727.73
TEMOA,32,NWPP_to_RMRG,2030,base_52,MW,873.8
TEMOA,33,NYCW_to_NYUP,2030,base_52,MW,1283.56
TEMOA,34,NYCW_to_PJME,2030,base_52,MW,730.912
TEMOA,35,NYUP_to_PJME,2030,base_52,MW,3749.52
TEMOA,36,PJMC_to_PJMW,2030,base_52,MW,9072.73
TEMOA,37,PJMD_to_PJME,2030,base_52,MW,3245.31
TEMOA,40,PJME_to_PJMW,2030,base_52,MW,3021.7
TEMOA,43,RMRG_to_SPPC,2030,base_52,MW,5399.58
TEMOA,44,RMRG_to_SPPN,2030,base_52,MW,1549.08
TEMOA,45,RMRG_to_SRSG,2030,base_52,MW,528.973
TEMOA,46,SPPC_to_SPPN,2030,base_52,MW,17.3854
TEMOA,48,SPPN_to_SPPS,2030,base_52,MW,4924.31
TEMOA,49,SPPS_to_SRSG,2030,base_52,MW,6110.92
TEMOA,50,SPPS_to_TRE,2030,base_52,MW,6836.32
TEMOA,56,NWPP_to_SPPN,2030,base_52,MW,779.445
TEMOA,57,SRSG_to_TRE,2030,base_52,MW,2379.35
TEMOA,1,BASN_to_CANO,2035,base_52,MW,10.7753
TEMOA,4,BASN_to_RMRG,2035,base_52,MW,152.407
TEMOA,9,CASO_to_SRSG,2035,base_52,MW,1476.5
TEMOA,10,FRCC_to_SRSE,2035,base_52,MW,29.5817
TEMOA,11,ISNE_to_NYCW,2035,base_52,MW,24.7541
TEMOA,12,ISNE_to_NYUP,2035,base_52,MW,2866.92
TEMOA,13,MISC_to_MISE,2035,base_52,MW,196.3
TEMOA,14,MISC_to_MISS,2035,base_52,MW,10.7366
TEMOA,16,MISC_to_PJMC,2035,base_52,MW,25.4741
TEMOA,17,MISC_to_PJMW,2035,base_52,MW,1257.89
TEMOA,18,MISC_to_SPPC,2035,base_52,MW,1669.73
TEMOA,19,MISC_to_SPPN,2035,base_52,MW,819.031
TEMOA,20,MISC_to_SPPS,2035,base_52,MW,513.111
TEMOA,21,MISC_to_SRCE,2035,base_52,MW,10.5532
TEMOA,22,MISE_to_MISW,2035,base_52,MW,64.1654
TEMOA,24,MISS_to_SPPC,2035,base_52,MW,126.453
TEMOA,25,MISS_to_SPPS,2035,base_52,MW,3970.3
TEMOA,26,MISS_to_SRCE,2035,base_52,MW,12.6725
TEMOA,27,MISS_to_SRSE,2035,base_52,MW,492.673
TEMOA,28,MISW_to_NWPP,2035,base_52,MW,16.4202
TEMOA,29,MISW_to_PJMC,2035,base_52,MW,388.421
TEMOA,30,MISW_to_SPPC,2035,base_52,MW,25.1649
TEMOA,31,MISW_to_SPPN,2035,base_52,MW,14.223
TEMOA,32,NWPP_to_RMRG,2035,base_52,MW,1364.51
TEMOA,33,NYCW_to_NYUP,2035,base_52,MW,15.3429
TEMOA,34,NYCW_to_PJME,2035,base_52,MW,4391.22
TEMOA,35,NYUP_to_PJME,2035,base_52,MW,3504.56
