region,marginal_price,total_demand
BASN,54.45071195836024,117622650.0
CASO,67.10485105765405,115510879.0
CANO,64.49025547856083,178550343.0
FRCC,75.26304422473503,263664150.0
ISNE,84.42824684184991,149354094.0
MISC,59.16567756772708,200796305.0
MISE,68.89603821097495,108618551.0
MISS,59.42101481520504,185407544.0
MISW,54.93167832146676,244560055.0
NWPP,48.595540509861166,213747716.0
NYCW,86.59995647553815,83015898.0
NYUP,64.12278005982998,74762455.0
PJMC,61.67532089914603,125041636.0
PJMD,74.43076671389179,116835353.0
PJME,76.09114152603058,308414943.0
PJMW,69.15909107822239,328889729.0
RMRG,43.66296005173314,100288099.0
SPPC,52.27312526441381,83557695.0
SPPN,49.988849328209845,54220969.0
SPPS,49.373435798902385,131322851.0
SRCA,77.16032261687953,228687588.0
SRCE,62.174073320480815,225061849.0
SRSE,70.43028905634027,255962582.0
SRSG,54.90137174848136,147664933.0
TRE,52.46210112434437,442846698.0
TREW,47.0366997954263,20819394.0
