model,zone,planning_year,case,unit,value
USENSYS,BASN,2027,short-base-200-retire,tons,26592557
USENSYS,BASN,2030,short-base-200-retire,tons,3516828
USENSYS,BASN,2035,short-base-200-retire,tons,3081129
USENSYS,BASN,2040,short-base-200-retire,tons,3198651
USENSYS,BASN,2045,short-base-200-retire,tons,3464944
USENSYS,BASN,2050,short-base-200-retire,tons,2756450
USENSYS,CANO,2027,short-base-200-retire,tons,18894148
USENSYS,CANO,2030,short-base-200-retire,tons,3308784
USENSYS,CANO,2035,short-base-200-retire,tons,1713327
USENSYS,CANO,2040,short-base-200-retire,tons,2624904
USENSYS,CANO,2045,short-base-200-retire,tons,3360377
USENSYS,CANO,2050,short-base-200-retire,tons,3502245
USENSYS,CASO,2027,short-base-200-retire,tons,18585832
USENSYS,CASO,2030,short-base-200-retire,tons,6764565
USENSYS,CASO,2035,short-base-200-retire,tons,4342266
USENSYS,CASO,2040,short-base-200-retire,tons,4198903
USENSYS,CASO,2045,short-base-200-retire,tons,4448758
USENSYS,CASO,2050,short-base-200-retire,tons,4233419
USENSYS,FRCC,2027,short-base-200-retire,tons,72842278
USENSYS,FRCC,2030,short-base-200-retire,tons,10900565
USENSYS,FRCC,2035,short-base-200-retire,tons,7078705
USENSYS,FRCC,2040,short-base-200-retire,tons,7919255
USENSYS,FRCC,2045,short-base-200-retire,tons,8637463
USENSYS,FRCC,2050,short-base-200-retire,tons,8429706
USENSYS,ISNE,2027,short-base-200-retire,tons,37067798
USENSYS,ISNE,2030,short-base-200-retire,tons,12891531
USENSYS,ISNE,2035,short-base-200-retire,tons,14571433
USENSYS,ISNE,2040,short-base-200-retire,tons,15631404
USENSYS,ISNE,2045,short-base-200-retire,tons,17512939
USENSYS,ISNE,2050,short-base-200-retire,tons,16241897
USENSYS,MISC,2027,short-base-200-retire,tons,66707736
USENSYS,MISC,2030,short-base-200-retire,tons,3803415
USENSYS,MISC,2035,short-base-200-retire,tons,3335311
USENSYS,MISC,2040,short-base-200-retire,tons,3410783
USENSYS,MISC,2045,short-base-200-retire,tons,3801467
USENSYS,MISC,2050,short-base-200-retire,tons,3571387
USENSYS,MISE,2027,short-base-200-retire,tons,29613042
USENSYS,MISE,2030,short-base-200-retire,tons,7376766
USENSYS,MISE,2035,short-base-200-retire,tons,4652731
USENSYS,MISE,2040,short-base-200-retire,tons,4187875
USENSYS,MISE,2045,short-base-200-retire,tons,4438827
USENSYS,MISE,2050,short-base-200-retire,tons,4325925
USENSYS,MISS,2027,short-base-200-retire,tons,64767771
USENSYS,MISS,2030,short-base-200-retire,tons,12271640
USENSYS,MISS,2035,short-base-200-retire,tons,7011696
USENSYS,MISS,2040,short-base-200-retire,tons,6339708
USENSYS,MISS,2045,short-base-200-retire,tons,6752076
USENSYS,MISS,2050,short-base-200-retire,tons,6272959
USENSYS,MISW,2027,short-base-200-retire,tons,48076906
USENSYS,MISW,2030,short-base-200-retire,tons,12139113
USENSYS,MISW,2035,short-base-200-retire,tons,7912823
USENSYS,MISW,2040,short-base-200-retire,tons,7118120
USENSYS,MISW,2045,short-base-200-retire,tons,7207922
USENSYS,MISW,2050,short-base-200-retire,tons,6923421
USENSYS,NWPP,2027,short-base-200-retire,tons,13422940
USENSYS,NWPP,2030,short-base-200-retire,tons,111630
USENSYS,NWPP,2035,short-base-200-retire,tons,796451
USENSYS,NWPP,2040,short-base-200-retire,tons,1735347
USENSYS,NWPP,2045,short-base-200-retire,tons,2132169
USENSYS,NWPP,2050,short-base-200-retire,tons,1925002
USENSYS,NYCW,2027,short-base-200-retire,tons,22950182
USENSYS,NYCW,2030,short-base-200-retire,tons,3925520
USENSYS,NYCW,2035,short-base-200-retire,tons,2586673
USENSYS,NYCW,2040,short-base-200-retire,tons,2751115
USENSYS,NYCW,2045,short-base-200-retire,tons,3733374
USENSYS,NYCW,2050,short-base-200-retire,tons,2916412
USENSYS,NYUP,2027,short-base-200-retire,tons,22307571
USENSYS,NYUP,2030,short-base-200-retire,tons,3055851
USENSYS,NYUP,2035,short-base-200-retire,tons,2228024
USENSYS,NYUP,2040,short-base-200-retire,tons,2477944
USENSYS,NYUP,2045,short-base-200-retire,tons,2862636
USENSYS,NYUP,2050,short-base-200-retire,tons,2933952
USENSYS,PJMC,2027,short-base-200-retire,tons,13522902
USENSYS,PJMC,2030,short-base-200-retire,tons,3729860
USENSYS,PJMC,2035,short-base-200-retire,tons,2552095
USENSYS,PJMC,2040,short-base-200-retire,tons,2498996
USENSYS,PJMC,2045,short-base-200-retire,tons,2631295
USENSYS,PJMC,2050,short-base-200-retire,tons,2470816
USENSYS,PJMD,2027,short-base-200-retire,tons,12401692
USENSYS,PJMD,2030,short-base-200-retire,tons,3933122
USENSYS,PJMD,2035,short-base-200-retire,tons,2573546
USENSYS,PJMD,2040,short-base-200-retire,tons,2522855
USENSYS,PJMD,2045,short-base-200-retire,tons,2588099
USENSYS,PJMD,2050,short-base-200-retire,tons,1703777
USENSYS,PJME,2027,short-base-200-retire,tons,67174095
USENSYS,PJME,2030,short-base-200-retire,tons,30788152
USENSYS,PJME,2035,short-base-200-retire,tons,18227443
USENSYS,PJME,2040,short-base-200-retire,tons,15853624
USENSYS,PJME,2045,short-base-200-retire,tons,16377486
USENSYS,PJME,2050,short-base-200-retire,tons,15274641
USENSYS,PJMW,2027,short-base-200-retire,tons,80211280
USENSYS,PJMW,2030,short-base-200-retire,tons,19277736
USENSYS,PJMW,2035,short-base-200-retire,tons,13914645
USENSYS,PJMW,2040,short-base-200-retire,tons,13942935
USENSYS,PJMW,2045,short-base-200-retire,tons,15216321
USENSYS,PJMW,2050,short-base-200-retire,tons,14856239
USENSYS,RMRG,2027,short-base-200-retire,tons,3167457
USENSYS,RMRG,2030,short-base-200-retire,tons,370739
USENSYS,RMRG,2035,short-base-200-retire,tons,237446
USENSYS,RMRG,2040,short-base-200-retire,tons,299937
