region,marginal_price,total_demand
BASN,32.77236935278909,205854891.0
CASO,39.796156705772034,185445572.0
CANO,35.69625031144917,287331528.0
FRCC,32.199804254897906,373487472.0
ISNE,26.501398077995127,228967778.0
MISC,31.40802513689019,296003389.0
MISE,34.57964028217077,149857318.0
MISS,31.156145094129684,273572998.0
MISW,32.24701871342448,360803886.0
NWPP,58.13977561771251,342473432.0
NYCW,35.33740655180798,116580170.0
NYUP,12.7188776219105,100244191.0
PJMC,34.26710079729007,165669492.0
PJMD,34.81524571226943,160553816.0
PJME,33.85895293415708,428793884.0
PJMW,33.9776896107321,452703049.0
RMRG,32.85578587673176,173002995.0
SPPC,33.691561953102486,122568997.0
SPPN,32.45937334847325,85125345.0
SPPS,28.805651439003334,202777705.0
SRCA,33.6273343381104,320053848.0
SRCE,34.86840080133484,318246408.0
SRSE,33.88674275281186,375702387.0
SRSG,32.875990286634504,237915030.0
TRE,29.141381210535855,617229009.0
TREW,26.286840996260818,29860335.0
