model,line,line_name,planning_year,case,unit,value
GenX,1,BASN_to_CANO,2027,base_short_retire,MW,0.000129312
GenX,2,BASN_to_CASO,2027,base_short_retire,MW,0.151753
GenX,3,BASN_to_NWPP,2027,base_short_retire,MW,0.00575499
GenX,4,BASN_to_RMRG,2027,base_short_retire,MW,0.0818666
GenX,5,BASN_to_SRSG,2027,base_short_retire,MW,0.57915
GenX,6,CANO_to_CASO,2027,base_short_retire,MW,0.211826
GenX,7,CANO_to_NWPP,2027,base_short_retire,MW,0.478737
GenX,8,CASO_to_NWPP,2027,base_short_retire,MW,0.183697
GenX,9,CASO_to_SRSG,2027,base_short_retire,MW,0.132736
GenX,10,FRCC_to_SRSE,2027,base_short_retire,MW,0.422286
GenX,11,ISNE_to_NYCW,2027,base_short_retire,MW,0.0266417
GenX,12,ISNE_to_NYUP,2027,base_short_retire,MW,0.0618785
GenX,13,MISC_to_MISE,2027,base_short_retire,MW,1.67609
GenX,14,MISC_to_MISS,2027,base_short_retire,MW,0.0414016
GenX,15,MISC_to_MISW,2027,base_short_retire,MW,0.0176245
GenX,16,MISC_to_PJMC,2027,base_short_retire,MW,0.079822
GenX,17,MISC_to_PJMW,2027,base_short_retire,MW,0.159188
GenX,18,MISC_to_SPPC,2027,base_short_retire,MW,0.0221927
GenX,19,MISC_to_SPPN,2027,base_short_retire,MW,2.04316
GenX,20,MISC_to_SPPS,2027,base_short_retire,MW,0.0533866
GenX,21,MISC_to_SRCE,2027,base_short_retire,MW,0.117964
GenX,22,MISE_to_MISW,2027,base_short_retire,MW,1.03655
GenX,23,MISE_to_PJMW,2027,base_short_retire,MW,0.0313606
GenX,24,MISS_to_SPPC,2027,base_short_retire,MW,2.6452
GenX,25,MISS_to_SPPS,2027,base_short_retire,MW,0.134297
GenX,26,MISS_to_SRCE,2027,base_short_retire,MW,0.0749897
GenX,27,MISS_to_SRSE,2027,base_short_retire,MW,1.15932
GenX,28,MISW_to_NWPP,2027,base_short_retire,MW,0.0127433
GenX,29,MISW_to_PJMC,2027,base_short_retire,MW,0.147892
GenX,30,MISW_to_SPPC,2027,base_short_retire,MW,1.27626
GenX,31,MISW_to_SPPN,2027,base_short_retire,MW,0.0272831
GenX,32,NWPP_to_RMRG,2027,base_short_retire,MW,0.0370444
GenX,33,NYCW_to_NYUP,2027,base_short_retire,MW,0.041695
GenX,34,NYCW_to_PJME,2027,base_short_retire,MW,0.0447124
GenX,35,NYUP_to_PJME,2027,base_short_retire,MW,0.0781562
GenX,36,PJMC_to_PJMW,2027,base_short_retire,MW,0.231907
GenX,37,PJMD_to_PJME,2027,base_short_retire,MW,353.834
GenX,38,PJMD_to_PJMW,2027,base_short_retire,MW,0.0432385
GenX,39,PJMD_to_SRCA,2027,base_short_retire,MW,0.0170401
GenX,40,PJME_to_PJMW,2027,base_short_retire,MW,0.0919362
GenX,41,PJMW_to_SRCA,2027,base_short_retire,MW,0.310488
GenX,42,PJMW_to_SRCE,2027,base_short_retire,MW,0.140281
GenX,43,RMRG_to_SPPC,2027,base_short_retire,MW,1055.24
GenX,44,RMRG_to_SPPN,2027,base_short_retire,MW,1845.43
GenX,45,RMRG_to_SRSG,2027,base_short_retire,MW,0.0830527
GenX,46,SPPC_to_SPPN,2027,base_short_retire,MW,0.0121693
GenX,47,SPPC_to_SPPS,2027,base_short_retire,MW,0.133713
GenX,48,SPPN_to_SPPS,2027,base_short_retire,MW,8.43348
