BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11
AnnualSum,1.1991099042797464e8,1.7136278442006889e6,-2.2849711507009678e6,8.021996594774024e6,-8.021996594769466e6,19343.92898561299,4.467380559587079e-5,7.276453583841784e6,-185829.6350613546,-1.26449615e8,2.3056493767676737e7,712936.6774700218,-905516.4415189421,494689.08165042324,-494689.0816504293,281.02651424554097,4.4242577382455954e-5,-1.1562827105320876e7,-124528.92479464831,-1.1176839e7,1.7146530427670577e6,28.37062291703745,-33.51916521042085,374533.06893485936,-374533.06893399043,212.77672302566305,4.4907364311812816e-5,6.8130610641843e6,-65691.73512696543,-8.46223e6,6.686620415823861e7,4.320082717641469e6,-5.104067482984936e6,742651.8062927842,-742651.806291852,421.42715802403507,4.48556419995063e-5,-4.86393367493872e7,-677498.0710621902,-1.6765806e7,1.08207656218822e7,1.1454827973391651e6,-1.3533586925000676e6,85063.40987321748,-85063.40987227812,48.22643562704912,4.49576101453438e-5,-8.636305564896582e6,-59808.388256673796,-1.916824e6,2.432431831932062e7,1.7159756015110358e6,-2.288101491047163e6,454175.45592292334,-454175.45592198777,259.577985190392,4.497015684809065e-5,-1.298431546217249e7,-421745.5455260302,-1.0346391e7,5.629097772174022e6,30.825302371266652,-36.419307027465976,852248.9907489497,-852248.9907489589,467.40648682577444,4.4388388988490144e-5,1.3543636817168893e7,-672805.4019696094,-1.8500391e7,3.126463108972683e7,41712.049706353486,-49281.72223589984,3.190488573733105e6,-3.190488573741422e6,2107.0393113563173,4.423165773497365e-5,3.908805578207397e7,-135622.23850047556,-7.0211602e7,3.6039500106510087e6,0.8992580457489602,-1.062449358765193,1.0674483074558172e6,-1.0674483074558035e6,7927.30376817021,4.4110888562311555e-5,1.860669197001595e7,-169814.12120998732,-2.2048755e7,1.691026721150352e8,9.264037029348778e6,-1.1220702842400812e7,9.257193802194154e6,-9.257193802193917e6,271259.9678092855,4.4343052816482286e-5,1.440547172879662e6,-130035.4424994889,-1.68727778e8,6.26303354979456e8,2.766602608466227e6,-3.602246010719936e6,3.071893916235242e7,-3.071893916235071e7,555466.0267561353,4.374972919599346e-5,-4.945661508387427e6,-383107.095492899,-6.20694409e8
t1,15853.495084759064,0.00014692993572918689,-1.3155449123792871e-5,213.87933899086698,-1684.7476578587348,7.928974551728902e-8,4.21381345695541e-9,-688.6741347512268,-8.95276496187126,-13685.0,2034.269472903423,240.01430198573274,-1.2831113984137207e-5,14.207307131755988,-118.70350477521028,6.906007604827926e-8,4.260078452347314e-9,-846.1030857720672,-17.68447867971594,-1306.0,365.65045626803976,0.0034318518550327764,-8.07744870444218e-6,10.75989113925416,-69.91475621137707,8.001134045997387e-8,4.205938129808816e-9,692.9628802432708,-10.461895291188757,-989.0,3203.959241496093,18.985003008214914,-8.262842039009753e-6,21.30585708851627,-164.80728400163838,8.036189771382308e-8,4.212566038420923e-9,-1055.8584726062475,-63.58433673579378,-1960.0,712.6321755833084,18.685082881974115,-8.718229640261534e-6,2.461078757020074,-7.118711632993782,8.120492428485491e-8,4.226696680724431e-9,-499.28941287949124,-3.3702040720755773,-224.0,3714.2836897595575,34.533646526392985,-1.2910177852658521e-5,13.022380898292926,-50.00539336391293,8.099987999076713e-8,4.222415028222816e-9,-2490.8853490593087,-13.948961931609896,-1207.0,757.3800463272102,0.006119078886476771,-8.035877619836414e-6,24.082353169939257,-123.98496697112778,6.979779171916244e-8,4.2737269007575044e-9,1571.1443557383568,-58.627899375625326,-2170.0,5190.904225429617,31.69229676874151,-7.621269099525566e-6,86.2959295064933,-733.0517680385467,7.021284872476567e-8,4.272546319633818e-9,3607.062632884315,-11.903308988845275,-8170.999999999999,527.9000345149246,0.00013699154598019675,-7.930195804098526e-6,29.40606778410984,-166.79356760537905,7.918782148502698e-8,4.204482107823779e-9,2219.640514471937,-15.153178301849849,-2595.0,19323.739536022043,819.0959624887037,-1.0652786220318835e-5,243.49320636343163,-1637.5187050279453,7.720160463019802e-8,4.186873879755956e-9,600.0000114931001,-9.810000738504419,-19339.0,80988.19242988664,8.927572690220241e-6,-733.2598263532493,684.3104139608477,-9321.571587341463,6.919281996299431e-8,4.23698072041132e-9,-3109.999939762638,-50.67149931958012,-68457.0
t2,16069.436780893418,2.4330715204534132e-5,-2.2164338939668056e-5,132.88807020520588,-2045.6001591481834,7.906231940468192e-8,4.2146600783647255e-9,-1368.211638085289,-17.513056088577624,-12771.0,1862.4354302983106,3.836581626692857e-5,-2.165329517159192e-5,8.808148943323108,-155.72019792801365,6.874305861788759e-8,4.2596839353146655e-9,-483.8170915772619,-16.70630651533483,-1215.0,308.5564763156159,1.8105125205838024e-5,-1.4947854559196112e-5,6.670112919418951,-119.60133622820543,7.962114161466581e-8,4.205243621280829e-9,731.9524081699226,-7.577664411468513,-920.0,3151.7587769331953,1.812906040040294e-5,-1.457079446683526e-5,13.209180582377273,-224.0804276205599,7.999674046145092e-8,4.211994888032874e-9,-1059.9258923633467,-57.96164119448927,-1823.0,645.4444541988488,1.9187145795366832e-5,-1.5617057481395606e-5,1.5258760235637558,-28.982895111869194,8.078754240202149e-8,4.225774559782652e-9,-406.2452825125737,-2.7421562476475576,-209.0,3702.2818295409074,3.3453234452370935e-5,-2.0864063007039607e-5,8.074100603890006,-142.46003318792216,8.059629504128298e-8,4.2218610355851975e-9,-2431.2807295304224,-13.615180094454692,-1123.0,757.386439702048,1.7743331213166217e-5,-1.404000793236585e-5,14.930032230059377,-250.1692351026314,6.948671478034186e-8,4.273158424017745e-9,1559.7084237537051,-63.85566435287919,-2017.9999999999998,5897.263484606219,1.6676600642730378e-5,-1.3429497427993172e-5,53.503665257211345,-824.4321730389871,6.988670255690139e-8,4.2720790855038894e-9,2476.699522362468,-9.03450249393647,-7594.0,527.9000184505619,1.5942212505931296e-5,-1.3695233966151544e-5,18.231515820782885,-272.8581828256855,7.887747341509069e-8,4.204196345289616e-9,2171.120330406699,-30.39368417304894,-2414.0,19257.387183969968,254.83303596297452,-1.0185982087059045e-5,153.99123699339964,-2880.6993338399966,7.733915830519119e-8,4.187384551875259e-9,1919.9998861627603,-19.511999126203918,-18686.0,79195.43076772775,9.353602404363944e-6,-700.3442045086862,378.269104215462,-8974.684240778783,6.920941963615232e-8,4.237526571012564e-9,-3109.999936786661,-50.67149930776095,-66738.0
t3,14855.006518005286,2.5971300410414215e-5,-1.9824797082144976e-5,59.09291022330399,-1591.7071056409984,7.902827541526908e-8,4.216629454488499e-9,-1028.1470826501265,-13.245246142746087,-12281.0,1660.3394354085233,3.757844934476632e-5,-2.152739101533436e-5,3.871498794806808,-81.7370484475691,6.874176373164113e-8,4.260312803105029e-9,-401.9885324790747,-16.48536939297097,-1164.0,240.57861418532468,1.7596743748846916e-5,-1.4720834955868102e-5,2.932069481655229,-60.305406419976336,7.95911123140278e-8,4.205846816702619e-9,704.8913016980134,-7.09658189846848,-881.0,3100.5385525627194,1.7609801317163072e-5,-1.405648532597129e-5,5.8058650995394325,-132.00902596712888,7.996061975776463e-8,4.2125957685865494e-9,-1170.8273606672233,-57.50803464342806,-1746.0,578.2536992891631,1.862622055201591e-5,-1.5214923272675767e-5,0.6706370198003364,-12.143669923955729,8.072022054453129e-8,4.2261071502106865e-9,-364.3214991863023,-2.4591706893977676,-200.0,3679.512483791775,3.319803138844138e-5,-2.0303322642443726e-5,3.5486087732636915,-75.13857963920427,8.053140585250808e-8,4.2223326944132435e-9,-2517.822711893343,-14.099814005827456,-1076.0,757.3928411192582,1.7300272101828432e-5,-1.3941585015262974e-5,6.562461008941294,-152.37317540342224,6.947460672719572e-8,4.2735371124983e-9,1381.3786388533872,-59.96076900230254,-1933.0,5318.502041722751,1.631220050243177e-5,-1.3346041125416797e-5,23.515769612939742,-617.6626151908521,6.986995029360376e-8,4.272579603851102e-9,2561.129068765082,-8.484267937895842,-7277.0,527.9000178039628,1.659904820913682e-5,-1.2876283890928103e-5,8.013186823096476,-218.5767031017488,7.886254908298541e-8,4.204833937588758e-9,2025.7081924156148,-30.04469773926534,-2313.0,17395.72456220485,248.64716880399934,-1.0146616948785114e-5,69.70177440375252,-1221.5614149306255,7.738782168051279e-8,4.187826985919389e-9,1919.999919000389,-19.511999385800046,-18393.0,76464.1370450426,9.643827495571804e-6,-567.9433676312223,170.1522804664684,-7224.674534469114,6.9242098122196e-8,4.238173740309056e-9,-3109.9999338564176,-50.67149927439643,-65681.0
t4,15178.269029143927,1.3635372753004172e-5,-0.00011535177747673818,53.06613749286282,-2230.1953147154727,7.875602309609852e-8,4.2177294754936146e-9,-914.3229964237347,-11.81675384872353,-12075.0,1458.2433975266194,1.6361867147726706e-5,-0.0954575395720977,3.5074341431490175,-110.87608156079328,6.837271864095152e-8,4.259418106557694e-9,-197.8451270178595,-15.934181979256595,-1137.0,216.38125138698373,7.920054181415993e-6,-0.016171381388126002,2.643452277083463,-84.75139816753885,7.9131108135077e-8,4.2050656956929695e-9,731.1936352915282,-5.450777403530842,-860.0,3169.438740439225,8.056533224847176e-6,-58.63635490604136,5.2550219485882295,-166.1062244145698,7.949868080133479e-8,4.211793509609605e-9,-1190.7693695315236,-54.18182174954596,-1705.0,511.0659632300689,8.51039707932192e-6,-0.01617831842310317,0.6098928822478171,-19.728306317844133,8.024093616229723e-8,4.225069190896685e-9,-294.9405308545833,-1.9908492108828935,-195.0,3656.7542463576992,1.532936019969744e-5,-0.000819065222939218,3.20094812083184,-104.92059665182508,8.006071193429304e-8,4.221456560580705e-9,-2490.089286695592,-13.944507473550235,-1051.0,757.3992359504218,7.908709920307198e-6,-0.02693930431187803,5.966661340178455,-193.4054219804666,6.909414897387014e-8,4.272482929472262e-9,1374.3127101836606,-55.24625416564266,-1889.0,5925.56787927009,7.444132434886064e-6,-62.39030499597926,21.90190905536793,-678.7396672459483,6.94741292116823e-8,4.2713218001277595e-9,1906.353960823953,-7.693784412223477,-7105.0,231.74830929823844,7.616859851943296e-6,-0.0005461549415895547,7.356068559099134,-215.5891306538172,7.838184798679207e-8,4.203861794436159e-9,2266.106945718182,-30.621654457536096,-2259.0,17805.646584652517,80.52743280270236,-9.910902775761561e-6,92.87863804405934,-1527.540587785581,7.745531352967077e-8,4.188521377276984e-9,1919.9999416276823,-19.51199948009278,-18352.0,73795.35258471801,1.011112472171605e-5,-550.8075069885733,210.5434189132216,-4558.417125088254,6.9287846462604e-8,4.238722702227642e-9,-3109.9998831217135,-50.67149866772794,-65736.0
t5,13164.038052621248,1.3511105512994177e-5,-0.00010518021578417237,34.69560135211546,-368.4835017821326,7.896531341682051e-8,4.2183800888389145e-9,-831.4730731950684,-10.776987382407025,-11988.0,1660.3406892139549,1.642217312842883e-5,-0.2030667990323873,2.4999785832602353,-60.078376457026884,6.833036079471574e-8,4.257829939359626e-9,-468.89322919042866,-16.666011838324753,-1117.0,265.72120395951555,7.932215722398806e-6,-0.01504533356890709,1.8854506929596868,-44.75294572712293,7.913385769454712e-8,4.203275812039617e-9,631.1068265267845,-7.945498127288161,-846.0,3194.059052019336,7.956057474715396e-6,-79.30240301765338,3.7347690918736247,-90.23642153572233,7.94831104727983e-8,4.209849903486852e-9,-1292.2971440813453,-59.95786055264686,-1676.0,578.2712424396518,8.408155611806238e-6,-0.016415026382163828,0.43975479268784445,-9.888753315908414,8.022745871039802e-8,4.222953881194351e-9,-374.2794504551998,-2.5263869219137516,-192.0,3679.5683883161673,1.516431181160267e-5,-0.0006730150915830072,2.287273005566534,-51.71598497101703,8.00243662861804e-8,4.2193542916075786e-9,-2583.6704566305198,-14.46856194788449,-1032.0,757.4056366228408,7.726162029740807e-6,-0.02388649271652453,4.2209035737125635,-96.40675957297506,6.904590850105941e-8,4.271113845470889e-9,1251.2752927642264,-60.471194683942265,-1856.0,4675.935225490432,7.287340393400257e-6,-42.86596734316391,15.249088012087634,-360.1298942334396,6.940836090966009e-8,4.2697805098449596e-9,2705.4962745608555,-9.684733833202577,-6984.0,231.7483026043628,7.488758361128901e-6,-0.00045658721453588553,5.170239113026467,-138.30344079989655,7.83450636968096e-8,4.201639315813236e-9,2152.734909341273,-30.3495612336351,-2221.0,17496.448335438265,52.28172236602669,-1.0149920166570978e-5,63.7796405881281,-905.9976254101838,7.744546100262864e-8,4.1859977354060445e-9,1919.99993655809,-19.511999449290645,-18607.0,72719.36928694695,1.0669269141312099e-5,-564.920295434216,170.36810975224782,-2122.1457270107244,6.92367923894076e-8,4.235803789076405e-9,-3109.999886198667,-50.6714987384085,-67042.0
t6,11949.35902465507,1.7694883663055188e-5,-3.58450856413047e-5,134.46920501280525,-134.4692319746705,7.889537351770824e-8,4.220848711484183e-9,398.2312247409601,-3.590204341843118,-12344.0,1862.4379839746,1.8367337570515966e-5,-0.00013262610013501101,9.97277343430137,-1.6277121750762389,6.840918426513896e-8,4.258762554313926e-9,-727.4188999324036,-17.364031107679157,-1126.0,323.46029196687067,8.670515528134916e-6,-0.00011789292197557751,7.558689948655975,-1.2356429493272711,7.91642854847272e-8,4.2043346177801214e-9,533.5516715258391,-10.33490134631267,-853.0,3223.7515279217832,9.022121549527052e-6,-7.073687682486827e-5,14.931194218028729,-2.4170259343180844,7.948713501334475e-8,4.21069588482107e-9,-1481.6012789296028,-65.6643556861253,-1689.0,645.4770632093545,9.5164992656697e-6,-7.397507748727319e-5,1.730719123571142,-0.2855159816233899,8.023940701976811e-8,4.223575263528713e-9,-450.8787696442386,-3.0434323268707173,-193.0,3702.3937202707057,1.7583357992953635e-5,-6.722078611591184e-5,9.115108833433498,-1.468342183465879,8.002914448805094e-8,4.220091633218621e-9,-2650.329558729661,-19.710878630551502,-1040.0,757.4120343298894,8.952142053660284e-6,-5.9346875113451916e-5,16.83285847659782,-2.685805603337113,6.912098169638219e-8,4.271616885661575e-9,1162.820807680181,-62.37984455920415,-1872.0,4202.838031836549,8.426925806106445e-6,-5.6194021211646166e-5,60.285311980200326,-9.60642470618273,6.949128957848876e-8,4.270370888424427e-9,2791.6907079644843,-11.207579366840204,-7034.0,527.8999720483117,9.344833417477411e-6,-3.4594593459995435e-5,20.563176698522774,-3.2927101540240025,7.839727701071054e-8,4.20266866990761e-9,1715.1279578650083,-20.298371283561487,-2240.0,18348.708192369853,2.0819370122649087e-5,-2.758963178224742e-5,203.0393213087918,-561.7852953226906,7.676844011990962e-8,4.184203896645804e-9,1818.8060133617037,-18.768224967839405,-19790.0,74059.09140963713,1.1198659437944612e-5,-13.839071649303415,597.802870646021,-203.38384539616493,6.927211441906725e-8,4.235611626355719e-9,-3109.99987590227,-50.67149860639546,-71279.0
t7,13148.648818002168,178.84241667023844,-1.4279047317231352e-5,363.0456417255302,-177.5367532067844,6.89334575774519e-8,4.255352012013078e-9,-0.00010471609655779704,-4.281199713042213e-6,-13513.0,2064.5351945116518,274.7810120294838,-1.158224308056546e-5,24.823871098943364,-1.4953621216847497,6.910160853688747e-8,4.26208622175871e-9,-1164.5005557679901,-13.144148234123183,-1185.0,348.2073112276756,0.015051720982588928,-7.44061504771549e-6,18.814020273974766,-1.103362141470465,7.989512582219386e-8,4.20779943945406e-9,534.2675312005016,-2.2005449190720734,-898.0,3207.2578206981216,1538.4628370437792,-7.789699290321693e-6,37.09051639036306,-3.316785200030482,8.009067601571765e-8,4.21350271324227e-9,-2969.422718457105,-32.07166276614067,-1778.0,712.682901292644,193.6148236214859,-8.139414243491053e-6,4.303873014314804,-0.26770998797582884,8.087226460186221e-8,4.226176981837939e-9,-701.5980922108032,-4.7357876699954025,-204.0,3725.2078796110004,1011.0012172521181,-1.2475444291029744e-5,22.287962129694424,-3.427851362452848,8.049628013130459e-8,4.222313335158714e-9,-3639.686945445127,-20.382249788367055,-1095.0,757.4184411645818,0.00014170027375276801,-7.673900032205478e-6,41.18785487840144,-6.295556775959009,6.969121968786319e-8,4.273857743282483e-9,1239.319877817303,-57.63075117851768,-1974.0,3762.95181245654,0.0001350149480547664,-7.296300551460513e-6,147.5113564524572,-22.51835156766523,7.008366588848294e-8,4.2727996248975246e-9,3511.6434806593297,-11.588425779188707,-7388.0,527.9000374789221,0.00011189369211372235,-7.145580826566628e-6,50.296395390134215,-7.700769518784287,7.891212913077505e-8,4.204905929322839e-9,1802.8055983370014,-7.301366509476393,-2366.0,17979.499889991548,3628.8663423224402,-1.1352748774138332e-5,519.6341557171287,-0.0002792993513224264,7.728379396606887e-8,4.186388048872095e-9,-9.4585089285807e-5,-2.847971860740841e-6,-22128.0,72802.76326066493,3694.4827224206265,-8.033529757650219e-6,1579.6412543857773,-280.13849021882606,7.023194023901139e-8,4.23845673580092e-9,1387.1720231680754,-19.920762449071145,-79164.0
t8,11760.427469221388,1829.9999051694847,-1.3795100367901936e-5,822.6065353517907,-0.00015446412088919814,6.87924896187322e-8,4.255514452325867e-9,1491.0878340031472,-13.121575545878473,-15891.0,2266.6324864868698,652.9800914618411,-1.2177829170547084e-5,49.12704840048249,-1.4183717997315741,6.90143882468559e-8,4.261890561886958e-9,-1621.9419985078734,-14.379243922830579,-1331.0,350.5836880490935,0.011706998958372449,-7.8226577044986e-6,37.20493771827282,-1.0632150704475054,7.967358574259988e-8,4.207965197260316e-9,621.9421359186246,-1.6792458694711967,-1006.9999999999999,3225.1920029273742,4275.46993654283,-8.200462834709573e-6,73.6731212988111,-0.0002170056560735677,7.98650906513233e-8,4.213460417395674e-9,-5504.744876016343,-72.58995955407782,-1997.0,779.8857184685666,1051.6126055364955,-8.691804431902741e-6,8.510275795590186,-0.2089632516542775,8.070682739022186e-8,4.225871830930738e-9,-1599.999630006009,-10.799997932436407,-229.0,3748.033213533325,1166.7011210460896,-1.2984377542984839e-5,45.03082473922945,-9.55801777709398e-5,8.031254544122534e-8,4.222547744890591e-9,-3691.5319572659896,-39.23309356628922,-1229.0,757.4248415819225,0.07209370901210849,-8.14277982200333e-6,83.27291685974227,-0.00010470773966718185,6.96501711254593e-8,4.2738471056851735e-9,1443.897071931355,-68.66681130009485,-2216.0,2965.160869929273,89.16091631096238,-7.689717109589768e-6,298.4047294590183,-0.00011434379549565588,7.004090667142617e-8,4.272193736078938e-9,4958.637110959369,-16.363504685536995,-8295.0,527.9000386803256,0.0006896502731565929,-7.956243546106801e-6,101.68338435329119,-0.0001050914159081875,7.889611012919351e-8,4.209327698402029e-9,2036.7906551174,-10.374654829258288,-2656.0,18533.390567516202,5573.275614627915,-1.2331511124216559e-5,1026.0148200534247,-0.0002627251957119181,6.905237698413773e-8,4.221412776842233e-9,-1244.1363248362395,-14.544402347000638,-23874.0,72681.05624366816,5133.0000044332455,-4.742666092903788e-7,3182.6152742196778,-1.0119444855389778e-6,8.129957810070005e-8,4.275072046749837e-9,3109.999978702558,-50.67149968282755,-84056.0
