region,marginal_price,total_demand
BASN,53.54973411824868,223174656.0
CASO,55.31332124806899,199559149.0
CANO,58.59178673762471,309235468.0
FRCC,56.869250519558406,398150391.0
ISNE,77.89498168225805,233966756.0
MISC,48.50007075540749,302266317.0
MISE,52.19285607614337,154617099.0
MISS,50.471667313913244,285422687.0
MISW,47.7951922630014,372086880.0
NWPP,71.09731454844425,372645986.0
NYCW,76.18273497764483,120232798.0
NYUP,58.4692021471514,103480882.0
PJMC,51.15211169157311,168907776.0
PJMD,60.22526535403554,168177932.0
PJME,63.088835852554055,442681870.0
PJMW,50.78608498575931,466199508.0
RMRG,45.707039756445276,188991709.0
SPPC,46.260426611557506,124929928.0
SPPN,45.697586538388634,88318595.0
SPPS,44.06076859181436,210273247.0
SRCA,58.47301096170834,340830683.0
SRCE,50.72097401962172,332833523.0
SRSE,55.66771388237697,398994725.0
SRSG,50.17001949624945,258600147.0
TRE,46.00320220122952,648762932.0
TREW,40.78142855282292,31419683.0
