Zone,1,2,3,4,5,6,7,8,9,10,11
t1,-1.1010799666292832e-10,-1.1393451886030515e-9,-1.5217325796533294e-9,-7.605315392718441e-10,-7.041055403750229e-9,-1.2439967243912906e-9,-6.847739319334128e-10,-1.825218694644083e-10,-5.726474359950745e-10,-7.839819384729239e-11,-2.296561345232333e-11
t2,-1.1782327418135087e-10,-1.2253208748929375e-9,-1.6384285911381147e-9,-8.184050939836035e-10,-7.567709348255065e-9,-1.3387862523736909e-9,-7.363743812290523e-10,-1.9621314024235678e-10,-6.15934279157417e-10,-8.107378524371496e-11,-2.3555853275424536e-11
t3,-1.2240907045078287e-10,-1.2794769897502424e-9,-1.7127111336111257e-9,-8.549774377500705e-10,-7.922341464006706e-9,-1.3983902471963022e-9,-7.687988470512336e-10,-2.0467070425208168e-10,-6.430686581396757e-10,-8.233869094176755e-11,-2.393489257520509e-11
t4,-1.244730454982105e-10,-1.3101552433009805e-9,-1.7556051596079462e-9,-8.758430952759615e-10,-8.134029435547628e-9,-1.4323611961137663e-9,-7.867585073851263e-10,-2.0957880943985693e-10,-6.586010316404124e-10,-8.252156690979958e-11,-2.3915533130020484e-11
t5,-1.2538097847322198e-10,-1.3336673444555676e-9,-1.7850414413433974e-9,-8.910682775833654e-10,-8.264707283219024e-9,-1.4590718292342366e-9,-8.00707182575691e-10,-2.1313601906559385e-10,-6.698589072277366e-10,-8.140522723773852e-11,-2.3446975336507267e-11
t6,-1.2180239318535237e-10,-1.322939325465568e-9,-1.7701787282034486e-9,-8.84179995635382e-10,-8.220941037344684e-9,-1.4476928963869964e-9,-7.938513187852353e-10,-2.1163901243609872e-10,-6.641171614048737e-10,-7.666361463847983e-11,-2.2055850935530165e-11
t7,-1.1360169751865175e-10,-1.2565538746225483e-9,-1.6796995394058617e-9,-8.394753750921314e-10,-7.761933109129391e-9,-1.3737393650135848e-9,-7.527720546539655e-10,-2.016081312331981e-10,-6.284189180145848e-10,-6.876986758347133e-11,-1.9861708791170542e-11
t8,-9.708260436789882e-11,-1.1177101849509486e-9,-1.4943921843569305e-9,-7.464931608949268e-10,-6.883770054340884e-9,-1.2215832292540766e-9,-6.706132578383082e-10,-1.7982395490654474e-10,-5.596230232047745e-10,-6.509984049097049e-11,-1.8704096503021937e-11
t9,-9.118138919077691e-11,-1.0258294497764954e-9,-1.3490642763926347e-9,-6.906574637902683e-10,-5.9451123294007145e-9,-1.1099524139640092e-9,-6.246667178576602e-10,-1.7120129602423653e-10,-5.237150022890827e-10,-6.534673709949108e-11,-1.892184059359599e-11
t10,-9.16015888348876e-11,-1.0044794403445267e-9,-1.3395228188431423e-9,-6.704445499059596e-10,-6.180665251460104e-9,-1.094854805375405e-9,-6.045278379828528e-10,-1.6115242091903006e-10,-5.048576937113955e-10,-6.496618953833952e-11,-1.9465400013002655e-11
t11,-9.09417418670064e-11,-9.919941900711194e-10,-1.3249431269495271e-9,-6.631172978268444e-10,-6.087437284964063e-9,-1.0827980607816928e-9,-5.974817631692213e-10,-1.5930558193881406e-10,-4.994815413828432e-10,-6.542558684847766e-11,-1.9920537103431488e-11
t12,-8.943013275426438e-11,-9.963721443221535e-10,-1.3289068985046994e-9,-6.654429179773415e-10,-6.132626703747601e-9,-1.08690551117175e-9,-6.007258007394173e-10,-1.5978208214176624e-10,-5.020366973766758e-10,-6.705510060613161e-11,-2.026403583287467e-11
t13,-8.81930239546782e-11,-9.990298973779417e-10,-1.3323335847141498e-9,-6.671575605132463e-10,-6.131571270414959e-9,-1.0883305595843224e-9,-6.019277772478892e-10,-1.6012406637619388e-10,-5.036413984162359e-10,-6.796928445776891e-11,-2.0555475192810582e-11
t14,-8.926570706798002e-11,-1.0091960060350028e-9,-1.3469062178297516e-9,-6.741759597919026e-10,-6.207535473346173e-9,-1.1005164240242577e-9,-6.085235304592697e-10,-1.6169715477293472e-10,-5.091239311692559e-10,-6.84831562381817e-11,-2.0916058413521437e-11
t15,-8.88628721567403e-11,-1.009491919372939e-9,-1.3356175696987165e-9,-6.725623097597703e-10,-6.063596786919935e-9,-1.092448901127912e-9,-6.08692273415357e-10,-1.642298402330009e-10,-5.102026407285674e-10,-6.867853250638864e-11,-2.1113579787170074e-11
t16,-8.653741553270073e-11,-9.918602607857393e-10,-1.323093845102412e-9,-6.624994429299243e-10,-6.0832975653548324e-9,-1.08126623002892e-9,-5.979587197804598e-10,-1.5912031186552808e-10,-5.005983114981321e-10,-6.658164098413454e-11,-2.0759763946173962e-11
t17,-8.464369940336886e-11,-9.649676013271659e-10,-1.2868390149979407e-9,-6.442687603732756e-10,-5.942145564429166e-9,-1.0509116018391332e-9,-5.812906822529094e-10,-1.550467686751954e-10,-4.861455574493397e-10,-6.180996838238874e-11,-1.9735356008462893e-11
t18,-7.645158549264258e-11,-9.109519998395767e-10,-1.2139479484468564e-9,-6.080040656221894e-10,-5.569717094466595e-9,-9.923539382231292e-10,-5.484454400594242e-10,-1.4668707188495112e-10,-4.582284842438506e-10,-5.6838835515061994e-11,-1.8061563305988372e-11
