Line,New_Trans_Capacity,Cost_Trans_Capacity
1,0.0,0.0
2,799.9999998104043,1.3363999996832805e7
3,500.1284294571436,1.1902056364221103e7
4,0.00012203824987690934,3.016297383957691
5,4.177428947481624e-5,0.2150122679268792
6,499.9999966669027,1.2059999919605695e7
7,1299.9999684991142,1.1657099717531556e7
8,1599.9999147615824,2.0483198908777777e7
9,0.00015610320357739522,1.5026494376360064
10,2149.9999989783623,2.5610799987830255e7
11,754.9999885613908,2.672246959514186e7
12,3474.9999942217632,3.7043499938403994e7
13,2276.128201190466,1.416662192420946e7
14,1289.999995891853,9.921389968404239e6
15,174.99999829825956,803599.9921856078
16,659.9999987989592,9.22547998321185e6
17,299.9999830960605,9.31169947531862e6
