Constraint,CapRes_1,CapRes_2,CapRes_3
t1,1.6611125582711314e-10,3.301907169665384e-10,4.437811997348916e-11
t2,1.5064652403007944e-10,2.5968577443348344e-10,4.0403158847915806e-11
t3,1.5299842493418424e-10,2.672957741489095e-10,3.980421492288358e-11
t4,1.458295276662797e-10,2.260828268933109e-10,4.0114641812690885e-11
t5,1.6819825611302265e-10,2.4458541844320767e-10,4.3969633376822916e-11
t6,1.7275862130478215e-10,3.2278064644764525e-10,5.317106850689129e-11
t7,2.4277448622804056e-10,3.6195272017083823e-10,6.924519524016636e-11
t8,2.9324644365555655e-10,4.3362616998780713e-10,8.29230799181508e-11
t9,6.759218099331516e-10,1.0550581082147648e-8,8.863159760972633e-11
t10,3.120250414076011e-10,5.767867012849662e-10,5.570679077606641e-11
t11,3.2161861424105735e-10,4.229463830363897e-10,4.549318001692068e-11
t12,3.4055850348262513e-10,4.3292366692868707e-10,3.882738215052101e-11
t13,2.63507594998572e-10,4.316097654796997e-10,3.523574461664399e-11
t14,2.2831624677609878e-10,4.1215293975921246e-10,3.503360660041489e-11
t15,2.4428805910312165e-10,3.6328928518156523e-10,3.5220439215180946e-11
t16,2.0460345966395837e-10,3.7441302305015196e-10,3.880206236004468e-11
t17,2.510854770866188e-10,7.231068025573462e-10,5.101035478465855e-11
t18,5.715395348227802e-10,8.824089847290701e-10,1.5795632887238134e-10
t19,6.988771936608318e-10,1.2291746791002431e-9,1.37415905348565e-10
t20,4.3508870818866144e-10,7.766445101052661e-10,8.549381994926182e-11
t21,3.5761309978413613e-10,8.458272206891339e-9,7.280490911858286e-11
t22,3.2030192349349174e-10,8.857384102848667e-9,4.792694983659325e-10
t23,2.5921501089553904e-10,3.9290394302651307e-10,4.5497954786318064e-11
t24,2.102295587551395e-10,3.4648183743076136e-10,4.410359007608816e-11
t25,2.0030634680208545e-10,2.688217836264051e-10,3.964116221296124e-11
t26,1.76834638493683e-10,2.4879503741717754e-10,3.4906197780175274e-11
t27,1.925795058940843e-10,2.5721891756707106e-10,3.448700965278984e-11
t28,2.0134784129032558e-10,2.7566433281213994e-10,3.373211076536194e-11
t29,2.1225333940569777e-10,2.8296850119425663e-10,3.5995930285568934e-11
t30,2.2002271247722727e-10,3.0367537208249495e-10,4.060610289113125e-11
t31,2.3921971935580313e-10,3.4912458068033316e-10,5.580523391072096e-11
t32,2.731783149819425e-10,4.502930051395897e-10,6.498182456189938e-11
t33,2.6505861800824893e-10,3.866893298528112e-10,4.8486109179438644e-11
t34,2.2472452374980695e-10,2.536089788143279e-10,3.1485068475476853e-11
t35,2.2213921655000137e-10,2.270682916243214e-10,2.926530440313444e-11
t36,2.1329204164258836e-10,2.161326691172625e-10,2.7236854236266417e-11
t37,1.870477907269671e-10,2.0653263163090116e-10,2.5948253594925142e-11
t38,1.764090337194427e-10,2.1984998911590158e-10,2.503092301617856e-11
t39,1.863457790382125e-10,2.3757339736918575e-10,2.5707131892824408e-11
t40,1.7202754727424138e-10,2.490966234029857e-10,2.7208146616991048e-11
t41,2.3255037281875797e-10,3.514884940262165e-10,3.2052347758024397e-11
t42,5.187135013388075e-10,4.6167405599087044e-10,6.929796682156164e-11
t43,5.416424491713884e-10,4.806485474854896e-10,6.365502652039122e-11
t44,3.13362397237213e-10,3.425843719176944e-10,4.7847863138711884e-11
t45,2.8385357880120734e-10,3.2027117521253365e-10,4.2907288144662356e-11
t46,2.2889494533280113e-10,2.846346707393271e-10,3.89685132719774e-11
t47,1.778683663414201e-10,2.646707607965553e-10,3.363436236882975e-11
t48,1.6193923708792452e-10,2.2939047944582106e-10,3.047302403672404e-11
t49,1.6080677275653684e-10,2.213719393686178e-10,2.844890882556136e-11
t50,1.6212532437874858e-10,2.097425388996009e-10,2.5569183375226053e-11
t51,1.5343884416694233e-10,1.9621177119365765e-10,2.470388932459949e-11
t52,1.5891624663361745e-10,1.954226088139672e-10,2.4386858263498117e-11
t53,1.701161350818989e-10,2.091398388404537e-10,2.440502882801614e-11
t54,1.6875088867613974e-10,2.1433505506841539e-10,2.6180091333064608e-11
t55,1.7578611009633473e-10,2.2368568120425055e-10,2.7901221978314688e-11
t56,1.8259374468181024e-10,2.282756697850005e-10,3.161982769960211e-11
t57,1.8362374425181875e-10,2.7723446234683733e-10,2.936070032647343e-11
t58,1.8223565327374847e-10,2.2769431428615188e-10,2.6391762679973623e-11
t59,1.9065859144517988e-10,2.2365482350590045e-10,2.583405398550805e-11
t60,1.9670651881241301e-10,2.3867503141104753e-10,2.5461065902963446e-11
t61,1.825635363474827e-10,2.3771983820348587e-10,2.534130593694803e-11
t62,1.7143935088667067e-10,2.224318973297936e-10,2.447006741890639e-11
t63,1.731543374856515e-10,2.2037727221521698e-10,2.4601543476154868e-11
t64,1.7843531345460048e-10,2.1223225452150705e-10,2.46952453201273e-11
t65,1.92809433903075e-10,2.7782610342350995e-10,2.7396446311358095e-11
t66,2.455386246567198e-10,3.242514177429308e-10,4.27875267140379e-11
t67,2.952049496632891e-10,3.980455538717182e-10,5.159286087378094e-11
t68,2.9700935026021023e-10,3.730926174364865e-10,5.265745921559389e-11
t69,2.6471930891053724e-10,3.5743216213749926e-10,4.501527225519229e-11
t70,2.0846532019729893e-10,3.24717320685131e-10,4.038571309103166e-11
t71,1.8528231038974769e-10,2.9567640565547577e-10,3.5258879191993165e-11
t72,1.72114302901006e-10,2.4860196025435824e-10,3.0853538385981753e-11
t73,1.5127805193690458e-10,2.190024635595528e-10,2.77514174577029e-11
t74,1.409326479124224e-10,2.004395838731817e-10,2.6862751067404896e-11
t75,1.4414536480004878e-10,1.9304774591311703e-10,2.6949103043422585e-11
t76,1.505906118118281e-10,1.7710985469183272e-10,2.7626138234376327e-11
t77,1.533034385909641e-10,1.9967836448808675e-10,2.829896951923839e-11
t78,1.6608458385628747e-10,2.023721827978301e-10,2.950319323364075e-11
t79,1.7398291391715043e-10,1.5509685124791081e-9,3.229951187636622e-11
t80,1.7720493387694705e-10,2.2104696832333387e-10,3.4559198251607027e-11
t81,1.7299781026440765e-10,3.2450042188432657e-9,3.3391685598751304e-11
t82,1.7705218589300032e-10,2.527876986552524e-10,2.7843227471038206e-11
t83,1.8593581361606774e-10,2.8117366230321937e-10,2.52897590148656e-11
t84,1.8503869054672063e-10,2.997081683090162e-10,2.615620317086546e-11
t85,2.061227724342609e-10,3.11806927298819e-10,2.5659784959076862e-11
t86,1.94939854669006e-10,2.9774783218894524e-10,2.5689094748097016e-11
t87,1.7897537151596345e-10,2.925252885640712e-10,2.6361141748922062e-11
t88,1.8342914596165286e-10,2.7724113858839724e-10,2.763584784679845e-11
t89,1.9895137192130843e-10,3.274971908898408e-10,3.67197453605616e-11
t90,2.7701937535388606e-10,4.3627497071014556e-10,8.482229928257423e-11
t91,3.605493982161849e-10,8.493573664129294e-10,1.1627985824362867e-10
t92,5.26103113125228e-10,8.87428726785365e-10,1.1491987474262885e-10
t93,3.129431792785626e-10,6.758365554603021e-10,9.935740153293003e-11
t94,2.807719379116636e-10,5.210915687034319e-10,7.696039203670925e-11
t95,2.1151971022591358e-10,4.726777596634936e-10,5.611468129085433e-11
t96,1.7759093685627855e-10,3.3203226160751496e-10,4.312829700162762e-11
t97,1.0073707456959344e-10,1.3477390358801742e-10,1.833880068223364e-11
t98,9.876995426388433e-11,1.2564472535090048e-10,1.6812935315786095e-11
t99,9.846707416354983e-11,1.264365027130309e-10,1.6026578846482857e-11
t100,1.0011580718106025e-10,1.181701100533948e-10,1.5486477600142077e-11
t101,1.006902637203755e-10,1.0920820815169691e-10,1.4994439819941456e-11
t102,9.76354106930504e-11,2.2435929131605095e-9,4.7270414991392775e-11
t103,6.727030266273144e-11,1.1228427677445285e-10,1.3967053840443229e-11
t104,7.722157136970197e-11,1.1883492685260414e-10,1.40278025419898e-11
t105,8.336922386963062e-11,1.241924950677749e-10,1.4992530784233762e-11
