model,line,line_name,planning_year,case,unit,value
TEMOA,4,BASN_to_RMRG,2027,base_20_week_new_foresight,MW,35.8559
TEMOA,9,CASO_to_SRSG,2027,base_20_week_new_foresight,MW,37.6531
TEMOA,10,FRCC_to_SRSE,2027,base_20_week_new_foresight,MW,13.6314
TEMOA,11,ISNE_to_NYCW,2027,base_20_week_new_foresight,MW,15.5407
TEMOA,12,ISNE_to_NYUP,2027,base_20_week_new_foresight,MW,212.269
TEMOA,13,MISC_to_MISE,2027,base_20_week_new_foresight,MW,83.2023
TEMOA,14,MISC_to_MISS,2027,base_20_week_new_foresight,MW,11.58
TEMOA,16,MISC_to_PJMC,2027,base_20_week_new_foresight,MW,16.6715
TEMOA,17,MISC_to_PJMW,2027,base_20_week_new_foresight,MW,39.8674
TEMOA,18,MISC_to_SPPC,2027,base_20_week_new_foresight,MW,317.281
TEMOA,19,MISC_to_SPPN,2027,base_20_week_new_foresight,MW,129.963
TEMOA,20,MISC_to_SPPS,2027,base_20_week_new_foresight,MW,294.139
TEMOA,22,MISE_to_MISW,2027,base_20_week_new_foresight,MW,44.498
TEMOA,24,MISS_to_SPPC,2027,base_20_week_new_foresight,MW,220.564
TEMOA,25,MISS_to_SPPS,2027,base_20_week_new_foresight,MW,5437.6
TEMOA,26,MISS_to_SRCE,2027,base_20_week_new_foresight,MW,11.266
TEMOA,27,MISS_to_SRSE,2027,base_20_week_new_foresight,MW,50.8226
TEMOA,29,MISW_to_PJMC,2027,base_20_week_new_foresight,MW,107.463
TEMOA,30,MISW_to_SPPC,2027,base_20_week_new_foresight,MW,26.3518
TEMOA,31,MISW_to_SPPN,2027,base_20_week_new_foresight,MW,15.226
TEMOA,32,NWPP_to_RMRG,2027,base_20_week_new_foresight,MW,81.0106
TEMOA,33,NYCW_to_NYUP,2027,base_20_week_new_foresight,MW,12.6901
TEMOA,34,NYCW_to_PJME,2027,base_20_week_new_foresight,MW,2512.6
TEMOA,35,NYUP_to_PJME,2027,base_20_week_new_foresight,MW,175.645
TEMOA,36,PJMC_to_PJMW,2027,base_20_week_new_foresight,MW,135.973
TEMOA,37,PJMD_to_PJME,2027,base_20_week_new_foresight,MW,513.049
TEMOA,38,PJMD_to_PJMW,2027,base_20_week_new_foresight,MW,11.7737
TEMOA,39,PJMD_to_SRCA,2027,base_20_week_new_foresight,MW,28.2574
TEMOA,40,PJME_to_PJMW,2027,base_20_week_new_foresight,MW,53.4095
TEMOA,42,PJMW_to_SRCE,2027,base_20_week_new_foresight,MW,14.4986
TEMOA,43,RMRG_to_SPPC,2027,base_20_week_new_foresight,MW,1149.72
TEMOA,44,RMRG_to_SPPN,2027,base_20_week_new_foresight,MW,2023.8
TEMOA,45,RMRG_to_SRSG,2027,base_20_week_new_foresight,MW,285.305
TEMOA,46,SPPC_to_SPPN,2027,base_20_week_new_foresight,MW,334.684
TEMOA,47,SPPC_to_SPPS,2027,base_20_week_new_foresight,MW,182.016
TEMOA,48,SPPN_to_SPPS,2027,base_20_week_new_foresight,MW,1664.41
TEMOA,49,SPPS_to_SRSG,2027,base_20_week_new_foresight,MW,265.65
TEMOA,50,SPPS_to_TRE,2027,base_20_week_new_foresight,MW,517.481
TEMOA,51,SPPS_to_TREW,2027,base_20_week_new_foresight,MW,2485.64
TEMOA,52,SRCA_to_SRCE,2027,base_20_week_new_foresight,MW,14.6768
TEMOA,53,SRCA_to_SRSE,2027,base_20_week_new_foresight,MW,11.0575
TEMOA,55,TRE_to_TREW,2027,base_20_week_new_foresight,MW,12.1641
TEMOA,56,NWPP_to_SPPN,2027,base_20_week_new_foresight,MW,30.0665
TEMOA,57,SRSG_to_TRE,2027,base_20_week_new_foresight,MW,92.8363
TEMOA,1,BASN_to_CANO,2030,base_20_week_new_foresight,MW,11.1919
TEMOA,4,BASN_to_RMRG,2030,base_20_week_new_foresight,MW,69.0424
TEMOA,9,CASO_to_SRSG,2030,base_20_week_new_foresight,MW,881.401
TEMOA,10,FRCC_to_SRSE,2030,base_20_week_new_foresight,MW,17.1257
TEMOA,11,ISNE_to_NYCW,2030,base_20_week_new_foresight,MW,28.8406
TEMOA,12,ISNE_to_NYUP,2030,base_20_week_new_foresight,MW,4330.46
TEMOA,13,MISC_to_MISE,2030,base_20_week_new_foresight,MW,1882.77
TEMOA,14,MISC_to_MISS,2030,base_20_week_new_foresight,MW,10.1241
TEMOA,16,MISC_to_PJMC,2030,base_20_week_new_foresight,MW,18.1586
TEMOA,17,MISC_to_PJMW,2030,base_20_week_new_foresight,MW,323.364
TEMOA,18,MISC_to_SPPC,2030,base_20_week_new_foresight,MW,6958.37
TEMOA,19,MISC_to_SPPN,2030,base_20_week_new_foresight,MW,2663.59
TEMOA,20,MISC_to_SPPS,2030,base_20_week_new_foresight,MW,3107.13
TEMOA,22,MISE_to_MISW,2030,base_20_week_new_foresight,MW,87.9735
TEMOA,24,MISS_to_SPPC,2030,base_20_week_new_foresight,MW,581.249
TEMOA,25,MISS_to_SPPS,2030,base_20_week_new_foresight,MW,16959.1
TEMOA,26,MISS_to_SRCE,2030,base_20_week_new_foresight,MW,11.9991
TEMOA,27,MISS_to_SRSE,2030,base_20_week_new_foresight,MW,6843.83
TEMOA,29,MISW_to_PJMC,2030,base_20_week_new_foresight,MW,1358.41
TEMOA,30,MISW_to_SPPC,2030,base_20_week_new_foresight,MW,37.0143
TEMOA,31,MISW_to_SPPN,2030,base_20_week_new_foresight,MW,21.0842
TEMOA,32,NWPP_to_RMRG,2030,base_20_week_new_foresight,MW,1307.17
TEMOA,33,NYCW_to_NYUP,2030,base_20_week_new_foresight,MW,11.1037
TEMOA,34,NYCW_to_PJME,2030,base_20_week_new_foresight,MW,3215.02
TEMOA,35,NYUP_to_PJME,2030,base_20_week_new_foresight,MW,3818.78
TEMOA,36,PJMC_to_PJMW,2030,base_20_week_new_foresight,MW,5256.26
TEMOA,37,PJMD_to_PJME,2030,base_20_week_new_foresight,MW,2315.4
TEMOA,38,PJMD_to_PJMW,2030,base_20_week_new_foresight,MW,13.0997
TEMOA,39,PJMD_to_SRCA,2030,base_20_week_new_foresight,MW,44.1111
TEMOA,40,PJME_to_PJMW,2030,base_20_week_new_foresight,MW,6585.12
TEMOA,42,PJMW_to_SRCE,2030,base_20_week_new_foresight,MW,18.7989
TEMOA,43,RMRG_to_SPPC,2030,base_20_week_new_foresight,MW,5269.55
TEMOA,44,RMRG_to_SPPN,2030,base_20_week_new_foresight,MW,1742.09
TEMOA,45,RMRG_to_SRSG,2030,base_20_week_new_foresight,MW,2612.84
TEMOA,46,SPPC_to_SPPN,2030,base_20_week_new_foresight,MW,284.02
TEMOA,47,SPPC_to_SPPS,2030,base_20_week_new_foresight,MW,307.986
TEMOA,48,SPPN_to_SPPS,2030,base_20_week_new_foresight,MW,2077.54
TEMOA,49,SPPS_to_SRSG,2030,base_20_week_new_foresight,MW,4350.64
TEMOA,50,SPPS_to_TRE,2030,base_20_week_new_foresight,MW,3879.46
TEMOA,51,SPPS_to_TREW,2030,base_20_week_new_foresight,MW,3793.59
TEMOA,52,SRCA_to_SRCE,2030,base_20_week_new_foresight,MW,19.4041
TEMOA,53,SRCA_to_SRSE,2030,base_20_week_new_foresight,MW,11.6547
TEMOA,54,SRCE_to_SRSE,2030,base_20_week_new_foresight,MW,10.6049
TEMOA,55,TRE_to_TREW,2030,base_20_week_new_foresight,MW,10.2678
TEMOA,56,NWPP_to_SPPN,2030,base_20_week_new_foresight,MW,78.1401
TEMOA,57,SRSG_to_TRE,2030,base_20_week_new_foresight,MW,2402.64
TEMOA,1,BASN_to_CANO,2035,base_20_week_new_foresight,MW,13.5659
TEMOA,4,BASN_to_RMRG,2035,base_20_week_new_foresight,MW,167.801
TEMOA,7,CANO_to_NWPP,2035,base_20_week_new_foresight,MW,10.0608
TEMOA,9,CASO_to_SRSG,2035,base_20_week_new_foresight,MW,3259.96
TEMOA,10,FRCC_to_SRSE,2035,base_20_week_new_foresight,MW,34.887
TEMOA,11,ISNE_to_NYCW,2035,base_20_week_new_foresight,MW,25.362
TEMOA,12,ISNE_to_NYUP,2035,base_20_week_new_foresight,MW,3089.08
TEMOA,13,MISC_to_MISE,2035,base_20_week_new_foresight,MW,373.603
TEMOA,14,MISC_to_MISS,2035,base_20_week_new_foresight,MW,10.6608
