Resource,NENG_Rest_conventional_steam_coal_1,NENG_Rest_natural_gas_fired_combined_cycle_1,NENG_Rest_natural_gas_fired_combined_cycle_2,NENG_Rest_natural_gas_fired_combustion_turbine_1,NENG_Rest_natural_gas_fired_combustion_turbine_2,NENG_Rest_nuclear_1,NY_Z_A_natural_gas_fired_combined_cycle_1,NY_Z_A_natural_gas_fired_combustion_turbine_1,NY_Z_A_natural_gas_steam_turbine_1,NY_Z_B_natural_gas_fired_combined_cycle_1,NY_Z_B_natural_gas_fired_combustion_turbine_1,NY_Z_B_natural_gas_steam_turbine_1,NY_Z_B_nuclear_1,NY_Z_C&E_natural_gas_fired_combined_cycle_1,NY_Z_C&E_natural_gas_steam_turbine_1,NY_Z_C&E_nuclear_1,NY_Z_D_natural_gas_fired_combined_cycle_1,NY_Z_D_natural_gas_fired_combined_cycle_2,NY_Z_F_natural_gas_fired_combined_cycle_1,NY_Z_F_natural_gas_fired_combined_cycle_2,NY_Z_F_natural_gas_fired_combustion_turbine_1,NY_Z_G-I_natural_gas_fired_combined_cycle_1,NY_Z_G-I_natural_gas_fired_combined_cycle_2,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,NY_Z_G-I_natural_gas_fired_combustion_turbine_2,NY_Z_J_natural_gas_fired_combined_cycle_1,NY_Z_J_natural_gas_fired_combined_cycle_2,NY_Z_J_natural_gas_fired_combustion_turbine_1,NY_Z_J_natural_gas_fired_combustion_turbine_2,NY_Z_K_natural_gas_fired_combined_cycle_1,NY_Z_K_natural_gas_fired_combined_cycle_2,NY_Z_K_natural_gas_fired_combustion_turbine_1,NY_Z_K_natural_gas_fired_combustion_turbine_2,PJM_EMAC_conventional_steam_coal_1,PJM_EMAC_natural_gas_fired_combined_cycle_1,PJM_EMAC_natural_gas_fired_combined_cycle_2,PJM_EMAC_natural_gas_fired_combined_cycle_3,PJM_EMAC_natural_gas_fired_combustion_turbine_1,PJM_EMAC_natural_gas_fired_combustion_turbine_2,PJM_EMAC_natural_gas_steam_turbine_1,PJM_EMAC_nuclear_1,PJM_EMAC_nuclear_2,PJM_Rest_conventional_steam_coal_1,PJM_Rest_natural_gas_fired_combined_cycle_1,PJM_Rest_natural_gas_fired_combined_cycle_2,PJM_Rest_natural_gas_fired_combustion_turbine_1,PJM_Rest_natural_gas_fired_combustion_turbine_2,PJM_Rest_natural_gas_fired_combustion_turbine_3,PJM_Rest_natural_gas_fired_combustion_turbine_4,PJM_Rest_nuclear_1,NENG_Rest_naturalgas_ccavgcf_moderate_0,NENG_Rest_naturalgas_ctavgcf_moderate_0,NENG_Rest_nuclear_nuclear_moderate_0,NENG_Rest_naturalgas_ccs100_moderate_0,NY_Z_A_naturalgas_ccavgcf_moderate_0,NY_Z_A_naturalgas_ctavgcf_moderate_0,NY_Z_A_nuclear_nuclear_moderate_0,NY_Z_A_naturalgas_ccs100_moderate_0,NY_Z_B_naturalgas_ccavgcf_moderate_0,NY_Z_B_naturalgas_ctavgcf_moderate_0,NY_Z_B_nuclear_nuclear_moderate_0,NY_Z_B_naturalgas_ccs100_moderate_0,NY_Z_C&E_naturalgas_ccavgcf_moderate_0,NY_Z_C&E_naturalgas_ctavgcf_moderate_0,NY_Z_C&E_nuclear_nuclear_moderate_0,NY_Z_C&E_naturalgas_ccs100_moderate_0,NY_Z_D_naturalgas_ccavgcf_moderate_0,NY_Z_D_naturalgas_ctavgcf_moderate_0,NY_Z_D_nuclear_nuclear_moderate_0,NY_Z_D_naturalgas_ccs100_moderate_0,NY_Z_F_naturalgas_ccavgcf_moderate_0,NY_Z_F_naturalgas_ctavgcf_moderate_0,NY_Z_F_nuclear_nuclear_moderate_0,NY_Z_F_naturalgas_ccs100_moderate_0,NY_Z_G-I_naturalgas_ccavgcf_moderate_0,NY_Z_G-I_naturalgas_ctavgcf_moderate_0,NY_Z_G-I_nuclear_nuclear_moderate_0,NY_Z_G-I_naturalgas_ccs100_moderate_0,NY_Z_J_naturalgas_ccavgcf_moderate_0,NY_Z_J_naturalgas_ctavgcf_moderate_0,NY_Z_J_nuclear_nuclear_moderate_0,NY_Z_J_naturalgas_ccs100_moderate_0,NY_Z_K_naturalgas_ccavgcf_moderate_0,NY_Z_K_naturalgas_ctavgcf_moderate_0,NY_Z_K_nuclear_nuclear_moderate_0,NY_Z_K_naturalgas_ccs100_moderate_0,PJM_EMAC_naturalgas_ccavgcf_moderate_0,PJM_EMAC_naturalgas_ctavgcf_moderate_0,PJM_EMAC_nuclear_nuclear_moderate_0,PJM_EMAC_naturalgas_ccs100_moderate_0,PJM_Rest_naturalgas_ccccsavgcf_moderate_0,PJM_Rest_naturalgas_ccavgcf_moderate_0,PJM_Rest_naturalgas_ctavgcf_moderate_0,PJM_Rest_nuclear_nuclear_moderate_0,PJM_Rest_naturalgas_ccs100_moderate_0
t1,5483.759922784098,0.00012867133704040133,0.0003199118933181764,0.0001112347383070141,7.832160135703625e-5,0.004041270178657419,0.00010898326272148433,0.00010131178491007219,308.6995320551818,0.00012273903110133244,0.0,7.307174788837325e-5,0.00015355877927697724,0.0001819866933743966,0.00011749597504620386,27917.998886250665,0.00012020150678588761,0.00015457609344772806,0.0002883661834129028,0.00015205822265870243,0.0,0.0005713231045865648,7.816306355544727e-5,6.063146969780969e-5,0.00012623330669482476,0.0002024410212298342,0.00021505483519554231,8.4022264812616e-5,0.00010867079355501761,0.0001622288612859462,0.0003550522890905757,8.414961909892029e-5,0.00010742926676816357,0.0,0.00016026596400202953,0.0005141115633485853,7.954735551784654e-5,9.379421106521362e-5,0.00010805898601099105,0.0001127506966708634,75975.21790834551,0.00035960557239971675,244479.1116385528,8.789012007783163e-5,0.00016905444151593882,7.460115617325683e-5,8.276630184585614e-5,6.124603092286066e-5,6.499860510946604e-5,30658.09991332802,0.0001794844956413794,0.00010901065444239752,6.885760891801411e-5,4.979501556802149e-5,0.00042935784215555997,0.00010172845054380308,7.252854930784068e-5,4.447680190447513e-5,0.0025379045928872425,9.540100425963617e-5,6.316395361032283e-5,4.7619938414416824e-5,0.00043304941840080626,0.00010164455692981687,6.247782030741984e-5,4.719254265668384e-5,0.00016386916481159853,0.00011159442913099603,6.1034406758265185e-5,5.121784173776899e-5,0.0006937512288357374,0.00010007340289625613,7.74487897738224e-5,5.676610655282073e-5,20913.94810628017,8.745835563132531e-5,7.800729373190219e-5,6.295252633238645e-5,0.00021959658023947565,7.752546784780726e-5,5.074593930008517e-5,4.595387851270139e-5,0.0008608043089489929,9.117214723443886e-5,6.306447226933545e-5,5.2936637924895846e-5,0.0007046740142387266,0.00012690200020192208,6.0615796952752856e-5,5.082751190345955e-5,4.796759042594722e-5,0.0002228921471354517,8.532325140890149e-5,6.720203680632867e-5,5.480738397328635e-5
t2,5483.759919822212,0.00011737421302223241,0.00025058551615808914,0.00010748806227304692,7.437639651248946e-5,0.004037953101737776,0.00010421351234497386,9.914470906837788e-5,132.7413473278892,0.00011597511843897084,0.0,7.257178733112546e-5,0.00015197593782328528,0.00016521229283748454,0.00011350083572206434,27917.998885898513,0.00011318762771423015,0.00014175740122633493,0.0002523462038063978,0.00013994064306376182,0.0,0.0004234504319920893,7.51768307640163e-5,5.99684846006675e-5,0.00012468923703149457,0.00018150077159340914,0.0001929478185535861,8.035637481750153e-5,0.00010386965206735071,0.00014736404294548618,0.00026911669641800596,8.057147062973984e-5,0.00010153915403348217,0.0,0.00014840485684131354,0.00038071924424325665,7.768080521754091e-5,8.974130099104313e-5,0.00010266617540776138,0.00011134260402314519,75975.21790639548,0.00035772809721492467,201269.0571224453,8.663167445530952e-5,0.00016701353271229366,7.461684197065222e-5,8.175663103976997e-5,6.068389950736909e-5,6.423495235856792e-5,30658.09991338543,0.00012186892609407687,0.00010537308474003854,6.746519483674043e-5,4.75588076161455e-5,0.00036520204029431846,9.942746427485937e-5,7.147032723427235e-5,4.3340286933311145e-5,0.0023061817436530185,9.297084871162745e-5,6.21874028066448e-5,4.618427723269609e-5,0.00034860939935275746,9.827450858841986e-5,6.141517434562991e-5,4.553466512853527e-5,0.00013854536592743566,0.00010825416457654453,5.9979392690079546e-5,4.9303412323277096e-5,0.0005748105197279201,9.661687157910001e-5,7.613301916725642e-5,5.445263596132919e-5,20913.947793826104,8.421708254543611e-5,7.668582287574613e-5,6.013384008414326e-5,0.0001890767603781749,7.446303072955896e-5,4.990976490067354e-5,4.4367764105181957e-5,0.0007517061904872656,8.763920565675532e-5,6.199284376288408e-5,5.083800278589311e-5,0.0006272271069098759,0.0001229514346734174,5.9818427856532425e-5,4.919248279913325e-5,4.757752436419718e-5,0.00021033332279933752,8.53188109164558e-5,6.685459483148423e-5,5.423871637852945e-5
t3,5483.759918390166,0.00011030579509032623,0.00022215640959725915,0.00010604769757553969,7.123873758774928e-5,0.004036045498616912,0.00010044874744455189,9.858335832467661e-5,68.53210031570102,0.00010935080228608384,0.0,7.228961609141446e-5,0.00015088788251892154,0.00015584292861098344,0.00011223122763151842,27917.998887461938,0.00010965669838207393,0.00012969745936390565,0.00023012874430832392,0.0001289529624284991,0.0,0.0003585702497684468,7.284470050189574e-5,5.964309720631733e-5,0.00012445899176642664,0.00016594501802664807,0.00018059161425540535,7.705453304634912e-5,0.00010061606360531713,0.00013646948744949967,0.00023111004413517165,7.745229267462427e-5,9.667276879049661e-5,0.0,0.00013690020228506752,0.00032195696238604323,7.571841418949772e-5,8.595666166297261e-5,9.747107170837497e-5,0.00011025778172682235,75975.21790469,0.0003561225445504874,179897.37695341776,8.583448955068583e-5,0.0001636947141478411,7.453794613232207e-5,8.058065752775625e-5,6.0080586174759537e-5,6.334998022825549e-5,30658.09991339036,0.00011199046819323805,0.00010409397448313174,6.666532628757805e-5,4.6077240581498794e-5,0.00034789545219511553,9.873573357625628e-5,7.082638985409882e-5,4.2468820602218915e-5,0.002154518110646184,9.191782756444034e-5,6.155229403353425e-5,4.50447166017613e-5,0.0003193769443671336,9.709755877761116e-5,6.075684176893516e-5,4.433159436781085e-5,0.00012984606753722075,0.00010706234273797769,5.932024842917021e-5,4.789372455116437e-5,0.0005328423587814778,9.543220860676049e-5,7.532208451366482e-5,5.279144084465279e-5,20913.94761290117,8.309162877590266e-5,7.587383882399988e-5,5.81408312249848e-5,0.00017814942359420093,7.34173292414966e-5,4.9402168503609936e-5,4.323673289712319e-5,0.0007152184185179251,8.638033500012686e-5,6.133845557492689e-5,4.935666997255722e-5,0.0005277405351221531,0.00012040806485260782,5.914784676408431e-5,4.778411664392188e-5,4.707686005762171e-5,0.00020832540968291323,8.526673734791155e-5,6.670623728532809e-5,5.358220500229749e-5
t4,5483.759916968696,0.00010315377052462762,0.00019774190010538254,0.00010468983909292593,6.807110095007186e-5,0.0040328144266307065,9.613219509667205e-5,9.793716667525508e-5,68.53211385325689,0.00010206117209478072,0.0,7.201608384286747e-5,0.00014928052252053818,0.00014619504620048303,0.00011106817500195405,27917.998879386763,0.00010612289897060358,0.00011724214395120615,0.00020798697186253021,0.00011751194709274817,0.0,0.0003026003430181087,7.040155151933131e-5,5.931516084459287e-5,0.00012424752364249296,0.00014988141584095548,0.00016825882433532224,7.366522695552731e-5,9.727403884416697e-5,0.00012577812915766669,0.0002020618782229046,7.428332744884342e-5,9.170384262037266e-5,0.0,0.00012697560971429187,0.0002985533860523488,7.400182955112304e-5,8.250359433880641e-5,9.24817330534492e-5,0.00010970177709260214,75975.21790444259,0.00035468950696727815,176075.51442359787,8.451973436759429e-5,0.00014901581080995394,7.444753405921702e-5,7.923381668157032e-5,5.941662688698198e-5,6.23444739096156e-5,30658.099913355538,0.00010878584409689002,0.00010294521469784738,6.577868770519827e-5,4.461165145995922e-5,0.0003289988305025063,9.798747207364003e-5,6.995691905038757e-5,4.148434344448384e-5,0.001974608805441206,9.100484979535222e-5,6.0773537832086154e-5,4.3841929349504846e-5,0.00029688010892382446,9.600941956848241e-5,5.996168687059873e-5,4.307182968223543e-5,0.0001232810385234226,0.00010596290692474499,5.8536331144981956e-5,4.641263976288541e-5,0.0004932922777065654,9.433947062231657e-5,7.428353345047484e-5,5.10527514740338e-5,20913.947471446463,8.205390020820203e-5,7.483552940507984e-5,5.605067613747538e-5,0.0001681246108494391,7.245935287477148e-5,4.882289096385032e-5,4.206488568737988e-5,0.0006712238093421594,8.524299796377279e-5,6.056698071528216e-5,4.7847602505284716e-5,0.00047532571555985797,0.00011914593130788428,5.8440263840561753e-5,4.654996852496999e-5,4.653890415477513e-5,0.0002092967403843376,8.522905353619487e-5,6.658861827934239e-5,5.284930659194309e-5
t5,5483.759914932085,9.597709021365723e-5,0.00017276713700592074,0.0001031564687926364,6.466331478891439e-5,0.0040272437601872775,9.06688854011119e-5,9.700515047155383e-5,68.53170573814947,9.343877359690246e-5,0.0,7.163261110333607e-5,0.0001448318988843183,0.00013495283181849034,0.00010941765678140673,27917.9988715438,0.00010197320759336225,0.00010327560702470806,0.00017857677085202246,0.00010460603005863533,0.0,0.00024067311128070327,6.7614830265528e-5,5.8890400538165054e-5,0.00012384195446105514,0.00013122355590129142,0.00015380765935944977,6.990212610006753e-5,9.345857769326708e-5,0.00011423923352645123,0.00017519347533792153,7.082511242506993e-5,8.629041588846607e-5,0.0,0.00011649145346077076,0.000274917933759415,7.225677177894339e-5,7.879368934790266e-5,8.715126652723144e-5,0.00010926091592474852,75975.21790100921,0.00034971177657666907,184678.39487257588,8.285943534066245e-5,0.00016011754678255384,7.430950043783766e-5,7.767651641584248e-5,5.862998411311758e-5,6.115586922765025e-5,30658.09991328616,0.00010224755015905125,0.00010156952239666319,6.406224436284128e-5,4.29333543048584e-5,0.0002724625835139983,9.679646321518271e-5,6.804036716337489e-5,4.021062944732449e-5,0.001321514014746386,8.967156383938149e-5,5.919960171720571e-5,4.2353145990051434e-5,0.00024794321068168253,9.451882698527113e-5,5.8383642354768064e-5,4.154434629676779e-5,0.00010865497073552898,0.00010448082579160135,5.7000581917326415e-5,4.462236065712398e-5,0.0003914544146306037,9.282078812796162e-5,7.206786565165382e-5,4.895034138088587e-5,12412.161887421147,8.062989382523413e-5,7.262760598862752e-5,5.353847063808501e-5,0.00014407934775517017,7.113328313522509e-5,4.772721036500263e-5,4.065184535868693e-5,0.0005225252598057663,8.372288757113697e-5,5.905896920899765e-5,4.60630082046892e-5,0.0003842501291192117,0.00011751257444126702,5.7188837805502303e-5,4.51409587054847e-5,4.588518841459397e-5,0.00020973318720147964,8.51694471635707e-5,6.635340559585094e-5,5.20130885447061e-5
t6,5483.7599000668,8.452463862913091e-5,0.00014388202961207136,9.743983121795521e-5,5.946735440859734e-5,0.0033270574794802867,8.041348772384592e-5,8.968331898966601e-5,68.53138014362096,8.0950641471971e-5,0.0,6.977917034152298e-5,0.00013122798575674225,0.00011337153841086075,0.00010213731994301251,20938.499288119525,9.114245928012161e-5,8.493978641306945e-5,0.0001299294842137823,8.711173126524264e-5,0.0,0.0001392609137150893,6.241280909661417e-5,5.696047071955747e-5,0.0001191049118071439,0.00010268061495380228,0.0001265359757261311,6.470842744259592e-5,8.485392993114547e-5,9.674805359191872e-5,0.00013693426038697157,6.565237238342706e-5,7.753825771370511e-5,0.0,0.00010258484943514303,0.00023273101922336047,6.895167714745951e-5,7.286952346531536e-5,7.993646086326122e-5,0.00010495508747589255,74655.26502374662,0.0003139633336423921,219343.87302596713,8.124616912869808e-5,0.00015703308299196025,7.425220866552483e-5,7.589606871353601e-5,5.7687458839519275e-5,5.977137434600902e-5,30658.0999131789,7.36837156640318e-5,9.595738978394858e-5,6.0194811051398086e-5,3.991646563228919e-5,0.00013021474295464344,8.927346410842945e-5,6.346426301862253e-5,3.751140276193845e-5,0.0005550760412436931,8.228894653788236e-5,5.558258973478228e-5,3.934088290510496e-5,0.00012649908496424264,8.700303963831049e-5,5.4800291458858496e-5,3.8560868447854865e-5,6.55860123236685e-5,9.692832710232574e-5,5.350942476224176e-5,4.117059867191276e-5,0.00017861231379288906,8.509694597022781e-5,6.687144875980357e-5,4.4937112280387265e-5,4182.789662137619,7.337566592409642e-5,6.741453441479093e-5,4.873749467714158e-5,7.892410032912407e-5,6.425103300909693e-5,4.5374436633285405e-5,3.7850699304067756e-5,0.0002115073421860037,7.613953970603718e-5,5.5646667534929455e-5,4.2608197186240666e-5,0.00018332937262198603,0.00011020264386920115,5.445684281699135e-5,4.248949684461371e-5,4.5201308558898446e-5,0.00020871502224700366,8.515775197394562e-5,6.569672739721983e-5,5.113335216364393e-5
t7,2506.078506314712,7.526232284335146e-5,0.00011667844014959029,9.288600179430733e-5,5.456334908191919e-5,0.0023616970015624644,7.06931063635447e-5,8.347031823551376e-5,68.53136361659476,6.940165409065148e-5,0.0,6.710772541960688e-5,0.00011298082411434447,9.806973844116972e-5,9.527418449828557e-5,13958.999602602704,8.230488217114671e-5,6.964008940163574e-5,0.00010106797659939489,7.245049041313443e-5,0.0,0.00010252006155762274,5.6961785049099484e-5,5.41948564532483e-5,0.00011430871490472494,8.238360470643038e-5,0.00010899303696955078,5.914207671092099e-5,7.680764625991564e-5,8.36066034081297e-5,0.0001173695865071187,6.0408330075032134e-5,6.97036189469499e-5,0.0,8.992193457042429e-5,0.0002272483159328254,6.494743205905181e-5,6.643204443970164e-5,7.246840784103045e-5,9.959408411099407e-5,55661.46058146182,0.00025223557711651567,119355.421726735,7.884949251241624e-5,0.00015474686997864794,7.408531702977984e-5,7.379988422919677e-5,5.647100608464904e-5,5.805844351571756e-5,30658.09986454764,6.391110884061892e-5,9.120824794761503e-5,5.567350287016427e-5,3.7058269074267855e-5,0.00011124111378993226,8.269760201511835e-5,5.755661997361462e-5,3.445057781580711e-5,0.0005366126466286518,7.579058174358172e-5,5.0941243307965544e-5,3.605952740004928e-5,0.0001086550479252503,8.03798033480856e-5,5.021189470161729e-5,3.531512924731377e-5,5.043541045293048e-5,9.0290650401294e-5,4.908558234941385e-5,3.751234169166814e-5,0.00016033583433248694,7.847463028918645e-5,6.02797033478123e-5,4.083480184168658e-5,4182.789643535881,6.693764193089101e-5,6.07723263902219e-5,4.395089717861363e-5,6.0600055567789874e-5,5.799064364203532e-5,4.2196107767725374e-5,3.4767462533851966e-5,0.00019292778895041316,7.010442493426574e-5,5.153970682751305e-5,3.923059339874868e-5,0.0001609657042156317,0.00010324946892932766,5.070640408133707e-5,3.9323800950267023e-5,4.4232757099377826e-5,0.00019461576161727606,8.515130270434057e-5,6.366234038886563e-5,4.9765439190796167e-5
t8,2506.0785052678593,7.185259355502305e-5,0.00011646980124941722,9.227341112411063e-5,5.250251445232773e-5,0.0020667889521544195,6.749540758459372e-5,8.311876801119166e-5,68.53136352574086,6.482898354991765e-5,0.0,6.693243106732337e-5,0.00010593962336757086,9.38254512081538e-5,9.467374745646858e-5,13958.99947821481,8.032713542452654e-5,6.379224463456e-5,9.490499014969479e-5,6.696678189170626e-5,0.0,9.612674311043834e-5,5.509856771515445e-5,5.396020411994596e-5,0.00011422480915150177,7.679866180888e-5,0.0001045889475322284,5.6533534801983415e-5,7.472417075234699e-5,7.915937395147096e-5,0.00011246070381034902,5.8155797253904314e-5,6.676771453101111e-5,0.0,8.509221693467367e-5,0.00021985618845578474,6.357960811134402e-5,6.439046678103151e-5,6.951685343312361e-5,0.00010009414540533904,37987.609004596285,0.00022444863521347313,115381.9842134851,6.906179896903955e-5,0.00012612979846092091,6.60512152309871e-5,6.633210576843237e-5,5.2935150355525374e-5,5.298087373372609e-5,22993.57491507618,6.3613411819495e-5,9.06486072043883e-5,5.399326701507254e-5,3.607792136940656e-5,0.00011090687413046774,8.226222440620814e-5,5.537105293449944e-5,3.3599048525945796e-5,0.0005361957845055087,7.526520563599435e-5,4.921277458570873e-5,3.509793659050662e-5,0.00010822480926542732,7.97538330889713e-5,4.850297236726918e-5,3.434363287437676e-5,5.006744410543329e-5,8.969084923188839e-5,4.746238508653389e-5,3.637563025450423e-5,0.00015988644833283508,7.783822757906595e-5,5.786516800287388e-5,3.955643020582097e-5,4182.789643054055,6.634725002048906e-5,5.830242576224204e-5,4.2443157047462335e-5,6.0179001072557015e-5,5.7466543990694655e-5,4.101699018572932e-5,3.389328467312792e-5,0.00019255930272784897,6.95209270217959e-5,4.997848175374065e-5,3.818169924970421e-5,0.00016073298368941136,0.00010266454932720488,4.933365125820169e-5,3.85727165102142e-5,4.063453656569857e-5,0.00010890746842414674,7.515196766552169e-5,5.816597204179807e-5,4.480135880312265e-5
t9,2506.078505513785,6.974680140209103e-5,0.00011932737207794142,9.188304055512388e-5,5.111637579379538e-5,0.0020662723492341733,6.559488196228148e-5,8.292551170131204e-5,68.53136360772382,6.216136764858348e-5,0.0,6.685851584716203e-5,0.00010403628917714573,9.176141367167522e-5,9.437488581429335e-5,13958.99947817985,7.903107002901641e-5,6.0454417521100105e-5,9.161458801434886e-5,6.388136203396378e-5,0.0,9.299369536557343e-5,5.387462387902075e-5,5.3819031596421146e-5,0.00011420680163374383,7.383945705800597e-5,0.00010215380205702149,5.4877908844093384e-5,7.341134448397213e-5,7.654297669460525e-5,0.00010977829179532979,5.6648467072485855e-5,6.487715650972472e-5,0.0,8.222698012703236e-5,0.00021892853876271707,6.292644776802718e-5,6.31422786886576e-5,6.775990478902708e-5,9.97014743387015e-5,37987.60900566672,0.00021944388676014263,115381.98421373643,6.798252866320851e-5,0.0001282785215730858,6.618989785726433e-5,6.48670381922211e-5,5.196099752677035e-5,5.1697215935723393e-5,15329.050043843416,6.344847478728141e-5,9.028259054120463e-5,5.342412299109114e-5,3.542277756656258e-5,0.00011076158692149924,8.201965043648582e-5,5.469934678041421e-5,3.3072987189509904e-5,0.000535972295750854,7.494287031566295e-5,4.865631396073964e-5,3.449093772917132e-5,0.00010799962263170205,7.934953940417702e-5,4.794890759154283e-5,3.3723044088251796e-5,4.988880982196266e-5,8.927009468132446e-5,4.692199776327489e-5,3.5616692849520506e-5,0.00015964213093120694,7.74261961418848e-5,5.712680999787444e-5,3.873773777903167e-5,4182.789642787827,6.597187814225014e-5,5.754791223496106e-5,4.1512997015602454e-5,6.001111798742327e-5,5.713662190363443e-5,4.0643255832382084e-5,3.335285610918719e-5,0.0001923439386022436,6.911899143109548e-5,4.9442041005549554e-5,3.748694342115133e-5,0.00016062669397117672,0.0001023081817753405,4.895064098753023e-5,3.81480664992936e-5,3.99996472865101e-5,0.00010882518558442809,7.535435876467153e-5,5.610590713575138e-5,4.397689657749181e-5
t10,2506.078505744214,6.805386261929238e-5,0.0001236793249742722,9.167859831055583e-5,5.024212125703244e-5,0.002066319304304608,6.450906820911406e-5,8.285510825514091e-5,68.53136382420705,6.0595063325460454e-5,0.0,6.6842525476661e-5,0.00010363252875096056,9.003322417885472e-5,9.428475423909775e-5,13958.999478309346,7.823363233037436e-5,5.844768746492239e-5,8.967680439278005e-5,6.20863530702224e-5,0.0,9.128287761132829e-5,5.3098622605061696e-5,5.374786734703978e-5,0.00011422402097040949,7.217196297323621e-5,0.00010059647339147683,5.389363444595084e-5,7.266128056201035e-5,7.498373718852143e-5,0.00010822205947394912,5.570697245276237e-5,6.373609320336621e-5,0.0,8.10061541974552e-5,0.0002286657558971344,6.240174748257893e-5,6.254258134208265e-5,6.690932155044876e-5,9.989095742073244e-5,37987.60900708548,0.00021928615962236436,115381.98421468507,6.78283796339308e-5,0.00012610553903253906,6.653922929918566e-5,6.403611812706773e-5,5.135915892680436e-5,5.092805385883877e-5,15329.050016857816,6.335894686201544e-5,9.008484224580718e-5,5.322423017696123e-5,3.497935775959561e-5,0.00011072533421337687,8.193744918506479e-5,5.454948604466747e-5,3.276794336222094e-5,0.0005358755088260941,7.478146308456232e-5,4.850781005877993e-5,3.4119469626654e-5,0.00010789193213751887,7.91219448473357e-5,4.779533611226138e-5,3.333693098132627e-5,4.9798600980797374e-5,8.902856065247871e-5,4.675465340720403e-5,3.5118109562515336e-5,0.00015951861282200838,7.718658664878973e-5,5.692540839280738e-5,3.821955147482058e-5,4182.789642658802,6.575931959480919e-5,5.7350937044004955e-5,4.093971289771502e-5,5.9937044577963234e-5,5.6954212616756704e-5,4.055868572433353e-5,3.302395709078442e-5,0.0001922537398644109,6.888352686842455e-5,4.927503115387481e-5,3.703450936264882e-5,0.00016063669857090262,0.00010210018069608128,4.8870545320878214e-5,3.7957418412694434e-5,3.9699406587022e-5,0.000109008228801118,7.56819374569572e-5,5.5485375927227005e-5,4.3613287959623415e-5
