model,zone,resource_name,tech_type,planning_year,case,timestep,new_build,existing,unit,value
p1_High_Elect_Mid_RE,10,PJM_EMAC_natural_gas_fired_combined_cycle_3,Natural Gas Fired Combined Cycle,2030,Results_p1,all,0,1,MWh,1.3894158345916665
p1_High_Elect_Mid_RE,10,PJM_EMAC_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,2030,Results_p1,all,0,1,MWh,3.507616437512019
p1_High_Elect_Mid_RE,10,PJM_EMAC_natural_gas_fired_combustion_turbine_2,Natural Gas Fired Combustion Turbine,2030,Results_p1,all,0,1,MWh,4.209623693584935
p1_High_Elect_Mid_RE,10,PJM_EMAC_natural_gas_steam_turbine_1,Natural Gas Steam Turbine,2030,Results_p1,all,0,1,MWh,3.058513645879684
p1_High_Elect_Mid_RE,10,PJM_EMAC_nuclear_1,Nuclear,2030,Results_p1,all,1,0,MWh,63573259.75096702
p1_High_Elect_Mid_RE,10,PJM_EMAC_nuclear_2,Nuclear,2030,Results_p1,all,1,0,MWh,19.35918131949987
p1_High_Elect_Mid_RE,11,PJM_Rest_conventional_steam_coal_1,Conventional Steam Coal,2030,Results_p1,all,0,1,MWh,202706147.67911544
p1_High_Elect_Mid_RE,11,PJM_Rest_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,2030,Results_p1,all,0,1,MWh,5.528729103880089
p1_High_Elect_Mid_RE,11,PJM_Rest_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,2030,Results_p1,all,0,1,MWh,46188721.90446748
p1_High_Elect_Mid_RE,11,PJM_Rest_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,2030,Results_p1,all,0,1,MWh,3.6808859374083593
p1_High_Elect_Mid_RE,11,PJM_Rest_natural_gas_fired_combustion_turbine_2,Natural Gas Fired Combustion Turbine,2030,Results_p1,all,0,1,MWh,3.039873169734224
p1_High_Elect_Mid_RE,11,PJM_Rest_natural_gas_fired_combustion_turbine_3,Natural Gas Fired Combustion Turbine,2030,Results_p1,all,0,1,MWh,0.8735424256921261
p1_High_Elect_Mid_RE,11,PJM_Rest_natural_gas_fired_combustion_turbine_4,Natural Gas Fired Combustion Turbine,2030,Results_p1,all,0,1,MWh,1.6199166909373242
p1_High_Elect_Mid_RE,11,PJM_Rest_nuclear_1,Nuclear,2030,Results_p1,all,1,0,MWh,193310496.2244184
p1_High_Elect_Mid_RE,1,NENG_Rest_naturalgas_ccavgcf_moderate_0,NaturalGas_CCAvgCF_Moderate,2030,Results_p1,all,1,0,MWh,9.8395388325734
p1_High_Elect_Mid_RE,1,NENG_Rest_naturalgas_ctavgcf_moderate_0,NaturalGas_CTAvgCF_Moderate,2030,Results_p1,all,1,0,MWh,1.5415149803147683
p1_High_Elect_Mid_RE,1,NENG_Rest_nuclear_nuclear_moderate_0,Nuclear_Nuclear_Moderate,2030,Results_p1,all,1,0,MWh,0.83330621684279
p1_High_Elect_Mid_RE,1,NENG_Rest_naturalgas_ccs100_moderate_0,NaturalGas_CCS100_Moderate,2030,Results_p1,all,1,0,MWh,0.9937844082213022
p1_High_Elect_Mid_RE,2,NY_Z_A_naturalgas_ccavgcf_moderate_0,NaturalGas_CCAvgCF_Moderate,2030,Results_p1,all,1,0,MWh,5.509787622636367
p1_High_Elect_Mid_RE,2,NY_Z_A_naturalgas_ctavgcf_moderate_0,NaturalGas_CTAvgCF_Moderate,2030,Results_p1,all,1,0,MWh,1.3448352221228308
p1_High_Elect_Mid_RE,2,NY_Z_A_nuclear_nuclear_moderate_0,Nuclear_Nuclear_Moderate,2030,Results_p1,all,1,0,MWh,0.7969087419631885
p1_High_Elect_Mid_RE,2,NY_Z_A_naturalgas_ccs100_moderate_0,NaturalGas_CCS100_Moderate,2030,Results_p1,all,1,0,MWh,0.8555876750450443
p1_High_Elect_Mid_RE,3,NY_Z_B_naturalgas_ccavgcf_moderate_0,NaturalGas_CCAvgCF_Moderate,2030,Results_p1,all,1,0,MWh,5.937136901093687
p1_High_Elect_Mid_RE,3,NY_Z_B_naturalgas_ctavgcf_moderate_0,NaturalGas_CTAvgCF_Moderate,2030,Results_p1,all,1,0,MWh,1.365629908087211
p1_High_Elect_Mid_RE,3,NY_Z_B_nuclear_nuclear_moderate_0,Nuclear_Nuclear_Moderate,2030,Results_p1,all,1,0,MWh,0.8019925066078715
p1_High_Elect_Mid_RE,3,NY_Z_B_naturalgas_ccs100_moderate_0,NaturalGas_CCS100_Moderate,2030,Results_p1,all,1,0,MWh,0.8634910076410471
p1_High_Elect_Mid_RE,4,NY_Z_C&E_naturalgas_ccavgcf_moderate_0,NaturalGas_CCAvgCF_Moderate,2030,Results_p1,all,1,0,MWh,7.742116937241797
p1_High_Elect_Mid_RE,4,NY_Z_C&E_naturalgas_ctavgcf_moderate_0,NaturalGas_CTAvgCF_Moderate,2030,Results_p1,all,1,0,MWh,1.4894273619870575
p1_High_Elect_Mid_RE,4,NY_Z_C&E_nuclear_nuclear_moderate_0,Nuclear_Nuclear_Moderate,2030,Results_p1,all,1,0,MWh,0.8424281151809871
p1_High_Elect_Mid_RE,4,NY_Z_C&E_naturalgas_ccs100_moderate_0,NaturalGas_CCS100_Moderate,2030,Results_p1,all,1,0,MWh,0.9068454652765576
p1_High_Elect_Mid_RE,5,NY_Z_D_naturalgas_ccavgcf_moderate_0,NaturalGas_CCAvgCF_Moderate,2030,Results_p1,all,1,0,MWh,6.874234589845693
p1_High_Elect_Mid_RE,5,NY_Z_D_naturalgas_ctavgcf_moderate_0,NaturalGas_CTAvgCF_Moderate,2030,Results_p1,all,1,0,MWh,1.417337847401957
p1_High_Elect_Mid_RE,5,NY_Z_D_nuclear_nuclear_moderate_0,Nuclear_Nuclear_Moderate,2030,Results_p1,all,1,0,MWh,0.8212458689033236
p1_High_Elect_Mid_RE,5,NY_Z_D_naturalgas_ccs100_moderate_0,NaturalGas_CCS100_Moderate,2030,Results_p1,all,1,0,MWh,0.8821486819896549
p1_High_Elect_Mid_RE,6,NY_Z_F_naturalgas_ccavgcf_moderate_0,NaturalGas_CCAvgCF_Moderate,2030,Results_p1,all,1,0,MWh,9.837139008188684
p1_High_Elect_Mid_RE,6,NY_Z_F_naturalgas_ctavgcf_moderate_0,NaturalGas_CTAvgCF_Moderate,2030,Results_p1,all,1,0,MWh,1.59494353803869
p1_High_Elect_Mid_RE,6,NY_Z_F_nuclear_nuclear_moderate_0,Nuclear_Nuclear_Moderate,2030,Results_p1,all,1,0,MWh,0.8878785440694381
p1_High_Elect_Mid_RE,6,NY_Z_F_naturalgas_ccs100_moderate_0,NaturalGas_CCS100_Moderate,2030,Results_p1,all,1,0,MWh,0.9511032352895844
p1_High_Elect_Mid_RE,7,NY_Z_G-I_naturalgas_ccavgcf_moderate_0,NaturalGas_CCAvgCF_Moderate,2030,Results_p1,all,1,0,MWh,18.80883954617075
p1_High_Elect_Mid_RE,7,NY_Z_G-I_naturalgas_ctavgcf_moderate_0,NaturalGas_CTAvgCF_Moderate,2030,Results_p1,all,1,0,MWh,1.817758239185193
p1_High_Elect_Mid_RE,7,NY_Z_G-I_nuclear_nuclear_moderate_0,Nuclear_Nuclear_Moderate,2030,Results_p1,all,1,0,MWh,0.9489225051522572
p1_High_Elect_Mid_RE,7,NY_Z_G-I_naturalgas_ccs100_moderate_0,NaturalGas_CCS100_Moderate,2030,Results_p1,all,1,0,MWh,1.002950360157535
p1_High_Elect_Mid_RE,8,NY_Z_J_naturalgas_ccavgcf_moderate_0,NaturalGas_CCAvgCF_Moderate,2030,Results_p1,all,1,0,MWh,5.3346145747588345
p1_High_Elect_Mid_RE,8,NY_Z_J_naturalgas_ctavgcf_moderate_0,NaturalGas_CTAvgCF_Moderate,2030,Results_p1,all,1,0,MWh,1.5107237855219713
p1_High_Elect_Mid_RE,8,NY_Z_J_nuclear_nuclear_moderate_0,Nuclear_Nuclear_Moderate,2030,Results_p1,all,1,0,MWh,0.6970227990348273
p1_High_Elect_Mid_RE,8,NY_Z_J_naturalgas_ccs100_moderate_0,NaturalGas_CCS100_Moderate,2030,Results_p1,all,1,0,MWh,0.942723941027643
p1_High_Elect_Mid_RE,9,NY_Z_K_naturalgas_ccavgcf_moderate_0,NaturalGas_CCAvgCF_Moderate,2030,Results_p1,all,1,0,MWh,6.696568904219827
p1_High_Elect_Mid_RE,9,NY_Z_K_naturalgas_ctavgcf_moderate_0,NaturalGas_CTAvgCF_Moderate,2030,Results_p1,all,1,0,MWh,1.702158522055532
p1_High_Elect_Mid_RE,9,NY_Z_K_nuclear_nuclear_moderate_0,Nuclear_Nuclear_Moderate,2030,Results_p1,all,1,0,MWh,0.7429168347720967
p1_High_Elect_Mid_RE,9,NY_Z_K_naturalgas_ccs100_moderate_0,NaturalGas_CCS100_Moderate,2030,Results_p1,all,1,0,MWh,1.015016992713828
p1_High_Elect_Mid_RE,10,PJM_EMAC_naturalgas_ccavgcf_moderate_0,NaturalGas_CCAvgCF_Moderate,2030,Results_p1,all,1,0,MWh,51593281.21229726
p1_High_Elect_Mid_RE,10,PJM_EMAC_naturalgas_ctavgcf_moderate_0,NaturalGas_CTAvgCF_Moderate,2030,Results_p1,all,1,0,MWh,2.54133987344465
p1_High_Elect_Mid_RE,10,PJM_EMAC_nuclear_nuclear_moderate_0,Nuclear_Nuclear_Moderate,2030,Results_p1,all,1,0,MWh,0.9292810259988324
p1_High_Elect_Mid_RE,10,PJM_EMAC_naturalgas_ccs100_moderate_0,NaturalGas_CCS100_Moderate,2030,Results_p1,all,1,0,MWh,1.2294786340186925
p1_High_Elect_Mid_RE,11,PJM_Rest_naturalgas_ccccsavgcf_moderate_0,NaturalGas_CCCCSAvgCF_Moderate,2030,Results_p1,all,1,0,MWh,1.0615807507696169
p1_High_Elect_Mid_RE,11,PJM_Rest_naturalgas_ccavgcf_moderate_0,NaturalGas_CCAvgCF_Moderate,2030,Results_p1,all,1,0,MWh,1368.285966213797
p1_High_Elect_Mid_RE,11,PJM_Rest_naturalgas_ctavgcf_moderate_0,NaturalGas_CTAvgCF_Moderate,2030,Results_p1,all,1,0,MWh,2.7461515013165005
p1_High_Elect_Mid_RE,11,PJM_Rest_nuclear_nuclear_moderate_0,Nuclear_Nuclear_Moderate,2030,Results_p1,all,1,0,MWh,1.0659988472419162
p1_High_Elect_Mid_RE,11,PJM_Rest_naturalgas_ccs100_moderate_0,NaturalGas_CCS100_Moderate,2030,Results_p1,all,1,0,MWh,1.158875819129225
p1_High_Elect_Mid_RE,1,NENG_Rest_offshore_wind_turbine_1,Offshore Wind Turbine,2030,Results_p1,all,0,1,MWh,0.0
p1_High_Elect_Mid_RE,1,NENG_Rest_onshore_wind_turbine_1,Onshore Wind Turbine,2030,Results_p1,all,0,1,MWh,1276862.5299292838
p1_High_Elect_Mid_RE,1,NENG_Rest_solar_photovoltaic_1,Solar Photovoltaic,2030,Results_p1,all,0,1,MWh,923125.6617927948
p1_High_Elect_Mid_RE,2,NY_Z_A_onshore_wind_turbine_1,Onshore Wind Turbine,2030,Results_p1,all,0,1,MWh,250478.7623440246
p1_High_Elect_Mid_RE,2,NY_Z_A_solar_photovoltaic_1,Solar Photovoltaic,2030,Results_p1,all,0,1,MWh,5589.4984584662825
p1_High_Elect_Mid_RE,3,NY_Z_B_onshore_wind_turbine_1,Onshore Wind Turbine,2030,Results_p1,all,0,1,MWh,0.0
p1_High_Elect_Mid_RE,3,NY_Z_B_solar_photovoltaic_1,Solar Photovoltaic,2030,Results_p1,all,0,1,MWh,3225.5433161214933
p1_High_Elect_Mid_RE,4,NY_Z_C&E_onshore_wind_turbine_1,Onshore Wind Turbine,2030,Results_p1,all,0,1,MWh,1555778.9794413217
p1_High_Elect_Mid_RE,4,NY_Z_C&E_solar_photovoltaic_1,Solar Photovoltaic,2030,Results_p1,all,0,1,MWh,66405.58937960622
p1_High_Elect_Mid_RE,5,NY_Z_D_onshore_wind_turbine_1,Onshore Wind Turbine,2030,Results_p1,all,0,1,MWh,1031272.1496095788
p1_High_Elect_Mid_RE,5,NY_Z_D_solar_photovoltaic_1,Solar Photovoltaic,2030,Results_p1,all,0,1,MWh,2872.0303023838856
p1_High_Elect_Mid_RE,6,NY_Z_F_solar_photovoltaic_1,Solar Photovoltaic,2030,Results_p1,all,0,1,MWh,13748.888145301136
p1_High_Elect_Mid_RE,7,NY_Z_G-I_solar_photovoltaic_1,Solar Photovoltaic,2030,Results_p1,all,0,1,MWh,9982.62610052351
p1_High_Elect_Mid_RE,10,PJM_EMAC_solar_photovoltaic_1,Solar Photovoltaic,2030,Results_p1,all,0,1,MWh,1263676.574977072
p1_High_Elect_Mid_RE,11,PJM_Rest_onshore_wind_turbine_1,Onshore Wind Turbine,2030,Results_p1,all,0,1,MWh,12431338.531081814
p1_High_Elect_Mid_RE,11,PJM_Rest_solar_photovoltaic_1,Solar Photovoltaic,2030,Results_p1,all,0,1,MWh,1440067.7336327676
p1_High_Elect_Mid_RE,1,NENG_Rest_offshorewind_class3_moderate_fixed_1_0,OffShoreWind_Class3_Moderate_fixed_1,2030,Results_p1,all,1,0,MWh,7434744.583674348
p1_High_Elect_Mid_RE,1,NENG_Rest_offshorewind_class3_moderate_fixed_1_1,OffShoreWind_Class3_Moderate_fixed_1,2030,Results_p1,all,1,0,MWh,10.672516696026076
p1_High_Elect_Mid_RE,1,NENG_Rest_offshorewind_class3_moderate_fixed_1_2,OffShoreWind_Class3_Moderate_fixed_1,2030,Results_p1,all,1,0,MWh,3.978442203715369
p1_High_Elect_Mid_RE,1,NENG_Rest_offshorewind_class3_moderate_fixed_1_3,OffShoreWind_Class3_Moderate_fixed_1,2030,Results_p1,all,1,0,MWh,250.47129598670347
p1_High_Elect_Mid_RE,1,NENG_Rest_offshorewind_class3_moderate_fixed_1_4,OffShoreWind_Class3_Moderate_fixed_1,2030,Results_p1,all,1,0,MWh,4.226156586163087
p1_High_Elect_Mid_RE,1,NENG_Rest_offshorewind_class3_moderate_fixed_1_5,OffShoreWind_Class3_Moderate_fixed_1,2030,Results_p1,all,1,0,MWh,1.0343205760316942
p1_High_Elect_Mid_RE,1,NENG_Rest_offshorewind_class3_moderate_fixed_0_0,OffShoreWind_Class3_Moderate_fixed_0,2030,Results_p1,all,1,0,MWh,2669681.7735383767
p1_High_Elect_Mid_RE,1,NENG_Rest_offshorewind_class3_moderate_fixed_0_1,OffShoreWind_Class3_Moderate_fixed_0,2030,Results_p1,all,1,0,MWh,23.84976450056604
p1_High_Elect_Mid_RE,1,NENG_Rest_offshorewind_class3_moderate_fixed_0_2,OffShoreWind_Class3_Moderate_fixed_0,2030,Results_p1,all,1,0,MWh,4824145.097938376
p1_High_Elect_Mid_RE,1,NENG_Rest_offshorewind_class3_moderate_fixed_0_3,OffShoreWind_Class3_Moderate_fixed_0,2030,Results_p1,all,1,0,MWh,899528.3708385198
p1_High_Elect_Mid_RE,1,NENG_Rest_offshorewind_class3_moderate_fixed_0_4,OffShoreWind_Class3_Moderate_fixed_0,2030,Results_p1,all,1,0,MWh,3.006037167192632
p1_High_Elect_Mid_RE,1,NENG_Rest_offshorewind_class3_moderate_fixed_0_5,OffShoreWind_Class3_Moderate_fixed_0,2030,Results_p1,all,1,0,MWh,1.056419315763249
p1_High_Elect_Mid_RE,1,NENG_Rest_offshorewind_class12_moderate_floating_0_0,OffShoreWind_Class12_Moderate_floating_0,2030,Results_p1,all,1,0,MWh,0.1846040970600076
p1_High_Elect_Mid_RE,1,NENG_Rest_offshorewind_class12_moderate_floating_0_1,OffShoreWind_Class12_Moderate_floating_0,2030,Results_p1,all,1,0,MWh,0.1594394047085166
p1_High_Elect_Mid_RE,1,NENG_Rest_offshorewind_class12_moderate_floating_0_2,OffShoreWind_Class12_Moderate_floating_0,2030,Results_p1,all,1,0,MWh,0.2427304763795111
p1_High_Elect_Mid_RE,1,NENG_Rest_offshorewind_class12_moderate_floating_0_3,OffShoreWind_Class12_Moderate_floating_0,2030,Results_p1,all,1,0,MWh,0.2301730275842851
p1_High_Elect_Mid_RE,1,NENG_Rest_offshorewind_class12_moderate_floating_0_4,OffShoreWind_Class12_Moderate_floating_0,2030,Results_p1,all,1,0,MWh,0.294375491101654
p1_High_Elect_Mid_RE,1,NENG_Rest_offshorewind_class12_moderate_floating_0_5,OffShoreWind_Class12_Moderate_floating_0,2030,Results_p1,all,1,0,MWh,0.1737133909922272
p1_High_Elect_Mid_RE,1,NENG_Rest_offshorewind_class12_moderate_floating_1_0,OffShoreWind_Class12_Moderate_floating_1,2030,Results_p1,all,1,0,MWh,0.2528563585168932
p1_High_Elect_Mid_RE,1,NENG_Rest_offshorewind_class12_moderate_floating_1_1,OffShoreWind_Class12_Moderate_floating_1,2030,Results_p1,all,1,0,MWh,0.332391175989544
p1_High_Elect_Mid_RE,1,NENG_Rest_offshorewind_class12_moderate_floating_1_2,OffShoreWind_Class12_Moderate_floating_1,2030,Results_p1,all,1,0,MWh,0.2787266675101772
p1_High_Elect_Mid_RE,1,NENG_Rest_offshorewind_class12_moderate_floating_1_3,OffShoreWind_Class12_Moderate_floating_1,2030,Results_p1,all,1,0,MWh,0.2595289565025129
p1_High_Elect_Mid_RE,1,NENG_Rest_offshorewind_class12_moderate_floating_1_4,OffShoreWind_Class12_Moderate_floating_1,2030,Results_p1,all,1,0,MWh,0.2085731046893778
p1_High_Elect_Mid_RE,1,NENG_Rest_offshorewind_class12_moderate_floating_1_5,OffShoreWind_Class12_Moderate_floating_1,2030,Results_p1,all,1,0,MWh,0.3185246416015955
p1_High_Elect_Mid_RE,1,NENG_Rest_landbasedwind_class1_moderate_1,LandbasedWind_Class1_Moderate_,2030,Results_p1,all,1,0,MWh,124954.70534631652
p1_High_Elect_Mid_RE,1,NENG_Rest_landbasedwind_class1_moderate_2,LandbasedWind_Class1_Moderate_,2030,Results_p1,all,1,0,MWh,23429633.64268904
p1_High_Elect_Mid_RE,1,NENG_Rest_landbasedwind_class1_moderate_3,LandbasedWind_Class1_Moderate_,2030,Results_p1,all,1,0,MWh,1.7757532364147648
p1_High_Elect_Mid_RE,1,NENG_Rest_landbasedwind_class1_moderate_4,LandbasedWind_Class1_Moderate_,2030,Results_p1,all,1,0,MWh,1.6902061057048894
p1_High_Elect_Mid_RE,1,NENG_Rest_landbasedwind_class1_moderate_5,LandbasedWind_Class1_Moderate_,2030,Results_p1,all,1,0,MWh,0.6105292704664884
p1_High_Elect_Mid_RE,1,NENG_Rest_landbasedwind_class1_moderate_6,LandbasedWind_Class1_Moderate_,2030,Results_p1,all,1,0,MWh,0.8755723776123192
p1_High_Elect_Mid_RE,1,NENG_Rest_utilitypv_class1_moderate_1,UtilityPV_Class1_Moderate_,2030,Results_p1,all,1,0,MWh,1.5329036971216543
p1_High_Elect_Mid_RE,1,NENG_Rest_utilitypv_class1_moderate_2,UtilityPV_Class1_Moderate_,2030,Results_p1,all,1,0,MWh,5225326.33857669
p1_High_Elect_Mid_RE,1,NENG_Rest_utilitypv_class1_moderate_3,UtilityPV_Class1_Moderate_,2030,Results_p1,all,1,0,MWh,0.4903298537987814
p1_High_Elect_Mid_RE,1,NENG_Rest_utilitypv_class1_moderate_4,UtilityPV_Class1_Moderate_,2030,Results_p1,all,1,0,MWh,0.4622533233197807
p1_High_Elect_Mid_RE,1,NENG_Rest_utilitypv_class1_moderate_5,UtilityPV_Class1_Moderate_,2030,Results_p1,all,1,0,MWh,0.263286749022867
p1_High_Elect_Mid_RE,1,NENG_Rest_utilitypv_class1_moderate_6,UtilityPV_Class1_Moderate_,2030,Results_p1,all,1,0,MWh,0.3142109149335252
p1_High_Elect_Mid_RE,2,NY_Z_A_landbasedwind_class1_moderate_1,LandbasedWind_Class1_Moderate_,2030,Results_p1,all,1,0,MWh,1.0238175703046857
p1_High_Elect_Mid_RE,2,NY_Z_A_landbasedwind_class1_moderate_2,LandbasedWind_Class1_Moderate_,2030,Results_p1,all,1,0,MWh,1.5724834780128594
p1_High_Elect_Mid_RE,2,NY_Z_A_landbasedwind_class1_moderate_3,LandbasedWind_Class1_Moderate_,2030,Results_p1,all,1,0,MWh,0.4909814489328805
p1_High_Elect_Mid_RE,2,NY_Z_A_landbasedwind_class1_moderate_4,LandbasedWind_Class1_Moderate_,2030,Results_p1,all,1,0,MWh,2.012182079541439
