hour,resource_name,tech_type,value,zone,planning_year,model,case
347,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1682,2,2030,p1_High_Elect_Mid_RE,Results_p1
348,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1562,2,2030,p1_High_Elect_Mid_RE,Results_p1
349,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1505,2,2030,p1_High_Elect_Mid_RE,Results_p1
350,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1559,2,2030,p1_High_Elect_Mid_RE,Results_p1
351,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1684,2,2030,p1_High_Elect_Mid_RE,Results_p1
352,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1845,2,2030,p1_High_Elect_Mid_RE,Results_p1
353,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1927,2,2030,p1_High_Elect_Mid_RE,Results_p1
354,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,2129,2,2030,p1_High_Elect_Mid_RE,Results_p1
355,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,2331,2,2030,p1_High_Elect_Mid_RE,Results_p1
356,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,2129,2,2030,p1_High_Elect_Mid_RE,Results_p1
357,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1927,2,2030,p1_High_Elect_Mid_RE,Results_p1
358,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1783,2,2030,p1_High_Elect_Mid_RE,Results_p1
359,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1846,2,2030,p1_High_Elect_Mid_RE,Results_p1
360,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1932,2,2030,p1_High_Elect_Mid_RE,Results_p1
361,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1856,2,2030,p1_High_Elect_Mid_RE,Results_p1
362,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1654,2,2030,p1_High_Elect_Mid_RE,Results_p1
363,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1452,2,2030,p1_High_Elect_Mid_RE,Results_p1
364,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1559,2,2030,p1_High_Elect_Mid_RE,Results_p1
365,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1761,2,2030,p1_High_Elect_Mid_RE,Results_p1
366,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1963,2,2030,p1_High_Elect_Mid_RE,Results_p1
367,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,2165,2,2030,p1_High_Elect_Mid_RE,Results_p1
368,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,2273,2,2030,p1_High_Elect_Mid_RE,Results_p1
369,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,2071,2,2030,p1_High_Elect_Mid_RE,Results_p1
370,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1869,2,2030,p1_High_Elect_Mid_RE,Results_p1
371,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1731,2,2030,p1_High_Elect_Mid_RE,Results_p1
372,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1648,2,2030,p1_High_Elect_Mid_RE,Results_p1
373,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1618,2,2030,p1_High_Elect_Mid_RE,Results_p1
374,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1632,2,2030,p1_High_Elect_Mid_RE,Results_p1
375,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1679,2,2030,p1_High_Elect_Mid_RE,Results_p1
376,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1765,2,2030,p1_High_Elect_Mid_RE,Results_p1
377,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1880,2,2030,p1_High_Elect_Mid_RE,Results_p1
378,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,2082,2,2030,p1_High_Elect_Mid_RE,Results_p1
379,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,2284,2,2030,p1_High_Elect_Mid_RE,Results_p1
380,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,2242,2,2030,p1_High_Elect_Mid_RE,Results_p1
381,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,2088,2,2030,p1_High_Elect_Mid_RE,Results_p1
382,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1886,2,2030,p1_High_Elect_Mid_RE,Results_p1
383,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1803,2,2030,p1_High_Elect_Mid_RE,Results_p1
384,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,1853,2,2030,p1_High_Elect_Mid_RE,Results_p1
289,NY_Z_B_conventional_hydroelectric_1,Conventional Hydroelectric,0,3,2030,p1_High_Elect_Mid_RE,Results_p1
290,NY_Z_B_conventional_hydroelectric_1,Conventional Hydroelectric,0,3,2030,p1_High_Elect_Mid_RE,Results_p1
291,NY_Z_B_conventional_hydroelectric_1,Conventional Hydroelectric,0,3,2030,p1_High_Elect_Mid_RE,Results_p1
292,NY_Z_B_conventional_hydroelectric_1,Conventional Hydroelectric,0,3,2030,p1_High_Elect_Mid_RE,Results_p1
293,NY_Z_B_conventional_hydroelectric_1,Conventional Hydroelectric,0,3,2030,p1_High_Elect_Mid_RE,Results_p1
294,NY_Z_B_conventional_hydroelectric_1,Conventional Hydroelectric,0,3,2030,p1_High_Elect_Mid_RE,Results_p1
295,NY_Z_B_conventional_hydroelectric_1,Conventional Hydroelectric,0,3,2030,p1_High_Elect_Mid_RE,Results_p1
296,NY_Z_B_conventional_hydroelectric_1,Conventional Hydroelectric,0,3,2030,p1_High_Elect_Mid_RE,Results_p1
297,NY_Z_B_conventional_hydroelectric_1,Conventional Hydroelectric,0,3,2030,p1_High_Elect_Mid_RE,Results_p1
298,NY_Z_B_conventional_hydroelectric_1,Conventional Hydroelectric,0,3,2030,p1_High_Elect_Mid_RE,Results_p1
299,NY_Z_B_conventional_hydroelectric_1,Conventional Hydroelectric,0,3,2030,p1_High_Elect_Mid_RE,Results_p1
300,NY_Z_B_conventional_hydroelectric_1,Conventional Hydroelectric,0,3,2030,p1_High_Elect_Mid_RE,Results_p1
301,NY_Z_B_conventional_hydroelectric_1,Conventional Hydroelectric,0,3,2030,p1_High_Elect_Mid_RE,Results_p1
302,NY_Z_B_conventional_hydroelectric_1,Conventional Hydroelectric,0,3,2030,p1_High_Elect_Mid_RE,Results_p1
303,NY_Z_B_conventional_hydroelectric_1,Conventional Hydroelectric,0,3,2030,p1_High_Elect_Mid_RE,Results_p1
304,NY_Z_B_conventional_hydroelectric_1,Conventional Hydroelectric,0,3,2030,p1_High_Elect_Mid_RE,Results_p1
305,NY_Z_B_conventional_hydroelectric_1,Conventional Hydroelectric,0,3,2030,p1_High_Elect_Mid_RE,Results_p1
306,NY_Z_B_conventional_hydroelectric_1,Conventional Hydroelectric,0,3,2030,p1_High_Elect_Mid_RE,Results_p1
307,NY_Z_B_conventional_hydroelectric_1,Conventional Hydroelectric,0,3,2030,p1_High_Elect_Mid_RE,Results_p1
308,NY_Z_B_conventional_hydroelectric_1,Conventional Hydroelectric,0,3,2030,p1_High_Elect_Mid_RE,Results_p1
309,NY_Z_B_conventional_hydroelectric_1,Conventional Hydroelectric,0,3,2030,p1_High_Elect_Mid_RE,Results_p1
310,NY_Z_B_conventional_hydroelectric_1,Conventional Hydroelectric,0,3,2030,p1_High_Elect_Mid_RE,Results_p1
311,NY_Z_B_conventional_hydroelectric_1,Conventional Hydroelectric,0,3,2030,p1_High_Elect_Mid_RE,Results_p1
312,NY_Z_B_conventional_hydroelectric_1,Conventional Hydroelectric,0,3,2030,p1_High_Elect_Mid_RE,Results_p1
