model,zone,resource_name,tech_type,planning_year,case,unit,start_value,end_value,new_build,existing
p1_High_Elect_Mid_RE,NENG_Rest,NENG_Rest_offshorewind_class12_moderate_floating_0_1,OffShoreWind_Class12_Moderate_floating_0,2030,Results_p1,MW,91.0,90.99999932404349,1,0
p1_High_Elect_Mid_RE,NENG_Rest,NENG_Rest_offshorewind_class12_moderate_floating_0_2,OffShoreWind_Class12_Moderate_floating_0,2030,Results_p1,MW,3499.8,3499.799917686667,1,0
p1_High_Elect_Mid_RE,NENG_Rest,NENG_Rest_offshorewind_class12_moderate_floating_0_3,OffShoreWind_Class12_Moderate_floating_0,2030,Results_p1,MW,293.3,293.29999934354475,1,0
p1_High_Elect_Mid_RE,NENG_Rest,NENG_Rest_offshorewind_class12_moderate_floating_0_4,OffShoreWind_Class12_Moderate_floating_0,2030,Results_p1,MW,0.0,0.0,1,0
p1_High_Elect_Mid_RE,NENG_Rest,NENG_Rest_offshorewind_class12_moderate_floating_0_5,OffShoreWind_Class12_Moderate_floating_0,2030,Results_p1,MW,746.5,746.4999724100578,1,0
p1_High_Elect_Mid_RE,NENG_Rest,NENG_Rest_offshorewind_class12_moderate_floating_1_0,OffShoreWind_Class12_Moderate_floating_1,2030,Results_p1,MW,21.7,21.699992359979596,1,0
p1_High_Elect_Mid_RE,NENG_Rest,NENG_Rest_offshorewind_class12_moderate_floating_1_1,OffShoreWind_Class12_Moderate_floating_1,2030,Results_p1,MW,83.8,83.79997229483875,1,0
p1_High_Elect_Mid_RE,NENG_Rest,NENG_Rest_offshorewind_class12_moderate_floating_1_2,OffShoreWind_Class12_Moderate_floating_1,2030,Results_p1,MW,24.8,24.799973997278585,1,0
p1_High_Elect_Mid_RE,NENG_Rest,NENG_Rest_offshorewind_class12_moderate_floating_1_3,OffShoreWind_Class12_Moderate_floating_1,2030,Results_p1,MW,756.6,756.5999991828883,1,0
p1_High_Elect_Mid_RE,NENG_Rest,NENG_Rest_offshorewind_class12_moderate_floating_1_4,OffShoreWind_Class12_Moderate_floating_1,2030,Results_p1,MW,2828.4,2828.3999333203933,1,0
p1_High_Elect_Mid_RE,NENG_Rest,NENG_Rest_offshorewind_class12_moderate_floating_1_5,OffShoreWind_Class12_Moderate_floating_1,2030,Results_p1,MW,756.4,756.3999582371666,1,0
p1_High_Elect_Mid_RE,NENG_Rest,NENG_Rest_offshorewind_class3_moderate_fixed_0_0,OffShoreWind_Class3_Moderate_fixed_0,2030,Results_p1,MW,1621.0,1620.999977820942,1,0
p1_High_Elect_Mid_RE,NENG_Rest,NENG_Rest_offshorewind_class3_moderate_fixed_0_1,OffShoreWind_Class3_Moderate_fixed_0,2030,Results_p1,MW,220.1,220.09999889282284,1,0
p1_High_Elect_Mid_RE,NENG_Rest,NENG_Rest_offshorewind_class3_moderate_fixed_0_2,OffShoreWind_Class3_Moderate_fixed_0,2030,Results_p1,MW,527.9,527.899986864613,1,0
p1_High_Elect_Mid_RE,NENG_Rest,NENG_Rest_offshorewind_class3_moderate_fixed_0_3,OffShoreWind_Class3_Moderate_fixed_0,2030,Results_p1,MW,335.2,335.1999597198771,1,0
p1_High_Elect_Mid_RE,NENG_Rest,NENG_Rest_offshorewind_class3_moderate_fixed_0_4,OffShoreWind_Class3_Moderate_fixed_0,2030,Results_p1,MW,533.5,533.4999772230373,1,0
p1_High_Elect_Mid_RE,NENG_Rest,NENG_Rest_offshorewind_class3_moderate_fixed_0_5,OffShoreWind_Class3_Moderate_fixed_0,2030,Results_p1,MW,0.0,0.0,1,0
p1_High_Elect_Mid_RE,NENG_Rest,NENG_Rest_offshorewind_class3_moderate_fixed_1_0,OffShoreWind_Class3_Moderate_fixed_1,2030,Results_p1,MW,1958.7,1958.6999147579547,1,0
p1_High_Elect_Mid_RE,NENG_Rest,NENG_Rest_offshorewind_class3_moderate_fixed_1_1,OffShoreWind_Class3_Moderate_fixed_1,2030,Results_p1,MW,11865.3,11865.299954703054,1,0
p1_High_Elect_Mid_RE,NENG_Rest,NENG_Rest_offshorewind_class3_moderate_fixed_1_2,OffShoreWind_Class3_Moderate_fixed_1,2030,Results_p1,MW,772.2,772.1999702664353,1,0
p1_High_Elect_Mid_RE,NENG_Rest,NENG_Rest_offshorewind_class3_moderate_fixed_1_3,OffShoreWind_Class3_Moderate_fixed_1,2030,Results_p1,MW,549.9,549.899965751338,1,0
p1_High_Elect_Mid_RE,NENG_Rest,NENG_Rest_offshorewind_class3_moderate_fixed_1_4,OffShoreWind_Class3_Moderate_fixed_1,2030,Results_p1,MW,2932.1,2932.099981300405,1,0
p1_High_Elect_Mid_RE,NENG_Rest,NENG_Rest_offshorewind_class3_moderate_fixed_1_5,OffShoreWind_Class3_Moderate_fixed_1,2030,Results_p1,MW,1526.6,1526.5999994110546,1,0
p1_High_Elect_Mid_RE,NENG_Rest,NENG_Rest_onshore_wind_turbine_1,Onshore Wind Turbine,2030,Results_p1,MW,7347.7,7347.6999831160765,0,1
p1_High_Elect_Mid_RE,NENG_Rest,NENG_Rest_res_water_heat_1,res_water_heat,2030,Results_p1,MW,1172.0,0.0024508466138772,0,1
p1_High_Elect_Mid_RE,NENG_Rest,NENG_Rest_small_hydroelectric_1,Small Hydroelectric,2030,Results_p1,MW,29603.6,29603.59999621882,0,1
p1_High_Elect_Mid_RE,NENG_Rest,NENG_Rest_solar_photovoltaic_1,Solar Photovoltaic,2030,Results_p1,MW,2133.9,2133.8999995502927,0,1
p1_High_Elect_Mid_RE,NENG_Rest,NENG_Rest_trans_light_duty_1,trans_light_duty,2030,Results_p1,MW,24246.8,24246.799979176583,0,1
p1_High_Elect_Mid_RE,NENG_Rest,NENG_Rest_utilitypv_class1_moderate_1,UtilityPV_Class1_Moderate_,2030,Results_p1,MW,614.8,614.7999586797047,1,0
p1_High_Elect_Mid_RE,NENG_Rest,NENG_Rest_utilitypv_class1_moderate_2,UtilityPV_Class1_Moderate_,2030,Results_p1,MW,24327.8,24327.79998759801,1,0
p1_High_Elect_Mid_RE,NENG_Rest,NENG_Rest_utilitypv_class1_moderate_3,UtilityPV_Class1_Moderate_,2030,Results_p1,MW,834.5,834.4999669396312,1,0
p1_High_Elect_Mid_RE,NENG_Rest,NENG_Rest_utilitypv_class1_moderate_4,UtilityPV_Class1_Moderate_,2030,Results_p1,MW,361.9,361.8999691394301,1,0
p1_High_Elect_Mid_RE,NENG_Rest,NENG_Rest_utilitypv_class1_moderate_5,UtilityPV_Class1_Moderate_,2030,Results_p1,MW,22747.8,22747.79989706669,1,0
p1_High_Elect_Mid_RE,NENG_Rest,NENG_Rest_utilitypv_class1_moderate_6,UtilityPV_Class1_Moderate_,2030,Results_p1,MW,0.0,0.0016903328370163,1,0
p1_High_Elect_Mid_RE,NY_Z_A,NY_Z_A_battery_moderate_0,Battery_*_Moderate,2030,Results_p1,MW,0.0,0.0009522595786595,1,0
p1_High_Elect_Mid_RE,NY_Z_A,NY_Z_A_biomass_1,Biomass,2030,Results_p1,MW,0.0,0.0001548709156183,0,1
p1_High_Elect_Mid_RE,NY_Z_A,NY_Z_A_conventional_hydroelectric_1,Conventional Hydroelectric,2030,Results_p1,MW,0.0,0.0002406315837998,0,1
p1_High_Elect_Mid_RE,NY_Z_A,NY_Z_A_distributed_generation_1,distributed_generation,2030,Results_p1,MW,0.0,0.0011881238744109,0,1
p1_High_Elect_Mid_RE,NY_Z_A,NY_Z_A_hydroelectric_pumped_storage_1,Hydroelectric Pumped Storage,2030,Results_p1,MW,0.0,0.0009947143014712,0,1
p1_High_Elect_Mid_RE,NY_Z_A,NY_Z_A_landbasedwind_class1_moderate_1,LandbasedWind_Class1_Moderate_,2030,Results_p1,MW,0.0,0.0001617940161988,1,0
p1_High_Elect_Mid_RE,NY_Z_A,NY_Z_A_landbasedwind_class1_moderate_2,LandbasedWind_Class1_Moderate_,2030,Results_p1,MW,0.0,0.0002279362319336,1,0
p1_High_Elect_Mid_RE,NY_Z_A,NY_Z_A_landbasedwind_class1_moderate_3,LandbasedWind_Class1_Moderate_,2030,Results_p1,MW,0.0,0.0012437246354878,1,0
p1_High_Elect_Mid_RE,NY_Z_A,NY_Z_A_landbasedwind_class1_moderate_4,LandbasedWind_Class1_Moderate_,2030,Results_p1,MW,0.0,0.0009957506124496,1,0
p1_High_Elect_Mid_RE,NY_Z_A,NY_Z_A_landbasedwind_class1_moderate_5,LandbasedWind_Class1_Moderate_,2030,Results_p1,MW,0.0,0.0001622378105435,1,0
p1_High_Elect_Mid_RE,NY_Z_A,NY_Z_A_landbasedwind_class1_moderate_6,LandbasedWind_Class1_Moderate_,2030,Results_p1,MW,0.0,0.0002286024025362,1,0
p1_High_Elect_Mid_RE,NY_Z_A,NY_Z_A_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,2030,Results_p1,MW,0.0,0.0014917765274464,0,1
p1_High_Elect_Mid_RE,NY_Z_A,NY_Z_A_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,2030,Results_p1,MW,0.0,0.0010100967005137,0,1
p1_High_Elect_Mid_RE,NY_Z_A,NY_Z_A_natural_gas_steam_turbine_1,Natural Gas Steam Turbine,2030,Results_p1,MW,0.0,0.0001661763114234,0,1
p1_High_Elect_Mid_RE,NY_Z_A,NY_Z_A_naturalgas_ccavgcf_moderate_0,NaturalGas_CCAvgCF_Moderate,2030,Results_p1,MW,0.0,0.0002325992669496,1,0
p1_High_Elect_Mid_RE,NY_Z_A,NY_Z_A_naturalgas_ccs100_moderate_0,NaturalGas_CCS100_Moderate,2030,Results_p1,MW,0.0,0.0013730836121888,1,0
p1_High_Elect_Mid_RE,NY_Z_A,NY_Z_A_naturalgas_ctavgcf_moderate_0,NaturalGas_CTAvgCF_Moderate,2030,Results_p1,MW,0.0,0.0009977532957369,1,0
p1_High_Elect_Mid_RE,NY_Z_A,NY_Z_A_nuclear_nuclear_moderate_0,Nuclear_Nuclear_Moderate,2030,Results_p1,MW,0.0,0.0001638615147641,1,0
p1_High_Elect_Mid_RE,NY_Z_A,NY_Z_A_onshore_wind_turbine_1,Onshore Wind Turbine,2030,Results_p1,MW,0.0,0.0002297450300903,0,1
p1_High_Elect_Mid_RE,NY_Z_A,NY_Z_A_res_water_heat_1,res_water_heat,2030,Results_p1,MW,0.0,0.0017443709100863,0,1
p1_High_Elect_Mid_RE,NY_Z_A,NY_Z_A_small_hydroelectric_1,Small Hydroelectric,2030,Results_p1,MW,0.0,0.0010225992697708,0,1
p1_High_Elect_Mid_RE,NY_Z_A,NY_Z_A_solar_photovoltaic_1,Solar Photovoltaic,2030,Results_p1,MW,0.0,0.000170397523283,0,1
p1_High_Elect_Mid_RE,NY_Z_A,NY_Z_A_trans_light_duty_1,trans_light_duty,2030,Results_p1,MW,0.0,0.000236741319197,0,1
p1_High_Elect_Mid_RE,NY_Z_A,NY_Z_A_utilitypv_class1_moderate_1,UtilityPV_Class1_Moderate_,2030,Results_p1,MW,0.0,0.0028315071956863,1,0
p1_High_Elect_Mid_RE,NY_Z_A,NY_Z_A_utilitypv_class1_moderate_2,UtilityPV_Class1_Moderate_,2030,Results_p1,MW,0.0,0.0010647763932458,1,0
p1_High_Elect_Mid_RE,NY_Z_A,NY_Z_A_utilitypv_class1_moderate_3,UtilityPV_Class1_Moderate_,2030,Results_p1,MW,0.0,0.0001767362149192,1,0
p1_High_Elect_Mid_RE,NY_Z_A,NY_Z_A_utilitypv_class1_moderate_4,UtilityPV_Class1_Moderate_,2030,Results_p1,MW,0.0,0.0002430139962518,1,0
p1_High_Elect_Mid_RE,NY_Z_A,NY_Z_A_utilitypv_class1_moderate_5,UtilityPV_Class1_Moderate_,2030,Results_p1,MW,0.0,0.0009068907436256,1,0
p1_High_Elect_Mid_RE,NY_Z_A,NY_Z_A_utilitypv_class1_moderate_6,UtilityPV_Class1_Moderate_,2030,Results_p1,MW,0.0,0.0006713118610403,1,0
p1_High_Elect_Mid_RE,NY_Z_B,NY_Z_B_battery_moderate_0,Battery_*_Moderate,2030,Results_p1,MW,0.0,0.00013584968933,1,0
p1_High_Elect_Mid_RE,NY_Z_B,NY_Z_B_biomass_1,Biomass,2030,Results_p1,MW,0.0,0.0002200779715558,0,1
p1_High_Elect_Mid_RE,NY_Z_B,NY_Z_B_conventional_hydroelectric_1,Conventional Hydroelectric,2030,Results_p1,MW,0.0,0.0010482975777868,0,1
p1_High_Elect_Mid_RE,NY_Z_B,NY_Z_B_distributed_generation_1,distributed_generation,2030,Results_p1,MW,0.0,0.0006944530930399,0,1
p1_High_Elect_Mid_RE,NY_Z_B,NY_Z_B_landbasedwind_class1_moderate_1,LandbasedWind_Class1_Moderate_,2030,Results_p1,MW,0.0,0.0001398197634647,1,0
p1_High_Elect_Mid_RE,NY_Z_B,NY_Z_B_landbasedwind_class1_moderate_2,LandbasedWind_Class1_Moderate_,2030,Results_p1,MW,0.0,0.0002262738946031,1,0
p1_High_Elect_Mid_RE,NY_Z_B,NY_Z_B_landbasedwind_class1_moderate_3,LandbasedWind_Class1_Moderate_,2030,Results_p1,MW,0.0,6246.065014212163,1,0
p1_High_Elect_Mid_RE,NY_Z_B,NY_Z_B_landbasedwind_class1_moderate_4,LandbasedWind_Class1_Moderate_,2030,Results_p1,MW,0.0,0.0024302632481153,1,0
p1_High_Elect_Mid_RE,NY_Z_B,NY_Z_B_landbasedwind_class1_moderate_5,LandbasedWind_Class1_Moderate_,2030,Results_p1,MW,0.0,0.0001691694130227,1,0
p1_High_Elect_Mid_RE,NY_Z_B,NY_Z_B_landbasedwind_class1_moderate_6,LandbasedWind_Class1_Moderate_,2030,Results_p1,MW,0.0,0.0002843603431951,1,0
p1_High_Elect_Mid_RE,NY_Z_B,NY_Z_B_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,2030,Results_p1,MW,0.0,0.0003313568769208,0,1
p1_High_Elect_Mid_RE,NY_Z_B,NY_Z_B_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,2030,Results_p1,MW,0.0,0.30720085659902,0,1
p1_High_Elect_Mid_RE,NY_Z_B,NY_Z_B_natural_gas_steam_turbine_1,Natural Gas Steam Turbine,2030,Results_p1,MW,0.0,0.0162530601212423,0,1
p1_High_Elect_Mid_RE,NY_Z_B,NY_Z_B_naturalgas_ccavgcf_moderate_0,NaturalGas_CCAvgCF_Moderate,2030,Results_p1,MW,0.0,0.0001914799828232,1,0
p1_High_Elect_Mid_RE,NY_Z_B,NY_Z_B_naturalgas_ccs100_moderate_0,NaturalGas_CCS100_Moderate,2030,Results_p1,MW,0.0,0.000295789242577,1,0
p1_High_Elect_Mid_RE,NY_Z_B,NY_Z_B_naturalgas_ctavgcf_moderate_0,NaturalGas_CTAvgCF_Moderate,2030,Results_p1,MW,29.3,29.299998411652837,1,0
p1_High_Elect_Mid_RE,NY_Z_B,NY_Z_B_nuclear_1,Nuclear,2030,Results_p1,MW,1369.2,1369.1999993900931,1,0
p1_High_Elect_Mid_RE,NY_Z_B,NY_Z_B_nuclear_nuclear_moderate_0,Nuclear_Nuclear_Moderate,2030,Results_p1,MW,627.3,627.2999992777591,1,0
p1_High_Elect_Mid_RE,NY_Z_B,NY_Z_B_onshore_wind_turbine_1,Onshore Wind Turbine,2030,Results_p1,MW,135.5,135.49999927891233,0,1
p1_High_Elect_Mid_RE,NY_Z_B,NY_Z_B_res_water_heat_1,res_water_heat,2030,Results_p1,MW,3.5,3.499999580649482,0,1
p1_High_Elect_Mid_RE,NY_Z_B,NY_Z_B_small_hydroelectric_1,Small Hydroelectric,2030,Results_p1,MW,0.0,0.0,0,1
p1_High_Elect_Mid_RE,NY_Z_B,NY_Z_B_solar_photovoltaic_1,Solar Photovoltaic,2030,Results_p1,MW,2.0,1.99999935473282,0,1
p1_High_Elect_Mid_RE,NY_Z_B,NY_Z_B_trans_light_duty_1,trans_light_duty,2030,Results_p1,MW,1011.1,1011.099998987073,0,1
p1_High_Elect_Mid_RE,NY_Z_B,NY_Z_B_utilitypv_class1_moderate_1,UtilityPV_Class1_Moderate_,2030,Results_p1,MW,42.6,42.599999043274,1,0
p1_High_Elect_Mid_RE,NY_Z_B,NY_Z_B_utilitypv_class1_moderate_2,UtilityPV_Class1_Moderate_,2030,Results_p1,MW,678.5,678.4999987621378,1,0
p1_High_Elect_Mid_RE,NY_Z_B,NY_Z_B_utilitypv_class1_moderate_3,UtilityPV_Class1_Moderate_,2030,Results_p1,MW,2.0,1.9999996653306835,1,0
p1_High_Elect_Mid_RE,NY_Z_B,NY_Z_B_utilitypv_class1_moderate_4,UtilityPV_Class1_Moderate_,2030,Results_p1,MW,9.1,9.099999157061507,1,0
p1_High_Elect_Mid_RE,NY_Z_B,NY_Z_B_utilitypv_class1_moderate_5,UtilityPV_Class1_Moderate_,2030,Results_p1,MW,6.9,6.899999334500495,1,0
p1_High_Elect_Mid_RE,NY_Z_B,NY_Z_B_utilitypv_class1_moderate_6,UtilityPV_Class1_Moderate_,2030,Results_p1,MW,856.1,856.0999810452217,1,0
p1_High_Elect_Mid_RE,NY_Z_C&E,NY_Z_C&E_battery_moderate_0,Battery_*_Moderate,2030,Results_p1,MW,7080.5,7080.499997771074,1,0
p1_High_Elect_Mid_RE,NY_Z_C&E,NY_Z_C&E_biomass_1,Biomass,2030,Results_p1,MW,776.2,776.1999864764077,0,1
p1_High_Elect_Mid_RE,NY_Z_C&E,NY_Z_C&E_conventional_hydroelectric_1,Conventional Hydroelectric,2030,Results_p1,MW,0.0,2395.601663189152,0,1
p1_High_Elect_Mid_RE,NY_Z_C&E,NY_Z_C&E_distributed_generation_1,distributed_generation,2030,Results_p1,MW,0.0,0.0036047875678849,0,1
p1_High_Elect_Mid_RE,NY_Z_C&E,NY_Z_C&E_landbasedwind_class1_moderate_1,LandbasedWind_Class1_Moderate_,2030,Results_p1,MW,0.0,0.0014240612407304,1,0
p1_High_Elect_Mid_RE,NY_Z_C&E,NY_Z_C&E_landbasedwind_class1_moderate_2,LandbasedWind_Class1_Moderate_,2030,Results_p1,MW,0.0,0.0814848389736863,1,0
p1_High_Elect_Mid_RE,NY_Z_C&E,NY_Z_C&E_landbasedwind_class1_moderate_3,LandbasedWind_Class1_Moderate_,2030,Results_p1,MW,0.0,0.0014800159896911,1,0
p1_High_Elect_Mid_RE,NY_Z_C&E,NY_Z_C&E_landbasedwind_class1_moderate_4,LandbasedWind_Class1_Moderate_,2030,Results_p1,MW,0.0,0.000456351600994,1,0
p1_High_Elect_Mid_RE,NY_Z_C&E,NY_Z_C&E_landbasedwind_class1_moderate_5,LandbasedWind_Class1_Moderate_,2030,Results_p1,MW,0.0,803.7998092983325,1,0
p1_High_Elect_Mid_RE,NY_Z_C&E,NY_Z_C&E_landbasedwind_class1_moderate_6,LandbasedWind_Class1_Moderate_,2030,Results_p1,MW,0.0,0.0079366481682009,1,0
p1_High_Elect_Mid_RE,NY_Z_C&E,NY_Z_C&E_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,2030,Results_p1,MW,0.0,1499.9992098941643,0,1
p1_High_Elect_Mid_RE,NY_Z_C&E,NY_Z_C&E_natural_gas_steam_turbine_1,Natural Gas Steam Turbine,2030,Results_p1,MW,0.0,271.1999972787124,0,1
p1_High_Elect_Mid_RE,NY_Z_C&E,NY_Z_C&E_naturalgas_ccavgcf_moderate_0,NaturalGas_CCAvgCF_Moderate,2030,Results_p1,MW,0.0,0.0011060423844509,1,0
p1_High_Elect_Mid_RE,NY_Z_C&E,NY_Z_C&E_naturalgas_ccs100_moderate_0,NaturalGas_CCS100_Moderate,2030,Results_p1,MW,0.0,0.0004360218250175,1,0
p1_High_Elect_Mid_RE,NY_Z_C&E,NY_Z_C&E_naturalgas_ctavgcf_moderate_0,NaturalGas_CTAvgCF_Moderate,2030,Results_p1,MW,0.0,8.25972695118506e-05,1,0
p1_High_Elect_Mid_RE,NY_Z_C&E,NY_Z_C&E_nuclear_1,Nuclear,2030,Results_p1,MW,0.0,6.98017698157283e-05,1,0
p1_High_Elect_Mid_RE,NY_Z_C&E,NY_Z_C&E_nuclear_nuclear_moderate_0,Nuclear_Nuclear_Moderate,2030,Results_p1,MW,0.0,0.0001309861857085,1,0
p1_High_Elect_Mid_RE,NY_Z_C&E,NY_Z_C&E_onshore_wind_turbine_1,Onshore Wind Turbine,2030,Results_p1,MW,0.0,0.0001043877804229,0,1
p1_High_Elect_Mid_RE,NY_Z_C&E,NY_Z_C&E_res_water_heat_1,res_water_heat,2030,Results_p1,MW,0.0,0.0001635032062531,0,1
p1_High_Elect_Mid_RE,NY_Z_C&E,NY_Z_C&E_small_hydroelectric_1,Small Hydroelectric,2030,Results_p1,MW,0.0,7.843979418349002e-05,0,1
p1_High_Elect_Mid_RE,NY_Z_C&E,NY_Z_C&E_solar_photovoltaic_1,Solar Photovoltaic,2030,Results_p1,MW,0.0,0.0001217813966349,0,1
p1_High_Elect_Mid_RE,NY_Z_C&E,NY_Z_C&E_trans_light_duty_1,trans_light_duty,2030,Results_p1,MW,0.0,0.0001520464727076,0,1
p1_High_Elect_Mid_RE,NY_Z_C&E,NY_Z_C&E_utilitypv_class1_moderate_1,UtilityPV_Class1_Moderate_,2030,Results_p1,MW,0.0,0.0001309509529818,1,0
p1_High_Elect_Mid_RE,NY_Z_C&E,NY_Z_C&E_utilitypv_class1_moderate_2,UtilityPV_Class1_Moderate_,2030,Results_p1,MW,0.0,0.0001250327608719,1,0
p1_High_Elect_Mid_RE,NY_Z_C&E,NY_Z_C&E_utilitypv_class1_moderate_3,UtilityPV_Class1_Moderate_,2030,Results_p1,MW,0.0,9.822089673274988e-05,1,0
p1_High_Elect_Mid_RE,NY_Z_C&E,NY_Z_C&E_utilitypv_class1_moderate_4,UtilityPV_Class1_Moderate_,2030,Results_p1,MW,0.0,0.0001457661969804,1,0
p1_High_Elect_Mid_RE,NY_Z_C&E,NY_Z_C&E_utilitypv_class1_moderate_5,UtilityPV_Class1_Moderate_,2030,Results_p1,MW,0.0,45.39778259946996,1,0
p1_High_Elect_Mid_RE,NY_Z_C&E,NY_Z_C&E_utilitypv_class1_moderate_6,UtilityPV_Class1_Moderate_,2030,Results_p1,MW,0.0,6585.399623692345,1,0
p1_High_Elect_Mid_RE,NY_Z_D,NY_Z_D_battery_moderate_0,Battery_*_Moderate,2030,Results_p1,MW,0.0,0.0009124772527582,1,0
p1_High_Elect_Mid_RE,NY_Z_D,NY_Z_D_conventional_hydroelectric_1,Conventional Hydroelectric,2030,Results_p1,MW,0.0,0.0007158390170366,0,1
p1_High_Elect_Mid_RE,NY_Z_D,NY_Z_D_distributed_generation_1,distributed_generation,2030,Results_p1,MW,0.0,0.0004879790038717,0,1
p1_High_Elect_Mid_RE,NY_Z_D,NY_Z_D_landbasedwind_class1_moderate_1,LandbasedWind_Class1_Moderate_,2030,Results_p1,MW,0.0,0.0005062435817313,1,0
p1_High_Elect_Mid_RE,NY_Z_D,NY_Z_D_landbasedwind_class1_moderate_2,LandbasedWind_Class1_Moderate_,2030,Results_p1,MW,0.0,0.0008126005630513,1,0
p1_High_Elect_Mid_RE,NY_Z_D,NY_Z_D_landbasedwind_class1_moderate_3,LandbasedWind_Class1_Moderate_,2030,Results_p1,MW,0.0,2572.6984494843946,1,0
